nyc_building_identification_number_bin,last_modified_date_property_use,hospital_general_medical_surgical_percent_that_can_be_cooled,reason_s_for_no_score,parking_partially_enclosed_parking_garage_size_ft,non_refrigerated_warehouse_gross_floor_area_ft,worship_facility_gross_floor_area_ft,data_center_pue,multifamily_housing_number_of_bedrooms,primary_property_type_self_selected,electricity_use_grid_purchase_and_generated_from_onsite_renewable_systems_kwh,hospital_general_medical_surgical_number_of_mri_machines,number_of_active_energy_meters_used_to_compute_metrics,alert_energy_meter_has_gaps,hospital_general_medical_surgical_full_time_equivalent_fte_workers,data_center_it_energy_configuration,wholesale_club_supercenter_gross_floor_area_ft,electricity_use_grid_purchase_kbtu,self_storage_facility_gross_floor_area_ft,data_center_national_median_pue,parent_property_id,municipally_supplied_potable_water_indoor_use_kgal,parking_gross_floor_area_ft,national_median_total_ghg_emissions_metric_tons_co2e,restaurant_weekly_operating_hours,alert_energy_no_meters_selected_for_metrics,office_weekly_operating_hours,weather_normalized_site_energy_use_kbtu,energy_power_station_gross_floor_area_ft,fitness_center_health_club_gym_gross_floor_area_ft,residence_hall_dormitory_gross_floor_area_ft,last_modified_date_property,temporary_values,diesel_2_use_kbtu,performing_arts_gross_floor_area_ft,energy_star_certification_eligibility,medical_office_gross_floor_area_ft,bank_branch_gross_floor_area_ft,hospital_general_medical_surgical_staffed_bed_density_number_per_1_000_sq_ft,electricity_use_generated_from_onsite_renewable_systems_and_exported_kwh,district_hot_water_use_kbtu,data_center_pdu_output_meter_kwh
1034510,04/22/2021 10:55 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Office,29192010,Not Available,6,Ok,Not Available,UPS supports only IT Equipment (preferred) => Use UPS Output Meter,Not Available,99603128.8,Not Available,Not Available,Not Applicable: Standalone Property,41969.6,Not Available,15055.8,41.94,Ok,66.98,194773755.5,Not Available,Not Available,Not Available,05/12/2021 11:04 AM EDT,No,Not Available,Not Available,No,109276,44054,Not Available,Not Available,Not Available,0
"R840-5061911, R089-5170161",04/26/2021 02:45 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,516320,Not Available,5,Ok,Not Available,Not Available,Not Available,1761683.8,Not Available,Not Available,Not Applicable: Standalone Property,344.2,Not Available,661.7,Not Available,Ok,Not Available,3826871.9,Not Available,Not Available,Not Available,05/03/2021 10:57 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1044058,08/17/2020 03:48 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,602800,Not Available,3,Ok,Not Available,Not Available,Not Available,2056753.6,Not Available,Not Available,Not Applicable: Standalone Property,16.2,Not Available,1041.9,Not Available,Ok,Not Available,5836537.4,Not Available,Not Available,Not Available,05/04/2021 09:51 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1038464,05/28/2021 01:59 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Office,3239762,Not Available,4,Ok,Not Available,Not Available,Not Available,11054066.3,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,2452.9,Not Available,Ok,65,26806147.4,Not Available,Not Available,Not Available,05/28/2021 01:59 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3347721,11/20/2020 05:08 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Senior Living Community,1161148,Not Available,4,Ok,Not Available,Not Available,Not Available,3961835.7,Not Available,Not Available,Not Applicable: Standalone Property,17911.1,Not Available,578.5,Not Available,Ok,Not Available,9894615.9,Not Available,Not Available,Not Available,04/21/2021 04:22 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2008460,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,615600,Not Available,3,Ok,Not Available,Not Available,Not Available,2100427.2,Not Available,Not Available,Not Applicable: Standalone Property,1,Not Available,820.7,Not Available,Ok,Not Available,9263014.5,Not Available,Not Available,Not Available,05/05/2021 08:30 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4009499,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,574800,Not Available,2,Ok,Not Available,Not Available,Not Available,1961217.6,Not Available,Not Available,Not Applicable: Standalone Property,1035.8,Not Available,197.9,Not Available,Ok,Not Available,3678473.5,Not Available,Not Available,Not Available,05/04/2021 03:00 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2009611,08/17/2020 03:48 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,554400,Not Available,3,Ok,Not Available,Not Available,Not Available,1891612.8,Not Available,Not Available,Not Applicable: Standalone Property,93.6,Not Available,1249.9,Not Available,Ok,Not Available,7564982.1,Not Available,Not Available,Not Available,05/04/2021 01:48 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2097341,08/17/2020 04:20 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,347360,Not Available,3,Ok,Not Available,Not Available,Not Available,1185192.3,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,459.7,Not Available,Ok,Not Available,6192433.8,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1003214,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,253200,Not Available,3,Ok,Not Available,Not Available,Not Available,863918.4,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,459.9,Not Available,Ok,Not Available,2538152.2,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4268900,03/31/2019 08:18 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,379280,Not Available,3,Ok,Not Available,Not Available,Not Available,1294103.4,Not Available,Not Available,Not Applicable: Standalone Property,168.6,Not Available,201.1,Not Available,Ok,Not Available,3298719.5,Not Available,Not Available,Not Available,05/05/2021 09:40 AM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1060726,08/11/2020 05:36 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,410800,Not Available,3,Ok,Not Available,Not Available,Not Available,1401649.6,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,699.1,Not Available,Ok,Not Available,5866732.9,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3387646,08/12/2020 09:16 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,1070800,Not Available,3,Ok,Not Available,Not Available,Not Available,3653569.7,Not Available,Not Available,Not Applicable: Standalone Property,404.4,Not Available,453.3,Not Available,Ok,Not Available,10123118.5,Not Available,Not Available,Not Available,05/03/2021 02:01 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2013047,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,399360,Not Available,1,Ok,Not Available,Not Available,Not Available,1362616.3,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,96.5,Not Available,Ok,Not Available,1473519.9,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
5000314,08/17/2020 03:49 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,659600,Not Available,3,Ok,Not Available,Not Available,Not Available,2250555.2,Not Available,Not Available,Not Applicable: Standalone Property,468.4,Not Available,807.7,Not Available,Ok,Not Available,8694388,Not Available,Not Available,Not Available,05/05/2021 08:21 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4208124,08/17/2020 03:48 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,836640,Not Available,3,Ok,Not Available,Not Available,Not Available,2854615.7,Not Available,Not Available,Not Applicable: Standalone Property,387.6,Not Available,814.9,Not Available,Ok,Not Available,8294266.5,Not Available,Not Available,Not Available,05/05/2021 09:54 AM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4004874,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,580800,Not Available,3,Ok,Not Available,Not Available,Not Available,1981689.6,Not Available,Not Available,Not Applicable: Standalone Property,14.2,Not Available,867.1,Not Available,Ok,Not Available,11050697.6,Not Available,Not Available,Not Available,05/04/2021 12:02 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
4290116,03/31/2019 08:18 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,616800,Not Available,3,Ok,Not Available,Not Available,Not Available,2104521.6,Not Available,Not Available,Not Applicable: Standalone Property,362.7,Not Available,425.3,Not Available,Ok,Not Available,5450450,Not Available,Not Available,Not Available,05/04/2021 12:01 PM EDT,No,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3043248,08/11/2020 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,K-12 School,400000,Not Available,2,Ok,Not Available,Not Available,Not Available,1364800,Not Available,Not Available,Not Applicable: Standalone Property,2963.8,Not Available,642.3,Not Available,Ok,Not Available,6936812.3,Not Available,Not Available,Not Available,05/03/2021 01:27 PM EDT,No,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
