address_1,latitude,longitude,wholesale_club_supercenter_1,_3rd_largest_property_use_1,third_party_certification_2,nyc_borough_block_and_lot,hospital_general_medical_5,medical_office_weekly,last_modified_date_electric,alert_energy_meter_has,council_district,energy_star_score,electricity_use_generated_2,source_eui_kbtu_ft,estimated_data_flag_fuel_2,multifamily_housing_number_1,multifamily_housing_number_7,multifamily_housing_total_1,property_gfa_calculated_1,fuel_oil_4_use_kbtu,hospital_general_medical_8,fuel_oil_5_6_use_kbtu,estimated_values_energy,postcode,avoided_emissions_offsite,release_date,_3rd_largest_property_use,leed_us_project_id,municipally_supplied_potable_2,data_center_pdu_input_meter,electricity_use_grid_purchase_1,construction_status,enclosed_mall_gross_floor,hospital_general_medical_11,primary_property_type,data_quality_checker_date,property_gfa_calculated,annual_maximum_demand_mm,parking_completely_enclosed,medical_office_number_of_2,convention_center_gross_floor,metered_areas_energy,supermarket_grocery_gross,municipally_supplied_potable_3,multifamily_housing_total,other_gross_floor_area_ft,national_median_source_eui
1007 Evergreen Avenue,40.824054,-73.880039,Not Available,Not Available,Not Available,2037110001,Not Available,Not Available,04/10/2020 05:34 PM EDT,Ok,17.0,80,Not Available,83.5,No,Not Available,Not Available,Not Available,109200.0,4599005.9,Not Available,Not Available,No,10472,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,459200,Existing,Not Available,Not Available,K-12 School,Not Available,109200.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,119.8
211 72nd Street,40.63402,-74.029036,Not Available,Not Available,Not Available,3058900001,Not Available,Not Available,04/17/2020 10:27 AM EDT,Ok,43.0,81,Not Available,95,Not Available,Not Available,Not Available,Not Available,116400.0,Not Available,Not Available,Not Available,No,11209,0,2020-08-28T16:28:36.000,Not Available,Not Available,7590.2,Not Available,539999.9,Existing,Not Available,Not Available,K-12 School,Not Available,116400.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,138.3
3961 Hillman Avenue,40.882898,-73.891256,Not Available,Not Available,Not Available,2032520182,Not Available,Not Available,04/10/2020 05:36 PM EDT,Ok,11.0,55,Not Available,127.9,Not Available,Not Available,Not Available,Not Available,172800.0,Not Available,Not Available,Not Available,No,10463,0,2020-08-28T16:28:36.000,Not Available,Not Available,4685.2,Not Available,1323799.8,Existing,Not Available,Not Available,K-12 School,Not Available,172800.0,07/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,134.6
132 West 89th Street,40.788865,-73.971847,Not Available,Not Available,Not Available,1012190047,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,6.0,50,Not Available,107,Not Available,Not Available,Not Available,Not Available,87680.0,Not Available,Not Available,Not Available,No,10024,0,2020-08-28T16:28:36.000,Not Available,Not Available,7778.2,Not Available,502399.9,Existing,Not Available,Not Available,K-12 School,Not Available,87680.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,107.4
370 Fountain Avenue,40.670724,-73.874208,Not Available,Not Available,Not Available,3042780001,Not Available,Not Available,04/14/2020 02:37 PM EDT,Ok,42.0,55,Not Available,121.4,Not Available,Not Available,Not Available,Not Available,181200.0,Not Available,Not Available,Not Available,No,11208,0,2020-08-28T16:28:36.000,Not Available,Not Available,11878.6,Not Available,1042799.8,Existing,Not Available,Not Available,K-12 School,Not Available,181200.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,128.2
560 East 179th Street,40.8486,-73.893654,Not Available,Not Available,Not Available,2030610055,Not Available,Not Available,04/10/2020 05:35 PM EDT,Ok,15.0,75,Not Available,91.6,Not Available,Not Available,Not Available,Not Available,48360.0,Not Available,Not Available,Not Available,No,10457,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,192320,Existing,Not Available,Not Available,K-12 School,Not Available,48360.0,07/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,121.7
107-01 Otis Avenue,40.74056,-73.854131,Not Available,Not Available,Not Available,4019540037,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,21.0,42,Not Available,122.7,Not Available,Not Available,Not Available,Not Available,142925.0,Not Available,Not Available,Not Available,No,11368,0,2020-08-28T16:28:36.000,Not Available,Not Available,6789.9,Not Available,879199.9,Existing,Not Available,Not Available,K-12 School,Not Available,142925.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,113.8
57-40 Marathon Parkway,40.759404,-73.731299,Not Available,Not Available,Not Available,4082760620,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,23.0,74,Not Available,85.3,Not Available,Not Available,Not Available,Not Available,94880.0,Not Available,Not Available,Not Available,No,11362,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,293280,Existing,Not Available,Not Available,K-12 School,Not Available,94880.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,112.5
1925 Schieffelin Avenue,40.885008,-73.843193,Not Available,Not Available,Not Available,2049050500,Not Available,Not Available,04/10/2020 05:35 PM EDT,Ok,12.0,95,Not Available,56.4,No,Not Available,Not Available,Not Available,85325.0,Not Available,Not Available,Not Available,No,10466,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,334799.9,Existing,Not Available,Not Available,K-12 School,Not Available,85325.0,05/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,116.9
2239 Forrest Avenue,,,Not Available,Not Available,Not Available,5012500090,Not Available,Not Available,03/20/2020 12:48 PM EDT,Ok,,96,388274,73.6,Not Available,Not Available,Not Available,Not Available,91047.0,Not Available,Not Available,Not Available,No,10303,0,2020-04-21T10:15:34.000,Not Available,Not Available,1435.4,Not Available,523015.9,Existing,Not Available,Not Available,Retail Store,Not Available,91047.0,Not Available,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,156.5
223 East 23 Street,40.738548,-73.982455,Not Available,Not Available,Not Available,1009040024,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,2.0,64,Not Available,127.1,Not Available,Not Available,Not Available,Not Available,141660.0,Not Available,Not Available,Not Available,No,10010,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,925200,Existing,Not Available,Not Available,K-12 School,Not Available,141660.0,08/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,147.7
2900 VETERANS RD W,40.527705,-74.230733,Not Available,Not Available,Not Available,5074810001,Not Available,Not Available,09/24/2020 02:12 PM EDT,Ok,51.0,72,Not Available,170.4,Not Available,Not Available,Not Available,Not Available,143876.0,Not Available,Not Available,Not Available,No,10309,0,2020-10-28T14:28:11.000,Not Available,Not Available,1209,Not Available,2160778.6,Existing,Not Available,Not Available,Retail Store,2020-10-28,449303.0,Not Available,0,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,214.5
160 E 34th Street,40.746104,-73.979036,Not Available,Not Available,Not Available,1-00889-0050,Not Available,Not Available,02/05/2020 12:01 PM EST,Ok,2.0,Not Available,Not Available,368.3,Not Available,Not Available,Not Available,Not Available,157539.0,Not Available,Not Available,Not Available,No,10016,0,2020-07-17T11:55:36.000,Not Available,Not Available,6024.2,Not Available,5315999.5,Existing,Not Available,Not Available,Urgent Care/Clinic/Other Outpatient,Not Available,157539.0,Not Available,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,145.8
1071 Fifth Avenue,40.782925,-73.959391,Not Available,Not Available,Not Available,1-01500-0001,Not Available,Not Available,02/20/2020 10:05 AM EST,Ok,4.0,Not Available,Not Available,570.5,Not Available,Not Available,Not Available,Not Available,108013.0,Not Available,Not Available,Not Available,No,10128,0,2020-07-29T07:42:02.000,Not Available,Not Available,Not Available,Not Available,3342049.8,Existing,Not Available,Not Available,Museum,2020-05-12,108013.0,Not Available,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,112.0
138-30 Lafayette Street,40.67124,-73.845141,Not Available,Not Available,Not Available,4114030001,Not Available,Not Available,08/19/2020 09:03 AM EDT,Ok,32.0,92,Not Available,66.7,No,Not Available,Not Available,Not Available,180175.0,5573740,Not Available,Not Available,No,11417,0,2020-08-28T16:28:36.000,Not Available,Not Available,60.4,Not Available,660399.9,Existing,Not Available,Not Available,K-12 School,Not Available,180175.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,123.0
158-40 76th Road,40.724458,-73.810216,Not Available,Not Available,Not Available,4068260001,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,24.0,77,Not Available,105.8,No,Not Available,Not Available,Not Available,145375.0,Not Available,Not Available,Not Available,No,11366,0,2020-08-28T16:28:36.000,Not Available,Not Available,8528,Not Available,699199.9,Existing,Not Available,Not Available,K-12 School,Not Available,145375.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,145.6
677 East 141st Street,40.807335,-73.912731,Not Available,Not Available,Not Available,2025710001,Not Available,Not Available,08/18/2020 01:44 PM EDT,Ok,8.0,78,Not Available,102.4,Not Available,Not Available,Not Available,Not Available,91300.0,Not Available,Not Available,Not Available,No,10454,0,2020-08-28T16:28:36.000,Not Available,Not Available,5819.6,Not Available,496799.9,Existing,Not Available,Not Available,K-12 School,Not Available,91300.0,06/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,141.8
1155 Dekalb Avenue,40.694507,-73.929107,Not Available,Not Available,Not Available,3032300027,Not Available,Not Available,04/14/2020 02:37 PM EDT,Ok,34.0,73,Not Available,111.5,Not Available,Not Available,Not Available,Not Available,74830.0,Not Available,Not Available,Not Available,No,11221,0,2020-08-28T16:28:36.000,Not Available,Not Available,2434.2,Not Available,671999.9,Existing,Not Available,Not Available,K-12 School,Not Available,74830.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,144.0
109-20 Union Hall Street,40.694125,-73.790675,Not Available,Not Available,Not Available,4121510001,Not Available,Not Available,04/17/2020 12:53 PM EDT,Ok,28.0,50,Not Available,115.1,Not Available,Not Available,Not Available,Not Available,126525.0,Not Available,Not Available,Not Available,No,11433,0,2020-08-28T16:28:36.000,Not Available,Not Available,5969.6,Not Available,756399.9,Existing,Not Available,Not Available,K-12 School,Not Available,126525.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,115.6
46-21 Colden Street,40.749545,-73.822073,Not Available,Not Available,Not Available,4051470001,Not Available,Not Available,04/13/2020 03:27 PM EDT,Ok,20.0,96,273957.5,68.1,No,Not Available,Not Available,Not Available,184975.0,5884238,Not Available,Not Available,No,11355,0,2020-08-28T16:28:36.000,Not Available,Not Available,4942.7,Not Available,601599.9,Existing,Not Available,Not Available,K-12 School,Not Available,184975.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,150.6
125 Covert Street,40.688387,-73.910276,Not Available,Not Available,Not Available,3034160001,Not Available,Not Available,04/14/2020 02:38 PM EDT,Ok,37.0,42,Not Available,91.9,No,Not Available,Not Available,Not Available,188400.0,10289963.2,Not Available,Not Available,No,11207,0,2020-05-01T21:54:16.000,Not Available,Not Available,2123.8,Not Available,690799.9,Existing,Not Available,Not Available,K-12 School,Not Available,188400.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,85.6
4318 Katonah Avenue,40.899295,-73.8675,Not Available,Not Available,Not Available,2033860001,Not Available,Not Available,04/10/2020 05:35 PM EDT,Ok,11.0,43,Not Available,140.4,Not Available,Not Available,Not Available,Not Available,43260.0,Not Available,Not Available,Not Available,No,10470,0,2020-08-28T16:28:36.000,Not Available,Not Available,4825.8,Not Available,349920,Existing,Not Available,Not Available,K-12 School,Not Available,43260.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,131.9
102-10 Rockaway Boulevard,40.679487,-73.836476,Not Available,Not Available,Not Available,4095400002,Not Available,Not Available,04/17/2020 12:54 PM EDT,Ok,32.0,71,Not Available,97.8,No,Not Available,Not Available,Not Available,307200.0,15292332.6,Not Available,Not Available,No,11417,0,2020-08-28T16:28:36.000,Not Available,Not Available,10037.9,Not Available,1513599.9,Existing,Not Available,Not Available,K-12 School,Not Available,307200.0,12/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,123.6
105 Hamilton Avenue,40.644735,-74.081222,Not Available,Not Available,Not Available,5000220001,Not Available,Not Available,04/17/2020 12:53 PM EDT,Ok,49.0,47,Not Available,147.4,No,Not Available,Not Available,Not Available,284857.0,17436647.2,Not Available,Not Available,No,10301,0,2020-08-28T16:28:36.000,Not Available,Not Available,27019,Not Available,2096199.9,Existing,Not Available,Not Available,K-12 School,Not Available,284857.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,143.5
125 Stuyvesant Avenue,40.691274,-73.933697,Not Available,Not Available,Not Available,3016160001,Not Available,Not Available,04/14/2020 02:38 PM EDT,Ok,36.0,74,Not Available,89.1,Not Available,Not Available,Not Available,Not Available,159600.0,Not Available,Not Available,Not Available,No,11221,0,2020-05-01T21:54:16.000,Not Available,Not Available,6570.5,Not Available,645199.9,Existing,Not Available,Not Available,K-12 School,Not Available,159600.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,117.4
122 Amsterdam Avenue,40.774351,-73.984753,Not Available,Not Available,Not Available,1011570025,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,6.0,62,Not Available,119.2,Not Available,Not Available,Not Available,Not Available,524950.0,Not Available,Not Available,Not Available,No,10023,0,2020-08-28T16:28:36.000,Not Available,Not Available,77631.5,Not Available,4662399.5,Existing,Not Available,Not Available,K-12 School,Not Available,524950.0,06/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,136.1
98 Beach 28th Street,40.593754,-73.760477,Not Available,Not Available,Not Available,4158190148,Not Available,Not Available,04/17/2020 12:54 PM EDT,Ok,31.0,17,Not Available,150.3,Not Available,Not Available,Not Available,Not Available,13260.0,Not Available,Not Available,Not Available,No,11691,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,121000,Existing,Not Available,Not Available,K-12 School,Not Available,13260.0,08/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,105.6
345 Chambers Street,40.7177,-74.01399,Not Available,Not Available,Not Available,1000160215,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,1.0,36,Not Available,158.3,Not Available,Not Available,Not Available,Not Available,483250.0,Not Available,Not Available,Not Available,No,10282,0,2020-08-28T16:28:36.000,Not Available,Not Available,82017.7,Not Available,6719999.2,Existing,Not Available,Not Available,K-12 School,Not Available,483250.0,11/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,138.4
1865 Morris Avenue,40.848547,-73.908416,Not Available,Not Available,Not Available,2028270001,Not Available,Not Available,04/10/2020 05:35 PM EDT,Ok,14.0,59,Not Available,120.8,No,Not Available,Not Available,Not Available,136025.0,9105581.8,Not Available,Not Available,No,10453,0,2020-08-28T16:28:36.000,Not Available,Not Available,0,Not Available,698799.9,Existing,Not Available,Not Available,K-12 School,Not Available,136025.0,06/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,133.1
221 Broadway,40.636587,-74.117509,Not Available,Not Available,Not Available,5001760010,Not Available,Not Available,04/17/2020 12:53 PM EDT,Ok,49.0,77,Not Available,94.8,No,Not Available,Not Available,Not Available,104525.0,Not Available,Not Available,Not Available,No,10301,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,585319.9,Existing,Not Available,Not Available,K-12 School,Not Available,104525.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,129.9
333 East 151st Street,40.818232,-73.919867,Not Available,Not Available,Not Available,2024110022,Not Available,Not Available,04/10/2020 05:35 PM EDT,Ok,17.0,80,Not Available,93.1,No,Not Available,Not Available,Not Available,282668.0,15038439.3,Not Available,Not Available,No,10451,0,2020-08-28T16:28:36.000,Not Available,Not Available,12150.7,Not Available,1153599.8,Existing,Not Available,Not Available,K-12 School,Not Available,282668.0,08/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,132.6
149-11 Melbourne Avenue,40.73439,-73.821392,Not Available,Not Available,Not Available,4065070200,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,24.0,57,Not Available,123.7,Not Available,Not Available,Not Available,Not Available,210100.0,Not Available,Not Available,Not Available,No,11367,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,2023199.8,Existing,Not Available,Not Available,K-12 School,Not Available,210100.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,133.5
601 Newman Avenue,40.818228,-73.856302,Not Available,Not Available,Not Available,2035640001,Not Available,Not Available,04/10/2020 05:34 PM EDT,Ok,18.0,74,Not Available,85.1,No,Not Available,Not Available,Not Available,102000.0,4685432,Not Available,Not Available,No,10473,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,407200,Existing,Not Available,Not Available,K-12 School,Not Available,102000.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,111.5
1075 Pugsley Avenue,40.828518,-73.856569,Not Available,Not Available,Not Available,2037890021,Not Available,Not Available,04/10/2020 05:35 PM EDT,Ok,18.0,53,Not Available,103.6,No,Not Available,Not Available,Not Available,67525.0,Not Available,Not Available,Not Available,No,10472,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,260320,Existing,Not Available,Not Available,K-12 School,Not Available,67525.0,11/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,107.3
220 Watkins Street,40.667382,-73.908214,Not Available,Not Available,Not Available,3035440135,Not Available,Not Available,04/14/2020 02:38 PM EDT,Ok,41.0,87,Not Available,88.1,Not Available,Not Available,Not Available,Not Available,110400.0,Not Available,Not Available,Not Available,No,11212,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,573199.9,Existing,Not Available,Not Available,K-12 School,Not Available,110400.0,08/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,136.6
333 West 17th Street,40.742129,-74.002198,Not Available,Not Available,Not Available,1007410010,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,3.0,95,162100.2,66.9,No,Not Available,Not Available,Not Available,180175.0,6044779.4,Not Available,Not Available,No,10011,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,557519.9,Existing,Not Available,Not Available,K-12 School,Not Available,180175.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,141.2
350 Park Avenue,40.758224,-73.973231,Not Available,1449,Not Available,1012870033,Not Available,Not Available,07/09/2020 06:04 PM EDT,Ok,4.0,55,Not Available,187.4,Not Available,Not Available,Not Available,Not Available,570778.0,Not Available,Not Available,Not Available,No,10022,0,2020-07-29T14:31:02.000,Fast Food Restaurant,Not Available,7669.5,Not Available,8910688.1,Existing,Not Available,Not Available,Office,2020-07-29,570778.0,Not Available,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,200.4
180 6th Avenue,40.67634,-73.977367,Not Available,Not Available,Not Available,3009500024,Not Available,Not Available,04/14/2020 02:39 PM EDT,Ok,39.0,63,Not Available,102.2,No,Not Available,Not Available,Not Available,104400.0,6390875.9,Not Available,Not Available,No,11217,0,2020-08-28T16:28:36.000,Not Available,Not Available,35.3,Not Available,428240,Existing,Not Available,Not Available,K-12 School,Not Available,104400.0,01/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,118.0
72 Veronica Place,40.648608,-73.952821,Not Available,Not Available,Not Available,3051100025,Not Available,Not Available,04/17/2020 10:27 AM EDT,Ok,40.0,16,Not Available,169.4,Not Available,Not Available,Not Available,Not Available,129665.0,Not Available,Not Available,Not Available,No,11226,0,2020-08-28T16:28:36.000,Not Available,Not Available,9688.2,Not Available,1383999.9,Existing,Not Available,Not Available,K-12 School,Not Available,129665.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,117.0
54-25 Skillman Avenue,40.745244,-73.90872,Not Available,Not Available,Not Available,4012390001,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,26.0,69,Not Available,99.5,No,Not Available,Not Available,Not Available,192480.0,Not Available,Not Available,Not Available,No,11377,0,2020-08-28T16:28:36.000,Not Available,Not Available,9905.2,Not Available,1361199.9,Existing,Not Available,Not Available,K-12 School,Not Available,192480.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,122.3
160 East 120th Street,40.801007,-73.939349,Not Available,Not Available,Not Available,1017680021,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,8.0,60,Not Available,105.3,No,Not Available,Not Available,Not Available,102200.0,Not Available,Not Available,Not Available,No,10035,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,527759.9,Existing,Not Available,Not Available,K-12 School,Not Available,102200.0,01/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,117.9
1825 Prospect Avenue,40.842084,-73.891116,Not Available,Not Available,Not Available,2029490064,Not Available,Not Available,04/10/2020 05:35 PM EDT,Ok,17.0,75,Not Available,93.9,Not Available,Not Available,Not Available,Not Available,72080.0,Not Available,Not Available,Not Available,No,10457,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,355600,Existing,Not Available,Not Available,K-12 School,Not Available,72080.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,125.3
1535 Story Avenue,40.821776,-73.876918,Not Available,Not Available,Not Available,2036520001,Not Available,Not Available,08/18/2020 02:06 PM EDT,Ok,17.0,63,Not Available,115.5,Not Available,Not Available,Not Available,Not Available,84961.0,Not Available,Not Available,Not Available,No,10473,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,477999.9,Existing,Not Available,Not Available,K-12 School,Not Available,84961.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,133.6
650 Fifth Avenue,40.759789,-73.976544,Not Available,0,Not Available,1012670041,Not Available,Not Available,06/23/2020 11:34 PM EDT,Ok,4.0,60,Not Available,206.2,Not Available,Not Available,Not Available,Not Available,336010.0,Not Available,Not Available,Not Available,No,10019,0,2020-07-31T16:25:26.000,Fast Food Restaurant,Not Available,Not Available,Not Available,6285418.6,Existing,Not Available,Not Available,Office,2020-07-01,336010.0,Not Available,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,236.7
205-01 33rd Avenue,40.76936,-73.783943,Not Available,Not Available,Not Available,4060380013,Not Available,Not Available,04/10/2020 04:27 PM EDT,Ok,19.0,73,Not Available,85.2,Not Available,Not Available,Not Available,Not Available,75700.0,Not Available,Not Available,Not Available,No,11361,0,2020-08-28T16:28:36.000,Not Available,Not Available,3645.3,Not Available,315200,Existing,Not Available,Not Available,K-12 School,Not Available,75700.0,06/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,111.0
421 East 88th Street,40.777911,-73.947757,Not Available,Not Available,Not Available,1015680008,Not Available,Not Available,04/13/2020 05:45 PM EDT,Ok,5.0,79,Not Available,85.2,Not Available,Not Available,Not Available,Not Available,69680.0,Not Available,Not Available,Not Available,No,10128,0,2020-08-28T16:28:36.000,Not Available,Not Available,3957.4,Not Available,344960,Existing,Not Available,Not Available,K-12 School,Not Available,69680.0,06/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,120.0
442 East Houston Street,40.719598,-73.977904,Not Available,Not Available,Not Available,1003560100,Not Available,Not Available,08/18/2020 12:20 PM EDT,Ok,2.0,87,Not Available,90.1,Not Available,Not Available,Not Available,Not Available,155375.0,Not Available,Not Available,Not Available,No,10002,0,2020-08-28T16:28:36.000,Not Available,Not Available,4890.7,Not Available,778239.9,Existing,Not Available,Not Available,K-12 School,Not Available,155375.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,147.6
433 East 100th Street,40.785258,-73.941526,Not Available,Not Available,Not Available,1016940001,Not Available,Not Available,04/13/2020 05:46 PM EDT,Ok,8.0,85,Not Available,86,Not Available,Not Available,Not Available,Not Available,141600.0,Not Available,Not Available,Not Available,No,10029,0,2020-08-28T16:28:36.000,Not Available,Not Available,15652.5,Not Available,877599.9,Existing,Not Available,Not Available,K-12 School,Not Available,141600.0,09/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,134.2
1000 Teller Avenue,40.827941,-73.914374,Not Available,Not Available,Not Available,2024240001,Not Available,Not Available,04/10/2020 05:34 PM EDT,Ok,16.0,81,Not Available,83.8,No,Not Available,Not Available,Not Available,186175.0,8540999.5,Not Available,Not Available,No,10456,0,2020-08-28T16:28:36.000,Not Available,Not Available,12351.4,Not Available,713999.9,Existing,Not Available,Not Available,K-12 School,Not Available,186175.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,121.4
3041 Bruckner Boulevard,40.835779,-73.825735,Not Available,Not Available,Not Available,2053130092,Not Available,Not Available,08/18/2020 01:25 PM EDT,Ok,13.0,57,Not Available,113.5,Not Available,Not Available,Not Available,Not Available,107729.0,Not Available,Not Available,Not Available,No,10461,0,2020-08-28T16:28:36.000,Not Available,Not Available,1667.5,Not Available,1040799.9,Existing,Not Available,Not Available,K-12 School,Not Available,107729.0,08/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,122.0
115 East 57th Street,40.7613,-73.969996,Not Available,32868,Not Available,1013127501,Not Available,28.51,04/22/2019 10:44 AM EDT,Ok,4.0,Not Available,Not Available,Not Available,Not Available,2.01878,0,0.67293,521777.0,Not Available,Not Available,Not Available,No,10022,Not Available,2020-05-01T17:02:46.000,Office,Not Available,Not Available,Not Available,Not Available,Existing,Not Available,Not Available,Multifamily Housing,Not Available,544244.0,Not Available,22467,144,Not Available,Whole Property,Not Available,Not Available,248,Not Available,118.1
99-01 34th Avenue,40.755418,-73.869017,Not Available,Not Available,Not Available,4017140018,Not Available,Not Available,08/18/2020 07:51 PM EDT,Ok,21.0,63,Not Available,96.6,Not Available,Not Available,Not Available,Not Available,159600.0,Not Available,Not Available,Not Available,No,11368,0,2020-08-28T16:28:36.000,Not Available,Not Available,Not Available,Not Available,1043599.8,Existing,Not Available,Not Available,K-12 School,Not Available,159600.0,04/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,111.4
207 Bushwick Avenue,40.708723,-73.940002,Not Available,Not Available,Not Available,3030460001,Not Available,Not Available,04/14/2020 02:38 PM EDT,Ok,34.0,79,Not Available,97.7,Not Available,Not Available,Not Available,Not Available,128400.0,Not Available,Not Available,Not Available,No,11206,0,2020-08-28T16:28:36.000,Not Available,Not Available,27493.7,Not Available,516800,Existing,Not Available,Not Available,K-12 School,Not Available,128400.0,10/2019,Not Available,Not Available,Not Available,Whole Property,Not Available,Not Available,Not Available,Not Available,137.9
