queens_cooperatives_comparable_properties_boro_block_lot,queens_cooperatives_comparable_properties_address,comparable_rental_3_expense_per_sqft,comparable_rental_1_address,comparable_rental_2_market_value_per_sqft,comparable_rental_2_gross_sqft,comparable_rental_1_market_value_per_sqft,comparable_rental_1_gross_sqft,comparable_rental_1_year_built,comparable_rental_2_estimated_gross_income,latitude,comparable_rental_3_market_value_per_sqft,comparable_rental_3_full_market_value,longitude,comparable_rental_3_distance_from_coop_in_miles,comparable_rental_1_estimated_gross_income,comparable_rental_1_full_market_value,comparable_rental_3_address,comparable_rental_2_estimated_expense,comparable_rental_3_year_built,comparable_rental_1_total_units,census_tract,comparable_rental_2_full_market_value,comparable_rental_2_boro_block_lot,queens_cooperatives_comparable_properties_gross_sqft,comparable_rental_2_year_built,queens_cooperatives_comparable_properties_net_operating_income
4-01443-0051,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 82 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 34 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",,,50.15,13600,1928,,, , ,, ,188338,682000, ,, ,16,,,,11510,,87476
4-00202-0023,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""48 40 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.68,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""48 40 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",46.01,50400.0,48.11,61484,1958,728280.0,,45.34,"3,096,000",,0.2,930754,2958000,48 38 STREET,393120.0,1960,77,,2319000.0,4-00199-0052,49660,1939.0,283062
4-02127-0027,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""102 64 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.65,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""99 64 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",45.46,82730.0,40.8,119985,1952,1121421.0,,49.92,"4,960,000",,0.25,1653282,4895000,102 62 ROAD,553031.0,1956,132,,3761000.0,4-02146-0028,108000,1955.0,740880
4-11451-0009,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""155 155 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.47,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""94 ALBERT ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",24.27,19200.0,60.01,20646,1967,161286.0,,37.23,"659,000",,0.91,290531,1239000,105 88 STREET,67719.0,1928,36,,466000.0,4-11375-0046,90300,1933.0,562569
4-06482-0003,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""136 PARK DRIVE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.48,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""139 JEWEL AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",45.35,77856.0,48.28,20920,1949,1136573.0,,44.39,"1,727,000",,0.84,334391,1010000,147 75 AVENUE,504385.0,1950,24,,3531000.0,4-06680-0001,152470,1950.0,1265501
4-01291-0053,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 80 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.16,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 80 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",58.27,27200.0,59.9,20750,1922,441087.0,,51.69,"1,406,000",,0,349887,1243000,37 81 STREET,208333.0,1925,27,,1585000.0,4-01291-0020,20750,1927.0,177620
4-02114-0034,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""64 102 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.43,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""99 64 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",52.41,135400.0,40.8,119985,1952,1872338.0,,46.13,"5,794,000",,0.29,1653282,4895000,63 98 STREET,796014.0,1951,132,,7096000.0,4-02134-0013,135960,1963.0,932686
4-03293-0045,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""111 75 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""111 76 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",93.27,57909.0,81.38,53455,1939,1067820.0,, , ,, ,928106,4350000, ,316931.0, ,60,,5401000.0,4-03341-0008,30580,1937.0,373382
4-02132-0054,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""66 YELLOWSTONE BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.88,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""101 BOOTH STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",38.08,61536.0,53.17,61242,1954,712645.0,,52.41,"7,096,000",,0.11,930184,3256000,102 67 AVENUE,309080.0,1963,62,,2343000.0,4-03173-0046,62508,1940.0,496939
4-09714-0138,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""141 84 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.8,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""142 PERSHING CRESCENT"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",58.21,69384.0,81.49,39000,1959,1138591.0,,71.57,"4,790,000",,0.18,695387,3178000,142 84 DRIVE,580744.0,1966,58,,4039000.0,4-09666-0040,46942,1952.0,291972
4-04602-0110,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""168 12 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.02,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""16 BELL BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",56.34,58380.0,78.2,147700,1973,929352.0,,60.06,"8,800,000",,1.38,2655707,11550000,23 WATERS EDGE DRIVE,317783.0,1969,152,,3289000.0,4-04157-0002,50462,1971.0,481912
4-01948-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""99 60 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.53,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""99 62 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",53.0,81570.0,48.34,55300,1964,1150705.0,,54.62,"5,648,000",,0.16,1047654,2673000,102 62 ROAD,477428.0,1956,62,,4323000.0,4-02093-0133,74300,1968.0,522329
4-01450-0032,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 90 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""87 35 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",30.36,59778.0,35.92,79012,1951,651788.0,, , ,, ,956281,2838000, ,284387.0, ,84,,1815000.0,4-01445-0001,53394,1951.0,340654
4-03168-0056,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""99 67 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.09,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""101 BOOTH STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",39.09,48960.0,53.17,61242,1954,640978.0,,46.64,"5,093,000",,0.12,930184,3256000,67 BURNS STREET,341685.0,1961,62,,1914000.0,4-03156-0106,61856,1951.0,446600
4-07748-0500,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""213 75 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.63,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 DOUGLASTON PARKWAY"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",70.99,1228778.0,60.77,114402,1963,21316772.0,,78.94,"11,660,000",,3.39,1961788,6952000,16 BELL BOULEVARD,8908776.0,1973,148,,87230000.0,4-07117-0003,644836,1947.0,4513852
4-01454-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 94 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""94 34 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",35.92,79012.0,30.06,41712,1928,956281.0,, , ,, ,433630,1254000, ,433270.0, ,43,,2838000.0,4-01448-0032,121770,1951.0,731838
4-02223-0020,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""108 70 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.37,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""110 72 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",47.57,61700.0,61.6,104644,1951,903905.0,,47.86,"6,655,000",,0.32,1652162,6446000,68 YELLOWSTONE BOULEVARD,478792.0,1940,108,,2935000.0,4-02214-0040,119287,1938.0,960261
4-02186-0088,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""111 66 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",3.95,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""103 68 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",112.69,15378.0,103.65,20300,2002,362975.0,,115.73,"1,111,000",,0.77,395648,2104000,108 72 AVENUE,125362.0,1935,16,,1733000.0,4-03256-0031,33831,1930.0,237832
4-00157-0013,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 44 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4.97,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 44 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",84.54,72700.0,47.27,71490,1930,1364302.0,,44.94,"2,899,000",,0.15,1040180,3379000,41 42 STREET,509153.0,1937,94,,6146000.0,4-00137-0013,65748,1931.0,462209
4-09836-0022,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""164 HIGHLAND AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.93,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""87 165 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",71.65,99342.0,38.86,121138,1960,1712166.0,,37.56,"5,192,000",,0.13,1614770,4708000,164 HILLSIDE AVENUE,726363.0,1962,119,,7118000.0,4-09773-0005,115312,1962.0,767978
4-02864-0017,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""86 GRAND AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.54,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""51 VAN KLEECK STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",38.43,99883.0,47.18,74600,1960,1341117.0,,45.64,"4,884,000",,0.19,1095838,3520000,87 JUSTICE AVENUE,430076.0,1962,88,,3839000.0,4-02473-0031,53910,1964.0,428585
4-04342-0010,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""29 139 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 PARSONS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",39.01,190882.0,36.97,191330,1956,2552092.0,, , ,, ,2477724,7073000, ,1351445.0, ,172,,7447000.0,4-05040-0019,184694,1958.0,1267001
4-04374-0049,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""31 138 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 PARSONS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",39.01,190882.0,36.97,191330,1956,2552092.0,, , ,, ,2477724,7073000, ,1351445.0, ,172,,7447000.0,4-05040-0019,176061,1958.0,1207779
4-03356-0023,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""125 83 DRIVE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.83,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""84 AUSTIN STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",49.27,74118.0,58.8,53252,1955,1101020.0,,53.59,"3,940,000",,0.46,899725,3131000,135 82 DRIVE,426000.0,1952,68,,3652000.0,4-03321-0018,78632,1954.0,772167
4-01267-0046,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 80 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.65,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""81 34 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",22.66,22860.0,21.62,19010,1914,194226.0,,31.49,"1,096,000",,0.24,155382,411000,33 84 STREET,107687.0,1929,20,,518000.0,4-01268-0010,16800,1912.0,63672
4-02153-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""105 66 ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.46,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""67 102 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",52.41,135400.0,55.55,139236,1963,1872338.0,,41.39,"5,700,000",,0.2,2003898,7735000,102 67 ROAD,796014.0,1960,126,,7096000.0,4-02134-0013,183115,1963.0,1455764
4-00196-0027,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""41 47 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.05,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""47 41 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",50.51,58800.0,52.04,64758,1937,750317.0,,62.17,"2,773,000",,0.13,893554,3370000,45 41 STREET,265298.0,1936,58,,2970000.0,4-00198-0005,42232,1939.0,168044
4-01278-0070,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 78 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",8.51,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 81 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",48.13,17080.0,51.69,27200,1925,233144.0,,124.04,"778,000",,0.17,398479,1406000,37 80 STREET,108759.0,1931,32,,822000.0,4-01286-0027,16425,1923.0,119574
4-05007-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""149 NORTHERN BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.09,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""144 41 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",46.92,80173.0,60.12,107761,1962,1215485.0,,38.8,"5,038,000",,0.37,1820528,6479000,144 41 AVENUE,547312.0,1962,137,,3762000.0,4-05016-0011,135480,1962.0,1128549
4-04995-0058,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""144 35 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""144 35 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",51.4,68250.0,60.24,76140,1969,1016660.0,, , ,, ,1290387,4587000, ,507616.0, ,84,,3508000.0,4-05003-0028,72000,1951.0,620640
4-08276-0020,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""244 HOR"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""56 MARATHON PARKWAY"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",,,46.48,27690,1977,,, , ,, ,390932,1287000, ,, ,54,,,,167032,,1456519
4-03082-0082,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""63 SAUNDERS STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.09,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""65 SAUNDERS STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",50.82,101304.0,49.55,190400,1948,1579261.0,,49.46,"4,950,000",,0.26,2901754,9434000,62 SAUNDERS STREET,658322.0,1941,178,,5148000.0,4-03078-0065,160968,1941.0,1160579
4-15895-0050,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""324 BEACH 59 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""249 HEYSON ROAD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",48.17,143312.0,44.91,143312,1974,2029813.0,40.593336, , ,-73.789053, ,1956486,6436000, ,1034310.0, ,149,97204.0,6904000.0,4-15622-0100,408288,1974.0,2498723
4-06149-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""204 35 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""208 41 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",77.78,8640.0,72.0,24140,1950,162258.0,40.775091, , ,-73.750235, ,513458,1738000, ,68759.0, ,26,1483.0,672000.0,4-06233-0029,45850,1931.0,550200
4-05193-0009,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""43 UNION STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.79,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""45 COLDEN STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",74.12,129304.0,47.82,131187,1963,2475252.0,,49.41,"2,981,000",,0.19,1935008,6273000,44 COLDEN STREET,1139275.0,1962,148,,9584000.0,4-05182-0019,146735,1970.0,1052090
4-04602-0120,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""167 12 AVENUE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.02,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""16 BELL BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",56.34,58380.0,78.2,147700,1973,929352.0,,60.06,"8,800,000",,1.38,2655707,11550000,23 WATERS EDGE DRIVE,317783.0,1969,152,,3289000.0,4-04157-0002,40692,1971.0,388608
4-16175-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""102 SHORE FRONT PARKWAY"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""3 SEAGIRT BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",44.91,143312.0,34.96,449000,1975,1956486.0,, , ,, ,6137799,15695000, ,982788.0, ,462,,6436000.0,4-15629-0062,657345,1974.0,3970364
4-03880-0097,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""90 UNION TURNPIKE"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 118 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",63.8,140196.0,44.48,212202,1940,2209851.0,, , ,, ,2920280,9438000, ,902017.0, ,186,,8944000.0,4-03321-0061,295340,1950.0,2200283
4-03321-0063,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 116 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",6.91,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""83 118 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",49.27,74118.0,45.85,70059,1931,1101020.0,,35.41,"2,750,000",,0.12,1031969,3212000,118 METROPOLITAN AVENUE,426000.0,1928,84,,3652000.0,4-03321-0018,64716,1954.0,607684
4-05185-0043,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""42 BOWNE STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",7.11,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""42 KISSENA BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",49.41,60338.0,59.78,87408,1964,902707.0,,43.41,"4,515,000",,0.05,1451432,5225000,140 ASH AVENUE,470020.0,1950,107,,2981000.0,4-05145-0001,73239,1962.0,525123
4-07847-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""229 GRAND CENTRAL PARKWAY"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""42 212 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",58.35,46476.0,57.34,61968,1951,764995.0,, , ,, ,1004657,3553000, ,390398.0, ,84,,2712000.0,4-06281-0001,55374,1951.0,481754
4-01278-0032,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 79 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",8.51,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 81 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",48.13,17080.0,51.69,27200,1925,233144.0,,124.04,"778,000",,0.17,398479,1406000,37 80 STREET,108759.0,1931,32,,822000.0,4-01286-0027,18280,1923.0,133078
4-04371-0008,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""29 137 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 PARSONS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",39.01,190882.0,36.97,191330,1956,2552092.0,, , ,, ,2477724,7073000, ,1351445.0, ,172,,7447000.0,4-05040-0019,265404,1958.0,1820672
4-16131-0001,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""1 BEACH 84 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""125 SEAGIRT BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",34.96,449000.0,26.75,837934,1971,6137799.0,40.59231, , ,-73.809872, ,8456242,22415000, ,3762935.0, ,602,94202.0,15695000.0,4-15945-0001,830280,1975.0,4525026
4-01276-0015,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 77 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",5.8,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 79 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",30.28,32200.0,32.61,32200,1927,346320.0,,21.61,"793,000",,0.24,371115,1050000,34 73 STREET,165286.0,1928,23,,975000.0,4-01290-0061,15006,1927.0,84484
4-04374-0035,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""31 140 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}", ,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""34 PARSONS BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",39.01,190882.0,36.97,191330,1956,2552092.0,, , ,, ,2477724,7073000, ,1351445.0, ,172,,7447000.0,4-05040-0019,176611,1958.0,1211552
4-01281-0024,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""35 82 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4.71,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""37 79 STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",30.28,32200.0,32.61,32200,1927,346320.0,,22.66,"518,000",,0.14,371115,1050000,34 82 STREET,165286.0,1912,23,,975000.0,4-01290-0061,18985,1927.0,106886
4-03183-0002,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""66 YELLOWSTONE BOULEVARD"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",4.27,"{'latitude': '40.749436300045', 'longitude': '-73.797299799846', 'human_address': '{""address"": ""65 WETHEROLE STREET"", ""city"": ""Queens"", ""state"": ""NY"", ""zip"": """"}'}",58.46,24408.0,58.22,59532,1953,372944.0,,53.17,"3,256,000",,0.67,976920,3466000,101 BOOTH STREET,165174.0,1954,72,,1427000.0,4-03205-0024,57720,1931.0,491198
