pivot-metric,pivot-value,job_filing_number,latitude,longitude,total_fee,designprofessional_city,owner_type,house_number,zip,amount_due,last_objection_date,asbestosabatementcompliance,total_construction_floor
no_good_check,,M00172718-I1,40.710457,-74.000909,0.0,,NYCHA,374,10038,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",24
no_good_check,,B00260376-I1,,,297.1,,Private,72,11218,0,2019-11-12T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",169
block,803.0,M00273794-P1,40.746484,-73.991598,325.0,CORONA,Private,132,10001,0,2021-04-20T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,20.0,Q00148682-I1,40.594884,-73.772125,120.0,,Private,336,11691,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
block,1258.0,M00380256-I1,40.755234,-73.983819,195.0,MORRISTOWN,Private,1110,10036,0,2020-08-06T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",500
block,1147.0,M00547319-I1,40.779463,-73.977306,317.7,FORT LEE,Private,320,10023,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",612
no_good_check,,B00850861-I1,40.619689,-73.97101,5448.0,LONG ISLAND CITY,Private,1275,11230,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1
no_good_check,,Q00282757-I1,40.755876,-73.836155,215.6,,Private,131-01,11354,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",20
no_good_check,,M00546215-I1,40.748568,-73.992403,554.6,WEST CALDWELL,Private,370,10001,0,2021-07-01T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",5
no_good_check,,Q00432405-P1,40.754314,-73.821306,1706.1,DOBBS FERRY,Private,43-57,11355,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,1402.0,M00397769-I1,40.767756,-73.964141,0.0,,Private-Tax Exempt,919,10065,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",25
block,1168.0,M00283450-I1,40.781912,-73.980996,308.3,,Private,2162,10024,0,,The scope of work requires related asbestos abatement as defined in the regulations of the NYC DEP.,300
no_good_check,,M00380256-I1,40.755234,-73.983819,195.0,MORRISTOWN,Private,1110,10036,0,2020-08-06T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",500
no_good_check,,M00246379-I1,40.749023,-73.974314,267.1,,Private,222,10016,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",3700
block,6701.0,B00376773-I1,40.629844,-73.959373,267.1,NEW CITY,Private,860,11230,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",32000
block,1899.0,B00244888-I1,40.695281,-73.957259,256.8,DOBBS FERRY,Private,108,11205,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,5322.0,B00260376-I1,,,297.1,,Private,72,11218,0,2019-11-12T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",169
block,1756.0,Q00462228-I1,40.756003,-73.855487,0.0,JAMAICA,City owned Non- NYCHA,34-40,11368,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,1347.0,M00148466-I1,40.757912,-73.966297,710.0,,Private,1042,10022,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",3360
no_good_check,,M00175901-I1,40.717511,-74.003871,359.8,,Private,361,10013,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",110
block,4377.0,B00517528-I1,40.659394,-73.882613,0.0,,NYCHA,851,11207,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",400
no_good_check,,X00460298-I1,40.876061,-73.903832,195.0,,Private,147,10463,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",40
no_good_check,,X00410893-I1,40.814721,-73.924488,0.0,,NYCHA,370,10451,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",260
block,2784.0,X00342827-I1,40.837355,-73.910195,0.0,,Private-Tax Exempt,319,10456,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,M00770713-I1,40.753196,-73.977817,1812.1,WOODLAND PARK,Private,333,10017,0,2022-07-12T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",361
no_good_check,,M00033475-I1,40.732547,-74.005174,287.7,BRONX,Private,19,10014,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
block,1471.0,M00443167-I1,40.770766,-73.953059,473.1,,Private,416,10075,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,16043.0,Q00098797-I1,40.598877,-73.799569,369.2,,Private,69-24,11692,0,2019-03-08T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",30
block,1260.0,M00269656-I1,40.755439,-73.981476,205.3,,Private,47,10036,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",36
no_good_check,,X00319354-P1,40.858099,-73.892919,325.0,JAMAICA,Private,4656,10458,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
no_good_check,,M00274819-I1,40.756738,-73.96907,370.1,,Private,228,10022,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",70
block,628.0,M01041623-I1,40.739529,-74.00612,195.0,,Private,3,10014,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,1386.0,M01162600-I1,40.77152,-73.964832,339.2,,Private,52,10021,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",50
block,2424.0,X00078681-I1,40.827771,-73.91454,0.0,BRONX,City owned Non- NYCHA,984,10456,0,2019-02-21T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
block,192.0,B00624052-I1,40.683559,-73.98027,0.0,STATEN ISLAND,City owned Non- NYCHA,345,11217,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",50
block,178.0,M00033016-P1,40.718397,-74.005574,325.0,NEW YORK,Private,100,10013,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",720
no_good_check,,B01100578-I1,40.645338,-74.022864,0.0,,City owned Non- NYCHA,140 A,11220,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",5000
block,2039.0,B00127024-I1,40.694348,-73.976906,0.0,WEST MILFORD,City owned Non- NYCHA,21,11205,0,2019-02-12T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",30
no_good_check,,M00236356-I1,40.719773,-73.999325,205.3,JAMAICA,Private,158,10013,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",25
no_good_check,,M00288961-I1,40.808457,-73.953119,225.0,,Private,300,10027,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",33217
block,1948.0,M00288961-I1,40.808457,-73.953119,225.0,,Private,300,10027,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",33217
block,5056.0,B01270557-I1,40.655915,-73.955605,236.2,,Private,522,11226,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",24
no_good_check,,Q00325220-I1,40.766557,-73.928189,308.3,,Private,23-33,11106,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",1
block,7204.0,Q00701138-S7,40.730097,-73.781595,2573.4,JAMAICA,Private,75-60,11366,0,2023-08-25T00:00:00.000,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",200
block,429.0,M01215333-I1,40.722626,-73.986042,2748.5,JAMAICA,Private,11,10009,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",5000
block,15829.0,Q00148682-I1,40.594884,-73.772125,120.0,,Private,336,11691,0,,"The scope of work is exempt from the asbestos requirement (Reg. promulgated by the NYC DEP (15RCNY 1-23(b)) or is an alteration to a building constructed pursuant to plans submitted for approval on or after April 1, 1987, in accordance with 28-106.1.",100
