dbn,ethnicity_amerindian_pct_1,teacher_ethnicity_white_pct,n_pct_core_sci_all,val_attendance_k8_all,near_pct_asian,val_chronic_absent_ems_allem,val_pct_accel_p_all,ethnicity_pacific_pct,val_hs_9gr_credits_all,val_pct_accel_try_sci_all,qr_3_1,near_pct_amerindian,ethnicity_asian_pct_dist,val_prof_pct_watn3_mthlevel2,iep,n_pct_core_mth_all,qr_1_2,val_prof_2plus_watn3_elalevel1,n_ele_core_all,val_pct_accelerated_all,val_pct_accel_sci_all,ethnicity_white_pct_dist,val_pct_accel_try_lote_all,cap_sc_pct,val_chronic_absent_ems_alleh,teacher_ethnicity_hispanic,near_pct_pacific,median_distance,principal,val_pct_accel_p_sci_all,rr_p,val_prof_2plus_watn3_mthlevel1,val_ele_core_all,enrollment,ethnicity_hispanic_pct,val_chronic_absent_ems_alleb,eni_pct_k8,gender_female_pct,near_pct_hispanic,dates_of_review,n_prof_pct_watn3_mthlevel34,n_pct_accel_try_sci_all,ethnicity_asian_pct,n_prof_pct_watn5_elalevel2,survey_pp_se,n_pct_accel_mth_all,n_interaction_k8_all,teacher_attendance,rr_s,rating_mth_grade_5_pct_rs,hra_elig_pct
17K484,0.023,No Data,167,0.922,0.009,No Data,1,0.0,0.863,0.462,Proficient,0.019,0.02,No Data,0.335,167,Proficient,No Data,No Data,0.462,0.462,0.025,0.462,0.133,0.75,No Data,0.002,0.3,Michele Luard,1,,No Data,No Data,173,0.249,0.701,0.899,0.491,0.195,2016-11-01T00:00:00.000,No Data,52,0.023,14,No Data,52,171,0.986,,2.45,0.832
21K099,0.006,0.864,241,0.91,0.451,No Data,1,0.001,0.83,0.368,Proficient,0.005,0.274,No Data,0.133,241,Well Developed,No Data,No Data,0.368,0.368,0.364,0,0.044,0.712,No Data,0.0,0.3,GREGORY PIRRAGLIA,1,25%,No Data,No Data,854,0.167,0.645,0.801,0.501,0.166,2019-05-01T00:00:00.000,No Data,76,0.424,16,0.89,76,847,0.979,93%,No Data,0.72
04M155,0.01,0.407,No Data,0.919,0.033,No Data,No Data,0.005,No Data,No Data,Proficient,0.011,0.036,No Data,0.333,No Data,Proficient,No Data,33,No Data,No Data,0.035,No Data,0.159,0.701,0.556,0.001,0.2,Francesca Joseph,No Data,66%,0.056,0.993,207,0.831,0.536,0.957,0.483,0.658,2017-02-01T00:00:00.000,8,No Data,0.005,No Data,0.71,No Data,208,0.982,,No Data,0.913
12X214,0.011,0.188,438,0.912,0.005,No Data,0.667,0.004,0.878,0.179,Proficient,0.005,0.028,No Data,0.209,438,Proficient,No Data,No Data,0.179,0.179,0.014,0,0.051,0.704,0.3,0.002,0.4,DAVID CINTRON,1,28%,No Data,No Data,1035,0.707,0.673,0.92,0.512,0.702,2017-10-01T00:00:00.000,No Data,145,0.019,42,0.58,145,1079,0.966,74%,No Data,0.852
30Q011,0.007,0.786,No Data,0.944,0.269,0.684,No Data,0.001,No Data,No Data,Proficient,0.016,0.217,0.171,0.206,No Data,Proficient,0.148,137,No Data,No Data,0.151,No Data,0.071,0.844,0.1,0.002,0.2,Elizabeth Pena Jorge,No Data,44%,0.212,0.983,906,0.507,0.688,0.685,0.483,0.553,2019-03-01T00:00:00.000,75,No Data,0.331,No Data,0.84,No Data,903,0.972,87%,No Data,0.621
13K093,0.007,No Data,No Data,0.863,0.057,No Data,No Data,0.048,No Data,No Data,Proficient,0.01,0.044,No Data,0.301,No Data,Proficient,No Data,27,No Data,No Data,0.238,No Data,0.102,0.235,No Data,0.021,0.3,SANDRA PHILIP,No Data,58%,0.125,0.905,166,0.102,0.504,0.91,0.452,0.098,2017-04-01T00:00:00.000,6,No Data,0.187,No Data,0.89,No Data,169,0.996,,No Data,0.873
27Q137,0.036,0.633,1910,0.938,0.4,No Data,0.347,0.006,0.939,0.344,Well Developed,0.036,0.291,No Data,0.154,1910,Proficient,No Data,No Data,0.344,0.344,0.064,0,0.045,0.753,0.172,0.01,0.9,LAURA MASTROGIOVANNI,1,17%,No Data,No Data,1958,0.371,0.724,0.706,0.472,0.416,2018-12-01T00:00:00.000,No Data,611,0.532,168,0.72,611,1939,0.973,89%,2.89,0.624
27Q045,0.062,0.677,No Data,0.923,0.09,No Data,No Data,0.016,No Data,No Data,Proficient,0.067,0.213,No Data,0.212,No Data,Developing,No Data,No Data,No Data,No Data,0.049,No Data,0.051,0.717,No Data,0.019,0.4,Samantha Severin,No Data,68%,0.188,No Data,255,0.224,0.692,0.779,0.498,0.161,2016-11-01T00:00:00.000,10,No Data,0.039,No Data,0.71,No Data,251,0.962,,No Data,0.737
02M151,0.003,0.889,No Data,0.932,0.155,0.87,No Data,0.005,No Data,No Data,No Data,0.003,0.265,0.2,0.218,No Data,Well Developed,No Data,81,No Data,No Data,0.445,No Data,0.005,0.598,No Data,0.005,0.2,Samantha Kaplan,No Data,33%,No Data,0.996,409,0.262,0.557,0.415,0.526,0.136,2015-11-24T00:00:00.000,52,No Data,0.064,No Data,0.89,No Data,405,0.974,,No Data,0.347
27Q066,0.062,0.895,No Data,0.935,0.123,No Data,No Data,0.007,No Data,No Data,No Data,0.037,0.213,0.591,0.226,No Data,Proficient,No Data,69,No Data,No Data,0.049,No Data,0.007,0.78,0,0.007,0.3,Phyllis Leinwand,No Data,81%,No Data,1,434,0.629,0.828,0.67,0.498,0.694,2015-01-29T00:00:00.000,38,No Data,0.161,No Data,0.95,No Data,443,0.982,,No Data,0.59
09X132,0.005,0.286,No Data,0.902,0.002,No Data,No Data,0.0,No Data,No Data,Proficient,0.006,0.008,No Data,0.29,No Data,Developing,0.067,55,No Data,No Data,0.013,No Data,0.111,0.598,0.229,0.002,0.1,ANISSA REILLY,No Data,43%,0.207,0.969,334,0.53,0.652,0.961,0.461,0.512,2016-11-01T00:00:00.000,10,No Data,0.003,No Data,0.77,No Data,348,0.993,,No Data,0.907
06M008,0.003,0.31,No Data,0.936,0.008,No Data,No Data,0.0,No Data,No Data,Proficient,0.006,0.011,0.316,0.242,No Data,Proficient,No Data,54,No Data,No Data,0.063,No Data,0.072,0.798,0.595,0.0,0.2,Washington Hernandez,No Data,52%,No Data,0.975,429,0.97,No Data,0.918,0.499,0.906,2018-01-01T00:00:00.000,19,No Data,0.002,No Data,0.74,No Data,437,0.966,,No Data,0.872
12X242,0.01,0.491,292,0.95,0.019,No Data,0.451,0.003,0.938,0.323,Proficient,0.017,0.021,No Data,0.328,292,Proficient,No Data,No Data,0.323,0.323,0.013,0.303,0.097,0.86,0.218,0.005,0.4,PETER OROSZLANY,1,6%,No Data,No Data,299,0.799,0.804,0.908,0.512,0.733,2018-11-01T00:00:00.000,No Data,99,0.027,16,0.63,99,299,0.979,0%,2.18,0.81
84K724,0.01,0.205,268,0.958,0.014,No Data,0.976,0.002,0.248,0.92,No Data,0.013,0.012,No Data,0.109,268,No Data,No Data,No Data,0.92,0.92,0.025,0,0.002,0.881,0.133,0.008,1.0,No Data,1,52%,No Data,No Data,827,0.057,0.921,0.615,0.513,0.124,No Data,No Data,87,0.002,29,0.72,87,616,No Data,10%,No Data,0.524
17K189,0.014,0.107,358,0.941,0.01,No Data,0.781,0.008,0.913,0.378,Proficient,0.015,0.019,No Data,0.156,358,Proficient,No Data,No Data,0.45,0.378,0.031,0.252,0.033,0.774,0.2,0.003,0.4,BERTHE FAUSTIN,1,49%,No Data,No Data,1000,0.232,0.824,0.819,0.507,0.14,2019-01-01T00:00:00.000,No Data,111,0.015,36,0.86,111,981,0.985,60%,No Data,0.723
21K228,0.003,0.682,1470,0.948,0.349,No Data,0.972,0.009,0.925,0.518,Proficient,0.007,0.288,No Data,0.143,1470,Well Developed,No Data,No Data,0.518,0.518,0.409,0,0.035,0.814,0.093,0.005,0.7,DOMINICK DANGELO,1,55%,No Data,No Data,1498,0.224,0.757,0.689,0.457,0.272,2017-03-01T00:00:00.000,No Data,475,0.293,110,0.69,475,1494,0.977,66%,3.13,0.603
02M281,0.003,0.833,No Data,0.941,0.398,1,No Data,0.006,No Data,No Data,Proficient,0.004,0.265,No Data,0.171,No Data,Proficient,No Data,27,No Data,No Data,0.445,No Data,0.003,0.75,No Data,0.012,0.2,JESSICA ORLEANS,No Data,48%,No Data,1,350,0.143,0.722,0.209,0.484,0.1,2017-01-01T00:00:00.000,12,No Data,0.297,No Data,0.98,No Data,362,0.983,,No Data,0.169
24Q077,0.005,0.775,844,0.928,0.089,No Data,1,0.003,0.944,0.187,Proficient,0.003,0.192,No Data,0.282,844,Well Developed,No Data,No Data,0.187,0.187,0.076,0,0.122,0.752,0.113,0.001,0.4,JOSEPH MILLER,1,44%,No Data,No Data,875,0.787,0.471,0.799,0.475,0.714,2016-11-01T00:00:00.000,No Data,316,0.096,88,0.75,316,869,0.978,65%,2.55,0.721
08X072,0.012,0.649,No Data,0.908,0.034,No Data,No Data,0.003,No Data,No Data,Proficient,0.003,0.055,0.417,0.288,No Data,Proficient,No Data,113,No Data,No Data,0.044,No Data,0.148,0.604,0.228,0.003,0.4,MARGARITA COLON,No Data,27%,0.313,0.993,671,0.677,0.638,0.815,0.486,0.665,2019-01-01T00:00:00.000,26,No Data,0.051,No Data,0.85,No Data,675,0.971,,No Data,0.773
03M185,0.004,0.5,No Data,0.913,0.02,No Data,No Data,0.0,No Data,No Data,No Data,0.009,0.065,No Data,0.306,No Data,Proficient,No Data,30,No Data,No Data,0.378,No Data,0.118,0.626,0.235,0.003,0.2,Jane Murphy,No Data,42%,No Data,0.992,304,0.329,0.672,0.845,0.444,0.418,2016-03-15T00:00:00.000,17,No Data,0.016,No Data,0.69,No Data,305,0.977,,No Data,0.77
17K352,0.023,No Data,119,0.931,0.022,No Data,No Data,0.008,0.757,0,Proficient,0.012,0.02,No Data,0.333,119,Proficient,No Data,No Data,0,0,0.025,0,0.146,0.773,No Data,0.007,0.8,MARGARET BAKER,No Data,21%,No Data,No Data,123,0.179,0.835,0.872,0.455,0.139,2017-05-01T00:00:00.000,No Data,37,0.024,12,0.71,37,128,0.978,87%,2.07,0.805
01M363,0.007,0.542,No Data,0.937,0.25,0.7,No Data,0.015,No Data,No Data,Well Developed,0.005,0.094,No Data,0.274,No Data,Proficient,No Data,32,No Data,No Data,0.179,No Data,0.0,0.743,No Data,0.004,0.7,Dyanthe Spielberg,No Data,39%,No Data,0.985,270,0.374,0.731,0.47,0.507,0.4,2018-02-01T00:00:00.000,2,No Data,0.059,No Data,0.86,No Data,269,0.989,,No Data,0.356
25Q193,0.005,0.925,No Data,0.951,0.204,No Data,No Data,0.004,No Data,No Data,Well Developed,0.006,0.562,No Data,0.18,No Data,Proficient,No Data,92,No Data,No Data,0.115,No Data,0.035,0.848,No Data,0.0,0.4,Diane Tratner,No Data,62%,No Data,1,511,0.235,No Data,0.261,0.497,0.23,2019-03-01T00:00:00.000,71,No Data,0.166,No Data,0.97,No Data,518,0.973,,No Data,0.235
11X567,0.012,0.556,No Data,0.913,0.286,No Data,No Data,0.0,No Data,No Data,Proficient,0.011,0.082,No Data,0.261,No Data,Proficient,No Data,42,No Data,No Data,0.061,No Data,0.019,0.667,0.222,0.004,0.3,Lisa Debonis,No Data,5%,No Data,1,368,0.598,0.633,0.841,0.467,0.433,2017-10-01T00:00:00.000,13,No Data,0.201,No Data,0.87,No Data,371,0.972,,No Data,0.745
15K131,0.004,0.583,No Data,0.946,0.242,No Data,No Data,0.036,No Data,No Data,No Data,0.009,0.193,0.214,0.218,No Data,Proficient,No Data,156,No Data,No Data,0.364,No Data,0.047,0.81,0.264,0.021,0.2,Ruth Quiles,No Data,10%,No Data,0.99,811,0.554,No Data,0.904,0.501,0.609,2015-01-23T00:00:00.000,111,No Data,0.309,No Data,0.83,No Data,805,0.97,,No Data,0.831
27Q062,0.062,0.787,No Data,0.94,0.489,No Data,No Data,0.01,No Data,No Data,Well Developed,0.125,0.213,0.308,0.142,No Data,Well Developed,No Data,122,No Data,No Data,0.049,No Data,0.048,0.742,0.082,0.008,0.2,ANGELA ODOWD,No Data,93%,0.238,0.994,875,0.262,0.697,0.74,0.472,0.298,2020-01-01T00:00:00.000,75,No Data,0.526,No Data,0.9,No Data,874,0.968,,No Data,0.661
02M260,0.004,0.667,287,0.979,0.215,1,1,0.0,0.977,0.99,Proficient,0.005,0.256,No Data,0.148,287,Well Developed,No Data,No Data,0.99,0.99,0.406,0,0.003,0.962,No Data,0.004,1.4,Jonathan Levin,1,3%,No Data,No Data,290,0.09,No Data,0.166,0.662,0.274,2018-12-01T00:00:00.000,No Data,96,0.172,3,No Data,96,288,0.985,1%,3.95,0.134
06M368,0.003,0.471,No Data,0.934,0.014,No Data,No Data,0.0,No Data,No Data,Developing,0.006,0.011,No Data,0.225,No Data,Developing,No Data,25,No Data,No Data,0.063,No Data,0.0,0.707,No Data,0.004,0.4,MICHELLE HERBOWY,No Data,91%,No Data,0.936,160,0.481,0.711,0.671,0.44,0.631,2016-10-01T00:00:00.000,3,No Data,0.025,No Data,0.85,No Data,167,0.984,,No Data,0.519
20K102,0.003,0.875,No Data,0.952,0.141,0.974,No Data,0.001,No Data,No Data,Proficient,0.006,0.497,0.081,0.211,No Data,Well Developed,No Data,203,No Data,No Data,0.235,No Data,0.056,0.866,No Data,0.001,0.2,Cornelia Sichenze,No Data,67%,0.273,0.999,1405,0.283,0.75,0.601,0.478,0.302,2019-11-01T00:00:00.000,150,No Data,0.17,No Data,0.84,No Data,1401,0.98,,No Data,0.499
22K254,0.01,0.938,No Data,0.938,0.316,No Data,No Data,0.001,No Data,No Data,Proficient,0.0,0.166,No Data,0.127,No Data,Proficient,No Data,109,No Data,No Data,0.31,No Data,0.019,0.717,No Data,0.004,0.2,John Norton,No Data,47%,No Data,0.988,749,0.071,No Data,0.531,0.451,0.094,2017-01-01T00:00:00.000,89,No Data,0.279,No Data,0.85,No Data,742,0.961,,No Data,0.462
10X085,0.007,0.538,No Data,0.927,0.003,No Data,No Data,0.0,No Data,No Data,Proficient,0.012,0.037,0.152,0.226,No Data,Proficient,0.024,135,No Data,No Data,0.053,No Data,0.062,0.733,0.244,0.001,0.1,THEODORE HUSTED,No Data,33%,0.193,0.961,780,0.696,0.792,0.958,0.479,0.64,2018-05-01T00:00:00.000,28,No Data,0.012,No Data,0.65,No Data,802,0.972,,No Data,0.905
20K609,0.003,0.696,227,0.952,0.421,No Data,0,0.026,0.969,0,Proficient,0.004,0.516,No Data,0.142,227,Proficient,No Data,No Data,0,0,0.181,0,0.0,0.907,0.152,0.012,1.2,Natalie Jufer,No Data,1%,No Data,No Data,233,0.232,0.84,0.845,1.0,0.303,2019-02-01T00:00:00.000,No Data,74,0.442,24,0.79,74,230,0.985,1%,2.86,0.787
14K614,0.004,0.625,119,0.906,0.032,No Data,1,0.016,0.995,0.927,Proficient,0.005,0.037,No Data,0.266,119,Proficient,No Data,No Data,0.927,0.927,0.126,0,0.008,0.73,No Data,0.003,1.2,Catherine Mitchell,1,1%,No Data,No Data,124,0.508,0.632,0.885,1.0,0.637,2017-12-01T00:00:00.000,No Data,41,0.008,12,0.66,41,121,0.97,0%,2.51,0.771
02M040,0.003,0.8,No Data,0.952,0.161,0.985,No Data,0.0,No Data,No Data,No Data,0.004,0.265,No Data,0.148,No Data,Well Developed,No Data,81,No Data,No Data,0.445,No Data,0.0,0.767,0.125,0.0,0.2,Susan Felder,No Data,30%,No Data,1,682,0.142,No Data,0.12,0.512,0.134,2016-03-30T00:00:00.000,78,No Data,0.136,No Data,0.87,No Data,679,0.971,,No Data,0.082
21K100,0.008,0.786,No Data,0.937,0.034,No Data,No Data,0.001,No Data,No Data,Proficient,0.002,0.277,0.067,0.166,No Data,Proficient,No Data,113,No Data,No Data,0.375,No Data,0.06,0.809,0.089,0.0,0.2,Chiara Spagnolo,No Data,33%,No Data,0.998,797,0.059,0.87,0.468,0.493,0.049,2019-04-01T00:00:00.000,89,No Data,0.034,No Data,0.89,No Data,797,0.974,,No Data,0.394
27Q124,0.046,0.627,449,0.942,0.44,No Data,0.833,0.015,0.959,0.331,Proficient,0.087,0.204,No Data,0.126,449,Proficient,No Data,No Data,0.331,0.331,0.099,0.338,0.044,0.781,No Data,0.017,0.5,Maritza Williams Jones,1,60%,No Data,No Data,1118,0.205,0.731,0.657,0.472,0.236,2017-04-01T00:00:00.000,No Data,151,0.459,31,0.7,151,1109,0.977,99%,No Data,0.597
06M322,0.003,0.528,318,0.936,0.013,No Data,No Data,0.0,0.877,0,Well Developed,0.002,0.009,No Data,0.203,318,Well Developed,No Data,No Data,0,0,0.023,0,0.074,0.804,0.333,0.002,0.3,ERICA ZIGELMAN,No Data,3%,No Data,No Data,325,0.972,No Data,0.911,0.446,0.904,2018-04-01T00:00:00.000,No Data,133,0.0,23,0.73,133,337,0.979,98%,2.28,0.806
22K361,0.01,0.488,No Data,0.917,0.024,No Data,No Data,0.004,No Data,No Data,Proficient,0.007,0.166,0.162,0.277,No Data,Developing,0.074,109,No Data,No Data,0.31,No Data,0.119,0.576,No Data,0.003,0.3,Tiffany Frazier,No Data,41%,0.095,0.974,530,0.157,0.694,0.863,0.481,0.141,2017-05-01T00:00:00.000,36,No Data,0.051,No Data,0.75,No Data,539,0.973,,No Data,0.808
08X424,0.011,0.448,265,0.917,0.002,No Data,No Data,0.0,0.758,0,Proficient,0.0,0.06,No Data,0.325,265,Developing,No Data,No Data,0,0,0.038,0,0.152,0.726,0.241,0.002,0.3,DAVID VAZQUEZ,No Data,34%,No Data,No Data,289,0.737,0.667,0.969,0.467,0.668,2018-05-01T00:00:00.000,No Data,95,0.007,22,No Data,95,280,0.981,0%,2.21,0.882
18K115,0.008,0.677,No Data,0.938,0.021,No Data,No Data,0.005,No Data,No Data,Proficient,0.015,0.017,0.179,0.182,No Data,Developing,0.12,140,No Data,No Data,0.04,No Data,0.081,0.782,No Data,0.004,0.3,Loren Borgese,No Data,39%,0.182,0.987,764,0.068,0.817,0.659,0.495,0.064,2016-12-01T00:00:00.000,70,No Data,0.022,No Data,0.84,No Data,776,0.986,,No Data,0.59
10X059,0.007,0.533,No Data,0.9,0.008,No Data,No Data,0.0,No Data,No Data,Proficient,0.012,0.037,0.16,0.322,No Data,Proficient,0.069,71,No Data,No Data,0.053,No Data,0.139,0.636,0.311,0.0,0.2,Sita Basu,No Data,35%,0.083,0.955,469,0.659,0.658,0.962,0.465,0.653,2017-11-01T00:00:00.000,12,No Data,0.006,No Data,0.84,No Data,491,0.963,,No Data,0.923
21K253,0.008,0.706,No Data,0.951,0.3,No Data,No Data,0.003,No Data,No Data,Proficient,0.016,0.277,0.529,0.164,No Data,Well Developed,No Data,131,No Data,No Data,0.375,No Data,0.05,0.886,0.118,0.004,0.2,LISA DITILLO SPERONI,No Data,93%,No Data,0.982,908,0.361,No Data,0.877,0.433,0.499,2019-10-01T00:00:00.000,107,No Data,0.357,No Data,0.97,No Data,910,0.979,,No Data,0.811
20K048,0.003,0.841,No Data,0.938,0.46,No Data,No Data,0.0,No Data,No Data,Proficient,0.007,0.497,0.263,0.238,No Data,Proficient,No Data,84,No Data,No Data,0.235,No Data,0.073,0.737,No Data,0.0,0.3,DIANE PICUCCI,No Data,66%,No Data,1,551,0.316,No Data,0.783,0.503,0.333,2019-01-01T00:00:00.000,53,No Data,0.403,No Data,0.81,No Data,551,0.978,,No Data,0.717
12X341,0.01,No Data,367,0.927,0.005,No Data,No Data,0.0,0.834,0,Proficient,0.006,0.021,No Data,0.263,367,Developing,No Data,No Data,0,0,0.013,0,0.112,0.795,0.343,0.001,0.7,Rajendra Jimenez Jailall,No Data,56%,No Data,No Data,384,0.74,0.711,0.931,0.508,0.67,2018-05-01T00:00:00.000,No Data,163,0.01,33,0.71,163,386,0.97,30%,2.13,0.852
24Q229,0.006,0.756,No Data,0.951,0.402,No Data,No Data,0.001,No Data,No Data,Well Developed,0.003,0.185,0.318,0.184,No Data,Proficient,0.176,No Data,No Data,No Data,0.1,No Data,0.077,0.779,0.133,0.004,0.3,SETH BERGER,No Data,55%,0.25,No Data,1355,0.403,0.667,0.578,0.469,0.396,2019-11-01T00:00:00.000,132,No Data,0.389,No Data,0.83,No Data,1358,0.971,,No Data,0.515
12X211,0.011,0.378,181,0.953,0.004,No Data,0,0.0,0.904,0,Developing,0.005,0.028,No Data,0.231,181,Proficient,No Data,No Data,0,0,0.014,0,0.061,0.872,0.422,0.002,0.3,Tanya Drummond,No Data,27%,No Data,No Data,490,0.814,0.79,0.943,0.504,0.672,2018-03-01T00:00:00.000,No Data,51,0.002,17,No Data,51,476,0.975,0%,No Data,0.884
11X111,0.012,0.42,No Data,0.903,0.003,No Data,No Data,0.004,No Data,No Data,Proficient,0.004,0.082,0.036,0.266,No Data,Developing,0.059,77,No Data,No Data,0.061,No Data,0.087,0.517,0.22,0.001,0.3,Celina Gutierrez,No Data,21%,0.13,0.989,563,0.348,0.659,0.898,0.499,0.397,2017-01-01T00:00:00.000,26,No Data,0.005,No Data,No Data,No Data,560,0.97,,No Data,0.844
15K058,0.004,0.781,No Data,0.957,0.051,0.966,No Data,0.003,No Data,No Data,Proficient,0.001,0.193,0.278,0.153,No Data,Proficient,No Data,120,No Data,No Data,0.364,No Data,0.017,0.849,0.094,0.003,0.3,Katherine Dellostritto,No Data,35%,No Data,0.996,948,0.112,1,0.133,0.481,0.092,2020-01-01T00:00:00.000,108,No Data,0.041,No Data,0.92,No Data,936,0.981,,No Data,0.092
25Q184,0.005,0.879,No Data,0.963,0.436,No Data,No Data,0.0,No Data,No Data,Well Developed,0.005,0.562,No Data,0.183,No Data,Well Developed,No Data,78,No Data,No Data,0.115,No Data,0.028,0.818,No Data,0.005,0.4,Anna Dimilta,No Data,77%,No Data,1,493,0.134,No Data,0.398,0.503,0.143,2020-01-01T00:00:00.000,60,No Data,0.473,No Data,0.95,No Data,495,0.982,,No Data,0.331
21K239,0.003,0.741,1333,0.963,0.335,0.884,1,0.003,0.994,0.983,Proficient,0.005,0.288,No Data,0.138,1333,Proficient,No Data,No Data,0.983,0.983,0.409,0.748,0.018,0.869,0.136,0.006,3.3,Karen Ditolla,1,54%,No Data,No Data,1345,0.073,0.819,0.364,0.561,0.23,2019-03-01T00:00:00.000,No Data,421,0.276,42,0.78,421,1335,0.979,66%,3.85,0.253
15K442,0.003,0.842,333,0.951,0.141,0.947,1,0.0,0.926,0.988,Proficient,0.004,0.127,No Data,0.307,333,Proficient,No Data,No Data,0.988,0.988,0.311,0,0.003,0.826,No Data,0.004,1.0,NOREEN MILLS,1,11%,No Data,No Data,336,0.268,0.805,0.356,0.399,0.329,2018-12-01T00:00:00.000,No Data,85,0.08,10,0.73,85,339,0.985,74%,3.24,0.259
17K398,0.013,0.185,No Data,0.91,0.018,No Data,No Data,0.009,No Data,No Data,Proficient,0.012,0.027,No Data,0.262,No Data,Proficient,No Data,38,No Data,No Data,0.049,No Data,0.09,0.6,No Data,0.005,0.2,Tammy Katan Brown,No Data,52%,No Data,0.905,233,0.137,0.668,0.908,0.476,0.102,2016-12-01T00:00:00.000,20,No Data,0.004,No Data,0.68,No Data,225,0.98,,No Data,0.811
10X306,0.007,0.306,No Data,0.93,0.011,No Data,No Data,0.0,No Data,No Data,Proficient,0.005,0.037,0.222,0.19,No Data,Developing,0.154,105,No Data,No Data,0.053,No Data,0.051,0.743,0.408,0.003,0.2,DARRYL HARRINGTON,No Data,39%,0.25,0.992,605,0.724,0.8,0.946,0.499,0.648,2016-12-01T00:00:00.000,27,No Data,0.013,No Data,No Data,No Data,618,0.965,,No Data,0.889
02M177,0.004,0.8,222,0.962,0.115,No Data,0,0.004,0.946,0,Proficient,0.006,0.256,No Data,0.282,222,Proficient,No Data,No Data,0,0,0.406,0,0.0,0.864,No Data,0.007,0.7,Christina Riggio,No Data,26%,No Data,No Data,227,0.256,No Data,0.242,0.498,0.125,2019-03-01T00:00:00.000,No Data,74,0.07,15,0.74,74,224,0.975,87%,3.34,0.176
11X103,0.012,0.595,No Data,0.898,0.019,No Data,No Data,0.009,No Data,No Data,Proficient,0.026,0.082,0.154,0.266,No Data,Proficient,0.034,136,No Data,No Data,0.061,No Data,0.078,0.584,0.203,0.009,0.3,Farid Reyes,No Data,30%,0.111,0.981,930,0.474,0.675,0.884,0.47,0.434,2017-12-01T00:00:00.000,46,No Data,0.02,No Data,0.74,No Data,919,0.975,,No Data,0.817
25Q032,0.005,0.754,No Data,0.961,0.58,0.773,No Data,0.005,No Data,No Data,Proficient,0.004,0.562,0.25,0.13,No Data,Well Developed,No Data,124,No Data,No Data,0.115,No Data,0.041,0.827,No Data,0.006,0.6,Debra Errico,No Data,79%,No Data,0.998,991,0.196,No Data,0.558,0.504,0.228,2019-10-01T00:00:00.000,87,No Data,0.669,No Data,0.87,No Data,989,0.974,,No Data,0.496
09X328,0.004,0.296,300,0.927,0.013,No Data,No Data,0.003,0.788,0.011,Proficient,0.006,0.008,No Data,0.269,300,Well Developed,No Data,No Data,0.011,0.011,0.012,0,0.1,0.764,0.259,0.004,0.6,DORALD BASTIAN,No Data,11%,No Data,No Data,320,0.591,0.76,0.95,0.466,0.597,2018-05-01T00:00:00.000,No Data,91,0.009,19,No Data,91,322,0.966,0%,2.23,0.884
22K134,0.01,0.809,No Data,0.948,0.418,No Data,No Data,0.007,No Data,No Data,No Data,0.007,0.166,0.611,0.137,No Data,Well Developed,No Data,83,No Data,No Data,0.31,No Data,0.015,0.878,0.106,0.005,0.2,Debra Ramsaran,No Data,96%,No Data,0.997,608,0.077,0.789,0.797,0.49,0.195,2015-03-23T00:00:00.000,65,No Data,0.456,No Data,0.96,No Data,607,0.979,,No Data,0.714
27Q096,0.062,0.333,No Data,0.937,0.395,No Data,No Data,0.022,No Data,No Data,No Data,0.184,0.213,No Data,0.104,No Data,Proficient,No Data,No Data,No Data,No Data,0.049,No Data,0.019,0.646,No Data,0.011,0.2,Vivian Eweka,No Data,44%,No Data,No Data,270,0.17,0.737,0.735,0.478,0.108,2016-05-24T00:00:00.000,33,No Data,0.422,No Data,No Data,No Data,274,0.974,,No Data,0.667
21K212,0.008,0.8,No Data,0.927,0.386,No Data,No Data,0.003,No Data,No Data,No Data,0.002,0.277,0.343,0.27,No Data,Well Developed,No Data,111,No Data,No Data,0.375,No Data,0.108,0.623,0.1,0.0,0.3,Rina Horne,No Data,72%,0.167,0.975,640,0.367,0.568,0.851,0.5,0.293,2016-05-04T00:00:00.000,49,No Data,0.334,No Data,0.82,No Data,632,0.974,,No Data,0.775
09X053,0.005,0.136,No Data,0.908,0.01,No Data,No Data,0.001,No Data,No Data,Proficient,0.004,0.008,0.205,0.148,No Data,Proficient,0.207,162,No Data,No Data,0.013,No Data,0.046,0.632,0.259,0.002,0.3,COLLIN WOLFE,No Data,42%,0.389,0.977,819,0.683,0.648,0.96,0.484,0.623,2017-12-01T00:00:00.000,85,No Data,0.012,No Data,No Data,No Data,829,0.981,,No Data,0.896
02M422,0.004,0.667,192,0.917,0.242,No Data,0.964,0.01,0.936,0.947,Proficient,0.006,0.256,No Data,0.288,192,Proficient,No Data,No Data,0.947,0.947,0.406,0.667,0.051,0.67,0.104,0.003,2.2,Nicholas Jurman,1,8%,No Data,No Data,198,0.465,0.763,0.774,0.51,0.273,2017-03-01T00:00:00.000,No Data,57,0.081,12,0.93,57,194,0.983,0%,2.64,0.614
02M225,0.004,0.704,67,0.936,0.129,0.909,No Data,0.003,0.909,0,Proficient,0.007,0.265,No Data,0.232,67,Proficient,No Data,No Data,No Data,0,0.418,0,0.003,0.793,0.185,0.004,3.4,Joshua Satin,No Data,31%,No Data,No Data,297,0.31,0.725,0.392,0.461,0.357,2018-02-01T00:00:00.000,No Data,11,0.067,2,0.64,11,296,0.983,43%,No Data,0.229
