manhattan_cooperatives_comparable_properties_address,borough,comparable_rental_2_gross_income_per_sqft,postcode,comparable_rental_2_building_classification,comparable_rental_1_neighborhood,comparable_rental_1_boro_block_lot,manhattan_cooperatives_comparable_properties_est_gross_income,longitude,comparable_rental_1_address,comparable_rental_1_est_gross_income,community_council,comparable_rental_1_year_built,bbl,manhattan_cooperatives_comparable_properties_total_units
"{'latitude': '40.635866590075', 'longitude': '-74.036659674678', 'human_address': '{""address"": ""15 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,33.9,,D9-ELEVATOR,UPPER EAST SIDE (59-79),1-01418-0021,22518612,,"{'latitude': '40.763383295494', 'longitude': '-73.96230959926', 'human_address': '{""address"": ""1201 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",22219160,,1963,,504
"{'latitude': '40.725306000774', 'longitude': '-74.003516534643', 'human_address': '{""address"": ""203 SPRING STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,38.6,10012.0,C7-WALK-UP,SOHO,1-00519-0024,443170,-74.003492,"{'latitude': '40.727716183812', 'longitude': '-74.003867270234', 'human_address': '{""address"": ""28 KING STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",420564,3.0,1920,1005040039.0,20
"{'latitude': '40.622882333022', 'longitude': '-74.022297603949', 'human_address': '{""address"": ""605 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.1,,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01561-0001,6443800,,"{'latitude': '40.773851403915', 'longitude': '-73.95158068745', 'human_address': '{""address"": ""1562 1 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5417988,,1964,,160
"{'latitude': '40.723038431807', 'longitude': '-73.978265835465', 'human_address': '{""address"": ""742 6 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,26.2,,C1-WALK-UP,ALPHABET CITY,1-00376-0011,502101,,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""238 7 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",524000,,1900,,19
"{'latitude': '40.800894017336', 'longitude': '-73.968047273807', 'human_address': '{""address"": ""2745 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,18.43,10025.0,D3-ELEVATOR,UPPER WEST SIDE (96-116),1-01876-0061,3215280,-73.967955,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""908 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2702006,6.0,1925,1018770001.0,75
"{'latitude': '40.725773648229', 'longitude': '-74.001870775329', 'human_address': '{""address"": ""110 THOMPSON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,38.6,10012.0,C7-WALK-UP,SOHO,1-00519-0024,446250,-74.001941,"{'latitude': '40.727716183812', 'longitude': '-74.003867270234', 'human_address': '{""address"": ""28 KING STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",420564,1.0,1920,1005020012.0,32
"{'latitude': '40.825004840942', 'longitude': '-73.944062355285', 'human_address': '{""address"": ""729 ST NICHOLAS AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,14.38,10031.0,C4-WALK-UP,HARLEM-UPPER,1-02068-0003,58005,-73.944093,"{'latitude': '40.830499698541', 'longitude': '-73.943756585796', 'human_address': '{""address"": ""1885 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",153215,9.0,1940,1020610032.0,14
"{'latitude': '40.71997302114', 'longitude': '-73.98655532117', 'human_address': '{""address"": ""139 NORFOLK STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,33.9,10002.0,C4-WALK-UP,LOWER EAST SIDE,1-00349-0026,348670,-73.986515,"{'latitude': '40.719496380464', 'longitude': '-73.984846609314', 'human_address': '{""address"": ""61 CLINTON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",325000,1.0,1920,1003540027.0,20
"{'latitude': '40.619981862907', 'longitude': '-74.026593232015', 'human_address': '{""address"": ""522 88 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,33.7,,C1-WALK-UP,UPPER EAST SIDE (79-96),1-01579-0012,294855,,"{'latitude': '40.624089217433', 'longitude': '-74.024293081952', 'human_address': '{""address"": ""517 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",296509,,1910,,16
"{'latitude': '40.61867189471', 'longitude': '-74.036456366156', 'human_address': '{""address"": ""152 94 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,65.0,,D9-ELEVATOR,UPPER EAST SIDE (79-96),1-01559-0033,3814921,,"{'latitude': '40.626892037352', 'longitude': '-74.026013480751', 'human_address': '{""address"": ""420 80 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4638843,,1961,,105
"{'latitude': '40.779616058123', 'longitude': '-73.957453260302', 'human_address': '{""address"": ""1021 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,22.94,10028.0,D6-ELEVATOR,UPPER EAST SIDE (79-96),1-01516-0052,4557130,-73.957249,"{'latitude': '40.624059954012', 'longitude': '-74.040199289359', 'human_address': '{""address"": ""16O 88 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3830555,4.0,1963,1015140001.0,32
"{'latitude': '40.742977678649', 'longitude': '-73.996447863492', 'human_address': '{""address"": ""188 7 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,40.2,10011.0,D6-ELEVATOR,CHELSEA,1-00720-0045,3240000,-73.996492,"{'latitude': '40.745879644272', 'longitude': '-74.001867037873', 'human_address': '{""address"": ""401 22 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2357500,3.0,1999,1007710038.0,133
"{'latitude': '40.616050864509', 'longitude': '-74.037357757786', 'human_address': '{""address"": ""50 96 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,19.7,,D3-ELEVATOR,UPPER WEST SIDE (79-96),1-01199-0045,2499318,,"{'latitude': '40.625516193163', 'longitude': '-74.039826375335', 'human_address': '{""address"": ""20 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2917833,,1929,,61
"{'latitude': '40.729325970245', 'longitude': '-74.001493060077', 'human_address': '{""address"": ""194 BLEECKER STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,34.9,10012.0,C7-WALK-UP,GREENWICH VILLAGE-CENTRAL,1-00526-0026,437190,-74.001512,"{'latitude': '40.728840336349', 'longitude': '-74.001475073636', 'human_address': '{""address"": ""83 MAC DOUGAL STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",726734,3.0,1910,1005260022.0,24
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""250 7 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.9,,C4-WALK-UP,ALPHABET CITY,1-00404-0012,408939,,"{'latitude': '40.66529652557', 'longitude': '-73.981817943077', 'human_address': '{""address"": ""516 11 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",388000,,1900,,12
"{'latitude': '40.631348962739', 'longitude': '-74.020943537229', 'human_address': '{""address"": ""531 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,27.7,,C4-WALK-UP,UPPER EAST SIDE (59-79),1-01436-0037,486000,,"{'latitude': '40.640250135028', 'longitude': '-74.020577901031', 'human_address': '{""address"": ""340 62 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",543099,,1910,,20
"{'latitude': '40.748742332857', 'longitude': '-73.970700273793', 'human_address': '{""address"": ""25 TUDOR CITY PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.7,10017.0,D6-ELEVATOR,UPPER WEST SIDE (79-96),1-01233-0016,8476166,-73.97077,"{'latitude': '40.787916800454', 'longitude': '-73.976698751729', 'human_address': '{""address"": ""2350 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8282855,4.0,1903,1013340022.0,443
"{'latitude': '40.774561868319', 'longitude': '-73.961428263671', 'human_address': '{""address"": ""860 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,,10075.0,,UPPER EAST SIDE (59-79),1-01437-0029,2693196,-73.96135,"{'latitude': '40.761962366688', 'longitude': '-73.960259145033', 'human_address': '{""address"": ""1147 1 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1832326,4.0,1900,1013920036.0,17
"{'latitude': '40.787874471224', 'longitude': '-73.967574225616', 'human_address': '{""address"": ""2 90 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,40.3,,D1-ELEVATOR,UPPER WEST SIDE (59-79),1-01118-0009,610662,,"{'latitude': '40.640550541164', 'longitude': '-74.025533999313', 'human_address': '{""address"": ""35 65 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",451559,,1910,,23
"{'latitude': '40.799581007174', 'longitude': '-73.972049256837', 'human_address': '{""address"": ""295 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,16.75,10025.0,D3-ELEVATOR,UPPER WEST SIDE (96-116),1-01878-0025,1706472,-73.972174,"{'latitude': '40.800576002759', 'longitude': '-73.965946295887', 'human_address': '{""address"": ""203 106 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1925261,6.0,1926,1018890072.0,57
"{'latitude': '40.669475266305', 'longitude': '-73.990466455607', 'human_address': '{""address"": ""224 11 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,34.5,,C4-WALK-UP,EAST VILLAGE,1-00469-0047,608976,,"{'latitude': '40.604943048559', 'longitude': '-74.011276020905', 'human_address': '{""address"": ""231 13 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",743000,,1920,,26
"{'latitude': '40.784200762596', 'longitude': '-73.97074252854', 'human_address': '{""address"": ""17 84 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,39.0,,D7-ELEVATOR,UPPER EAST SIDE (59-79),1-01382-0049,1333548,,"{'latitude': '40.639410137582', 'longitude': '-74.034632672291', 'human_address': '{""address"": ""30 68 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2682216,,1925,,22
"{'latitude': '40.633430464422', 'longitude': '-74.026483515755', 'human_address': '{""address"": ""315 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,28.5,,D6-ELEVATOR,UPPER EAST SIDE (59-79),1-01455-0013,8570911,,"{'latitude': '40.640533833379', 'longitude': '-74.017849976499', 'human_address': '{""address"": ""421 60 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",12764673,,2001,,219
"{'latitude': '40.632560574208', 'longitude': '-74.025991869483', 'human_address': '{""address"": ""345 73 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,45.3,,D9-ELEVATOR,UPPER EAST SIDE (59-79),1-01438-0049,4789686,,"{'latitude': '40.763599132781', 'longitude': '-73.962156714515', 'human_address': '{""address"": ""1218 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",9297636,,1996,,143
"{'latitude': '40.792314485177', 'longitude': '-73.971635568704', 'human_address': '{""address"": ""681 AMSTERDAM AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,27.9,10025.0,D6-ELEVATOR,UPPER WEST SIDE (59-79),1-01183-0053,5961400,-73.971701,"{'latitude': '40.633177708821', 'longitude': '-74.025645539115', 'human_address': '{""address"": ""342 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4344697,6.0,1904,1012240001.0,178
"{'latitude': '40.596417583737', 'longitude': '-73.991080185716', 'human_address': '{""address"": ""117 37 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.9,,D3-ELEVATOR,MURRAY HILL,1-00885-0051,1130000,,"{'latitude': '40.658074964642', 'longitude': '-74.001636044993', 'human_address': '{""address"": ""150 30 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",758000,,1962,,62
"{'latitude': '40.620012332164', 'longitude': '-74.026523178894', 'human_address': '{""address"": ""521 88 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,33.1,,C1-WALK-UP,UPPER EAST SIDE (79-96),1-01553-0007,299370,,"{'latitude': '40.620940789235', 'longitude': '-74.031787076755', 'human_address': '{""address"": ""309 90 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",310883,,1910,,16
"{'latitude': '40.634052032729', 'longitude': '-74.035632123641', 'human_address': '{""address"": ""28 74 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,36.4,,D9-ELEVATOR,UPPER WEST SIDE (59-79),1-01164-0013,776540,,"{'latitude': '40.633894770992', 'longitude': '-74.028432703755', 'human_address': '{""address"": ""245 72 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",783641,,1900,,18
"{'latitude': '40.621829770549', 'longitude': '-74.033960963775', 'human_address': '{""address"": ""252 89 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,45.0,,C1-WALK-UP,UPPER EAST SIDE (59-79),1-01382-0047,434750,,"{'latitude': '40.639344492082', 'longitude': '-74.034431874289', 'human_address': '{""address"": ""36 68 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",455608,,1910,,18
"{'latitude': '40.638558357724', 'longitude': '-74.027076878401', 'human_address': '{""address"": ""220 67 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,28.7,,D7-ELEVATOR,UPPER EAST SIDE (79-96),1-01532-0016,3370100,,"{'latitude': '40.623862495931', 'longitude': '-74.032622617933', 'human_address': '{""address"": ""241 86 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",4068244,,1989,,116
"{'latitude': '40.797448075679', 'longitude': '-73.966492256389', 'human_address': '{""address"": ""123 102 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,21.52,,C4-WALK-UP,HARLEM-EAST,1-01665-0021,330712,,"{'latitude': '40.80306468835', 'longitude': '-73.954132807663', 'human_address': '{""address"": ""239 115 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",250421,,1910,,32
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""385 145 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,14.35,,D3-ELEVATOR,HARLEM-CENTRAL,1-02043-0029,3238321,,"{'latitude': '40.821911173161', 'longitude': '-73.94418826037', 'human_address': '{""address"": ""2 BRADHURST AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3457109,,1980,,242
"{'latitude': '40.766279112429', 'longitude': '-73.97151865684', 'human_address': '{""address"": ""810 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,52.0,10065.0,D3-ELEVATOR,UPPER EAST SIDE (79-96),1-01517-0043,2529937,-73.971279,"{'latitude': '40.62316151649', 'longitude': '-74.039623167392', 'human_address': '{""address"": ""16O 89 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1688719,4.0,1938,1013770001.0,12
"{'latitude': '40.622112765486', 'longitude': '-74.035198710892', 'human_address': '{""address"": ""170 89 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,32.3,,C5-WALK-UP,UPPER EAST SIDE (79-96),1-01528-0009,587328,,"{'latitude': '40.626864736805', 'longitude': '-74.031809720512', 'human_address': '{""address"": ""217 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",788077,,1910,,20
"{'latitude': '40.734191302423', 'longitude': '-73.994928009263', 'human_address': '{""address"": ""43 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,52.0,10003.0,D7-ELEVATOR,GREENWICH VILLAGE-WEST,1-00585-0001,2100000,-73.99497,"{'latitude': '40.73193400413', 'longitude': '-74.006565236322', 'human_address': '{""address"": ""464 HUDSON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3471000,2.0,1900,1005690001.0,42
"{'latitude': '40.800795091913', 'longitude': '-73.971131948367', 'human_address': '{""address"": ""314 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,18.74,10025.0,D3-ELEVATOR,UPPER WEST SIDE (96-116),1-01876-0061,2376528,-73.971224,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""908 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2702006,6.0,1925,1018900073.0,93
"{'latitude': '40.629193775937', 'longitude': '-74.034928826603', 'human_address': '{""address"": ""123 80 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,39.8,,C5-WALK-UP,UPPER WEST SIDE (79-96),1-01239-0027,421200,,"{'latitude': '40.620617704287', 'longitude': '-74.034960923627', 'human_address': '{""address"": ""205 91 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",367645,,1900,,23
"{'latitude': '40.799514255723', 'longitude': '-73.959395540324', 'human_address': '{""address"": ""11 108 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,17.51,,C4-WALK-UP,MANHATTAN VALLEY,1-01843-0026,202804,,"{'latitude': '40.798863077232', 'longitude': '-73.95978899459', 'human_address': '{""address"": ""9 107 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",186234,,1940,,12
"{'latitude': '40.773428722562', 'longitude': '-73.957911914537', 'human_address': '{""address"": ""1359 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,30.0,10075.0,D7-ELEVATOR,UPPER EAST SIDE (59-79),1-01418-0045,5621472,-73.957975,"{'latitude': '40.76448046837', 'longitude': '-73.964440992469', 'human_address': '{""address"": ""1081 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",7529991,4.0,1968,1014320045.0,128
"{'latitude': '40.728678458384', 'longitude': '-73.998426371957', 'human_address': '{""address"": ""534 LA GUARDIA PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,40.9,10012.0,D7-ELEVATOR,GREENWICH VILLAGE-WEST,1-00591-0040,1500000,-73.998564,"{'latitude': '40.733067149887', 'longitude': '-74.00405612786', 'human_address': '{""address"": ""317 BLEECKER STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1866000,1.0,1900,1005370026.0,16
"{'latitude': '40.599395231924', 'longitude': '-74.001252221549', 'human_address': '{""address"": ""233 26 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,40.4,,D1-ELEVATOR,CHELSEA,1-00792-0008,1800000,,"{'latitude': '40.665762123526', 'longitude': '-73.991395452018', 'human_address': '{""address"": ""151 16 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1781000,,1962,,20
"{'latitude': '40.60276124635', 'longitude': '-74.008513299679', 'human_address': '{""address"": ""237 17 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,37.2,,D9-ELEVATOR,GRAMERCY,1-00906-0008,205689,,"{'latitude': '40.599825410259', 'longitude': '-74.001972260973', 'human_address': '{""address"": ""213 25 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",319360,,1950,,15
"{'latitude': '40.617672303917', 'longitude': '-74.032842558123', 'human_address': '{""address"": ""310 94 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,27.8,,D1-ELEVATOR,UPPER WEST SIDE (79-96),1-01211-0052,762240,,"{'latitude': '40.628097061935', 'longitude': '-74.033908104011', 'human_address': '{""address"": ""158 81 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",911520,,1930,,34
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""547 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,34.6,,D1-ELEVATOR,CHELSEA,1-00775-0009,760000,,"{'latitude': '40.599395932882', 'longitude': '-74.002409502923', 'human_address': '{""address"": ""245 25 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1237000,,1938,,47
"{'latitude': '40.729074160076', 'longitude': '-73.993659965201', 'human_address': '{""address"": ""718 BROADWAY"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.5,10003.0,D7-ELEVATOR,GREENWICH VILLAGE-WEST,1-00585-0001,2420000,-73.993617,"{'latitude': '40.73193400413', 'longitude': '-74.006565236322', 'human_address': '{""address"": ""464 HUDSON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3471000,2.0,1900,1005450011.0,42
"{'latitude': '40.734308214287', 'longitude': '-73.99483807706', 'human_address': '{""address"": ""45 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,36.0,10003.0,D6-ELEVATOR,GREENWICH VILLAGE-WEST,1-00585-0001,1490000,-73.994891,"{'latitude': '40.73193400413', 'longitude': '-74.006565236322', 'human_address': '{""address"": ""464 HUDSON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",3471000,2.0,1900,1005690003.0,65
"{'latitude': '40.616068414418', 'longitude': '-74.037480358845', 'human_address': '{""address"": ""41 96 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,22.83,,D3-ELEVATOR,MANHATTAN VALLEY,1-01839-0029,1810501,,"{'latitude': '40.796251200206', 'longitude': '-73.9613929558', 'human_address': '{""address"": ""431 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1822819,,1930,,61
"{'latitude': '40.639315361101', 'longitude': '-74.029395870975', 'human_address': '{""address"": ""130 67 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,43.1,,D6-ELEVATOR,MIDTOWN WEST,1-01046-0047,6535795,,"{'latitude': '40.643864996754', 'longitude': '-74.017362534079', 'human_address': '{""address"": ""330 56 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",7350617,,1974,,245
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""110 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,38.6,,C7-WALK-UP,SOHO,1-00519-0024,631960,,"{'latitude': '40.727716183812', 'longitude': '-74.003867270234', 'human_address': '{""address"": ""28 KING STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",420564,,1920,,34
"{'latitude': '40.658952748355', 'longitude': '-73.993926242947', 'human_address': '{""address"": ""429 24 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.3,,D1-ELEVATOR,GREENWICH VILLAGE-WEST,1-00588-0078,530000,,"{'latitude': '40.73255453633', 'longitude': '-74.005117327855', 'human_address': '{""address"": ""23 GROVE STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",374000,,1888,,32
"{'latitude': '40.661972865882', 'longitude': '-73.994432407853', 'human_address': '{""address"": ""207 21 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,41.4,,D9-ELEVATOR,GRAMERCY,1-00908-0006,764184,,"{'latitude': '40.659186156661', 'longitude': '-73.998836872127', 'human_address': '{""address"": ""203 27 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",933551,,1920,,40
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""675 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.5,,D3-ELEVATOR,UPPER WEST SIDE (59-79),1-01143-0015,2026650,,"{'latitude': '40.635279683424', 'longitude': '-74.031101468547', 'human_address': '{""address"": ""145 71 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1946274,,1923,,62
"{'latitude': '40.801361664792', 'longitude': '-73.952551955242', 'human_address': '{""address"": ""67 ST NICHOLAS AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,18.03,10026.0,D7-ELEVATOR,HARLEM-CENTRAL,1-01749-0016,450243,-73.952539,"{'latitude': '40.806128151692', 'longitude': '-73.943572628577', 'human_address': '{""address"": ""25 124 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",467295,9.0,1915,1018230056.0,28
"{'latitude': '40.784778166571', 'longitude': '-73.982850114409', 'human_address': '{""address"": ""67 RIVERSIDE DRIVE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,23.91,10024.0,D3-ELEVATOR,UPPER WEST SIDE (79-96),1-01210-0012,1739367,-73.982728,"{'latitude': '40.629612150649', 'longitude': '-74.033321842043', 'human_address': '{""address"": ""147 79 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2581011,6.0,1926,1011860095.0,37
"{'latitude': '40.634219614296', 'longitude': '-74.032938932527', 'human_address': '{""address"": ""105 73 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,29.9,,D3-ELEVATOR,UPPER WEST SIDE (79-96),1-01229-0006,1398630,,"{'latitude': '40.627355969617', 'longitude': '-74.030515608048', 'human_address': '{""address"": ""265 81 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1334760,,1900,,38
"{'latitude': '40.662111483583', 'longitude': '-73.999163470036', 'human_address': '{""address"": ""13 24 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,46.9,,D5-ELEVATOR,FLATIRON,1-00844-0008,1567712,,"{'latitude': '40.6680646639', 'longitude': '-73.995844244183', 'human_address': '{""address"": ""9 16 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1268777,,1900,,13
"{'latitude': '40.630485102337', 'longitude': '-74.038911799103', 'human_address': '{""address"": ""17 80 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1,25.4,,D9-ELEVATOR,UPPER EAST SIDE (59-79),1-01448-0037,742140,,"{'latitude': '40.631904121024', 'longitude': '-74.026573572703', 'human_address': '{""address"": ""334 74 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",952763,,1914,,11
