property_name,metered_areas_water,data_center_cooling_equipment_redundancy,wastewater_treatment_plant_gross_floor_area_ft,national_median_reference_property_type,data_center_it_site_energy_kwh,last_modified_date_water_meters,weather_normalized_site_natural_gas_use_therms,nta,convention_center_gross_floor_area_ft,metered_areas_energy,total_ghg_emissions_metric_tons_co2e,annual_maximum_demand_meter_name_meter_id,outpatient_rehabilitation_physical_therapy_gross_floor_area_ft,multifamily_housing_percent_that_can_be_heated,multifamily_housing_number_of_laundry_hookups_in_all_units,mailing_center_post_office_gross_floor_area_ft,parent_property_name,enclosed_mall_gross_floor_area_ft,year_built,municipally_supplied_potable_water_outdoor_use_kgal,multifamily_housing_total_number_of_residential_living_units_density_number_per_1_000_sq_ft,municipally_supplied_potable_water_mixed_indoor_outdoor_use_kgal,last_modified_date_electric_meters,alert_water_meter_has_less_than_12_full_calendar_months_of_data,primary_property_type_portfolio_manager_calculated,fuel_oil_5_6_use_kbtu,medical_office_percent_that_can_be_cooled,percent_of_electricity_that_is_green_power,list_of_all_property_use_types_at_property,multifamily_housing_total_number_of_residential_living_units,_3rd_largest_property_use_type_gross_floor_area_ft,manufacturing_industrial_plant_gross_floor_area_ft,site_energy_use_kbtu,release_date,number_of_active_energy_meters_total,museum_gross_floor_area_ft,k_12_school_gross_floor_area_ft,green_power_offsite_kwh,_2nd_largest_property_use_type,multifamily_housing_resident_population_type,indoor_water_use_all_water_sources_kgal,natural_gas_use_kbtu,hospital_general_medical_surgical_percent_that_can_be_heated,estimated_data_flag_fuel_oil_no_5_and_no_6,leed_us_project_id,propane_use_kbtu,alert_energy_meter_has_single_entry_more_than_65_days,adult_education_gross_floor_area_ft,community_board,electricity_use_generated_from_onsite_renewable_systems_and_used_onsite_kbtu,supermarket_grocery_gross_floor_area_ft,barracks_gross_floor_area_ft,avoided_emissions_onsite_green_power_metric_tons_co2e
X005-0200043,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,172,Melrose South-Mott Haven North,Not Available,Whole Property,508.4,0200043E (8032656),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1960,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6683704.2,2021-05-28T17:29:28.000,3,Not Available,103280,0,Not Available,Not Available,Not Available,17200,Not Available,No,Not Available,Not Available,Ok,Not Available,201.0,Not Available,Not Available,Not Available,Not Available
K048-0300068,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 12:52 PM EDT,31517.5,Borough Park,Not Available,Whole Property,252.1,0300068E (7875850),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1914,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4105395.1,2021-05-28T17:29:28.000,3,Not Available,72000,0,Not Available,Not Available,110.6,2758300.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,312.0,Not Available,Not Available,Not Available,Not Available
K148-0301524,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,50576.9,Bedford,Not Available,Whole Property,358.8,0301524E (7896384),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1906,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6018267.2,2021-05-28T17:29:28.000,2,Not Available,104400,0,Not Available,Not Available,Not Available,4532000,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,303.0,Not Available,Not Available,Not Available,Not Available
Q145-0400193,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 11:57 AM EDT,48429,Jackson Heights,Not Available,Whole Property,587.8,0400193E (8013834),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1951,Not Available,Not Available,Not Available,04/21/2021 02:16 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,9002810.4,2021-05-28T17:29:28.000,3,Not Available,240175,0,Not Available,Not Available,1212.9,4842900,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,403.0,Not Available,Not Available,Not Available,Not Available
K108-0300118,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 02:33 PM EDT,28808.3,Cypress Hills-City Line,Not Available,Whole Property,293.8,0300118E (7877789),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1895,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4582908.2,2021-05-28T17:29:28.000,3,Not Available,78000,0,Not Available,Not Available,726.4,2608599.7,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,305.0,Not Available,Not Available,Not Available,Not Available
770 Broadway,Whole Property,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,05/13/2021 01:22 PM EDT,71545.3,West Village,Not Available,Whole Property,4836.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1906,Not Available,Not Available,Not Available,03/26/2021 06:20 PM EDT,Ok,Office,Not Available,Not Available,0,"Bank Branch, Data Center, Office, Retail Store",Not Available,6034,Not Available,66196529.2,2021-05-13T14:44:28.000,11,Not Available,Not Available,0,Retail Store,Not Available,6524.6,7456455.7,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,102.0,Not Available,Not Available,Not Available,Not Available
M175-0100151,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 09:53 AM EDT,157.7,Central Harlem North-Polo Grounds,Not Available,Whole Property,546.7,0100151E (7936385),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1957,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7202189.6,2021-05-28T17:29:28.000,3,Not Available,102175,0,Not Available,Not Available,0,14500,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,110.0,Not Available,Not Available,Not Available,Not Available
K620-0300380,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 02:29 PM EDT,92073.8,Brighton Beach,Not Available,Whole Property,632.6,0300380E (7943443),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1957,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,10681447.5,2021-05-28T17:29:28.000,3,Not Available,240000,0,Not Available,Not Available,49.1,8205700.1,Not Available,No,Not Available,Not Available,Ok,Not Available,313.0,Not Available,Not Available,Not Available,Not Available
Q229-0400200,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 02:20 PM EDT,58978.1,Maspeth,Not Available,Whole Property,456.1,0400200E (8025641),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1964,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7468641.2,2021-05-28T17:29:28.000,3,Not Available,132175,0,Not Available,Not Available,381.8,5212899.8,Not Available,No,Not Available,Not Available,Ok,Not Available,405.0,Not Available,Not Available,Not Available,Not Available
M490-0100198,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 09:56 AM EDT,431,Lincoln Square,Not Available,Whole Property,2099.1,0100198E (7937436),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1973,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,28819008.8,2021-05-28T17:29:28.000,3,Not Available,524950,0,Not Available,Not Available,7250.7,43100,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,107.0,Not Available,Not Available,Not Available,Not Available
K356-0300158,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 04:17 PM EDT,74721.7,Brownsville,Not Available,Whole Property,795.6,0300158E (7935461),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,2002,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,12265948,2021-05-28T17:29:28.000,3,Not Available,187200,0,Not Available,Not Available,2197,6659800.3,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,316.0,Not Available,Not Available,Not Available,Not Available
M152-0100134,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:35 AM EDT,3308.6,Washington Heights North,Not Available,Whole Property,646.6,0100134E (57323047),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1928,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,8684932.6,2021-05-28T17:29:28.000,3,Not Available,122684,0,Not Available,Not Available,1029.3,316500,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,112.0,Not Available,Not Available,Not Available,Not Available
R058-0500442,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:17 AM EDT,50126.5,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Not Available,Whole Property,497.5,0500442E (8030602),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,2001,Not Available,Not Available,Not Available,04/21/2021 04:03 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7674164.8,2021-05-28T17:29:28.000,3,Not Available,107125,0,Not Available,Not Available,1539.8,4260800.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,502.0,Not Available,Not Available,Not Available,Not Available
K940-0301664,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 04:45 PM EDT,Not Available,Bay Ridge,Not Available,Whole Property,33.5,0301664E (7944552),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1935,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,421450.2,2021-05-28T17:29:28.000,1,Not Available,25360,0,Not Available,Not Available,4763,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,310.0,Not Available,Not Available,Not Available,Not Available
M102-0100097,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,9.3,East Harlem North,Not Available,Whole Property,606.4,0100097E (7935684),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1912,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7998354.8,2021-05-28T17:29:28.000,3,Not Available,82880,0,Not Available,Not Available,Not Available,800,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,111.0,Not Available,Not Available,Not Available,Not Available
K269-0300270,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 02:56 PM EDT,5838.3,Flatbush,Not Available,Whole Property,405.8,0300270E (7934757),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1952,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5475598.9,2021-05-28T17:29:28.000,3,Not Available,97200,0,Not Available,Not Available,446.9,538500.1,Not Available,No,Not Available,Not Available,Ok,Not Available,317.0,Not Available,Not Available,Not Available,Not Available
K045-0300020,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 01:54 PM EDT,133,Bushwick South,Not Available,Whole Property,487,0300020E (7875884),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1965,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6395618.2,2021-05-28T17:29:28.000,3,Not Available,141600,0,Not Available,Not Available,0,13300,Not Available,No,Not Available,Not Available,Ok,Not Available,304.0,Not Available,Not Available,Not Available,Not Available
K056-0300076,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,49338.5,Clinton Hill,Not Available,Whole Property,384.9,0300076E (7875852),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1955,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,6304509.6,2021-05-28T17:29:28.000,2,Not Available,100800,0,Not Available,Not Available,Not Available,4405799.9,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,302.0,Not Available,Not Available,Not Available,Not Available
K183-0300185,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 02:12 PM EDT,93510,Brownsville,Not Available,Whole Property,582.1,0300185E (7896924),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1930,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,10182012.2,2021-05-28T17:29:28.000,3,Not Available,93600,0,Not Available,Not Available,777.5,8568600.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,316.0,Not Available,Not Available,Not Available,Not Available
M192-0100161,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:35 AM EDT,65918.1,Manhattanville,Not Available,Whole Property,423.4,0100161E (7936367),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1987,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7178845.6,2021-05-28T17:29:28.000,3,Not Available,130560,0,Not Available,Not Available,14.2,5579299.9,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,109.0,Not Available,Not Available,Not Available,Not Available
R831-0500041,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 11:10 AM EDT,15094.5,West New Brighton-New Brighton-St. George,Not Available,Whole Property,176,0500041E (8031611),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1897,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2708450.3,2021-05-28T17:29:28.000,3,Not Available,37260,0,Not Available,Not Available,565.1,1345300,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,501.0,Not Available,Not Available,Not Available,Not Available
K500-0300348,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 09:14 AM EDT,107003,Canarsie,Not Available,Whole Property,855.3,0300348E (7943421),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1940,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,14311560.7,2021-05-28T17:29:28.000,3,Not Available,297600,0,Not Available,Not Available,1465.4,10700299.8,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,318.0,Not Available,Not Available,Not Available,Not Available
M134-0100121,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,94,Lower East Side,Not Available,Whole Property,282.9,0100121E (7935659),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1900,Not Available,Not Available,Not Available,04/21/2021 02:18 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4008322.2,2021-05-28T17:29:28.000,3,Not Available,104460,0,Not Available,Not Available,Not Available,9400,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,103.0,Not Available,Not Available,Not Available,Not Available
M079-0100082,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,126,East Harlem North,Not Available,Whole Property,331,0100082E (7935366),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1962,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4333774,2021-05-28T17:29:28.000,3,Not Available,105700,0,Not Available,Not Available,Not Available,12600,Not Available,No,Not Available,Not Available,Ok,Not Available,111.0,Not Available,Not Available,Not Available,Not Available
Q212-0401422,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 02:14 PM EDT,28632.9,Jackson Heights,Not Available,Whole Property,362.4,0401422E (8025665),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1998,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5400519.2,2021-05-28T17:29:28.000,3,Not Available,94900,0,Not Available,Not Available,503.2,2485300.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,403.0,Not Available,Not Available,Not Available,Not Available
X183-0200209,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:40 AM EDT,394.4,Mott Haven-Port Morris,Not Available,Whole Property,649.9,0200209E (8080445),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1974,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,8538469,2021-05-28T17:29:28.000,3,Not Available,194400,0,Not Available,Not Available,Not Available,36800,Not Available,No,Not Available,Not Available,Ok,Not Available,201.0,Not Available,Not Available,Not Available,Not Available
X076-0200114,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,10415.5,Allerton-Pelham Gardens,Not Available,Whole Property,357.7,0200114E (8052709),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1931,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4986082.3,2021-05-28T17:29:28.000,3,Not Available,79300,0,Not Available,Not Available,Not Available,926000,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,211.0,Not Available,Not Available,Not Available,Not Available
X112-0200155,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,21279,Eastchester-Edenwald-Baychester,Not Available,Whole Property,187.3,0200155E (8080122),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1954,Not Available,Not Available,Not Available,04/20/2021 10:45 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,3062788.1,2021-05-28T17:29:28.000,3,Not Available,85325,0,Not Available,Not Available,Not Available,2127900.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,212.0,Not Available,Not Available,Not Available,Not Available
K425-0300367,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/05/2021 08:57 AM EDT,751.1,Madison,Not Available,Whole Property,1200.4,0300367E (7935957),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1925,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Ok,K-12 School,Not Available,Not Available,0,"Heated Swimming Pool, K-12 School",Not Available,Not Available,Not Available,15684986.1,2021-05-28T17:29:28.000,4,Not Available,303600,0,Heated Swimming Pool,Not Available,777.1,71600,Not Available,No,Not Available,Not Available,Ok,Not Available,315.0,Not Available,Not Available,Not Available,Not Available
M187-0100156,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 08:48 AM EDT,42010.2,Washington Heights North,Not Available,Whole Property,304.5,0100156E (7936397),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1930,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5057757.3,2021-05-28T17:29:28.000,3,Not Available,80480,0,Not Available,Not Available,2.6,3587900.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,112.0,Not Available,Not Available,Not Available,Not Available
M435-0100174,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 08:51 AM EDT,109368.1,East Harlem North,Not Available,Whole Property,754.3,0100174E (7937442),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1941,Not Available,Not Available,Not Available,04/21/2021 02:17 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,12774414.2,2021-05-28T17:29:28.000,3,Not Available,275000,0,Not Available,Not Available,1239.5,9899599.5,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,111.0,Not Available,Not Available,Not Available,Not Available
X110-0200153,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,3087.2,Morrisania-Melrose,Not Available,Whole Property,432.6,0200153E (8080140),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1964,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5782549.8,2021-05-28T17:29:28.000,3,Not Available,112925,0,Not Available,Not Available,Not Available,293700,Not Available,No,Not Available,Not Available,Ok,Not Available,203.0,Not Available,Not Available,Not Available,Not Available
K211-0300214,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 02:45 PM EDT,62157,Canarsie,Not Available,Whole Property,463.9,0300214E (7898984),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1940,Not Available,Not Available,Not Available,04/21/2021 03:24 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7692099.9,2021-05-28T17:29:28.000,3,Not Available,168000,0,Not Available,Not Available,52.4,5591399.8,Not Available,No,Not Available,Not Available,Ok,Not Available,318.0,Not Available,Not Available,Not Available,Not Available
Q097-0400089,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 11:47 AM EDT,39054.1,Woodhaven,Not Available,Whole Property,347,0400089E (8011377),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1916,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,5570968,2021-05-28T17:29:28.000,3,Not Available,90665,0,Not Available,Not Available,71.1,3572300.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,409.0,Not Available,Not Available,Not Available,Not Available
K132-0300139,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,24845,East Williamsburg,Not Available,Whole Property,320.9,0300139E (7896386),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1904,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,4768959,2021-05-28T17:29:28.000,3,Not Available,86400,0,Not Available,Not Available,Not Available,2204499.9,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,301.0,Not Available,Not Available,Not Available,Not Available
K066-0301758,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 01:56 PM EDT,41660.7,Canarsie,Not Available,Whole Property,527.3,0301758E (7875858),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,2002,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7885561.5,2021-05-28T17:29:28.000,3,Not Available,127200,0,Not Available,Not Available,1807.4,3701799.8,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,318.0,Not Available,Not Available,Not Available,Not Available
X016-0200052,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,1946.8,Woodlawn-Wakefield,Not Available,Whole Property,160,0200052E (8032694),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1900,Not Available,Not Available,Not Available,04/20/2021 10:46 PM EDT,Unable to Check (not enough data),K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,2157904.9,2021-05-28T17:29:28.000,3,Not Available,49660,0,Not Available,Not Available,Not Available,184500,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,212.0,Not Available,Not Available,Not Available,Not Available
NYP Cornell (East Campus),Whole Property,Not Available,Not Available,ASHE Survey,Not Available,Not Available,15751262.2,Lenox Hill-Roosevelt Island,Not Available,Whole Property,50765.6,Not Available,Not Available,Not Available,Not Available,Not Available,NYP Cornell (East Campus),Not Available,1932,Not Available,Not Available,Not Available,04/13/2021 02:43 PM EDT,Possible Issue,Hospital (General Medical & Surgical),Not Available,Not Available,0,"Hospital (General Medical & Surgical), Other",Not Available,Not Available,Not Available,1062846483,2021-07-27T11:01:16.000,13,Not Available,Not Available,0,Other,Not Available,Not Available,1575126215,100,Not Available,Not Available,Not Available,Ok,Not Available,108.0,Not Available,Not Available,Not Available,Not Available
R006-0500432,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/04/2021 03:00 PM EDT,36844.8,Charleston-Richmond Valley-Tottenville,Not Available,Whole Property,498.5,0500432E (7979025),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1998,Not Available,Not Available,Not Available,04/21/2021 04:02 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7347313.9,2021-05-28T17:29:28.000,3,Not Available,116525,0,Not Available,Not Available,2896.7,3178600,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,503.0,Not Available,Not Available,Not Available,Not Available
K171-0300174,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,05/03/2021 02:39 PM EDT,52759.5,Cypress Hills-City Line,Not Available,Whole Property,436.2,0300174E (7896356),Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,1911,Not Available,Not Available,Not Available,04/21/2021 03:23 PM EDT,Ok,K-12 School,Not Available,Not Available,0,K-12 School,Not Available,Not Available,Not Available,7120067.9,2021-05-28T17:29:28.000,3,Not Available,103200,0,Not Available,Not Available,1570.2,4856800,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,305.0,Not Available,Not Available,Not Available,Not Available
