unnamed_column_1,q24_in_how_many_of_your_1,q33_i_feel_like_i_belong_1,q36_my_teachers_treat_me,q30_there_is_at_least_one,q42_in_how_many_of_your,q34_my_teachers_will_always,q49_i_feel_safe_in_my_classes_1,q4_my_teachers_use_examples,q32_there_is_time_at_school,q15_during_this_school_year_1,q49_i_feel_safe_in_my_classes,q54_at_this_school_students_1,q29_my_school_expects_all_1,q11_during_this_school_year,q14_during_this_school_year,q16_during_this_school_year_1,q59_if_you_are_a_student_1,q10_i_am_presented_with,q12_during_this_school_year,q35_my_teachers_always_do_1,q44_in_how_many_of_your_1,q5_i_see_people_of_many_races_1,q47_i_feel_safe_traveling,q55_at_this_school_students,q50_at_this_school_students_1,q53_at_this_school_students_1,q64_if_you_are_a_student_1,q63_if_you_are_a_student_1,q3_my_school_encourages_and,q19_in_how_many_of_your_1,q58_if_you_are_a_student_1,q38_when_my_teachers_tell,q6_at_this_school_we_have_1,q35_my_teachers_always_do,q15_during_this_school_year,q43_in_how_many_of_your_1,q18_in_how_many_of_your_1,q8_i_feel_that_my_teachers_1,q26_in_how_many_of_your,q13_during_this_school_year,q13_during_this_school_year_1,q41_in_how_many_of_your,q24_in_how_many_of_your,q23_in_how_many_of_your,q37_most_students_treat,q36_my_teachers_treat_me_1,unnamed_column_2,q5_i_see_people_of_many_races,q20_in_how_many_of_your
P.S./M.S 042 R. Vernam,0.76,0.79,0.08,0.15,0.33,0.1,0.89,0.17,0.28,0.58,0.11,0.39,0.93,0.17,0.39,0.32,,0.12,0.11,0.84,0.65,0.92,0.18,0.88,0.54,0.47,,,0.12,0.83,0.89,0.12,0.73,0.16,0.42,0.5,0.88,0.95,0.17,0.3,0.7,0.44,0.24,0.28,0.19,0.92,0.5,0.08,0.21
P.S./M.S. 031 The William Lloyd Garrison,0.64,0.75,0.14,0.25,0.41,0.25,0.86,0.19,0.48,0.58,0.14,0.35,0.86,0.35,0.24,0.39,,0.1,0.14,0.7,0.52,0.89,0.16,0.84,0.5,0.51,,,0.18,0.67,0.78,0.31,0.83,0.3,0.42,0.5,0.77,0.96,0.34,0.37,0.63,0.5,0.36,0.39,0.23,0.86,0.45,0.11,0.28
Flushing High School,0.62,0.85,0.03,0.19,0.42,0.08,0.95,0.09,0.29,0.83,0.05,0.22,0.96,0.3,0.25,0.66,0.8,0.05,0.07,0.86,0.41,0.94,0.1,0.76,0.25,0.2,0.76,0.89,0.06,0.75,,0.08,0.89,0.14,0.17,0.49,0.82,0.96,0.29,0.29,0.71,0.39,0.38,0.24,0.09,0.97,0.47,0.06,0.25
I.S. 181 Pablo Casals,0.72,0.89,0.04,0.24,0.42,0.08,0.94,0.15,0.46,0.57,0.06,0.21,0.95,0.21,0.38,0.4,,0.05,0.04,0.88,0.41,0.93,0.09,0.93,0.26,0.23,,,0.07,0.87,0.92,0.08,0.74,0.12,0.43,0.48,0.91,0.97,0.22,0.25,0.75,0.36,0.28,0.16,0.1,0.96,0.69,0.07,0.13
I.S. 347 School of Humanities,0.75,0.87,0.04,0.21,0.45,0.12,0.99,0.11,0.32,0.59,0.01,0.23,0.94,0.14,0.42,0.43,,0.07,0.07,0.84,0.5,0.95,0.08,0.83,0.33,0.25,,,0.09,0.76,0.87,0.1,0.82,0.16,0.41,0.48,0.84,0.92,0.24,0.22,0.78,0.4,0.25,0.21,0.11,0.96,0.51,0.05,0.28
Richmond Hill High School,0.54,0.81,0.05,0.23,0.52,0.14,0.91,0.15,0.4,0.78,0.09,0.25,0.93,0.3,0.29,0.61,0.8,0.07,0.06,0.83,0.29,0.92,0.16,0.75,0.28,0.22,0.77,0.88,0.1,0.72,,0.09,0.75,0.17,0.22,0.39,0.79,0.96,0.39,0.28,0.72,0.52,0.46,0.3,0.1,0.95,0.44,0.08,0.28
Eagle Academy for Young Men III,0.71,0.8,0.05,0.16,0.43,0.2,0.9,0.14,0.41,0.58,0.1,0.29,0.94,0.25,0.4,0.39,0.9,0.09,0.08,0.78,0.4,0.85,0.16,0.9,0.36,0.36,0.84,0.92,0.13,0.85,0.88,0.12,0.91,0.22,0.42,0.49,0.84,0.94,0.22,0.25,0.75,0.43,0.29,0.22,0.1,0.95,0.33,0.15,0.23
Hillcrest High School,0.57,0.83,0.04,0.21,0.45,0.1,0.95,0.1,0.32,0.75,0.05,0.27,0.94,0.26,0.3,0.61,0.82,0.06,0.06,0.84,0.45,0.94,0.17,0.71,0.28,0.23,0.83,0.92,0.08,0.8,,0.1,0.85,0.16,0.25,0.48,0.8,0.97,0.31,0.27,0.73,0.42,0.43,0.28,0.11,0.96,0.49,0.06,0.24
Waterside School For Leadership,0.6,0.83,0.07,0.23,0.6,0.12,0.92,0.14,0.41,0.58,0.08,0.2,0.96,0.2,0.43,0.44,,0.07,0.04,0.79,0.68,0.94,0.05,0.88,0.25,0.23,,,0.05,0.83,0.92,0.16,0.77,0.21,0.42,0.36,0.86,0.95,0.29,0.19,0.81,0.54,0.4,0.31,0.12,0.93,0.85,0.06,0.23
Elijah Stroud Middle School,0.66,0.82,0.05,0.14,0.42,0.11,0.9,0.07,0.32,0.65,0.1,0.23,0.96,0.19,0.37,0.39,,0.06,0.09,0.82,0.62,0.98,0.13,0.91,0.31,0.27,,,0.09,0.83,0.94,0.09,0.86,0.18,0.35,0.5,0.86,0.96,0.26,0.23,0.77,0.42,0.34,0.23,0.1,0.95,0.99,0.02,0.23
School for Global Leaders,0.76,0.8,0.03,0.26,0.41,0.1,0.95,0.14,0.3,0.65,0.05,0.19,0.86,0.22,0.32,0.47,,0.05,0.05,0.74,0.35,0.97,0.12,0.97,0.17,0.11,,,0.04,0.81,0.8,0.13,0.84,0.26,0.35,0.42,0.91,0.99,0.22,0.24,0.76,0.42,0.24,0.19,0.05,0.97,0.43,0.03,0.17
The Gordon Parks School,0.56,0.79,0.07,0.21,0.53,0.17,0.96,0.11,0.4,0.74,0.04,0.43,0.92,0.32,0.32,0.52,,0.08,0.09,0.71,0.35,0.79,0.12,0.93,0.5,0.48,,,0.11,0.77,0.88,0.19,0.83,0.29,0.26,0.43,0.85,0.97,0.32,0.37,0.63,0.48,0.44,0.33,0.19,0.93,0.59,0.21,0.34
Brooklyn Academy High School,0.82,0.94,0.06,0.06,0.35,0.06,1.0,0.0,0.24,0.59,0.0,0.24,0.94,0.24,0.41,0.53,0.94,0.0,0.0,0.88,0.41,0.85,0.14,0.82,0.18,0.18,0.87,0.81,0.0,0.82,,0.12,1.0,0.12,0.41,0.35,0.88,1.0,0.24,0.12,0.88,0.47,0.18,0.18,0.12,0.94,0.16,0.15,0.12
Riverdale Avenue Middle School,0.74,0.81,0.05,0.14,0.55,0.07,0.95,0.18,0.26,0.57,0.05,0.19,0.95,0.12,0.33,0.41,,0.07,0.09,0.83,0.49,0.94,0.13,0.86,0.27,0.2,,,0.07,0.87,0.89,0.12,0.79,0.17,0.43,0.33,0.83,0.96,0.24,0.21,0.79,0.48,0.26,0.26,0.14,0.95,0.72,0.06,0.3
Urban Assembly School of Music and Art,0.81,0.79,0.06,0.16,0.5,0.09,1.0,0.07,0.15,0.82,0.0,0.23,0.94,0.24,0.27,0.45,0.97,0.06,0.06,0.94,0.53,0.94,0.14,0.83,0.32,0.2,0.89,1.0,0.06,0.69,,0.15,0.97,0.06,0.18,0.47,0.82,0.97,0.21,0.21,0.79,0.34,0.19,0.06,0.03,0.94,0.22,0.06,0.24
P.S. 368,0.66,0.64,0.12,0.2,0.5,0.16,0.9,0.12,0.29,0.41,0.1,0.24,0.86,0.1,0.51,0.39,1.0,0.14,0.1,0.78,0.57,0.87,0.08,0.9,0.27,0.18,1.0,1.0,0.08,0.68,0.81,0.13,0.68,0.22,0.59,0.44,0.8,0.91,0.24,0.22,0.78,0.42,0.34,0.2,0.08,0.88,0.35,0.13,0.24
Essex Street Academy,0.83,0.92,0.01,0.09,0.55,0.02,0.97,0.03,0.11,0.61,0.03,0.09,0.98,0.18,0.53,0.44,0.85,0.04,0.03,0.91,0.75,0.96,0.1,0.85,0.14,0.1,0.88,0.88,0.03,0.81,,0.03,0.96,0.09,0.39,0.53,0.87,0.97,0.14,0.21,0.79,0.42,0.17,0.15,0.04,0.99,0.43,0.04,0.15
I.S. R002 George L. Egbert,0.62,0.84,0.05,0.25,0.6,0.14,0.94,0.22,0.4,0.64,0.06,0.27,0.91,0.2,0.36,0.49,,0.06,0.08,0.79,0.34,0.9,0.14,0.91,0.3,0.24,,,0.14,0.8,0.86,0.12,0.66,0.21,0.36,0.37,0.82,0.95,0.29,0.25,0.75,0.59,0.38,0.32,0.14,0.95,0.63,0.1,0.23
Queens High School for Language Studies,0.69,0.88,0.02,0.11,0.51,0.06,0.95,0.06,0.19,0.67,0.05,0.05,0.97,0.16,0.37,0.6,0.94,0.02,0.03,0.93,0.77,0.95,0.12,0.95,0.06,0.03,0.9,0.95,0.03,0.84,,0.05,0.97,0.07,0.33,0.47,0.89,0.99,0.21,0.17,0.83,0.42,0.31,0.14,0.05,0.98,0.54,0.05,0.13
Brooklyn Preparatory High School,0.67,0.92,0.02,0.07,0.5,0.07,0.95,0.06,0.18,0.85,0.05,0.09,0.98,0.29,0.29,0.57,0.92,0.03,0.03,0.9,0.6,0.94,0.08,0.92,0.11,0.06,0.83,0.98,0.04,0.81,,0.05,0.97,0.1,0.15,0.44,0.94,0.98,0.23,0.24,0.76,0.42,0.33,0.15,0.05,0.98,0.26,0.06,0.15
Morris Academy for Collaborative Studies,0.68,0.84,0.03,0.12,0.43,0.1,0.95,0.1,0.33,0.75,0.05,0.15,0.98,0.31,0.23,0.56,0.92,0.04,0.06,0.87,0.54,0.94,0.11,0.86,0.14,0.15,0.9,0.95,0.05,0.76,,0.07,0.92,0.13,0.25,0.46,0.84,0.97,0.27,0.25,0.75,0.4,0.32,0.16,0.07,0.97,0.62,0.06,0.22
High School for Environmental Studies,0.56,0.84,0.04,0.21,0.52,0.07,0.95,0.12,0.37,0.74,0.05,0.15,0.95,0.27,0.27,0.55,0.86,0.06,0.06,0.87,0.23,0.94,0.17,0.83,0.19,0.12,0.87,0.97,0.08,0.79,,0.11,0.91,0.13,0.26,0.42,0.9,0.96,0.33,0.28,0.72,0.49,0.44,0.17,0.07,0.96,0.21,0.06,0.26
Bronx High School for the Visual Arts,0.65,0.74,0.03,0.25,0.52,0.13,0.92,0.14,0.35,0.7,0.08,0.16,0.93,0.26,0.28,0.56,0.77,0.01,0.06,0.85,0.39,0.93,0.19,0.84,0.17,0.12,0.76,0.89,0.04,0.76,,0.09,0.88,0.15,0.3,0.41,0.85,0.99,0.33,0.25,0.75,0.53,0.35,0.21,0.09,0.98,0.35,0.07,0.26
P.S. 371 - Lillian L. Rashkis,0.88,0.91,0.02,0.1,0.33,0.04,0.95,0.08,0.08,0.47,0.05,0.23,0.98,0.12,0.52,0.41,0.9,0.06,0.05,0.92,0.76,0.95,0.11,0.94,0.33,0.18,0.89,0.93,0.08,0.86,,0.05,0.84,0.08,0.53,0.66,0.9,0.95,0.13,0.2,0.8,0.25,0.12,0.08,0.07,0.98,0.42,0.05,0.22
Bronx Leadership Academy II High School,0.72,0.93,0.03,0.07,0.44,0.06,1.0,0.09,0.24,0.77,0.0,0.19,0.97,0.25,0.34,0.58,0.96,0.04,0.05,0.87,0.33,0.94,0.1,0.86,0.21,0.18,0.96,0.97,0.05,0.77,,0.03,0.92,0.13,0.23,0.43,0.88,0.98,0.2,0.17,0.83,0.4,0.28,0.2,0.08,0.97,0.39,0.06,0.21
Manhattan Comprehensive Night and Day High School,0.69,1.0,0.0,0.09,0.46,0.03,0.9,0.03,0.14,0.3,0.1,0.08,1.0,0.06,0.73,0.39,0.94,0.13,0.06,0.94,0.53,0.94,0.15,0.94,0.06,0.06,0.89,0.97,0.06,0.91,,0.0,0.88,0.06,0.7,0.5,0.94,0.97,0.17,0.15,0.85,0.42,0.31,0.22,0.11,1.0,0.05,0.06,0.11
Innovation Diploma Plus,1.0,1.0,0.06,0.0,0.47,0.0,1.0,0.07,0.0,0.59,0.0,0.18,1.0,0.06,0.53,0.53,1.0,0.0,0.12,0.88,0.53,1.0,0.06,0.82,0.24,0.18,0.88,1.0,0.0,0.82,,0.06,0.79,0.12,0.41,0.53,0.94,1.0,0.12,0.06,0.94,0.35,0.0,0.06,0.06,0.94,0.14,0.0,0.06
University Heights Secondary School,0.64,0.89,0.02,0.14,0.48,0.05,0.96,0.04,0.27,0.8,0.04,0.05,0.97,0.25,0.33,0.54,0.93,0.03,0.03,0.86,0.64,0.96,0.17,0.93,0.06,0.06,0.92,0.98,0.05,0.82,,0.07,0.95,0.14,0.2,0.51,0.9,0.98,0.22,0.24,0.76,0.35,0.36,0.18,0.04,0.98,0.74,0.04,0.18
PAVE Academy Charter School,0.4,0.2,0.0,0.0,0.0,0.4,0.67,0.0,0.6,0.8,0.33,0.2,0.8,0.8,0.2,,,,,0.6,0.4,0.75,0.5,0.8,0.6,0.6,,,0.0,0.6,0.8,0.4,,0.4,0.2,1.0,0.6,0.75,0.2,,,0.0,0.6,0.4,0.4,1.0,0.03,0.25,0.0
High School of Computers and Technology,0.63,0.84,0.06,0.19,0.42,0.12,0.93,0.1,0.36,0.63,0.07,0.19,0.91,0.32,0.36,0.52,0.82,0.07,0.12,0.83,0.31,0.94,0.11,0.83,0.25,0.19,0.74,0.87,0.05,0.65,,0.09,0.86,0.17,0.37,0.48,0.8,0.99,0.29,0.34,0.66,0.51,0.37,0.26,0.12,0.94,0.27,0.06,0.26
"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",0.55,0.81,0.07,0.25,0.44,0.19,0.94,0.37,0.49,0.79,0.06,0.3,0.9,0.28,0.31,0.59,,0.1,0.07,0.72,0.29,0.79,0.09,0.87,0.36,0.27,,,0.17,0.73,0.75,0.17,0.38,0.28,0.21,0.43,0.83,0.98,0.43,0.35,0.65,0.51,0.45,0.38,0.14,0.93,0.79,0.21,0.26
P.S. K231,0.84,0.92,0.03,0.1,0.13,0.05,1.0,0.03,0.13,0.46,0.0,0.21,0.95,0.13,0.53,0.41,,0.03,0.03,0.95,0.87,0.95,0.07,0.87,0.21,0.18,,,0.06,0.95,0.95,0.08,0.89,0.05,0.54,0.85,0.9,0.97,0.11,0.14,0.86,0.15,0.16,0.08,0.03,0.97,0.43,0.05,0.1
Collegiate Institute for Math and Science,0.55,0.85,0.04,0.19,0.42,0.16,0.93,0.11,0.22,0.79,0.07,0.16,0.97,0.29,0.3,0.59,0.85,0.05,0.07,0.79,0.33,0.93,0.11,0.85,0.16,0.13,0.8,0.93,0.07,0.83,,0.09,0.88,0.21,0.21,0.49,0.88,0.97,0.31,0.31,0.69,0.43,0.45,0.15,0.07,0.96,0.54,0.07,0.21
P.S. X176,0.73,0.86,0.04,0.22,0.48,0.04,0.94,0.02,0.14,0.38,0.06,0.16,0.96,0.13,0.69,0.24,0.85,0.09,0.06,0.92,0.63,0.89,0.1,0.91,0.19,0.15,0.64,0.77,0.05,0.88,0.93,0.06,0.74,0.08,0.63,0.55,0.9,0.98,0.18,0.18,0.82,0.27,0.27,0.12,0.08,0.96,0.1,0.11,0.18
Brooklyn Prospect Charter School 15.2,0.74,0.95,0.02,0.13,0.41,0.06,0.99,0.07,0.2,0.54,0.01,0.0,0.93,0.03,0.48,0.24,,0.01,0.0,0.91,0.85,0.97,0.11,1.0,0.01,0.03,,,0.04,0.87,0.87,0.07,0.99,0.09,0.46,0.49,0.89,0.99,0.17,0.17,0.83,0.36,0.26,0.09,0.02,0.98,0.38,0.03,0.15
Professional Pathways High School,0.72,1.0,0.03,0.09,0.47,0.0,0.92,0.0,0.06,0.5,0.08,0.06,0.97,0.06,0.41,0.5,1.0,0.0,0.03,0.94,0.5,1.0,0.07,0.94,0.06,0.09,0.94,0.94,0.0,0.75,,0.03,1.0,0.06,0.5,0.47,0.84,1.0,0.16,0.03,0.97,0.44,0.28,0.19,0.0,0.97,0.21,0.0,0.19
P.S. K140,0.78,0.75,0.14,0.19,0.36,0.19,0.87,0.16,0.14,0.42,0.13,0.2,0.88,0.14,0.54,0.4,,0.21,0.09,0.81,0.76,0.8,0.17,0.87,0.32,0.28,,,0.17,0.85,0.83,0.19,0.78,0.19,0.58,0.6,0.92,0.88,0.22,0.19,0.81,0.28,0.23,0.2,0.15,0.86,0.64,0.2,0.2
Teachers Preparatory High School,0.78,0.89,0.1,0.09,0.46,0.13,0.94,0.1,0.27,0.63,0.06,0.19,0.98,0.14,0.52,0.49,0.98,0.04,0.02,0.94,0.63,0.95,0.24,0.81,0.27,0.23,0.93,0.92,0.02,0.84,,0.1,0.85,0.06,0.37,0.46,0.9,0.96,0.24,0.15,0.85,0.5,0.22,0.08,0.08,0.9,0.33,0.05,0.16
M.S. 255 Salk School of Science,0.77,0.95,0.02,0.14,0.37,0.09,0.98,0.12,0.29,0.55,0.02,0.11,0.92,0.11,0.49,0.39,,0.02,0.02,0.89,0.88,0.89,0.03,0.97,0.08,0.06,,,0.1,0.91,0.84,0.08,0.93,0.11,0.45,0.65,0.92,0.99,0.21,0.21,0.79,0.29,0.23,0.14,0.02,0.98,0.66,0.11,0.08
Maspeth High School,0.63,0.87,0.02,0.15,0.41,0.08,0.97,0.12,0.28,0.72,0.03,0.15,0.96,0.23,0.28,0.54,0.84,0.04,0.04,0.88,0.27,0.93,0.04,0.83,0.16,0.13,0.81,0.93,0.07,0.83,,0.07,0.81,0.12,0.28,0.5,0.88,0.97,0.24,0.24,0.76,0.42,0.37,0.21,0.07,0.98,0.74,0.07,0.2
The Angelo Patri Middle School,0.66,0.74,0.07,0.22,0.47,0.09,0.94,0.12,0.32,0.66,0.06,0.3,0.9,0.24,0.3,0.46,,0.09,0.13,0.8,0.36,0.9,0.18,0.84,0.4,0.4,,,0.08,0.75,0.88,0.11,0.81,0.2,0.34,0.48,0.79,0.95,0.31,0.29,0.71,0.42,0.34,0.31,0.15,0.93,0.64,0.1,0.3
P.S. 171 Patrick Henry,0.89,0.93,0.02,0.09,0.3,0.05,0.98,0.04,0.18,0.34,0.02,0.1,0.97,0.12,0.73,0.22,,0.0,0.01,0.92,0.82,0.98,0.06,0.98,0.12,0.08,,,0.04,0.95,0.95,0.05,0.95,0.08,0.66,0.64,0.95,1.0,0.07,0.13,0.88,0.24,0.11,0.05,0.05,0.98,0.99,0.02,0.05
Independence High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,
Aviation Career & Technical Education High School,0.58,0.8,0.05,0.2,0.34,0.13,0.96,0.16,0.42,0.79,0.04,0.17,0.94,0.26,0.3,0.68,0.8,0.05,0.05,0.83,0.48,0.94,0.1,0.85,0.17,0.17,0.8,0.92,0.1,0.79,,0.07,0.76,0.17,0.21,0.59,0.81,0.96,0.33,0.29,0.71,0.35,0.42,0.3,0.07,0.95,0.58,0.06,0.21
M.S. 224 Manhattan East School for Arts & Academics,0.63,0.87,0.04,0.2,0.46,0.17,0.99,0.14,0.44,0.71,0.01,0.13,0.93,0.26,0.31,0.55,,0.04,0.05,0.81,0.45,0.93,0.06,0.97,0.16,0.13,,,0.14,0.8,0.9,0.14,0.88,0.19,0.29,0.48,0.83,0.96,0.3,0.35,0.65,0.46,0.37,0.35,0.13,0.96,0.59,0.07,0.12
Knowledge and Power Preparatory Academy International High School (Kappa),0.77,0.91,0.02,0.14,0.41,0.05,0.95,0.07,0.18,0.74,0.05,0.13,0.98,0.28,0.37,0.47,0.91,0.03,0.04,0.89,0.67,0.94,0.08,0.89,0.14,0.17,0.89,0.94,0.04,0.81,,0.04,0.9,0.11,0.26,0.52,0.89,0.97,0.18,0.26,0.74,0.32,0.23,0.1,0.05,0.98,0.61,0.06,0.16
M.S. 243 Center School,0.7,0.94,0.04,0.09,0.33,0.13,0.99,0.13,0.41,0.73,0.01,0.13,0.95,0.2,0.37,0.46,,0.03,0.04,0.78,0.76,0.93,0.01,0.89,0.13,0.06,,,0.06,0.82,0.9,0.15,0.97,0.22,0.27,0.59,0.85,0.97,0.26,0.23,0.77,0.37,0.3,0.28,0.05,0.96,0.85,0.07,0.2
Jill Chaifetz Transfer High School,0.88,0.92,0.0,0.04,0.54,0.0,1.0,0.09,0.16,0.58,0.0,0.04,1.0,0.21,0.56,0.5,1.0,0.04,0.04,1.0,0.56,0.96,0.0,0.92,0.04,0.08,0.91,0.96,0.08,0.88,,0.0,0.95,0.0,0.42,0.5,0.96,0.96,0.08,0.22,0.78,0.19,0.12,0.04,0.0,1.0,0.14,0.04,0.08
BELL Academy,0.55,0.85,0.04,0.3,0.51,0.17,0.96,0.19,0.5,0.6,0.04,0.19,0.94,0.23,0.32,0.44,,0.04,0.05,0.85,0.41,0.91,0.07,0.96,0.2,0.15,,,0.07,0.89,0.86,0.1,0.73,0.15,0.4,0.39,0.84,0.97,0.31,0.27,0.73,0.44,0.45,0.31,0.07,0.96,0.88,0.09,0.16
KIPP NYC Washington Heights Academy Charter School,0.73,0.78,0.03,0.2,0.34,0.08,0.93,0.14,0.35,0.85,0.07,0.4,0.98,0.26,0.29,0.53,,0.12,0.08,0.71,0.55,0.87,0.04,0.88,0.37,0.38,,,0.08,0.83,0.83,0.05,0.94,0.29,0.15,0.6,0.83,0.95,0.28,0.37,0.63,0.3,0.28,0.28,0.18,0.98,0.15,0.13,0.2
School for Excellence,0.56,0.81,0.06,0.25,0.56,0.0,1.0,0.0,0.25,0.57,0.0,0.13,1.0,0.0,0.44,0.27,0.81,0.0,0.0,0.88,0.56,0.93,0.25,0.81,0.25,0.19,0.77,1.0,0.0,0.88,,0.13,0.85,0.13,0.43,0.5,0.94,1.0,0.19,0.13,0.87,0.56,0.44,0.25,0.0,0.94,0.1,0.07,0.06
Harlem Hebrew Language Charter School,0.57,0.68,0.15,0.22,0.49,0.16,0.93,0.18,0.38,0.64,0.07,0.39,0.88,0.28,0.27,0.38,,0.09,0.14,0.74,0.35,0.86,0.14,0.92,0.49,0.49,,,0.22,0.73,0.8,0.11,0.75,0.26,0.36,0.36,0.8,0.94,0.39,0.46,0.54,0.67,0.43,0.43,0.19,0.85,0.51,0.14,0.31
Long Island City High School,0.61,0.87,0.02,0.22,0.63,0.15,0.96,0.22,0.39,0.84,0.04,0.15,0.91,0.28,0.33,0.63,0.8,0.13,0.09,0.87,0.33,0.93,0.09,0.66,0.22,0.22,0.61,0.83,0.24,0.78,,0.02,0.74,0.13,0.16,0.26,0.85,0.98,0.33,0.26,0.74,0.46,0.39,0.17,0.07,0.98,0.02,0.07,0.28
High School for Law Enforcement and Public Safety,0.58,0.75,0.06,0.2,0.49,0.09,0.95,0.08,0.39,0.83,0.05,0.25,0.95,0.31,0.26,0.62,0.83,0.06,0.08,0.86,0.48,0.95,0.16,0.71,0.33,0.3,0.85,0.91,0.05,0.75,,0.11,0.94,0.14,0.17,0.43,0.85,0.97,0.34,0.32,0.68,0.44,0.42,0.25,0.11,0.94,0.59,0.05,0.29
The Academy of Urban Planning and Engineering,0.76,0.88,0.02,0.1,0.5,0.07,0.93,0.09,0.22,0.65,0.07,0.14,0.98,0.2,0.37,0.47,0.86,0.05,0.05,0.88,0.56,0.96,0.12,0.89,0.19,0.16,0.79,0.91,0.07,0.85,,0.07,0.9,0.12,0.35,0.46,0.89,0.97,0.2,0.2,0.8,0.44,0.24,0.1,0.1,0.98,0.46,0.04,0.14
Bronx Arena High School,0.88,1.0,0.0,0.03,0.63,0.0,1.0,0.15,0.06,0.38,0.0,0.06,1.0,0.09,0.5,0.25,1.0,0.09,0.03,1.0,0.47,0.9,0.0,0.94,0.06,0.06,0.89,1.0,0.13,0.97,,0.0,0.88,0.0,0.63,0.39,1.0,0.91,0.0,0.1,0.9,0.41,0.13,0.0,0.03,1.0,0.28,0.1,0.03
I.S. 075 Frank D. Paulo,0.7,0.9,0.03,0.18,0.48,0.1,0.97,0.17,0.36,0.58,0.03,0.27,0.95,0.16,0.38,0.42,,0.05,0.05,0.86,0.49,0.9,0.05,0.91,0.24,0.2,,,0.08,0.87,0.86,0.08,0.69,0.14,0.42,0.43,0.89,0.97,0.25,0.21,0.79,0.45,0.3,0.25,0.08,0.97,0.81,0.1,0.15
M.S. 297,0.75,0.83,0.13,0.08,0.43,0.17,0.94,0.09,0.33,0.58,0.06,0.26,0.71,0.33,0.29,0.58,,0.04,0.04,0.71,0.57,0.96,0.0,1.0,0.22,0.17,,,0.17,0.63,0.78,0.13,1.0,0.29,0.42,0.52,0.83,0.88,0.42,0.33,0.67,0.57,0.25,0.17,0.08,0.88,0.03,0.04,0.29
Soundview Academy for Culture and Scholarship,0.63,0.8,0.0,0.1,0.65,0.06,0.96,0.09,0.35,0.84,0.04,0.24,1.0,0.28,0.38,0.57,,0.07,0.02,0.88,0.38,0.91,0.13,0.96,0.29,0.22,,,0.07,0.78,0.88,0.02,0.87,0.12,0.16,0.36,0.9,0.98,0.21,0.26,0.74,0.5,0.37,0.17,0.06,1.0,0.15,0.09,0.24
Blueprint Middle School,0.72,0.84,0.04,0.25,0.59,0.11,0.92,0.09,0.45,0.66,0.08,0.26,0.91,0.19,0.33,0.45,,0.04,0.05,0.81,0.5,0.96,0.09,0.88,0.34,0.33,,,0.09,0.85,0.89,0.09,0.84,0.19,0.34,0.32,0.85,0.96,0.26,0.28,0.72,0.55,0.28,0.24,0.14,0.96,0.45,0.04,0.22
George Westinghouse Career and Technical Education High School,0.64,0.87,0.03,0.14,0.43,0.11,0.98,0.17,0.39,0.68,0.02,0.23,0.96,0.25,0.27,0.47,0.88,0.08,0.07,0.83,0.41,0.89,0.12,0.85,0.29,0.22,0.82,0.92,0.07,0.81,,0.08,0.86,0.17,0.32,0.48,0.86,0.96,0.3,0.25,0.75,0.42,0.36,0.2,0.11,0.97,0.41,0.11,0.22
Dock Street School for STEAM Studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,
Manhattan Center for Science and Mathematics,0.66,0.9,0.02,0.15,0.29,0.09,0.98,0.08,0.31,0.72,0.02,0.1,0.97,0.26,0.35,0.56,0.85,0.03,0.03,0.87,0.49,0.95,0.1,0.9,0.1,0.08,0.83,0.96,0.06,0.85,,0.06,0.89,0.13,0.28,0.64,0.89,0.98,0.25,0.26,0.74,0.29,0.34,0.16,0.04,0.98,0.9,0.05,0.15
Thomas A. Edison Career and Technical Education High School,0.5,0.83,0.04,0.23,0.39,0.13,0.96,0.16,0.4,0.77,0.04,0.21,0.94,0.28,0.25,0.62,0.8,0.06,0.04,0.81,0.55,0.9,0.15,0.76,0.2,0.19,0.77,0.89,0.11,0.77,,0.1,0.83,0.19,0.23,0.51,0.85,0.96,0.33,0.3,0.7,0.43,0.5,0.34,0.07,0.96,0.64,0.1,0.22
Bronx Community High School,0.75,1.0,0.04,0.13,0.33,0.0,1.0,0.06,0.17,0.61,0.0,0.17,1.0,0.08,0.46,0.38,1.0,0.09,0.04,0.96,0.54,0.95,0.0,0.74,0.17,0.17,0.82,0.92,0.0,0.75,,0.08,0.94,0.04,0.39,0.57,0.91,1.0,0.04,0.13,0.88,0.33,0.25,0.13,0.08,0.96,0.24,0.05,0.25
"Metropolitan High School, The",0.67,0.74,0.03,0.14,0.47,0.07,0.92,0.1,0.32,0.74,0.08,0.16,0.93,0.26,0.3,0.43,0.8,0.05,0.06,0.81,0.49,0.9,0.16,0.87,0.2,0.21,0.75,0.87,0.12,0.72,,0.1,0.89,0.19,0.26,0.36,0.84,0.95,0.3,0.34,0.66,0.48,0.33,0.27,0.07,0.97,0.49,0.1,0.34
