school_name,survey_pp_es,n_chronic_absent_ems_allem,teacher_ethnicity_pacific,n_chronic_absent_ems_allep,n_pct_accel_try_all,n_pct_core_soc_all,n_chronic_absent_ems_allgf,val_prof_pct_watn3_elalevel34,n_prof_2plus_watn5_elalevel1,val_pct_accel_p_lote_all,ethnicity_black_pct,val_prof_pct_watn5_elalevel2,qr_5_1,ethnicity_hispanic_pct_dist,val_chronic_absent_ems_allea,n_prof_2plus_watn3_elalevel1,rating_ela_grade_5_pct_rs,ethnicity_white_pct,qr_4_1,val_interaction_k8_all,n_pct_accel_p_all,qr_2_2,near_pct_white,survey_pp_ct,val_pct_core_mth_all,teacher_ethnicity_black_pct,n_pct_accel_p_sci_all,n_pct_accelerated_all,n_chronic_absent_ems_all,n_prof_pct_watn3_mthlevel2,teacher_ethnicity_amerindian,n_pct_accel_sci_all,qr_1_3,val_pct_core_soc_all,n_hs_9gr_credits_all,n_attendance_k8_all,near_pct_black,n_chronic_absent_ems_allei,ethnicity_amerindian_pct,temp_housing_pct,val_pct_accel_lote_all,val_prof_2plus_watn5_elalevel1,ethnicity_pacific_pct_dist,n_pct_accel_p_lote_all,n_pct_core_ela_all,ethnicity_black_pct_dist,val_prof_pct_watn5_elalevel34,val_prof_pct_watn3_elalevel2,teach_3_more_exp,n_chronic_absent_ems_alleh,n_prof_2plus_watn5_mthlevel1
P.S. 503: The School of Discovery,0.92,3,0,1,No Data,No Data,479,0.377,No Data,No Data,0.005,No Data,Proficient,0.247,0.963,32,No Data,0.053,Proficient,0.937,No Data,Proficient,0.058,0.9,No Data,No Data,No Data,No Data,957,40,0,No Data,Well Developed,No Data,No Data,971,0.009,1,0.001,0.31,No Data,No Data,0.001,No Data,No Data,0.009,No Data,0.118,0.91,708,No Data
New York City Lab Middle School for Collaborative,0.95,33,0,1,180,599,301,No Data,10,0,0.017,No Data,Proficient,0.188,0.992,No Data,3.78,0.245,Proficient,0.994,174,Proficient,0.348,0.96,1,No Data,92,180,604,No Data,0,180,Well Developed,1,170,609,0.104,2,0.003,0.012,0,No Data,0.003,174,599,0.09,0.937,No Data,0.625,39,2
J.H.S. 080 The Mosholu Parkway,No Data,2,0,3,220,603,296,No Data,79,No Data,0.158,0.545,Proficient,0.751,0.868,No Data,2.12,0.039,Proficient,0.916,216,Proficient,0.039,No Data,0.988,0.106,214,220,675,No Data,0,220,Well Developed,0.935,192,713,0.154,6,0.009,0.253,0,0.646,0.004,No Data,603,0.158,0.944,No Data,0.447,476,85
P.S. 094 David D. Porter,0.96,14,0,No Data,No Data,No Data,168,0.844,No Data,No Data,0.015,No Data,No Data,0.141,0.981,No Data,No Data,0.14,No Data,0.98,No Data,Well Developed,0.111,0.98,No Data,No Data,No Data,No Data,338,5,0,No Data,No Data,No Data,No Data,348,0.014,2,0.006,0.021,No Data,No Data,0.003,No Data,No Data,0.045,No Data,No Data,0.92,57,No Data
P.S. 243K- The Weeksville School,0.73,No Data,No Data,No Data,No Data,No Data,89,No Data,No Data,No Data,0.71,No Data,Developing,0.232,No Data,7,No Data,0.005,Proficient,0.967,No Data,Developing,0.007,0.79,No Data,0.64,No Data,No Data,195,9,No Data,No Data,Proficient,No Data,No Data,205,0.694,3,0.016,0.197,No Data,No Data,0.01,No Data,No Data,0.697,No Data,0,0.76,46,No Data
P.S. 290 Manhattan New School,0.61,22,0,2,No Data,No Data,290,0.901,No Data,No Data,0.039,No Data,Proficient,0.161,0.981,1,No Data,0.705,Proficient,0.979,No Data,Well Developed,0.653,0.71,No Data,No Data,No Data,No Data,529,6,0,No Data,Proficient,No Data,No Data,556,0.028,1,0.0,0.002,No Data,No Data,0.002,No Data,No Data,0.06,No Data,No Data,0.756,59,No Data
P.S. 092 Adrian Hegeman,0.83,No Data,0,1,No Data,No Data,149,0.471,No Data,No Data,0.66,No Data,Developing,0.195,0.686,22,No Data,0.042,Proficient,0.798,No Data,Developing,0.073,0.78,No Data,0.694,No Data,No Data,331,19,0,No Data,Proficient,No Data,No Data,343,0.706,9,0.029,0.196,No Data,No Data,0.005,No Data,No Data,0.695,No Data,0.16,0.833,55,No Data
P.S. 270 Johann DeKalb,0.63,1,0,2,No Data,No Data,39,No Data,No Data,No Data,0.571,No Data,Developing,0.209,No Data,2,No Data,0.012,Proficient,0.752,No Data,Developing,0.121,0.55,No Data,0.846,No Data,No Data,89,8,0,No Data,Proficient,No Data,No Data,106,0.498,No Data,0.0,0.25,No Data,No Data,0.006,No Data,No Data,0.443,No Data,No Data,1,33,No Data
P.S. 001 The Bergen,0.8,2,0,1,No Data,No Data,518,0.432,No Data,No Data,0.009,No Data,Proficient,0.324,0.868,22,No Data,0.029,Proficient,0.961,No Data,Proficient,0.064,0.82,No Data,0.054,No Data,No Data,1001,56,0,No Data,Proficient,No Data,No Data,1022,0.026,1,0.001,0.042,No Data,No Data,0.004,No Data,No Data,0.067,No Data,0.034,0.87,883,No Data
I.S. 339,0.87,No Data,No Data,1,173,398,208,No Data,74,No Data,0.289,0.696,Proficient,0.673,No Data,No Data,2.03,0.007,Proficient,0.916,34,Proficient,0.01,0.82,0.982,0.426,22,173,440,No Data,No Data,173,Proficient,0.997,140,453,0.343,1,0.002,0.244,0,0.703,0.003,No Data,398,0.297,No Data,No Data,0.889,307,73
P.S./I.S. 116 William C. Hughley,0.92,No Data,0,10,72,221,404,No Data,22,No Data,0.456,0.563,Proficient,0.17,0.714,No Data,No Data,0.013,Proficient,0.931,70,Proficient,0.02,No Data,0.973,0.552,70,72,810,No Data,0,72,Proficient,0.95,53,859,0.549,25,0.032,0.216,0,0.591,0.009,No Data,221,0.601,No Data,No Data,0.897,321,21
"P.S. 145, The Bloomingdale School",0.95,6,0,1,No Data,No Data,179,0.5,No Data,No Data,0.248,No Data,Proficient,0.293,No Data,11,No Data,0.162,Proficient,0.855,No Data,Proficient,0.145,No Data,No Data,No Data,No Data,No Data,382,8,0,No Data,Proficient,No Data,No Data,400,0.284,1,0.003,0.225,No Data,No Data,0.003,No Data,No Data,0.206,No Data,0,0.579,206,No Data
Sunset Park Prep,0.96,No Data,0,No Data,173,526,254,No Data,75,No Data,0.024,0.5,Proficient,0.401,0.989,No Data,2.44,0.046,Proficient,0.95,87,Proficient,0.067,0.92,0.888,No Data,60,173,541,No Data,0,173,Proficient,0.97,156,548,0.025,1,0.002,0.091,0,0.8,0.003,No Data,526,0.123,0.784,No Data,0.778,410,43
P.S. 315 Lab School,0.91,1,0,No Data,28,86,121,No Data,15,No Data,0.123,No Data,Well Developed,0.757,No Data,No Data,No Data,0.013,Well Developed,0.901,13,Proficient,0.043,0.95,1,No Data,No Data,28,231,No Data,0,28,Well Developed,1,37,236,0.129,1,0.004,0.167,0,0.267,0.004,No Data,86,0.143,0.765,No Data,0.8,192,7
Riverdale Avenue Middle School,0.87,No Data,0,2,46,137,75,No Data,10,No Data,0.69,No Data,Proficient,0.187,No Data,No Data,2.2,0.021,Proficient,0.782,14,Proficient,0.01,0.81,1,0.375,No Data,46,150,No Data,0,46,Proficient,0.847,37,159,0.842,5,0.035,0.394,0,No Data,0.001,No Data,137,0.773,No Data,No Data,0.5,35,13
The School for Inquiry and Social Justice,0.88,3,0,2,168,476,234,No Data,67,No Data,0.206,0.696,Proficient,0.673,No Data,No Data,2.53,0.016,Proficient,0.957,No Data,Proficient,0.011,0.91,0.998,No Data,No Data,168,501,No Data,0,168,Proficient,0.998,152,511,0.251,7,0.014,0.176,0,0.791,0.003,No Data,476,0.212,0.974,No Data,0.526,368,53
J.H.S. 217 Robert A. Van Wyck,0.94,9,0,32,560,1660,797,No Data,154,No Data,0.125,0.496,No Data,0.288,0.846,No Data,2.51,0.042,No Data,0.817,553,Well Developed,0.075,0.93,0.984,0.198,550,560,1742,No Data,No Data,560,No Data,0.994,494,1781,0.085,66,0.039,0.132,0,0.63,0.021,No Data,1660,0.221,0.901,No Data,0.811,805,127
P.S. 748 Brooklyn School for Global Scholars,0.97,7,0,3,No Data,No Data,252,0.819,No Data,No Data,0.012,No Data,Well Developed,0.247,0.875,2,No Data,0.319,Well Developed,0.974,No Data,Well Developed,0.23,0.97,No Data,0,No Data,No Data,513,8,0,No Data,Well Developed,No Data,No Data,518,0.015,1,0.002,0.022,No Data,No Data,0.001,No Data,No Data,0.009,No Data,No Data,0.775,139,No Data
Conselyea Preparatory School,0.92,1,0,No Data,150,469,260,No Data,29,0,0.046,0.487,No Data,0.615,0.95,No Data,2.95,0.309,No Data,0.98,150,Well Developed,0.176,0.87,0.994,No Data,149,150,479,No Data,0,150,No Data,0.994,126,488,0.134,2,0.004,0.074,0,0.828,0.002,150,469,0.206,0.915,No Data,0.758,285,26
Academy for College Preparation and Career Explora,0.84,No Data,0,No Data,41,123,61,No Data,22,0,0.661,No Data,Proficient,0.142,No Data,No Data,2.19,0.008,Well Developed,0.859,31,Proficient,0.03,0.92,0.667,0.571,12,41,134,No Data,0,41,Proficient,0.821,48,137,0.647,6,0.039,0.225,0,0.773,0.004,29,123,0.775,No Data,No Data,0.762,40,19
P.S. 206 Jose Celso Barbosa,0.81,5,0,No Data,72,213,203,No Data,37,No Data,0.231,0.375,Proficient,0.562,No Data,No Data,No Data,0.037,Proficient,0.888,72,Proficient,0.035,0.79,1,0.149,No Data,72,465,No Data,0,72,Proficient,1,69,477,0.317,3,0.004,0.172,0,0.649,0.004,No Data,213,0.321,No Data,No Data,0.553,323,26
West Bronx Academy for the Future,0.9,2,0,No Data,96,280,149,No Data,36,No Data,0.182,0.409,Proficient,0.751,No Data,No Data,2.35,0.007,Proficient,0.915,94,Developing,0.016,0.86,0.982,0.208,93,96,288,No Data,0,96,Proficient,0.957,75,290,0.221,No Data,0.0,0.169,0,0.667,0.004,No Data,280,0.158,0.75,No Data,0.792,228,17
P.S. 282 Park Slope,0.93,20,0,2,56,56,231,No Data,16,No Data,0.444,0.722,Developing,0.189,0.941,No Data,No Data,0.252,Proficient,0.886,21,Proficient,0.513,No Data,1,0.404,No Data,56,505,No Data,0,56,Proficient,1,46,535,0.179,No Data,0.0,0.081,0,0.813,0.007,No Data,56,0.529,0.688,No Data,0.915,118,16
Archer Elementary School,0.82,5,0,2,No Data,No Data,194,0.55,No Data,No Data,0.222,No Data,Proficient,0.696,0.653,19,No Data,0.021,Well Developed,0.872,No Data,Well Developed,0.019,0.78,No Data,0.167,No Data,No Data,431,20,0,No Data,Well Developed,No Data,No Data,453,0.221,8,0.017,0.215,No Data,No Data,0.003,No Data,No Data,0.231,No Data,0.115,0.762,263,No Data
The Mott Hall School,0.88,1,0,No Data,94,288,143,No Data,19,No Data,0.083,0.905,Proficient,0.897,No Data,No Data,3.13,0.066,Proficient,0.913,88,Developing,0.052,0.86,0.986,No Data,87,94,291,No Data,0,94,Proficient,0.997,81,295,0.343,3,0.01,0.11,0,0.526,0.001,No Data,288,0.064,0.983,No Data,0.762,235,12
The 30th Avenue School (G&T Citywide),0.74,38,0,5,45,184,284,No Data,2,0,0.044,No Data,Developing,0.531,0.964,No Data,No Data,0.307,Proficient,0.934,45,Developing,0.18,0.79,1,No Data,45,45,547,No Data,0,45,Proficient,0.989,54,550,0.136,6,0.011,0.007,0,No Data,0.004,45,184,0.061,1,No Data,0.483,50,1
Helen M. Marshall School,0.79,No Data,0,No Data,No Data,No Data,251,0.791,No Data,No Data,0.035,No Data,Proficient,0.687,0.962,35,No Data,0.004,Well Developed,0.836,No Data,Proficient,0.008,0.83,No Data,0.174,No Data,No Data,508,36,0,No Data,Proficient,No Data,No Data,531,0.034,3,0.006,0.193,No Data,No Data,0.002,No Data,No Data,0.016,No Data,0.14,0.848,459,No Data
City College Academy of the Arts,0.66,No Data,No Data,1,90,256,155,No Data,29,No Data,0.035,0.708,Proficient,0.897,No Data,No Data,2.7,0.031,Proficient,0.883,88,Proficient,0.069,0.71,0.992,0.128,86,90,262,No Data,No Data,90,Proficient,0.98,72,277,0.038,1,0.004,0.101,0,0.931,0.001,No Data,256,0.064,0.826,No Data,0.846,242,22
J.H.S. 278 Marine Park,0.57,20,0,5,385,1198,619,No Data,90,0,0.367,0.575,Proficient,0.169,0.871,No Data,2.84,0.326,Proficient,0.862,118,Well Developed,0.422,0.64,0.994,No Data,117,385,1222,No Data,0,385,Well Developed,0.996,371,1239,0.163,7,0.006,0.076,0,0.811,0.006,118,1198,0.36,0.88,No Data,0.786,208,79
East-West School of International Studies,0.87,No Data,0,1,93,296,146,No Data,14,0,0.017,0.778,Proficient,0.266,0.965,No Data,3.14,0.017,Well Developed,0.989,88,Proficient,0.015,0.87,0.949,No Data,86,93,303,No Data,0,93,Well Developed,0.956,92,305,0.018,2,0.007,0.021,0,No Data,0.003,80,296,0.036,0.934,No Data,0.771,34,4
P.S. 125 Ralph Bunche,0.9,13,0,No Data,No Data,No Data,131,No Data,No Data,No Data,0.367,No Data,Proficient,0.419,No Data,No Data,No Data,0.191,Proficient,0.876,No Data,Developing,0.121,0.9,No Data,0.261,No Data,No Data,283,3,0,No Data,Proficient,No Data,No Data,292,0.401,2,0.007,0.082,No Data,No Data,0.007,No Data,No Data,0.503,No Data,No Data,0.652,103,No Data
M.S. K394,0.84,1,0,12,43,128,169,No Data,15,No Data,0.71,No Data,Proficient,0.16,No Data,No Data,No Data,0.016,Developing,0.892,No Data,Developing,0.016,0.98,0.984,0.852,No Data,43,320,No Data,0,43,Proficient,1,43,329,0.799,3,0.01,0.197,0,0.8,0.005,No Data,128,0.758,No Data,No Data,0.889,59,16
P.S. 054 Samuel C. Barnes,0.98,2,0,9,No Data,No Data,85,No Data,No Data,No Data,0.524,No Data,Proficient,0.209,No Data,9,No Data,0.048,Proficient,0.755,No Data,Developing,0.086,No Data,No Data,0.435,No Data,No Data,177,8,0,No Data,Proficient,No Data,No Data,186,0.429,1,0.006,0.131,No Data,No Data,0.006,No Data,No Data,0.443,No Data,No Data,0.826,64,No Data
P.S. 020 Anna Silver,0.92,10,0,1,No Data,No Data,227,0.591,No Data,No Data,0.121,No Data,Developing,0.529,0.907,23,No Data,0.054,Proficient,0.959,No Data,Developing,0.139,0.88,No Data,0,No Data,No Data,455,21,0,No Data,Proficient,No Data,No Data,474,0.108,4,0.009,0.147,No Data,No Data,0.005,No Data,No Data,0.153,No Data,0.214,0.806,239,No Data
P.S. 150,0.98,19,0,No Data,No Data,No Data,80,0.9,No Data,No Data,0.0,No Data,Proficient,0.161,0.917,No Data,No Data,0.523,Well Developed,0.964,No Data,Well Developed,0.611,1,No Data,0,No Data,No Data,172,3,0,No Data,Well Developed,No Data,No Data,173,0.015,1,0.006,0.006,No Data,No Data,0.002,No Data,No Data,0.06,No Data,No Data,0.875,14,No Data
J.H.S. 216 George J. Ryan,0.87,23,0,8,500,1555,805,No Data,68,0,0.047,0.695,Well Developed,0.136,0.945,No Data,3.12,0.123,Well Developed,0.978,273,Well Developed,0.156,0.87,0.983,0.191,166,500,1598,No Data,0,500,Well Developed,0.989,418,1655,0.07,9,0.006,0.076,0,0.853,0.004,271,1555,0.048,0.955,No Data,0.933,206,35
P.S. 019 Asher Levy,0.9,7,0,1,No Data,No Data,109,0.778,No Data,No Data,0.209,No Data,Well Developed,0.529,No Data,2,No Data,0.077,Well Developed,0.92,No Data,Well Developed,0.338,0.91,No Data,0,No Data,No Data,229,4,0,No Data,Well Developed,No Data,No Data,234,0.101,1,0.005,0.132,No Data,No Data,0.005,No Data,No Data,0.153,No Data,No Data,0.769,141,No Data
P.S. 108 Philip J. Abinanti,0.88,7,0,No Data,No Data,No Data,271,0.714,No Data,No Data,0.049,No Data,Proficient,0.396,0.859,1,No Data,0.377,Proficient,0.916,No Data,Proficient,0.464,No Data,No Data,No Data,No Data,No Data,579,14,0,No Data,Well Developed,No Data,No Data,587,0.031,4,0.007,0.078,No Data,No Data,0.004,No Data,No Data,0.437,No Data,No Data,0.833,243,No Data
P.S. 025 Bilingual School,0.77,1,0,No Data,No Data,No Data,228,0.517,No Data,No Data,0.096,No Data,Proficient,0.669,No Data,7,No Data,0.006,Proficient,0.877,No Data,Proficient,0.014,0.82,No Data,0.103,No Data,No Data,502,20,0,No Data,Well Developed,No Data,No Data,511,0.266,No Data,0.0,0.185,No Data,No Data,0.003,No Data,No Data,0.294,No Data,0.16,0.69,444,No Data
P.S. 031 Bayside,0.95,12,0,No Data,No Data,No Data,221,0.868,No Data,No Data,0.068,No Data,Well Developed,0.141,0.964,5,No Data,0.117,Proficient,0.955,No Data,Well Developed,0.154,0.97,No Data,No Data,No Data,No Data,485,12,0,No Data,Well Developed,No Data,No Data,494,0.034,No Data,0.0,0.004,No Data,No Data,0.003,No Data,No Data,0.045,No Data,0.313,0.975,110,No Data
P.S. 298 Dr. Betty Shabazz,0.94,2,0,1,No Data,No Data,119,No Data,No Data,No Data,0.636,No Data,Proficient,0.251,No Data,7,No Data,0.008,Proficient,0.94,No Data,Proficient,0.032,0.93,No Data,0.607,No Data,No Data,253,10,0,No Data,Proficient,No Data,No Data,276,0.663,7,0.029,0.26,No Data,No Data,0.004,No Data,No Data,0.706,No Data,No Data,0.5,82,No Data
Waterside School For Leadership,0.94,7,0,No Data,71,209,112,No Data,33,No Data,0.516,0.5,No Data,0.405,No Data,No Data,2.28,0.067,No Data,0.903,14,Proficient,0.359,0.93,0.828,0.273,14,71,228,No Data,0,71,No Data,0.856,70,235,0.281,3,0.013,0.126,0,0.848,0.013,No Data,209,0.184,0.75,No Data,0.864,77,34
P.S. 197 The Ocean School,0.81,1,0,2,No Data,No Data,197,0.5,No Data,No Data,0.421,No Data,Proficient,0.457,No Data,15,No Data,0.035,Proficient,0.89,No Data,Proficient,0.045,0.88,No Data,0.227,No Data,No Data,452,26,0,No Data,Well Developed,No Data,No Data,472,0.43,6,0.014,0.137,No Data,No Data,0.012,No Data,No Data,0.196,No Data,0.069,0.705,229,No Data
P.S. 200- The James McCune Smith School,0.92,3,0,No Data,No Data,No Data,138,0.733,No Data,No Data,0.604,No Data,Proficient,0.419,No Data,13,No Data,0.024,Proficient,0.963,No Data,Developing,0.024,0.94,No Data,0.763,No Data,No Data,317,15,0,No Data,Proficient,No Data,No Data,338,0.607,8,0.024,0.235,No Data,No Data,0.007,No Data,No Data,0.503,No Data,0.13,0.921,108,No Data
Bronx High School for Medical Science,0.92,No Data,0,No Data,46,139,73,No Data,13,No Data,0.259,0.8,Proficient,0.673,No Data,No Data,2.47,0.0,Proficient,0.97,31,Developing,0.01,0.92,0.942,0.189,31,46,149,No Data,0,46,Proficient,0.986,43,156,0.288,2,0.007,0.148,0,No Data,0.003,No Data,139,0.297,No Data,No Data,0.73,101,13
P.S./I.S. 30 Mary White Ovington,0.79,10,0,1,133,402,478,No Data,23,0,0.008,0.536,No Data,0.254,0.941,No Data,No Data,0.419,No Data,0.933,67,Well Developed,0.436,0.81,0.998,0.107,65,133,999,No Data,0,133,No Data,0.998,123,1043,0.014,3,0.003,0.05,0,0.87,0.003,33,402,0.017,0.926,No Data,0.643,342,16
P.S. 018 John Peter Zenger,0.69,No Data,0,5,No Data,No Data,281,0.344,No Data,No Data,0.293,No Data,Proficient,0.669,No Data,22,No Data,0.04,Proficient,0.768,No Data,Developing,0.031,0.74,No Data,0.2,No Data,No Data,542,18,0,No Data,Proficient,No Data,No Data,569,0.274,1,0.002,0.294,No Data,No Data,0.003,No Data,No Data,0.294,No Data,0,0.84,357,No Data
Urban Institute of Mathematics,0.96,1,No Data,2,121,357,179,No Data,28,No Data,0.105,0.353,Proficient,0.673,No Data,No Data,2.76,0.143,Proficient,0.952,30,Proficient,0.108,0.92,1,No Data,30,121,373,No Data,No Data,121,Proficient,1,89,379,0.159,4,0.011,0.11,0,0.893,0.003,No Data,357,0.212,0.841,No Data,0.833,259,30
P.S. 046 Alley Pond,0.93,19,0,No Data,No Data,No Data,246,0.785,No Data,No Data,0.046,No Data,Well Developed,0.141,0.951,2,No Data,0.137,Well Developed,0.992,No Data,Well Developed,0.127,0.97,No Data,No Data,No Data,No Data,524,7,0,No Data,Well Developed,No Data,No Data,530,0.03,6,0.012,0.022,No Data,No Data,0.003,No Data,No Data,0.045,No Data,No Data,0.918,79,No Data
Special Music School,0.87,23,0,No Data,18,44,65,No Data,No Data,No Data,0.061,No Data,Well Developed,0.3,0.926,No Data,No Data,0.412,Well Developed,0.961,18,Well Developed,0.345,0.81,1,No Data,18,18,131,No Data,No Data,18,Well Developed,No Data,12,131,0.18,No Data,0.0,0.01,0,No Data,0.003,No Data,44,0.279,No Data,No Data,0.917,19,No Data
Professional Performing Arts High School,0.94,8,0,No Data,52,116,82,No Data,1,0,0.162,No Data,Proficient,0.188,No Data,No Data,3.36,0.513,Well Developed,0.972,52,Proficient,0.199,0.96,1,No Data,52,52,117,No Data,0,52,Well Developed,1,33,119,0.209,1,0.009,0.042,0,No Data,0.003,51,116,0.09,No Data,No Data,0.862,21,2
J.H.S. 218 James P. Sinnott,0.85,2,0,3,128,357,194,No Data,80,No Data,0.431,0.522,Proficient,0.455,0.868,No Data,2.05,0.021,Proficient,0.74,29,Developing,0.014,0.87,0.98,0.513,29,128,402,No Data,0,128,Proficient,0.997,135,431,0.54,6,0.016,0.212,0,0.463,0.007,No Data,357,0.442,No Data,No Data,0.744,155,82
P.S. 016 Wakefield,0.94,2,No Data,No Data,No Data,No Data,160,No Data,No Data,No Data,0.43,No Data,Proficient,0.396,No Data,13,No Data,0.028,Proficient,0.88,No Data,Proficient,0.044,No Data,No Data,0.286,No Data,No Data,304,17,No Data,No Data,Proficient,No Data,No Data,314,0.463,20,0.066,0.206,No Data,No Data,0.004,No Data,No Data,0.437,No Data,0.091,0.964,127,No Data
P.S./I.S. 104 The Fort Hamilton School,0.91,37,0,5,162,464,587,No Data,27,0,0.04,0.686,Proficient,0.254,0.948,No Data,No Data,0.465,Proficient,0.967,33,Well Developed,0.451,0.93,0.996,No Data,33,162,1252,No Data,0,162,Well Developed,0.996,136,1291,0.038,4,0.003,0.028,0,0.926,0.003,33,464,0.017,0.926,No Data,0.892,327,13
The Maurice Sendak Community School,0.78,30,0,1,No Data,No Data,155,0.84,No Data,No Data,0.087,No Data,Proficient,0.324,0.871,No Data,No Data,0.581,Well Developed,0.967,No Data,Proficient,0.63,0.81,No Data,No Data,No Data,No Data,322,1,0,No Data,Well Developed,No Data,No Data,325,0.041,No Data,0.0,0.009,No Data,No Data,0.004,No Data,No Data,0.067,No Data,No Data,0.8,45,No Data
P.S./I.S. 268,0.88,5,0,16,60,201,323,No Data,18,0,0.245,0.533,Proficient,0.17,0.816,No Data,No Data,0.025,Proficient,0.881,59,Proficient,0.017,0.9,0.96,0.25,No Data,60,654,No Data,0,60,Well Developed,0.915,56,668,0.156,61,0.095,0.056,0,0.778,0.009,50,201,0.601,0.885,No Data,0.917,243,22
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,0.71,2,0,4,110,329,519,No Data,50,No Data,0.045,0.543,Well Developed,0.656,0.88,No Data,No Data,0.009,Well Developed,0.883,58,Proficient,0.014,0.75,0.979,No Data,57,110,1048,No Data,0,110,Well Developed,0.997,97,1062,0.21,10,0.01,0.165,0,0.6,0.003,No Data,329,0.312,0.909,No Data,0.77,949,42
Vista Academy,0.79,2,0,4,147,454,225,No Data,42,No Data,0.234,0.605,Proficient,0.455,0.833,No Data,2.62,0.017,Proficient,0.804,30,Proficient,0.013,0.77,1,0.424,30,147,484,No Data,0,147,Well Developed,1,142,508,0.305,10,0.021,0.186,0,0.548,0.007,No Data,454,0.442,0.836,No Data,0.576,313,42
P.S. 107,0.78,1,No Data,1,No Data,No Data,273,0.607,No Data,No Data,0.324,No Data,Proficient,0.666,No Data,7,No Data,0.025,Proficient,0.903,No Data,Proficient,0.017,0.81,No Data,0.391,No Data,No Data,557,16,No Data,No Data,Proficient,No Data,No Data,570,0.277,2,0.004,0.222,No Data,No Data,0.004,No Data,No Data,0.215,No Data,0.121,0.783,358,No Data
East Side Middle School,0.93,23,0,1,151,456,261,No Data,3,0,0.033,No Data,No Data,0.188,0.986,No Data,3.86,0.619,No Data,0.987,151,Well Developed,0.422,0.9,0.998,No Data,No Data,151,458,No Data,0,151,No Data,0.976,127,459,0.16,1,0.002,0.007,0,No Data,0.003,148,456,0.09,0.966,No Data,0.867,52,1
P.S. 118 Lorraine Hansberry,0.62,2,No Data,4,No Data,No Data,222,0.415,No Data,No Data,0.681,No Data,Proficient,0.165,0.7,6,No Data,0.023,Proficient,0.878,No Data,Developing,0.021,0.62,No Data,0.6,No Data,No Data,430,26,No Data,No Data,Proficient,No Data,No Data,455,0.744,15,0.028,0.114,No Data,No Data,0.009,No Data,No Data,0.568,No Data,0,0.933,79,No Data
P.S. 192 Jacob H. Schiff,1,No Data,0,1,No Data,No Data,148,0.421,No Data,No Data,0.121,No Data,Developing,0.851,No Data,24,No Data,0.047,Proficient,0.955,No Data,Proficient,0.034,No Data,No Data,No Data,No Data,No Data,312,18,0,No Data,Developing,No Data,No Data,328,0.101,1,0.003,0.164,No Data,No Data,0.001,No Data,No Data,0.059,No Data,0.25,0.906,257,No Data
P.S. 149 Danny Kaye,0.92,2,0,6,No Data,No Data,269,0.667,No Data,No Data,0.568,No Data,Proficient,0.443,No Data,34,No Data,0.023,Well Developed,0.826,No Data,Proficient,0.029,0.93,No Data,0.452,No Data,No Data,569,27,0,No Data,Well Developed,No Data,No Data,591,0.606,1,0.002,0.206,No Data,No Data,0.007,No Data,No Data,0.413,No Data,0.226,0.857,213,No Data
P.S. 018 Winchester,0.99,6,0,3,No Data,No Data,226,0.794,No Data,No Data,0.136,No Data,No Data,0.141,0.857,7,No Data,0.098,No Data,0.95,No Data,Well Developed,0.05,1,No Data,0,No Data,No Data,483,12,0,No Data,No Data,No Data,No Data,493,0.098,5,0.011,0.034,No Data,No Data,0.003,No Data,No Data,0.045,No Data,0.211,0.972,85,No Data
P.S./I.S. 208,0.86,16,0,3,93,299,378,No Data,14,0,0.72,0.581,Proficient,0.17,1,No Data,No Data,0.015,Well Developed,0.932,32,Well Developed,0.121,0.87,1,0.22,32,93,757,No Data,0,93,Well Developed,1,74,767,0.194,20,0.027,0.028,0,No Data,0.009,32,299,0.601,0.949,No Data,0.9,102,12
"PS/MS 20 P.O.George J. Werdann, III",0.73,2,0,13,112,350,445,No Data,46,No Data,0.106,0.375,Proficient,0.757,0.827,No Data,No Data,0.047,Proficient,0.797,No Data,Developing,0.076,0.76,0.951,0.12,No Data,112,914,No Data,0,112,Proficient,0.934,104,943,0.1,16,0.018,0.199,0,0.587,0.004,No Data,350,0.143,0.65,No Data,0.773,690,60
The STAR Academy - P.S.63,0.94,6,0,No Data,No Data,No Data,94,No Data,No Data,No Data,0.172,No Data,Proficient,0.529,No Data,No Data,No Data,0.069,Well Developed,0.891,No Data,Well Developed,0.19,0.87,No Data,No Data,No Data,No Data,216,8,0,No Data,Proficient,No Data,No Data,221,0.115,1,0.005,0.246,No Data,No Data,0.005,No Data,No Data,0.153,No Data,No Data,0.625,153,No Data
