manhattan_cooperatives_comparable_properties_address,community_board,comparable_rental_2_distance_from_coop_in_miles,manhattan_cooperatives_comparable_properties_estimated_expense,bbl,census_tract,comparable_rental_1_expense_per_sqft,manhattan_cooperatives_comparable_properties_gross_income_per_sqft,comparable_rental_3_market_value_per_sqft,comparable_rental_2_estimated_expense,comparable_rental_1_market_value_per_sqft,comparable_rental_3_neighborhood,manhattan_cooperatives_comparable_properties_total_units,comparable_rental_2_neighborhood,comparable_rental_2_net_operating_income,manhattan_cooperatives_comparable_properties_full_market_value,comparable_rental_3_building_classification,postcode,comparable_rental_1_net_operating_income,comparable_rental_3_net_operating_income,comparable_rental_1_estimated_gross_income,comparable_rental_3_gross_sqft,manhattan_cooperatives_comparable_properties_estimated_gross_income,comparable_rental_2_gross_income_per_sqft
"{'latitude': '40.598874582732', 'longitude': '-73.999448716143', 'human_address': '{""address"": ""236 28 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.0,146514,,,11.02,31.96, ,220052.0,110.31, ,31,GRAMERCY,750077.0,2477000, ,,267771, ,461460, ,478793,37.64
"{'latitude': '40.563412711897', 'longitude': '-74.178754947608', 'human_address': '{""address"": ""120 END AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.28,2345097,,,10.72,30.48, ,2589964.0,145.26, ,34,UPPER EAST SIDE (79-96),5578072.0,30617000, ,,3994949, ,6202875, ,6439510,31.28
"{'latitude': '40.73755389777', 'longitude': '-73.986004154565', 'human_address': '{""address"": ""31 GRAMERCY PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",6.0,0.13,70180,1008750048.0,50.0,14.86,41.35,239.12,103695.0,252.43,GRAMERCY,11,GRAMERCY,286845.0,1734000,C1-WALK-UP,10003.0,484890,"481,653",699000,"15,210",299788,41.22
"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""24 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,96440,,,7.87,25.27, ,278122.0,165.54, ,23,ALPHABET CITY,872438.0,2108000, ,,192242, ,260669, ,386833,23.83
"{'latitude': '40.732824332939', 'longitude': '-73.993713924523', 'human_address': '{""address"": ""60 UNIVERSITY PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.15,765590,1005680024.0,61.0,13.61,41.61,187.52,838784.0,211.45,GREENWICH VILLAGE-CENTRAL,62,GREENWICH VILLAGE-CENTRAL,1611483.0,11891000,D6-ELEVATOR,10003.0,1274251,"474,539",1893259,"16,777",2340646,38.32
"{'latitude': '40.734991699029', 'longitude': '-74.000153070253', 'human_address': '{""address"": ""23 GREENWICH AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.2,1282181,1006110065.0,71.0,10.93,37.5, ,926559.0,187.82, ,156,GREENWICH VILLAGE-CENTRAL,4183429.0,29982000, ,10014.0,454273, ,649062, ,5360288,38.59
"{'latitude': '40.672839973336', 'longitude': '-73.988701212311', 'human_address': '{""address"": ""232 6 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.17,217984,,,12.42,32.02, ,236722.0,162.76, ,31,EAST VILLAGE,418486.0,3690000, ,,825628, ,1270500, ,712957,33.12
"{'latitude': '40.736258535207', 'longitude': '-73.977515166859', 'human_address': '{""address"": ""460 23 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.35,59387,,,8.35,30.27, ,61237.0,366.2, ,11,CHELSEA,49353.0,946000, ,,201205, ,272338, ,185706,21.7
"{'latitude': '40.625531926146', 'longitude': '-74.035908453537', 'human_address': '{""address"": ""106 85 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,680241,,,11.95,39.61,240.77,153818.0,231.24,UPPER EAST SIDE (79-96),20,UPPER EAST SIDE (79-96),331307.0,5946000,D1-ELEVATOR,,635563,"1,180,551",883366,"36,935",1466758,25.27
"{'latitude': '40.782358990313', 'longitude': '-73.959800490798', 'human_address': '{""address"": ""1060 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.3,1792848,1014990001.0,15002.0,9.67,27.02,51.6,630812.0,162.34,UPPER EAST SIDE (79-96),53,UPPER EAST SIDE (79-96),1725104.0,29758000,D7-ELEVATOR,10128.0,3288499,"382,393",4750837,"49,616",5914867,27.02
"{'latitude': '40.66811336311', 'longitude': '-73.985909466786', 'human_address': '{""address"": ""404 10 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.14,102278,,,12.96,36.02, ,199831.0,199.53, ,12,ALPHABET CITY,415920.0,1551000, ,,440147, ,656322, ,312474,32.69
"{'latitude': '40.591022599781', 'longitude': '-73.992174910319', 'human_address': '{""address"": ""304 41 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.19,1569735,,,8.06,32.93,195.14,1261075.0,175.42,MIDTOWN CBD,200,MIDTOWN EAST,3194565.0,19865000,D6-ELEVATOR,,2874218,"3,476,414",3859313,"131,175",4241318,32.93
"{'latitude': '40.740513536289', 'longitude': '-73.983992253386', 'human_address': '{""address"": ""50 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",5.0,0.21,1731917,1008800019.0,68.0,9.61,38.63,254.54,1585522.0,161.14,FLATIRON,191,MURRAY HILL,3731213.0,30835000,D6-ELEVATOR,10010.0,3778987,"3,376,568",5461053,"99,750",5807634,38.63
"{'latitude': '40.665064626994', 'longitude': '-73.988338832251', 'human_address': '{""address"": ""244 15 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,435008,,,10.19,37.95, ,309198.0,277.8, ,59,CHELSEA,654568.0,9577000, ,,1417153, ,1807570, ,1700160,28.73
"{'latitude': '40.648252294823', 'longitude': '-74.009544204447', 'human_address': '{""address"": ""428 46 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.0,69978,,,9.23,28.85, ,93523.0,200.08, ,20,CLINTON,294400.0,1245000, ,,259703, ,348039, ,235849,30.53
"{'latitude': '40.855276020448', 'longitude': '-73.935878524819', 'human_address': '{""address"": ""66 OVERLOOK TERRACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",12.0,0.0,642816,1021800371.0,281.0,5.29,13.5, ,772340.0,56.09, ,118,WASHINGTON HEIGHTS UPPER,1593017.0,7714000, ,10040.0,709218, ,1150609, ,1807920,13.2
"{'latitude': '40.767031487693', 'longitude': '-73.979343638655', 'human_address': '{""address"": ""211 CENTRAL PARK"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",64.0,0.31,6240369,1011110001.0,143.0,9.45,29.61, ,2818828.0,131.38, ,193,UPPER WEST SIDE (79-96),5029358.0,86542000, ,10000.0,4626675, ,7025796, ,17784151,31.52
"{'latitude': '40.621796638495', 'longitude': '-74.028301448679', 'human_address': '{""address"": ""417 87 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,65112,,,7.56,35.58, ,69014.0,208.8, ,20,UPPER EAST SIDE (79-96),252068.0,1777000, ,,256918, ,325664, ,305632,35.32
"{'latitude': '40.775479176788', 'longitude': '-73.96076276537', 'human_address': '{""address"": ""898 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.11,288180,1013930038.0,142.0,8.74,41.42,206.34,380450.0,228.04,UPPER EAST SIDE (79-96),15,UPPER EAST SIDE (59-79),1003969.0,9905000,D3-ELEVATOR,10075.0,1244653,"885,028",1605662,"32,383",1600055,46.93
"{'latitude': '40.763302356512', 'longitude': '-73.962363558582', 'human_address': '{""address"": ""1202 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.14,1816999,1014380001.0,110.0,12.55,33.63,272.99,2249317.0,158.71,UPPER EAST SIDE (59-79),171,UPPER EAST SIDE (59-79),5004699.0,22979000,D6-ELEVATOR,10065.0,4171457,"3,836,406",6618945,"105,282",4912031,41.62
"{'latitude': '40.648655911773', 'longitude': '-74.016259621121', 'human_address': '{""address"": ""230 50 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.15,841385,,,10.99,37.94,183.9,727099.0,233.71,MIDTOWN EAST,43,MIDTOWN EAST,1507240.0,9051000,D1-ELEVATOR,,881204,"582,187",1193848,"23,442",2037150,44.76
"{'latitude': '40.66862981858', 'longitude': '-73.988595352703', 'human_address': '{""address"": ""281 11 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.08,153130,,,13.21,43.72,255.69,100083.0,229.79,GREENWICH VILLAGE-WEST,20,GREENWICH VILLAGE-WEST,155319.0,2664000,C4-WALK-UP,,318500,"308,683",456416,"9,050",506802,27.93
"{'latitude': '40.774633814081', 'longitude': '-73.965439239922', 'human_address': '{""address"": ""944 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.14,679902,1013900003.0,130.0,8.74,38.89,153.34,619711.0,228.04,UPPER EAST SIDE (59-79),14,UPPER EAST SIDE (59-79),2035109.0,17742000,D6-ELEVATOR,10021.0,1244653,"1,467,828",1605662,"71,189",3025331,50.71
"{'latitude': '40.799902400098', 'longitude': '-73.964363825642', 'human_address': '{""address"": ""153 106 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.3,67347,,,6.91,22.05, ,110852.0,80.74, ,15,MANHATTAN VALLEY,143264.0,705000, ,,371333, ,516307, ,192607,19.5
"{'latitude': '40.724424665185', 'longitude': '-74.009380114274', 'human_address': '{""address"": ""474 GREENWICH STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1.0,0.28,237753,1005950041.0,39.0,9.58,30.3, ,125821.0,158.68, ,12,SOHO,276148.0,3927000, ,10013.0,241746, ,350828, ,762318,29.78
"{'latitude': '40.604743247525', 'longitude': '-74.004114738506', 'human_address': '{""address"": ""112 19 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,960605,,,11.39,41.94,184.85,737360.0,216.09,FLATIRON,26,GRAMERCY,1631490.0,10175000,D5-ELEVATOR,,1461609,"823,877",2043866,"33,638",2308755,52.98
"{'latitude': '40.802393576057', 'longitude': '-73.968321206608', 'human_address': '{""address"": ""312 107 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.06,86730,,,7.04,20.55, ,83576.0,105.49, ,15,UPPER WEST SIDE (96-116),94249.0,894000, ,,217555, ,324064, ,262876,19.66
"{'latitude': '40.604766543553', 'longitude': '-74.006433985313', 'human_address': '{""address"": ""141 17 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.22,297730,,,11.57,32.82, ,481589.0,260.91, ,13,CHELSEA,1015294.0,5807000, ,,1121853, ,1495900, ,1078531,37.77
"{'latitude': '40.623309086373', 'longitude': '-74.036811201532', 'human_address': '{""address"": ""121 88 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,77299,,,8.02,39.64,228.2,64771.0,200.2,UPPER EAST SIDE (79-96),15,UPPER EAST SIDE (79-96),269508.0,2432000,C7-WALK-UP,,265438,"573,237",344148,"18,900",398977,39.64
"{'latitude': '40.851157125554', 'longitude': '-73.941400362079', 'human_address': '{""address"": ""330 HAVEN AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",12.0,0.24,1119690,1021770234.0,265.0,7.29,12.26, ,282347.0,28.33, ,192,WASHINGTON HEIGHTS UPPER,796431.0,9266000, ,10033.0,285861, ,756467, ,2580338,12.79
"{'latitude': '40.614937433461', 'longitude': '-74.036027715699', 'human_address': '{""address"": ""112 98 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.75,47142,,,5.84,12.3, ,69758.0,26.2, ,15,HARLEM-EAST,75750.0,429000, ,,65775, ,157359, ,114821,14.81
"{'latitude': '40.733058156666', 'longitude': '-73.993516073677', 'human_address': '{""address"": ""63 UNIVERSITY PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.1,1871194,1005620001.0,61.0,13.61,30.2,149.21,321896.0,211.45,GREENWICH VILLAGE-CENTRAL,215,GREENWICH VILLAGE-CENTRAL,848671.0,27190000,D8-ELEVATOR,10003.0,1274251,"3,117,805",1893259,"156,465",5502440,26.97
"{'latitude': '40.780011759816', 'longitude': '-73.959431768766', 'human_address': '{""address"": ""1133 MADISON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",8.0,0.1,1118489,1014960054.0,15001.0,11.19,31.67, ,4531971.0,155.12, ,66,UPPER EAST SIDE (79-96),10272519.0,17065000, ,10028.0,1898844, ,2919965, ,3406013,31.33
"{'latitude': '40.603142445439', 'longitude': '-74.000930871618', 'human_address': '{""address"": ""101 23 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.17,982491,,,11.13,27.75,117.44,689397.0,120.14,CHELSEA,84,CHELSEA,1156326.0,11881000,D7-ELEVATOR,,1275186,"855,056",2126075,"53,123",2631671,27.75
"{'latitude': '40.66158251942', 'longitude': '-73.998395705898', 'human_address': '{""address"": ""130 24 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,1.32,433336,,,12.38,33.34, ,126553.0,126.88, ,13,CLINTON,188837.0,5082000, ,,363946, ,581779, ,1117357,33.61
"{'latitude': '40.734425126151', 'longitude': '-73.986366463544', 'human_address': '{""address"": ""160 3 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",6.0,0.1,1258022,1008710044.0,50.0,12.23,34.92,115.62,328495.0,285.04,GRAMERCY,151,GRAMERCY,687259.0,19484000,D8-ELEVATOR,10003.0,2489524,"716,068",3289407,"45,000",3891066,34.92
"{'latitude': '40.807279203744', 'longitude': '-73.941616199366', 'human_address': '{""address"": ""2042 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",10.0,0.24,260868,1017240033.0,208.0,5.44,11.09, ,295395.0,22.28, ,48,HARLEM-CENTRAL,207148.0,1120000, ,10035.0,78944, ,193757, ,442358,12.99
"{'latitude': '40.66616361569', 'longitude': '-73.985388715645', 'human_address': '{""address"": ""344 12 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.2,207051,,,9.19,32.87,165.86,241331.0,176.07,GREENWICH VILLAGE-WEST,47,GREENWICH VILLAGE-WEST,1135222.0,3967000,D1-ELEVATOR,,825768,"934,008",1146302,"42,258",740561,40.32
"{'latitude': '40.734901766826', 'longitude': '-74.007671402418', 'human_address': '{""address"": ""135 PERRY STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.06,89568,1006330030.0,75.0,13.19,38.79,202.91,120138.0,193.64,GREENWICH VILLAGE-WEST,16,GREENWICH VILLAGE-WEST,180536.0,2139000,C4-WALK-UP,10014.0,287283,"258,205",435301,"9,620",372384,19.2
"{'latitude': '40.829304145', 'longitude': '-73.945435677382', 'human_address': '{""address"": ""521 151 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.05,66428,,,10.48,10.02,44.78,80386.0,52.67,HARLEM-UPPER,15,HARLEM-UPPER,110639.0,368000,C1-WALK-UP,,101683,"114,231",247564,"14,405",125350,17.57
"{'latitude': '40.609004172527', 'longitude': '-74.007137287171', 'human_address': '{""address"": ""30 13 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.15,843012,,,13.12,36.95,169.68,315404.0,190.7,GREENWICH VILLAGE-CENTRAL,30,GREENWICH VILLAGE-CENTRAL,619826.0,10302000,D7-ELEVATOR,,1611483,"306,129",2450267,"13,278",2242569,33.69
"{'latitude': '40.61867189471', 'longitude': '-74.036456366156', 'human_address': '{""address"": ""152 94 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.2,1236561,,,9.13,30.93,183.33,1080137.0,124.11,UPPER EAST SIDE (79-96),105,UPPER EAST SIDE (79-96),2475085.0,21160000,D3-ELEVATOR,,2844181,"1,592,212",4358929,"65,692",4068811,30.93
"{'latitude': '40.629935047502', 'longitude': '-74.027918474862', 'human_address': '{""address"": ""315 77 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.0,578312,,,6.69,38.76,255.53,157991.0,218.65,UPPER EAST SIDE (59-79),64,UPPER EAST SIDE (59-79),458251.0,8491000,C4-WALK-UP,,656703,"269,014",804803,"7,952",1700711,37.48
"{'latitude': '40.825004840942', 'longitude': '-73.944062355285', 'human_address': '{""address"": ""729 ST NICHOLAS AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",9.0,0.2,22429,1020610032.0,231.0,8.53,13.55,70.95,116637.0,33.19,HARLEM-CENTRAL,14,HARLEM-CENTRAL,68670.0,198000,C1-WALK-UP,10031.0,68670,"158,581",185307,"14,700",52398,13.55
"{'latitude': '40.734308214287', 'longitude': '-73.99483807706', 'human_address': '{""address"": ""45 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2.0,0.09,450218,1005690003.0,61.0,6.04,31.69, ,139782.0,170.66, ,65,GREENWICH VILLAGE-CENTRAL,416316.0,7338000, ,10003.0,859596, ,1088095, ,1433909,34.23
"{'latitude': '40.8286201155', 'longitude': '-73.942632433259', 'human_address': '{""address"": ""486 CONVENT AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",9.0,0.29,129987,1020660021.0,23501.0,6.95,11.35, ,128493.0,27.61, ,20,HARLEM-CENTRAL,114092.0,786000, ,10031.0,92600, ,242585, ,252197,11.45
"{'latitude': '40.604923539472', 'longitude': '-74.006267328106', 'human_address': '{""address"": ""133 17 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.19,405717,,,7.25,28.73,159.73,309198.0,167.97,CHELSEA,24,CHELSEA,654568.0,6448000,D1-ELEVATOR,,568264,"1,067,631",752123,"48,249",1264235,28.73
"{'latitude': '40.599680076201', 'longitude': '-74.002122166983', 'human_address': '{""address"": ""219 25 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",,0.09,337964,,,7.78,27.81,120.14,689397.0,147.09,CHELSEA,68,CHELSEA,1156326.0,10103000,D7-ELEVATOR,,1022778,"1,275,186",1411784,"76,450",1740517,27.75
