property_name,data_center_it_site_energy,district_steam_use_kbtu,alert_energy_meter_has,estimated_data_flag_1,wastewater_treatment_plant,estimated_data_flag_fuel_2,direct_ghg_emissions_metric,address_1,data_center_pdu_output_meter,food_sales_gross_floor_area,primary_property_type,number_of_active_energy_meters_2,hospital_general_medical_9,longitude,percent_of_total_electricity,green_power_onsite_and_offsite,egrid_output_emissions_rate,electricity_use_grid_purchase_1,distribution_center_gross,generation_date,college_university_gross,community_board,reason_s_for_no_score,energy_star_certification_2,latitude,wholesale_club_supercenter,alert_energy_meter_has_gaps,office_percent_that_can_be_1,council_district,default_values,nta,data_center_ups_system,weather_normalized_site,natural_gas_use_therms,supermarket_grocery_number_1,indirect_ghg_emissions,medical_office_weekly,third_party_certification_1,multifamily_housing_number_3,electricity_use_grid_purchase_2,national_median_source_eui,weather_normalized_site_3,multifamily_housing_number_5,construction_status,largest_property_use_type_1,last_modified_date_electric,target_energy_star_score,automobile_dealership_gross,property_notes,ambulatory_surgical_center,manufacturing_industrial,data_center_pue,estimated_data_flag_natural,weather_normalized_site_1,office_number_of_computers,avoided_emissions_offsite,data_center_national_median,postal_code,parking_completely_enclosed,annual_maximum_demand_kw,estimated_data_flag,census_tract,movie_theater_gross_floor,hotel_gym_fitness_center,supermarket_grocery_number,diesel_2_use_kbtu,social_meeting_hall_gross,electricity_use_generated_1,restaurant_gross_floor_area,financial_office_gross_floor,multifamily_housing_number_1,financial_office_number_of_1,office_weekly_operating_hours,_2nd_largest_property_use,outpatient_rehabilitation,municipally_supplied_potable_3
AKAM - 315 East 77th Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,110.8,315 East 77th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.95542,Not Available,0,84.5,183023.5,Not Available,2022-09-22T00:00:00.000,Not Available,108.0,Not Available,Not Available,40.77178,Not Available,Ok,Not Available,5.0,No,Lenox Hill-Roosevelt Island,Not Available,4,20863.90634,Not Available,1.2,Not Available,Not Available,Not Available,183023.5,143.9,178721.9,0,Existing,44317.0,03/08/2022 12:16 AM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.5,Not Available,0,Not Available,10075,Not Available,Not Available,No,134.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.16621,Not Available,Not Available,Not Available,Not Available,Not Available
415 2nd Owners (240 East 24th),Not Available,Not Available,Ok,Not Available,Not Available,Not Available,184.3,411 2nd Avenue,Not Available,Not Available,Multifamily Housing,1,Not Available,-73.980655,Not Available,0,84.5,309182.6,Not Available,2022-09-22T00:00:00.000,Not Available,106.0,Not Available,Not Available,40.738249,Not Available,Ok,Not Available,2.0,Yes,Gramercy,Not Available,7.2,5732.220089,Not Available,2.1,Not Available,Not Available,Not Available,309182.7,102.7,301245,0,Existing,41600.0,03/02/2022 03:19 AM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.1,Not Available,0,Not Available,10010,Not Available,Not Available,No,64.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.44231,Not Available,Not Available,Not Available,Not Available,Not Available
DEPM 1598 - 935 Park Ave,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,286.5,935 Park Avenue,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.959648,Not Available,0,84.5,295273.9,Not Available,2022-09-22T00:00:00.000,Not Available,108.0,Not Available,Not Available,40.776801,Not Available,Ok,Not Available,4.0,No,Upper East Side-Carnegie Hill,Not Available,4.3,535.4625346,Not Available,1.3,Not Available,Not Available,4,295274,112.6,287328.3,0.49733,Existing,66354.0,03/07/2022 07:31 PM EST,Not Available,Not Available,1-01509-0069,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,10028,Not Available,Not Available,No,140.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.03988,Not Available,Not Available,Not Available,Not Available,Not Available
(6022)-(NG) 9431 59 AVE,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,18.4,9431 59 AVE,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.866239,Not Available,Not Available,84.5,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,404.0,Not Available,Not Available,40.735013,Not Available,Ok,Not Available,25.0,Yes,Elmhurst,Not Available,Not Available,3469.000253,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,106.5,Not Available,0,Existing,368854.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,11373,Not Available,Not Available,Not Available,683.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,Not Available,Not Available
DEPM 2776 - 347 Bowery,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,75.9,347 Bowery,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.991734,Not Available,0,84.5,473964.2,Not Available,2022-09-22T00:00:00.000,Not Available,103.0,Total Number of Residential Living Units is too small,Not Available,40.726535,Not Available,Ok,Not Available,2.0,No,East Village,Not Available,18.1,14284.84705,Not Available,5.2,Not Available,Not Available,Not Available,473964.2,118.1,473964.2,0.22912,Existing,26187.0,03/03/2022 06:12 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.5,Not Available,0,Not Available,10003,Not Available,Not Available,No,38.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.68736,Not Available,Not Available,Not Available,Not Available,Not Available
Stellar - 571 West 139th Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,276.2,571 West 139th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.952589,Not Available,0,84.5,252344.9,Not Available,2022-09-26T00:00:00.000,Not Available,109.0,Not Available,Not Available,40.822389,Not Available,Ok,Not Available,7.0,No,Hamilton Heights,Not Available,5.2,52003.18662,Not Available,1.5,Not Available,Not Available,Not Available,252344.9,112,247591.5,0,Existing,47166.0,04/07/2022 08:10 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,0,Not Available,10031,Not Available,Not Available,No,225.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.14489,Not Available,Not Available,Not Available,Not Available,Not Available
Renaissance Realty - 505 Lincoln Place,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,0,505 Lincoln Place,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.959646,Not Available,0,84.5,146017.2,Not Available,2022-09-23T00:00:00.000,Not Available,308.0,Not Available,Not Available,40.67196,Not Available,Ok,Not Available,35.0,No,Crown Heights North,Not Available,5.5,Not Available,Not Available,1.6,Not Available,Not Available,Not Available,146017.2,117,141489.8,0,Existing,25556.0,03/03/2022 11:34 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,11238,Not Available,Not Available,No,217.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.95649,Not Available,Not Available,Not Available,Not Available,Not Available
URA Group - 50 Court Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,0,50 Court Street,Not Available,Not Available,Office,0,Not Available,-73.9911,Not Available,0,84.5,1956299.5,Not Available,2022-09-21T00:00:00.000,Not Available,302.0,Not Available,Not Available,40.692314,Not Available,Ok,100,33.0,No,Brooklyn Heights-Cobble Hill,Not Available,14.3,Not Available,Not Available,4.1,Not Available,Not Available,Not Available,1956300,196.7,1956299.5,Not Available,Existing,126042.0,03/28/2022 05:22 PM EDT,Not Available,Not Available,"3-00265-0043

All not used in metrics meters are solely for historical purpose.",Not Available,Not Available,Not Available,Not Available,Not Available,300,0,Not Available,11201,Not Available,Not Available,No,9.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72,Retail Store,Not Available,Not Available
Progressive - 757 Bushwick Avenue,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,313.2,757 Bushwick Avenue,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.929444,Not Available,0,84.5,419250.5,Not Available,2022-09-22T00:00:00.000,Not Available,304.0,Not Available,Not Available,40.695773,Not Available,Ok,Not Available,34.0,No,Bushwick South,Not Available,7.3,58967.00062,Not Available,2.1,Not Available,Not Available,Not Available,419250.6,115,419250.5,0,Existing,57257.0,03/03/2022 05:43 AM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,1.1,Not Available,0,Not Available,11221,Not Available,Not Available,No,393.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.83384,Not Available,Not Available,Not Available,Not Available,Not Available
DEPM 1564 - 150 Charles Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,385.2,150 Charles Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-74.008811,Not Available,0,84.5,4737976.3,Not Available,2022-09-22T00:00:00.000,Not Available,102.0,Not Available,Not Available,40.734034,Not Available,Ok,Not Available,3.0,No,West Village,Not Available,13.2,72520.73738,Not Available,3.8,Not Available,Not Available,0,4737977,125.4,4737976.3,0.34085,Existing,357933.0,05/18/2022 11:44 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.2,Not Available,0,Not Available,10014,Not Available,Not Available,No,75.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.02254,Not Available,Not Available,Not Available,Not Available,Not Available
SW - 250 East 63rd Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,1128.9,250 East 63rd Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.963623,Not Available,0,84.5,1675466.5,Not Available,2022-09-26T00:00:00.000,Not Available,108.0,Not Available,Not Available,40.76357,Not Available,Ok,Not Available,4.0,No,Lenox Hill-Roosevelt Island,Not Available,7.9,6012.1589,3,2.3,Not Available,Not Available,20,1675467,139.7,1640973.9,0.93601,Existing,199784.0,03/07/2022 11:13 PM EST,Not Available,Not Available,1-01417-0028,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,10065,8888,Not Available,No,110.0,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,1.1112,Not Available,Not Available,Supermarket/Grocery Store,Not Available,Not Available
AKAM - 230 Central Park West,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,405.8,230 Central Park West,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.970701,Not Available,0,84.5,918154.6,Not Available,2022-09-22T00:00:00.000,Not Available,107.0,Not Available,Not Available,40.783439,Not Available,Ok,Not Available,6.0,No,Upper West Side,Not Available,5.7,76406.68082,Not Available,1.7,Not Available,Not Available,Not Available,918154.7,131.7,893259.1,0.72269,Existing,156360.0,05/13/2022 11:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.5,Not Available,0,Not Available,10024,Not Available,Not Available,No,169.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.79074,Not Available,Not Available,Not Available,Not Available,Not Available
DEPM 7632 - 50 West 67th St,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,215.8,50 West 67th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.979706,Not Available,0,84.5,282540.3,Not Available,2022-09-22T00:00:00.000,Not Available,107.0,Not Available,Not Available,40.773623,Not Available,Ok,Not Available,6.0,No,Lincoln Square,Not Available,Not Available,1482.39218,Not Available,0.9,Not Available,Not Available,10,282540.3,129.2,Not Available,0,Existing,89106.0,04/04/2022 10:02 AM EDT,Not Available,Not Available,1-01119-0050,Not Available,Not Available,Not Available,No,Not Available,Not Available,0,Not Available,10023,Not Available,Not Available,No,153.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.64972,Not Available,Not Available,Not Available,Not Available,Not Available
SW - 49-15 Skillman Avenue,Not Available,Not Available,Ok,Not Available,Not Available,No,383.2,49-15 Skillman Avenue,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.914998,Not Available,0,84.5,336438.8,Not Available,2022-09-26T00:00:00.000,Not Available,402.0,Not Available,Not Available,40.746228,Not Available,Ok,Not Available,26.0,No,Hunters Point-Sunnyside-West Maspeth,Not Available,4.2,72149.84763,Not Available,1.3,Not Available,Not Available,5,336438.9,136.9,323261.7,0,Existing,76320.0,03/03/2022 01:04 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,1,Not Available,0,Not Available,11377,Not Available,Not Available,No,169.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.9392,Not Available,Not Available,Not Available,Not Available,Not Available
(6022)-(NG) 9430 58 AVE,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,604.1,9430 58 AVE,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.866569,Not Available,Not Available,84.5,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,404.0,Not Available,Not Available,40.735662,Not Available,Ok,Not Available,25.0,Yes,Elmhurst,Not Available,Not Available,113732.9988,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,106.5,Not Available,0,Existing,368854.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.3,Not Available,Not Available,Not Available,11373,Not Available,Not Available,Not Available,683.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,Not Available,Not Available
AKAM - 110 West 94th Street,Not Available,Not Available,Ok,Not Available,Not Available,No,241.3,110 West 94th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.968992,Not Available,0,84.5,146186.9,Not Available,2022-09-22T00:00:00.000,Not Available,107.0,Not Available,Not Available,40.791771,Not Available,Ok,Not Available,6.0,No,Upper West Side,Not Available,2.8,868.3645639,Not Available,0.8,Not Available,Not Available,Not Available,146186.9,120,146186.9,0,Existing,52990.0,05/14/2022 07:27 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,10025,Not Available,Not Available,No,177.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.39649,Not Available,Not Available,Not Available,Not Available,Not Available
DEPM 7644 - 66 Leonard St,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,148.9,66 Leonard Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-74.005523,Not Available,0,84.5,1391206.2,Not Available,2022-09-22T00:00:00.000,Not Available,101.0,Not Available,Not Available,40.717549,Not Available,Ok,Not Available,1.0,No,SoHo-TriBeCa-Civic Center-Little Italy,Not Available,8,28035.70961,Not Available,2.3,Not Available,Not Available,0,1391206,110.2,1382196.3,0.30283,Existing,148599.0,03/07/2022 07:29 PM EST,Not Available,Not Available,1-00173-7501,Not Available,Not Available,Not Available,No,0.2,Not Available,0,Not Available,10013,Not Available,Not Available,No,33.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.69314,Not Available,Not Available,Retail Store,Not Available,Not Available
AKAM - 226-26 Union Turnpike,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,716,226-26 Union Turnpike,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.744199,Not Available,0,84.5,788039.8,Not Available,2022-09-22T00:00:00.000,Not Available,411.0,Not Available,Not Available,40.736278,Not Available,Ok,Not Available,23.0,No,Oakland Gardens,Not Available,3.5,134810.9336,Not Available,1.1,Not Available,Not Available,0,788039.9,107.2,755672.5,0,Existing,214152.0,03/07/2022 03:45 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.7,Not Available,0,Not Available,11364,Not Available,Not Available,No,129102.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.89656,Not Available,Not Available,Not Available,Not Available,Not Available
