avoided_emissions_onsite,data_center_ups_output_meter,multifamily_housing_number_4,financial_office_number_of_1,energy_power_station_gross,fuel_oil_2_use_kbtu,third_party_certification_1,data_center_it_site_energy,hotel_percent_that_can_be,non_refrigerated_warehouse,convenience_store_with_gas,water_use_all_water_sources,courthouse_gross_floor_area,count_of_buildings,data_quality_checker_run,national_median_energy_star,office_number_of_workers,temporary_values,mailing_center_post_office,senior_care_community_living,supermarket_grocery_number,wholesale_club_supercenter,latitude,data_center_pdu_input_meter,multifamily_housing_number_5,avoided_emissions_offsite,retail_store_open_or_closed,address_2,water_current_date,percent_of_recs_retained,energy_star_certification,retail_store_walk_in,alert_property_has_no_uses,multifamily_housing_number_6,office_computer_density_number,electricity_use_generated,third_party_certification_2,municipally_supplied_potable,hospital_general_medical_10,_3rd_largest_property_use_1,convenience_store_with_gas_1,retail_store_gross_floor,source_energy_use_adjusted,restaurant_weekly_operating,laboratory_gross_floor_area,hotel_room_density_number,office_number_of_computers,repair_services_vehicle_shoe,financial_office_number_of,city,multifamily_housing_gross,estimated_data_flag_1,property_gfa_calculated_2,leed_us_project_id,multifamily_housing_number_1,multifamily_housing_percent_1,_2nd_largest_property_use,propane_use_kbtu,multifamily_housing_number_3,estimated_values_water,green_power_offsite_kwh,weather_normalized_site_energy,third_party_certification,alert_individual_monthly,nyc_building_identification,hospital_general_medical_9,borough,default_values,primary_property_type_self,data_center_ups_system,alert_meter_has_less_than,hospital_general_medical_4,financial_office_gross_floor,property_name-hospital_general_medical_17
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4643.3,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.702582,Not Available,0,0,Not Available,Not Available,03/31/2017,Not Available,Not Available,Not Available,Ok,47,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7820848.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Jamaica,51282,Not Available,Not Available,Not Available,0,10,Not Available,Not Available,1.209,No,0,6526757.7,Not Available,Ok,4206806,Not Available,QUEENS,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,ZARA - 148-15 Lowe Court-Not Available
Not Available,Not Available,535,Not Available,Not Available,8828550.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.670245,Not Available,0.98891,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,109260131,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,541000,Not Available,Not Available,Not Available,0,90,Not Available,Not Available,2.23475,Unable to Check (not enough data),0,75560266.8,Not Available,Ok,3084013;3327013;3327014;3327015,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,LOW HOUSES-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,638.8,Not Available,,No,50,138.34,No,Not Available,Not Available,Not Available,Not Available,40.750214,Not Available,Not Available,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,Not Available,1.66254,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7335333.3,Not Available,Not Available,Not Available,100,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Possible Issue,1015904,Not Available,MANHATTAN,Yes,Office,Not Available,Ok,Not Available,Not Available,28 West 36-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7362.3,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.833211,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,12,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7634082,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,55000,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,1.34546,No,0,5416007.3,Not Available,Ok,2002947,Not Available,BRONX,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,1112-1114 Gerard Ave-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11386.6,Not Available,,Yes,50,3000,No,Not Available,Not Available,Not Available,Not Available,40.749641,Not Available,Not Available,0,Not Available,Not Available,02/28/2017,Not Available,Not Available,Not Available,Ok,Not Available,4.34518,Not Available,Not Available,Not Available,Not Available,4200,Not Available,Not Available,139388121.6,Not Available,Not Available,Not Available,2829,Not Available,Not Available,Long Island City,Not Available,Not Available,27433,Not Available,Not Available,Not Available,Parking,Not Available,Not Available,No,0,51770094.6,Not Available,Ok,4538327,Not Available,QUEENS,No,Office,Not Available,Ok,Not Available,Not Available,Gotham Tower-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3748.5,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.732843,Not Available,0,0,0.75,Not Available,12/31/2016,Not Available,Not Available,0.5,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,56939,Not Available,Not Available,Not Available,Not Available,100,Retail Store,Not Available,1.4,No,0,Not Available,Not Available,Possible Issue,1032045,Not Available,MANHATTAN,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,21 East 10-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,828413.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Yes,50,200,No,Not Available,Not Available,Not Available,Not Available,40.745782,Not Available,Not Available,0,Not Available,Not Available,12/31/2013,Not Available,2014,Not Available,Ok,Not Available,2.27353,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15347223.7,Not Available,Not Available,Not Available,200,Not Available,Not Available,New York,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Other,Not Available,Not Available,No,0,5304763.1,Not Available,Ok,1015051,Not Available,MANHATTAN,No,Office,Not Available,Possible Issue,Not Available,Not Available,17153 - 122 West 27th Street (BBL): 1-00802-0056 (BIN) 1015051-Not Available
Not Available,Not Available,106,Not Available,Not Available,4416689.9,Not Available,Not Available,Not Available,Not Available,Not Available,7423.2,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.760678,Not Available,1.28544,0,0,Not Available,12/31/2016,Not Available,Not Available,0,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8000,16117068.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,82462,Not Available,Not Available,Not Available,2,80,Retail Store,Not Available,1.30969,No,0,9038926.7,Not Available,Ok,1038613,Not Available,MANHATTAN,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,210 East 58th Street-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1704.1,Not Available,,No,50,174.22,No,Not Available,Not Available,Not Available,Not Available,40.745504,Not Available,Not Available,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,Not Available,1.18812,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9493451.8,Not Available,Not Available,Not Available,90,Not Available,Not Available,Manhattan,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,6272010.8,Not Available,Ok,1015725,Not Available,MANHATTAN,Yes,Office,Not Available,Ok,Not Available,Not Available,Mocal: 1182 Broadway-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,61.0,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.822381,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,1659,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,148411478.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,1538500,Not Available,Not Available,Not Available,0,90,Not Available,Not Available,2.34579,Unable to Check (not enough data),0,Not Available,Not Available,Possible Issue,2092682;2092683;2092684;2092685;2092686;2092687;2092688;2092689;2092690;2092691;2092692;2092693;2092694;2092695;2092696;2092697;2092727;2092728;2092729;2092730;2092731;2092732;2092733;2092734;2092735;2092736;2092737;2092738;2092739;2092740;2092741;2092742;2092743;2092744;2092745;2092746;2092747;2095238;2095239;2095240;2095241;2095242;2095243;2095244;2095245;2095246;2092604;2092605;2092608;2092610;2092611;2092638;2092647;2092649;2092651;2092652;2092654;2092656;2092659;2112985;2112986,Not Available,BRONX,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,CLASON POINT GARDENS/SOUNDVIEW-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3879.8,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.648737,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3494696,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,72295,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,1.20064,No,0,1393903.2,Not Available,Ok,3343056,Not Available,BROOKLYN,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Carriage House: 2507 SNYDER AVENUE-Not Available
Not Available,Not Available,0,Not Available,Not Available,9206808.3,Not Available,Not Available,Not Available,Not Available,Not Available,140095,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.624158,Not Available,0,0,Not Available,Not Available,01/31/2017,Not Available,Not Available,Not Available,Ok,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11444039.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Staten Island,143419,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.39452,Yes,0,9699149.5,Not Available,Not Available,5015196,Not Available,STATEN IS,Yes,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,B.Gans Mgt 800 Victory Blvd-Not Available
Not Available,Not Available,439,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4.0,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.670439,Not Available,0.97556,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,82477721.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,450000,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,1.34222,Unable to Check (not enough data),0,59865082.4,Not Available,Ok,3080766;3326947;3326948;3326949,Not Available,BROOKLYN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,GLENMORE PLAZA-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.853237,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),0,9303057.6,Not Available,Not Available,2011594,Not Available,BRONX,No,Urgent Care/Clinic/Other Outpatient,Not Available,Not Available,Not Available,Not Available,STB044873 St Barnabas Clinic 4487 3rd Ave-Not Available
Not Available,Not Available,0,Not Available,Not Available,690276.1,Not Available,Not Available,Not Available,Not Available,Not Available,9112,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.754665,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,122,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4958695.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,90250,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,1.3518,No,0,2394373.3,Not Available,Not Available,4115790,Not Available,QUEENS,No,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,First Zone: 137-05 Franklin Ave-Not Available
