property_id,property_name,estimated_data_flag_fuel_1,parking_gross_floor_area,non_refrigerated_warehouse,multifamily_housing_government,parking_open_parking_lot,year_built,k_12_school_gross_floor_area,percent_of_total_electricity,last_modified_date_non,medical_office_number_of_1,national_median_reference,source_energy_use_kbtu,office_gross_floor_area_ft,laboratory_gross_floor_area,office_number_of_computers,weather_normalized_site_2,data_center_ups_output_meter,kerosene_use_kbtu,supermarket_grocery_number,avoided_emissions_onsite_1,retail_store_gross_floor,ambulatory_surgical_center,district_steam_use_kbtu,census_tract,natural_gas_use_therms,metered_areas_water,total_ghg_emissions_intensity,data_center_pdu_output_meter,weather_normalized_source_1,weather_normalized_source,weather_normalized_site_energy,restaurant_worker_density,alert_data_center_issue_with,office_weekly_operating_hours,diesel_2_use_kbtu,hospital_general_medical,data_center_it_source_energy,estimated_data_flag_district,restaurant_gross_floor_area,worship_facility_gross_floor,movie_theater_gross_floor,electricity_use_generated
1634213,Q009-0400077,No,Not Available,Not Available,Not Available,Not Available,1920,54060,Not Available,04/13/2020 03:26 PM EDT,Not Available,CBECS - Elementary/Middle & High School,5514881.6,Not Available,Not Available,Not Available,18363.2,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,535.0,18437.00069,Not Available,3.9,Not Available,5507129.5,101.9,3255684.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633630,Q041-0400038,No,Not Available,Not Available,Not Available,Not Available,1931,69880,Not Available,04/13/2020 03:26 PM EDT,Not Available,CBECS - Elementary/Middle & High School,7849662,Not Available,Not Available,Not Available,26121.2,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1097.0,26241.00116,Not Available,4.6,Not Available,7837078.8,112.2,4916738.4,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1578383,1325 Avenue of the Americas,Not Available,Not Available,Not Available,Not Available,Not Available,1989,Not Available,Not Available,03/06/2020 01:45 PM EST,Not Available,CBECS - Office & Bank/Financial,94140944,816757,Not Available,1998,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,12600281.3,131.0,Not Available,Whole Property,3.6,Not Available,92663378,103.1,40114674,Not Available,Ok,58.28,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available
1634127,M076-0100081,No,Not Available,Not Available,Not Available,Not Available,1963,105680,Not Available,Not Available,Not Available,CBECS - Elementary/Middle & High School,9861176.2,Not Available,Not Available,Not Available,37289.6,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,220.0,37445.99782,Not Available,3.5,Not Available,9821217.4,92.9,5838176.9,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634369,M121-0100111,No,Not Available,Not Available,Not Available,Not Available,1923,85280,Not Available,04/13/2020 05:45 PM EDT,Not Available,CBECS - Elementary/Middle & High School,10940152.5,Not Available,Not Available,Not Available,40961.2,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,164.0,41148.99978,Not Available,5.2,Not Available,10781897,126.4,6895970.7,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633348,Q101-0400093,No,Not Available,Not Available,Not Available,Not Available,1925,66060,Not Available,04/17/2020 12:53 PM EDT,Not Available,CBECS - Elementary/Middle & High School,9894725.6,Not Available,Not Available,Not Available,57501.3,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,723.0,57745.00283,Not Available,7.1,Not Available,10058158.6,152.3,8020266.8,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634588,X154-0200196,Not Available,Not Available,Not Available,Not Available,Not Available,1962,105725,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,10803181.6,Not Available,Not Available,Not Available,460,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,23.0,460.0000344,Not Available,5.5,Not Available,10866339.5,102.8,7642722.8,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634517,Q017-0400018,Not Available,Not Available,Not Available,Not Available,Not Available,1928,118900,Not Available,04/13/2020 03:27 PM EDT,Not Available,CBECS - Elementary/Middle & High School,8219508.6,Not Available,Not Available,Not Available,3271.7,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,71.0,3258.000202,Not Available,3.5,Not Available,8231912.1,69.2,5451369,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633512,X047-0200084,No,Not Available,Not Available,Not Available,Not Available,1911,100925,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,11019168,Not Available,Not Available,Not Available,48261.4,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,76.0,47813.9958,Not Available,4.5,Not Available,11024519.2,109.2,7395216.5,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634244,K262-0300266,Not Available,Not Available,Not Available,Not Available,Not Available,1960,98400,Not Available,04/14/2020 02:37 PM EDT,Not Available,CBECS - Elementary/Middle & High School,9111208.1,Not Available,Not Available,Not Available,392,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,297.0,392.0000064,Not Available,5.5,Not Available,9089848.6,92.4,7041969,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634403,X049-0200086,Not Available,Not Available,Not Available,Not Available,Not Available,1965,136925,Not Available,04/10/2020 05:35 PM EDT,Not Available,CBECS - Elementary/Middle & High School,11740954,Not Available,Not Available,Not Available,1748,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,39.0,1747.999982,Not Available,4.7,Not Available,11806014.7,86.2,8508729.9,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
