dbn,school_name,n_chronic_absent_ems_allew,n_prof_pct_watn5_mthlevel2,survey_pp_ri,qr_1_4,teacher_ethnicity_asian_pct,val_chronic_absent_ems_allei,n_prof_pct_watn5_mthlevel34,val_chronic_absent_ems_allew,n_prof_pct_watn3_elalevel2,val_pct_core_ela_all,rr_t,val_chronic_absent_ems_all,val_lre_all,n_chronic_absent_ems_allgm,val_pct_accel_try_all,survey_pp_tr,val_prof_2plus_watn5_mthlevel1,n_pct_accel_try_mth_all,n_prof_pct_watn5_elalevel34,gender_male_pct,school_type,n_prof_2plus_watn3_mthlevel1,val_pct_core_sci_all,val_prof_pct_watn3_mthlevel34,survey_pp_sf,qr_1_1,qr_3_4,n_pct_accel_try_lote_all,val_chronic_absent_ems_allgm,qr_4_2,val_prof_pct_watn5_mthlevel34,n_chronic_absent_ems_allea,n_prof_pct_watn3_elalevel34,n_lre_all,n_chronic_absent_ems_alleb,ell,n_pct_accel_p_mth_all,val_chronic_absent_ems_allgf,val_prof_pct_watn5_mthlevel2,val_chronic_absent_ems_allep,principal_experience,n_pct_accel_lote_all
27Q114,P.S./M.S. 114 Belle Harbor,580,8,0.89,Well Developed,0,No Data,22,0.9,No Data,1,94%,0.117,0.18,340,0.741,0.96,No Data,27,18,0.498,K-8,No Data,1,No Data,0.95,Proficient,Well Developed,27,0.888,Well Developed,0.636,6,No Data,114,8,0.004,16,0.877,No Data,No Data,2.9,27
27Q226,J.H.S. 226 Virgil I. Grissom,20,67,0.72,Well Developed,0.088,0.765,98,0.75,No Data,0.891,99%,0.28,0.56,500,0.297,0.81,0.443,300,78,0.528,Middle,No Data,0.889,No Data,0.89,Proficient,Proficient,300,0.744,Proficient,0.48,275,No Data,183,318,0.074,85,0.693,0.075,0.8,0.4,300
27Q207,P.S. 207 Rockwood Park,423,16,0.78,Well Developed,No Data,No Data,22,0.894,No Data,1,73%,0.145,0.26,305,1,0.87,No Data,48,21,0.508,K-8,No Data,1,No Data,0.95,Proficient,Well Developed,48,0.836,Proficient,0.818,24,No Data,92,12,0.014,18,0.874,0.438,No Data,5.9,48
28Q358,M.S. 358,5,32,0.92,Well Developed,No Data,No Data,42,No Data,No Data,0.992,100%,0.116,0.22,181,1,0.99,0.792,128,28,0.5,Middle,No Data,1,No Data,0.93,Well Developed,Well Developed,128,0.89,Well Developed,0.929,94,No Data,73,87,0.155,128,0.879,0.719,No Data,5.1,128
11X181,I.S. 181 Pablo Casals,24,56,0.92,Well Developed,0,No Data,114,0.875,No Data,1,72%,0.151,0.22,475,0.511,0.98,0.167,262,88,0.537,Middle,No Data,1,No Data,0.91,Well Developed,Well Developed,262,0.84,Well Developed,0.763,45,No Data,200,552,0.028,134,0.86,0.179,No Data,14.1,262
03M149,P.S. 149 Sojourner Truth,10,7,0.76,Proficient,No Data,No Data,4,No Data,No Data,1,29%,0.259,0.58,109,0,0.84,No Data,25,4,0.495,K-8,No Data,1,No Data,0.89,Proficient,Proficient,25,0.78,Proficient,No Data,13,No Data,50,120,0.134,No Data,0.703,No Data,No Data,0.4,25
24Q081,P.S. 81Q Jean Paul Richter,38,No Data,0.84,Well Developed,No Data,No Data,No Data,0.711,42,No Data,94%,0.199,0.14,304,No Data,0.96,No Data,No Data,No Data,0.52,Elementary,11,No Data,0.632,0.96,Proficient,Well Developed,No Data,0.773,Proficient,No Data,27,60,134,11,0.306,No Data,0.832,No Data,No Data,8.9,No Data
19K346,P.S. 346 Abe Stark,17,No Data,0.71,Proficient,No Data,0.65,No Data,0.529,42,No Data,72%,0.266,0.54,272,No Data,0.89,No Data,No Data,No Data,0.526,Elementary,29,No Data,0.519,0.94,Proficient,Proficient,No Data,0.724,Proficient,No Data,2,30,117,335,0.01,No Data,0.745,No Data,0.842,14.1,No Data
09X110,P.S. 110 Theodore Schoenfeld,28,No Data,0.56,Proficient,0,No Data,No Data,0.75,26,No Data,58%,0.229,0.45,202,No Data,0.84,No Data,No Data,No Data,0.522,Elementary,23,No Data,0.706,0.93,Well Developed,Proficient,No Data,0.777,Proficient,No Data,No Data,16,66,135,0.157,No Data,0.764,No Data,No Data,0.9,No Data
19K065,P.S. 065,6,No Data,0.93,Well Developed,No Data,No Data,No Data,No Data,26,No Data,100%,0.278,0.41,293,No Data,0.99,No Data,No Data,No Data,0.523,Elementary,12,No Data,0.817,0.98,Well Developed,Well Developed,No Data,0.717,Proficient,No Data,19,66,59,50,0.229,No Data,0.727,No Data,No Data,15.9,No Data
02M116,P.S. 116 Mary Lindley Murray,199,No Data,No Data,No Data,0.273,No Data,No Data,0.874,12,No Data,3%,0.214,0.06,216,No Data,0.92,No Data,No Data,No Data,0.462,Elementary,7,No Data,0.857,0.93,Well Developed,Well Developed,No Data,0.792,Well Developed,No Data,98,44,62,44,0.09,No Data,0.781,No Data,No Data,17.1,No Data
24Q110,P.S. 110,5,No Data,0.76,Proficient,0.13,No Data,No Data,No Data,25,No Data,57%,0.138,0.27,491,No Data,0.97,No Data,No Data,No Data,0.495,Elementary,5,No Data,0.375,0.96,Well Developed,Proficient,No Data,0.878,Proficient,No Data,80,19,157,2,0.363,No Data,0.846,No Data,No Data,3.9,No Data
06M004,P.S. 004 Duke Ellington,No Data,No Data,0.71,Proficient,No Data,No Data,No Data,No Data,24,No Data,40%,0.318,0.47,235,No Data,0.86,No Data,No Data,No Data,0.519,Elementary,30,No Data,0.829,0.97,Proficient,Proficient,No Data,0.681,Proficient,No Data,11,32,87,42,0.272,No Data,0.682,No Data,No Data,4.6,No Data
20K105,P.S. 105 The Blythebourne,44,No Data,0.69,Well Developed,0.678,No Data,No Data,0.864,62,No Data,99%,0.047,0.39,757,No Data,0.9,No Data,No Data,No Data,0.535,Elementary,9,No Data,0.916,0.97,Well Developed,Well Developed,No Data,0.948,Well Developed,No Data,1309,120,93,3,0.414,No Data,0.958,No Data,No Data,18.9,No Data
29Q034,P.S. 034 John Harvard,7,No Data,No Data,Well Developed,No Data,0.941,No Data,No Data,18,No Data,11%,0.2,0.35,286,No Data,0.97,No Data,No Data,No Data,0.507,Elementary,18,No Data,0.826,0.95,Well Developed,Well Developed,No Data,0.787,Well Developed,No Data,71,49,63,357,0.119,No Data,0.813,No Data,No Data,16.4,No Data
21K215,P.S. 215 Morris H. Weiss,357,No Data,0.89,Proficient,0.093,No Data,No Data,0.768,29,No Data,68%,0.212,0.29,404,No Data,0.94,No Data,No Data,No Data,0.497,Elementary,11,No Data,0.844,0.94,Well Developed,Well Developed,No Data,0.814,Well Developed,No Data,217,84,93,8,0.217,No Data,0.762,No Data,No Data,12,No Data
11X041,P.S. 041 Gun Hill Road,25,No Data,0.71,Well Developed,No Data,No Data,No Data,0.8,39,No Data,73%,0.369,0.22,445,No Data,0.83,No Data,No Data,No Data,0.512,Elementary,38,No Data,0.75,0.92,Proficient,Well Developed,No Data,0.622,Well Developed,No Data,18,62,136,414,0.116,No Data,0.64,No Data,No Data,1.9,No Data
25Q164,P.S. 164 Queens Valley,241,9,0.73,Proficient,0.096,No Data,54,0.892,No Data,0.969,71%,0.128,0.18,318,0.953,0.88,No Data,86,43,0.484,K-8,No Data,0.988,No Data,0.93,Developing,Proficient,86,0.862,Proficient,0.926,213,No Data,100,26,0.089,82,0.881,No Data,No Data,5.4,86
13K492,Academy of Arts and Letters,218,3,No Data,Well Developed,No Data,No Data,19,0.931,No Data,0.984,0%,0.094,0.13,252,0.318,0.92,No Data,66,5,0.48,K-8,No Data,0.995,No Data,0.95,Proficient,Well Developed,66,0.897,Well Developed,0.895,24,No Data,86,154,0.006,21,0.915,No Data,No Data,8.1,66
01M184,P.S. 184m Shuang Wen,52,9,0.73,Well Developed,0.727,No Data,63,0.923,No Data,0.973,100%,0.055,0.32,346,0.911,0.9,No Data,90,40,0.502,K-8,No Data,0.993,No Data,0.94,Proficient,Proficient,90,0.925,Proficient,0.937,487,No Data,104,23,0.146,82,0.965,No Data,No Data,0.9,90
12X273,Frederick Douglass Academy V. Middle School,2,21,0.9,Proficient,0,No Data,16,No Data,No Data,1,100%,0.275,0.38,96,0.274,0.95,0.206,62,12,0.5,Middle,No Data,1,No Data,0.94,Proficient,Proficient,62,0.75,Developing,0.25,2,No Data,56,52,0.159,17,0.701,0.048,No Data,1.5,62
26Q133,P.S. 133 Queens,54,No Data,0.85,Well Developed,No Data,No Data,No Data,0.87,15,No Data,68%,0.112,0.38,275,No Data,0.89,No Data,No Data,No Data,0.488,Elementary,3,No Data,0.872,0.93,Proficient,Well Developed,No Data,0.88,Well Developed,No Data,364,44,77,36,0.071,No Data,0.897,No Data,No Data,2.9,No Data
20K247,P.S. 247 Brooklyn,283,No Data,0.78,No Data,No Data,No Data,No Data,0.813,23,No Data,40%,0.126,0.15,423,No Data,0.92,No Data,No Data,No Data,0.488,Elementary,4,No Data,0.929,0.94,Well Developed,Well Developed,No Data,0.877,Well Developed,No Data,465,85,146,6,0.256,No Data,0.871,No Data,No Data,14.9,No Data
19K907,Legacy School of the Arts,1,No Data,No Data,No Data,0,No Data,No Data,No Data,No Data,No Data,0%,0.42,0.94,61,No Data,No Data,No Data,No Data,No Data,0.459,Middle,No Data,1,No Data,No Data,No Data,No Data,No Data,0.557,No Data,No Data,3,No Data,31,83,0.041,No Data,0.6,No Data,No Data,0.7,No Data
03M291,West End Secondary School,212,9,0.83,No Data,0,No Data,63,0.934,No Data,1,68%,0.063,0.11,149,1,0.88,No Data,105,54,0.47,Middle,No Data,1,No Data,0.94,Well Developed,Well Developed,105,0.933,Proficient,0.794,18,No Data,62,23,0.0,98,0.94,No Data,No Data,5.1,105
