property_id,property_name,nyc_building_identification_number_bin,office_worker_density_number_per_1_000_sq_ft,postcode,largest_property_use_type_gross_floor_area_ft,retail_store_gross_floor_area_ft,weather_normalized_site_natural_gas_intensity_therms_ft,food_sales_gross_floor_area_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_10_or_more_stories,borough,hospital_general_medical_surgical_gross_floor_area_ft,financial_office_weekly_operating_hours,estimated_data_flag_municipally_supplied_potable_water_mixed_indoor_outdoor_use,alert_energy_meter_has_less_than_12_full_calendar_months_of_data,energy_star_certification_last_approval_date,estimated_values_water,annual_maximum_demand_mm_yyyy,movie_theater_gross_floor_area_ft,_2nd_largest_property_use_gross_floor_area_ft,percent_of_total_electricity_generated_from_onsite_renewable_systems,census_tract,energy_star_certification_year_s_certified_score,avoided_emissions_onsite_and_offsite_green_power_metric_tons_co2e,office_number_of_computers,indirect_ghg_emissions_intensity_kgco2e_ft,target_energy_star_score,number_of_buildings,largest_property_use_type,property_gfa_calculated_buildings_and_parking_ft,fuel_oil_2_use_kbtu,hospital_general_medical_surgical_number_of_workers_on_main_shift_density_number_per_1_000_sq_ft,city,medical_office_number_of_workers_on_main_shift,estimated_data_flag_fuel_oil_no_4,hospital_general_medical_surgical_number_of_workers_on_main_shift,electricity_use_grid_purchase_and_generated_from_onsite_renewable_systems_kbtu,weather_normalized_site_electricity_intensity_kwh_ft,indirect_ghg_emissions_metric_tons_co2e,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_density_number_per_1_000_sq_ft,multifamily_housing_number_of_bedrooms_density_number_per_1_000_sq_ft,multifamily_housing_number_of_residential_living_units_in_a_high_rise_building_density_number_per_1_000_sq_ft,urgent_care_clinic_other_outpatient_gross_floor_area_ft,refrigerated_warehouse_gross_floor_area_ft,net_emissions_metric_tons_co2e,direct_ghg_emissions_intensity_kgco2e_ft,automobile_dealership_gross_floor_area_ft,national_median_source_eui_kbtu_ft,alert_energy_meter_has_overlaps,medical_office_percent_that_can_be_heated
1633279,X068-0200105,2067852,Not Available,10466,94860.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,426.0,Not Available,0.0,Not Available,1.7,75,1,K-12 School,94860.0,Not Available,Not Available,Bronx,Not Available,No,Not Available,2008712.6,6.2,159.6,Not Available,Not Available,Not Available,Not Available,Not Available,653.4,5.2,Not Available,127.3,Ok,Not Available
1633742,"K126-J.H.S. 126, Brooklyn (0300022)",3067788,Not Available,11222,160800.0,Not Available,0.3,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,07/10/2018,Unable to Check (not enough data),01/2020,Not Available,Not Available,Not Available,499.0,"2014 (95), 2016 (99), 2018 (94)",0.0,Not Available,0.7,75,1,K-12 School,160800.0,Not Available,Not Available,Brooklyn,Not Available,No,Not Available,1420756.8,2.6,112.9,Not Available,Not Available,Not Available,Not Available,Not Available,327.5,1.3,Not Available,139.4,Ok,Not Available
1633142,K223-0300228,3125676,Not Available,11204,145200.0,Not Available,0.4,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,230.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,145200.0,276000,Not Available,Brooklyn,Not Available,Not Available,Not Available,1572972.9,3.2,125,Not Available,Not Available,Not Available,Not Available,Not Available,411.7,2,Not Available,139.8,Ok,Not Available
1634533,Q166-0400151,4008220,Not Available,11106,126125.0,Not Available,0.6,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,57.0,Not Available,0.0,Not Available,1.5,75,1,K-12 School,126125.0,458712,Not Available,Queens,Not Available,Not Available,Not Available,2357009.6,5.5,187.3,Not Available,Not Available,Not Available,Not Available,Not Available,542.4,2.8,Not Available,117.6,Ok,Not Available
1633649,Q415-0400242,4161735,Not Available,11364,348000.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,138501.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,348000.0,Not Available,Not Available,Queens,Not Available,No,Not Available,3944272.0,3.3,313.4,Not Available,Not Available,Not Available,Not Available,Not Available,1608.9,3.7,Not Available,141.1,Ok,Not Available
1634361,M046-0100062,1082090,Not Available,10039,112800.0,Not Available,0,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,24302.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,112800.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,1240330.2,3.2,98.6,Not Available,Not Available,Not Available,Not Available,Not Available,111.1,0.1,Not Available,93.7,Ok,Not Available
1674432,31 West Fifty Second,1071418,0.7596,10019,761476.0,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,70,Not Available,Ok,11/30/2020,No,Not Available,Not Available,44000,Not Available,104.0,"2009 (83), 2012 (88), 2013 (90), 2014 (77), 2015 (77), 2016 (79), 2017 (88), 2018 (89), 2019 (76), 2020 (79)",0.0,1918.63,4.2,75,1,Office,838129.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,39152802.4,14.1,3410.7,Not Available,Not Available,Not Available,Not Available,Not Available,3410.7,0,Not Available,213.1,Ok,Not Available
1548267,STATEN ISLAND (2006),5149742,Not Available,10309,143876.0,143876,0.3,Not Available,Not Available,STATEN IS,Not Available,Not Available,Not Available,Ok,07/08/2014,No,Not Available,Not Available,0,Not Available,226.0,2014 (79),0.0,Not Available,3.9,Not Available,1,Retail Store,449303.0,Not Available,Not Available,STATEN ISLAND,Not Available,Not Available,Not Available,6976362.9,14.2,554.4,Not Available,Not Available,Not Available,Not Available,Not Available,756.7,1.4,Not Available,213.9,Ok,Not Available
1633848,Q460-0400214,4113172,Not Available,11354,276250.0,Not Available,0,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,01/2020,Not Available,Not Available,Not Available,1161.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,276250.0,Not Available,Not Available,Queens,Not Available,No,Not Available,3760569.9,4.0,298.8,Not Available,Not Available,Not Available,Not Available,Not Available,1289.8,3.6,Not Available,138.8,Ok,Not Available
1634431,X884-0201223,2001027,Not Available,10451,126600.0,Not Available,0.3,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,08/2020,Not Available,Not Available,Not Available,63.0,Not Available,0.0,Not Available,2.2,75,1,K-12 School,126600.0,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,3439296.0,8.1,273.3,Not Available,Not Available,Not Available,Not Available,Not Available,417.7,1.1,Not Available,140.9,Ok,Not Available
1633374,K277-0300278,3242369,Not Available,11229,62400.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),02/2020,Not Available,Not Available,Not Available,666.0,Not Available,0.0,Not Available,1.3,75,1,K-12 School,62400.0,3545358.1,Not Available,Brooklyn,Not Available,No,Not Available,997532.3,4.7,79.3,Not Available,Not Available,Not Available,Not Available,Not Available,343.1,4.2,Not Available,109.8,Ok,Not Available
1634211,Q848-0400066,4081987,Not Available,11385,18000.0,Not Available,0.4,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),12/2020,Not Available,Not Available,Not Available,545.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,18000.0,97428,Not Available,Queens,Not Available,Not Available,Not Available,178167.8,3.0,14.2,Not Available,Not Available,Not Available,Not Available,Not Available,51.3,2.1,Not Available,71.1,Ok,Not Available
1633241,M117-0100108,1052433,Not Available,10029,192175.0,Not Available,0,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),10/2020,Not Available,Not Available,Not Available,170.0,Not Available,0.0,Not Available,1,75,1,K-12 School,192175.0,Not Available,Not Available,New York,Not Available,No,Not Available,2309241.6,3.5,183.5,Not Available,Not Available,Not Available,Not Available,Not Available,1077.1,4.6,Not Available,130.3,Ok,Not Available
1633610,K430-0300346,3058752,Not Available,11217,712800.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,33.0,Not Available,0.0,Not Available,1,75,1,K-12 School,712800.0,27502297.8,Not Available,Brooklyn,Not Available,No,Not Available,8983113.6,3.7,713.8,Not Available,Not Available,Not Available,Not Available,Not Available,2823.5,3,Not Available,117.2,Ok,Not Available
1634698,K255-0300258,3184034,Not Available,11229,91200.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,07/2020,Not Available,Not Available,Not Available,558.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,91200.0,Not Available,Not Available,Brooklyn,Not Available,No,Not Available,1083651.2,3.5,86.1,Not Available,Not Available,Not Available,Not Available,Not Available,448.0,4,Not Available,120.5,Ok,Not Available
1836460,M480-0100171,1083343,Not Available,10065,361820.0,Not Available,0,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,0,Not Available,118.0,Not Available,0.0,Not Available,4.3,75,1,K-12 School,361820.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,3761388.8,3.0,1572.2,Not Available,Not Available,Not Available,Not Available,Not Available,1576.0,0,Not Available,150.2,Ok,Not Available
1836745,K997-0301717,3180747,6.34058,11230,27600.0,Not Available,0.1,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,11/2020,Not Available,Not Available,Not Available,538.0,Not Available,0.0,300,4.8,75,1,Office,27600.0,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,1657003.7,17.8,131.7,Not Available,Not Available,Not Available,Not Available,Not Available,140.5,0.3,Not Available,281.6,Ok,Not Available
1634022,K328-0300311,3084283,Not Available,11207,108000.0,Not Available,0,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,03/2020,Not Available,Not Available,Not Available,1134.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,108000.0,Not Available,Not Available,Brooklyn,Not Available,No,Not Available,1149844.0,3.1,91.4,Not Available,Not Available,Not Available,Not Available,Not Available,455.2,3.4,Not Available,124.1,Ok,Not Available
1261475,250 Vesey Street,1000060,0.93828,10281,2016836.0,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,No,Ok,03/15/2021,No,Not Available,Not Available,143982,Not Available,31703.0,"2017 (78), 2018 (80), 2020 (77)",0.0,2600.52,5,72,1,Office,2169084.0,Not Available,Not Available,New York,Not Available,Not Available,Not Available,84870395.1,12.3,10186.5,Not Available,Not Available,Not Available,Not Available,Not Available,10341.2,Not Available,Not Available,210.1,Ok,Not Available
1634401,X036-0200073,2026706,Not Available,10472,85260.0,Not Available,0.5,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,78.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,85260.0,483000.2,Not Available,Bronx,Not Available,Not Available,Not Available,1142064.6,3.9,90.8,Not Available,Not Available,Not Available,Not Available,Not Available,315.7,2.6,Not Available,138.8,Ok,Not Available
1633052,M440-0100175,1013096,Not Available,10011,318200.0,Not Available,0.6,Not Available,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Ok,Not Available,No,06/2020,Not Available,Not Available,Not Available,89.0,Not Available,0.0,Not Available,1,75,1,K-12 School,318200.0,0,Not Available,New York,Not Available,Not Available,Not Available,3941542.4,3.6,313.2,Not Available,Not Available,Not Available,Not Available,Not Available,1148.5,2.6,Not Available,138.6,Ok,Not Available
1634032,Q010-0400010,4012664,Not Available,11103,111680.0,Not Available,0.5,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,07/2020,Not Available,Not Available,Not Available,151.0,Not Available,0.0,Not Available,1.2,75,1,K-12 School,111680.0,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,1681433.6,4.4,133.6,Not Available,Not Available,Not Available,Not Available,Not Available,351.5,2,Not Available,128.7,Ok,Not Available
1634739,Q146-0400132,4295163,Not Available,11414,98460.0,Not Available,0.3,Not Available,Not Available,QUEENS,Not Available,Not Available,Not Available,Ok,Not Available,No,10/2020,Not Available,Not Available,Not Available,884.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,98460.0,193227.6,Not Available,Queens,Not Available,Not Available,Not Available,1364800.0,4.1,108.5,Not Available,Not Available,Not Available,Not Available,Not Available,265.6,1.6,Not Available,105.2,Ok,Not Available
1633986,K196-0300198,3071024,Not Available,11206,128400.0,Not Available,0.5,Not Available,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,485.0,Not Available,0.0,Not Available,0.9,75,1,K-12 School,128400.0,0,Not Available,Brooklyn,Not Available,Not Available,Not Available,1380495.2,3.2,109.7,Not Available,Not Available,Not Available,Not Available,Not Available,393.4,2.2,Not Available,135.4,Ok,Not Available
1633016,X125-0200168,2025717,Not Available,10472,175325.0,Not Available,0,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,Not Available,Not Available,4001.0,Not Available,0.0,Not Available,0.8,75,1,K-12 School,175325.0,Not Available,Not Available,Bronx,Not Available,No,Not Available,1723742.4,2.9,137,Not Available,Not Available,Not Available,Not Available,Not Available,495.2,2,Not Available,116.8,Ok,Not Available
1634637,X032-0200070,2012409,Not Available,10458,107460.0,Not Available,0.4,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,No,09/2020,Not Available,0,Not Available,391.0,Not Available,0.0,Not Available,1.5,75,1,K-12 School,107460.0,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,2005710.1,5.5,159.4,Not Available,Not Available,Not Available,Not Available,Not Available,370.8,2,Not Available,110.9,Ok,Not Available
1633288,X085-0200124,2011054,Not Available,10458,131644.0,Not Available,0.5,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,Ok,Not Available,Unable to Check (not enough data),09/2020,Not Available,Not Available,Not Available,38302.0,Not Available,0.0,Not Available,1.1,75,1,K-12 School,131644.0,344999.9,Not Available,Bronx,Not Available,Not Available,Not Available,1815184.0,4.0,144.2,Not Available,Not Available,Not Available,Not Available,Not Available,465.6,2.4,Not Available,109.4,Ok,Not Available
