property_id,property_name,address_1,percent_of_recs_retained,weather_normalized_site,propane_use_kbtu,electricity_use_grid_purchase,last_modified_date_water,municipally_supplied_potable_1,hospital_general_medical,retail_store_walk_in,weather_normalized_site_energy,national_median_source_eui,fuel_oil_4_use_kbtu,year_built,movie_theater_gross_floor,alert_property_has_no_uses,data_center_it_energy,hotel_worker_density_number,restaurant_worker_density,hospital_general_medical_2,difference_from_national,hospital_general_medical_3,metered_areas_energy,water_use_all_water_sources,weather_normalized_site_1,self_storage_facility_gross,council_district,nyc_building_identification,manufacturing_industrial,avoided_emissions_onsite,green_power_offsite_kwh,data_center_pue,weather_normalized_source_1,financial_office_gross_floor,restaurant_weekly_operating,other_computer_density_number,data_center_ups_output_meter,senior_care_community_living,parent_property_id,estimated_data_flag_fuel_2,hospital_general_medical_7,mailing_center_post_office,hospital_general_medical_11,property_gfa_calculated_2,multifamily_housing_number_2,data_center_it_equipment
1634057,Q425-0400223,63-25 Main Street,Not Available,7.3,Not Available,8223193,Not Available,Not Available,Not Available,Not Available,27615264.3,139.8,15715469.3,1952,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-7,Not Available,Whole Building,Not Available,0.1,Not Available,24.0,4439900,Not Available,Not Available,0,Not Available,42751829.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633610,K430-0300346,29 Fort Greene Place,Not Available,4.4,Not Available,10757353.4,Not Available,Not Available,Not Available,Not Available,69925248.6,119.4,55979803,1932,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,4.1,Not Available,Whole Building,Not Available,0,Not Available,35.0,3058752,Not Available,Not Available,0,Not Available,89953747.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1327499,Times Square Tower,7 Times Square,Not Available,15.5,Not Available,63247539,02/15/2019 10:49 AM EST,21454.6,Not Available,0,77464683,193.5,Not Available,2003,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-15.1,Not Available,Whole Building,21454.6,Not Available,Not Available,3.0,1086069,Not Available,Not Available,0,Not Available,193546718,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633437,Q130-0401029,200-01 42nd Avenue,Not Available,7,Not Available,1822553.9,Not Available,Not Available,Not Available,Not Available,4783434.9,121.3,2885748.5,1924,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-13.1,Not Available,Whole Building,Not Available,0,Not Available,19.0,4137034,Not Available,Not Available,0,Not Available,8096646,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634527,Q153-0400140,60-02 60th Lane,Not Available,7,Not Available,3289168.1,Not Available,Not Available,Not Available,Not Available,10457843.3,130.8,Not Available,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-8.3,Not Available,Whole Building,Not Available,0.5,Not Available,30.0,4060987,Not Available,Not Available,0,Not Available,16736779.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634036,Q031-0400029,211-45 46th Road,Not Available,7.1,Not Available,1649224.3,Not Available,Not Available,Not Available,Not Available,Not Available,89.4,1346995.9,1939,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,72.6,Not Available,Whole Building,Not Available,0,Not Available,19.0,4156949,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1151970,1133,1133 Avenue of the Americas,Not Available,15.9,Not Available,53444479.7,Not Available,Not Available,Not Available,0,74320696.2,237.3,Not Available,1968,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-25.8,Not Available,Whole Building,Not Available,0.2,Not Available,4.0,1080824,Not Available,Not Available,0,Not Available,170635477.4,118576,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,44888,Not Available,Not Available
1633267,X026-0200062,1930 Andrews Avenue,Not Available,5.4,Not Available,2737788.8,Not Available,Not Available,Not Available,Not Available,7860689.9,136.1,Not Available,1900,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-36.6,Not Available,Whole Building,Not Available,0.3,Not Available,14.0,2014692,Not Available,Not Available,0,Not Available,13044854.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633504,X859-0200057,2246 Jerome Avenue,Not Available,5.9,Not Available,804686,Not Available,Not Available,Not Available,Not Available,1605033.7,138.1,Not Available,1927,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-44.5,Not Available,Whole Building,Not Available,0.2,Not Available,14.0,2014062,Not Available,Not Available,0,Not Available,3093485.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633391,K615-0300350,1 Wells Street,Not Available,5.5,Not Available,3962696.8,Not Available,Not Available,Not Available,Not Available,15825064.4,135.8,12113912.3,1940,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-18.5,Not Available,Whole Building,Not Available,0,Not Available,37.0,3327249,Not Available,Not Available,0,Not Available,23083671.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633541,K026-0300051,1010 Lafayette Avenue,Not Available,3.9,Not Available,1966676.8,Not Available,Not Available,Not Available,Not Available,7390940.8,118.4,Not Available,1955,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-37.4,Not Available,Whole Building,Not Available,0.4,Not Available,36.0,3393805,Not Available,Not Available,0,Not Available,11202172.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633352,Q113-0400100,87-21 79th Avenue,Not Available,17.7,Not Available,5857721.4,Not Available,Not Available,Not Available,Not Available,10038503.8,118.9,Not Available,1928,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,79.1,Not Available,Whole Building,Not Available,0.4,Not Available,30.0,4094055,Not Available,Not Available,0,Not Available,20778745.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633193,Q217-0400185,85-05 144th Street,Not Available,5.5,Not Available,2862258.7,Not Available,Not Available,Not Available,Not Available,Not Available,112.7,Not Available,1958,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-12.8,Not Available,Whole Building,Not Available,0,Not Available,24.0,4208124,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634608,M087-0100087,160 West 78th Street,Not Available,3.9,Not Available,1417754.2,Not Available,Not Available,Not Available,Not Available,6064727.9,113.7,4485456,1954,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-30,Not Available,Whole Building,Not Available,0,Not Available,6.0,1030196,Not Available,Not Available,0,Not Available,8663192.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633683,X107-0200150,1695 Seward Avenue,Not Available,4.6,Not Available,1408473.6,Not Available,Not Available,Not Available,Not Available,6489753.7,105.3,Not Available,1936,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-2.2,Not Available,Whole Building,Not Available,0.5,Not Available,18.0,2021972,Not Available,Not Available,0,Not Available,9256990.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634492,K209-0300212,2609 East 7th Street,Not Available,4.5,Not Available,1281001.3,Not Available,Not Available,Not Available,Not Available,6425130.8,118.5,Not Available,1931,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-8,Not Available,Whole Building,Not Available,0.5,Not Available,48.0,3196224,Not Available,Not Available,0,Not Available,8960539.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633342,Q088-0400079,60-85 Catalpa Avenue,Not Available,5.6,Not Available,2483935.9,Not Available,Not Available,Not Available,Not Available,9064647.8,113.3,Not Available,1908,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-6.2,Not Available,Whole Building,Not Available,0.4,Not Available,30.0,4085173,Not Available,Not Available,0,Not Available,13824124.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1634729,K069-0301725,6302 9th Avenue,Not Available,11.4,Not Available,4390561.6,Not Available,Not Available,Not Available,Not Available,10766595,114.2,Not Available,2000,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,50.1,Not Available,Whole Building,Not Available,0.5,Not Available,38.0,3387646,Not Available,Not Available,0,Not Available,18798585.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633736,X989-0201285,2007 Mapes Avenue,Not Available,10.8,Not Available,355666.9,Not Available,Not Available,Not Available,Not Available,648824,519.7,Not Available,1994,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-73.8,Not Available,Whole Building,Not Available,0.3,Not Available,17.0,2012934,Not Available,Not Available,0,Not Available,1299162,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633441,Q254-0401496,84-40 101st Street,Not Available,12.7,Not Available,4249987.3,Not Available,Not Available,Not Available,Not Available,9737436.1,122.3,Not Available,2002,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,47.4,Not Available,Whole Building,Not Available,0.5,Not Available,32.0,4191296,Not Available,Not Available,0,Not Available,17642465.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633905,M495-0100128,230 East 105 Street,Not Available,4.1,Not Available,926972.2,Not Available,Not Available,Not Available,Not Available,2458872,139.7,Not Available,1954,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-55.1,Not Available,Whole Building,Not Available,0,Not Available,8.0,1075643,Not Available,Not Available,0,Not Available,4142745,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1633806,K270-0300271,241 Emerson Place,Not Available,3.7,Not Available,1085016,Not Available,Not Available,Not Available,Not Available,6870948.6,107.7,5651338.8,1986,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,-6,Not Available,Whole Building,Not Available,0,Not Available,35.0,3331567,Not Available,Not Available,0,Not Available,8882160.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
