dbn,p_q4d_5,p_q5a,p_q2d_5,p_q1_7,p_q4c_3,p_q3c_4,p_q8e_2,p_q8b_4,p_q2i_5,p_q12ad,n_t,p_q4b_2,p_q4e_2,p_q11e_3,p_q11c_2,p_q11c,p_q11a,p_q2f_1,p_q9_10,p_q3d_2,p_q2e_4,p_q6_3,p_q7c_5,p_q8c_3,p_q8c_4,p_q8f,p_q2c_4,p_q3d_4,p_q1_9,p_q7b_1,p_q7d_4,p_q4b,p_q11e_2,p_q5,p_q12ab_1,p_q12aa_4,p_q5i,p_q2b_4,p_q8f_3,p_q4b_3,p_q3b_3,p_q2h_5,p_q11c_3,p_q10j,eng_tot_10,p_q2d,p_q2c_2,saf_t_10,p_q12aa_5,p_q11b_2,nr_s,p_q4c_4,p_q12ac,p_q12aa_2,p_q5f,p_q8f_4,p_q4b_1,p_q2f_4,principal,p_q4d_1,p_q3a_3,p_q2c,p_q4c,p_q11b_3,p_q3a_2,p_q11a_4,p_q9_1,p_q7a_4,p_q11e_4,p_q2d_2,studentsurvey,p_q2h_4,p_q11b_4,p_q8d_2,p_q7a,p_q7c_3,p_q2f,com_s_10,p_q11c_4,p_q7b_5,rr_s,p_q3a_4,p_q8a_4,p_q2b_5,p_q5c,p_q9_6,p_q12aa_1,p_q11a_2,p_q1_5,p_q9_4,p_q4d_4,saf_s_10,p_q3a,p_q3c_5,p_q7a_1,p_q8a_5,p_q4a_3,p_q11f_3,p_q12bd,p_q10e,p_q7d_3,p_q4a
17K241,4.0,48.0,3.0,10.0,6.0,3.0,1.0,3.0,8.0,,21.0,50.0,,3.0,50.0,7.9,8.7,50.0,2.0,24.0,0.0,14.0,10.0,0.0,0.0,9.9,1.0,6.0,0.0,44.0,1.0,8.3,48.0,8.1,16.0,3.0,12.0,1.0,0.0,4.0,14.0,0.0,5.0,52.0,7.6,8.3,53.0,7.8,20.0,46.0,,1.0,,49.0,48.0,0.0,44.0,0.0,Philip A. Dominique,49.0,14.0,7.5,8.5,8.0,27.0,1.0,6.0,0.0,1.0,45.0,No,3.0,1.0,8.0,8.3,6.0,8.2,,1.0,3.0,,4.0,8.0,1.0,17.0,5.0,16.0,33.0,16.0,11.0,1.0,,7.5,2.0,43.0,36.0,2.0,4.0,,11.0,4.0,8.6
11X455,7.0,21.0,1.0,1.0,13.0,12.0,10.0,7.0,4.0,,50.0,52.0,43.0,20.0,52.0,6.5,7.1,36.0,1.0,24.0,3.0,13.0,11.0,3.0,3.0,5.9,4.0,18.0,1.0,26.0,5.0,7.0,52.0,6.9,14.0,8.0,33.0,4.0,7.0,14.0,25.0,0.0,18.0,50.0,6.8,7.6,54.0,6.8,20.0,55.0,2052.0,6.0,,38.0,17.0,15.0,25.0,5.0,Sana Nasser,29.0,30.0,7.2,7.0,17.0,27.0,2.0,6.0,6.0,5.0,57.0,Yes,8.0,4.0,14.0,7.0,12.0,7.3,6.4,5.0,4.0,73.0,8.0,13.0,2.0,10.0,11.0,15.0,59.0,0.0,2.0,4.0,6.4,5.4,15.0,24.0,28.0,7.0,14.0,,10.0,7.0,7.6
09X323,0.0,34.0,0.0,0.0,2.0,19.0,2.0,4.0,4.0,,23.0,41.0,,4.0,53.0,7.7,8.2,53.0,1.0,32.0,2.0,6.0,9.0,3.0,2.0,8.6,1.0,9.0,34.0,37.0,1.0,8.7,56.0,7.1,17.0,1.0,29.0,2.0,3.0,1.0,11.0,0.0,4.0,66.0,6.7,8.1,49.0,6.6,12.0,54.0,485.0,1.0,,49.0,19.0,2.0,55.0,2.0,KAMAR SAMUELS,57.0,20.0,7.8,8.7,6.0,22.0,1.0,4.0,3.0,1.0,41.0,Yes,5.0,3.0,18.0,7.8,4.0,8.2,5.6,2.0,2.0,77.0,8.0,14.0,1.0,3.0,9.0,23.0,47.0,0.0,1.0,2.0,6.1,6.6,19.0,35.0,38.0,4.0,3.0,,6.0,1.0,8.4
08X377,0.0,37.0,0.0,0.0,2.0,2.0,18.0,5.0,0.0,,6.0,48.0,40.0,2.0,45.0,8.3,8.6,55.0,0.0,34.0,4.0,12.0,2.0,7.0,2.0,8.8,3.0,4.0,0.0,51.0,6.0,8.7,48.0,7.3,14.0,2.0,25.0,2.0,4.0,2.0,17.0,2.0,0.0,42.0,7.3,8.2,54.0,6.7,11.0,47.0,157.0,2.0,,47.0,14.0,2.0,50.0,3.0,MATTHEW ROBERTS,61.0,8.0,7.9,8.4,0.0,36.0,2.0,12.0,2.0,2.0,42.0,Yes,3.0,2.0,25.0,8.6,2.0,8.3,7.0,2.0,4.0,68.0,5.0,3.0,0.0,10.0,7.0,27.0,36.0,0.0,12.0,0.0,7.8,8.0,5.0,51.0,10.0,0.0,2.0,,17.0,6.0,9.0
06M008,2.0,49.0,0.0,20.0,4.0,5.0,2.0,1.0,4.0,,44.0,39.0,,4.0,33.0,8.6,8.9,67.0,1.0,32.0,1.0,6.0,2.0,1.0,1.0,9.9,1.0,6.0,0.0,69.0,0.0,8.8,37.0,7.9,40.0,3.0,16.0,1.0,1.0,1.0,7.0,1.0,4.0,56.0,8.2,9.0,35.0,8.5,7.0,35.0,,0.0,,44.0,17.0,0.0,58.0,1.0,Rafaela Landin,56.0,11.0,8.6,8.7,6.0,30.0,0.0,4.0,0.0,0.0,27.0,No,1.0,2.0,3.0,9.1,2.0,8.8,,1.0,0.0,,6.0,2.0,0.0,18.0,9.0,39.0,26.0,15.0,6.0,1.0,,8.0,3.0,67.0,20.0,2.0,4.0,,6.0,1.0,8.8
05M692,4.0,21.0,5.0,0.0,8.0,8.0,15.0,1.0,6.0,,35.0,30.0,40.0,11.0,52.0,7.7,8.4,59.0,0.0,21.0,1.0,11.0,9.0,0.0,0.0,9.9,0.0,18.0,0.0,51.0,1.0,8.7,51.0,8.4,8.0,5.0,48.0,0.0,0.0,5.0,28.0,5.0,7.0,52.0,7.3,8.5,42.0,8.5,42.0,48.0,420.0,1.0,,35.0,36.0,0.0,62.0,0.0,William Dugan,65.0,37.0,7.9,8.1,6.0,26.0,1.0,10.0,0.0,0.0,38.0,Yes,2.0,1.0,10.0,8.8,2.0,8.5,6.3,1.0,1.0,91.0,17.0,1.0,3.0,4.0,8.0,6.0,39.0,0.0,20.0,0.0,7.4,5.6,4.0,55.0,25.0,4.0,5.0,,36.0,4.0,9.1
09X443,4.0,68.0,2.0,0.0,3.0,4.0,0.0,2.0,2.0,,14.0,28.0,,5.0,33.0,8.7,9.3,68.0,0.0,20.0,0.0,7.0,3.0,0.0,1.0,9.6,2.0,1.0,0.0,60.0,1.0,9.1,39.0,8.2,33.0,0.0,8.0,0.0,0.0,2.0,11.0,1.0,4.0,53.0,7.5,8.7,35.0,7.4,20.0,35.0,,0.0,,38.0,12.0,3.0,69.0,0.0,Pamela Lee,60.0,9.0,8.5,9.1,5.0,19.0,0.0,4.0,1.0,0.0,29.0,No,0.0,0.0,5.0,8.9,5.0,8.9,,0.0,1.0,,8.0,4.0,0.0,12.0,11.0,35.0,22.0,0.0,5.0,0.0,,8.3,3.0,65.0,20.0,3.0,2.0,,3.0,1.0,8.8
06M321,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,2.0,,0.0,2.0,9.9,9.9,99.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,45.0,98.0,0.0,10.0,2.0,9.9,95.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,8.7,10.0,1.0,8.1,0.0,2.0,180.0,0.0,,4.0,77.0,0.0,98.0,0.0,Pamela Russell-Glover,98.0,0.0,10.0,9.9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,Yes,0.0,0.0,0.0,10.0,0.0,10.0,6.8,0.0,0.0,94.0,0.0,0.0,0.0,83.0,0.0,96.0,2.0,0.0,4.0,0.0,8.1,10.0,0.0,98.0,0.0,0.0,0.0,,36.0,0.0,10.0
13K439,4.0,43.0,1.0,0.0,1.0,11.0,8.0,4.0,4.0,,26.0,51.0,49.0,5.0,54.0,7.8,8.1,52.0,0.0,33.0,2.0,5.0,4.0,3.0,2.0,9.5,1.0,12.0,0.0,45.0,2.0,7.9,53.0,7.5,24.0,1.0,47.0,1.0,1.0,7.0,19.0,2.0,4.0,41.0,7.9,8.3,45.0,8.3,13.0,49.0,404.0,1.0,,58.0,33.0,1.0,37.0,1.0,PAMELA TARANTO,44.0,19.0,8.3,8.3,2.0,38.0,2.0,7.0,0.0,2.0,44.0,Yes,2.0,2.0,19.0,8.6,2.0,8.3,6.9,2.0,4.0,96.0,10.0,3.0,2.0,28.0,6.0,23.0,50.0,0.0,10.0,1.0,7.5,7.0,7.0,51.0,24.0,3.0,2.0,,16.0,5.0,8.2
02M407,4.0,55.0,4.0,0.0,6.0,5.0,27.0,1.0,2.0,,24.0,38.0,30.0,7.0,41.0,7.9,8.8,62.0,7.0,30.0,0.0,7.0,8.0,0.0,1.0,9.3,0.0,12.0,19.0,26.0,1.0,8.5,47.0,9.2,4.0,17.0,46.0,2.0,1.0,6.0,18.0,1.0,10.0,51.0,8.3,9.2,45.0,8.5,53.0,36.0,486.0,1.0,,13.0,46.0,2.0,54.0,1.0,JOHN PETTINATO,51.0,30.0,8.1,8.4,5.0,24.0,0.0,2.0,0.0,1.0,22.0,Yes,1.0,1.0,19.0,8.7,7.0,8.6,7.4,1.0,2.0,89.0,4.0,2.0,1.0,5.0,13.0,3.0,28.0,0.0,25.0,1.0,7.2,7.5,2.0,55.0,12.0,2.0,2.0,,41.0,11.0,9.0
10X399,2.0,34.0,0.0,0.0,2.0,12.0,2.0,7.0,7.0,,23.0,41.0,,6.0,62.0,7.8,8.1,59.0,0.0,21.0,0.0,9.0,5.0,2.0,6.0,7.5,0.0,5.0,41.0,40.0,4.0,8.4,54.0,6.8,27.0,5.0,13.0,0.0,4.0,3.0,5.0,0.0,2.0,57.0,6.9,8.6,48.0,6.1,7.0,50.0,446.0,2.0,,49.0,31.0,9.0,52.0,0.0,ANGELO LEDDA,48.0,9.0,8.3,8.4,11.0,39.0,2.0,7.0,11.0,0.0,41.0,Yes,0.0,0.0,9.0,6.9,13.0,8.6,6.1,0.0,2.0,85.0,7.0,20.0,2.0,5.0,5.0,30.0,47.0,0.0,9.0,5.0,6.1,7.5,13.0,25.0,24.0,4.0,7.0,,10.0,2.0,8.5
16K057,3.0,38.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,,25.0,32.0,,1.0,32.0,8.8,8.7,62.0,1.0,32.0,0.0,1.0,0.0,3.0,1.0,9.4,2.0,3.0,32.0,58.0,0.0,9.1,36.0,7.5,23.0,3.0,16.0,2.0,2.0,0.0,10.0,1.0,3.0,33.0,8.2,8.7,43.0,7.7,16.0,40.0,238.0,1.0,,47.0,15.0,0.0,66.0,2.0,Celeste Douglas,61.0,11.0,8.3,8.9,2.0,31.0,0.0,7.0,1.0,0.0,28.0,Yes,0.0,0.0,8.0,8.7,0.0,8.6,6.8,0.0,1.0,87.0,5.0,7.0,0.0,43.0,3.0,33.0,39.0,0.0,1.0,0.0,7.4,8.2,2.0,57.0,21.0,1.0,1.0,,4.0,1.0,9.2
05M036,3.0,57.0,1.0,0.0,3.0,2.0,1.0,4.0,5.0,,44.0,39.0,,1.0,39.0,8.4,8.9,61.0,0.0,28.0,0.0,6.0,3.0,1.0,1.0,9.8,0.0,4.0,0.0,62.0,0.0,8.8,39.0,8.3,24.0,2.0,8.0,1.0,0.0,1.0,13.0,1.0,3.0,56.0,7.7,9.0,41.0,7.6,15.0,43.0,,1.0,,50.0,43.0,1.0,58.0,0.0,Cynthia Mullins-Simmons,59.0,12.0,8.5,8.7,3.0,26.0,0.0,4.0,0.0,0.0,30.0,No,1.0,0.0,5.0,9.0,2.0,8.7,,1.0,1.0,,2.0,3.0,0.0,44.0,6.0,25.0,30.0,16.0,10.0,0.0,,8.5,1.0,62.0,23.0,1.0,2.0,,10.0,0.0,8.9
06M153,2.0,45.0,0.0,11.0,3.0,4.0,2.0,3.0,3.0,,67.0,41.0,,4.0,39.0,8.3,8.9,61.0,1.0,30.0,1.0,5.0,4.0,1.0,2.0,9.7,1.0,5.0,0.0,62.0,1.0,8.6,41.0,7.8,28.0,6.0,15.0,1.0,1.0,3.0,12.0,1.0,4.0,50.0,8.2,8.7,42.0,8.1,15.0,37.0,,0.0,,39.0,34.0,1.0,53.0,1.0,Karen Bailey,54.0,13.0,8.4,8.7,6.0,29.0,1.0,7.0,1.0,0.0,35.0,No,1.0,1.0,7.0,8.7,4.0,8.6,,1.0,1.0,,6.0,5.0,1.0,28.0,10.0,30.0,25.0,16.0,7.0,1.0,,8.0,4.0,56.0,28.0,2.0,3.0,,10.0,2.0,8.6
02M460,0.0,9.0,1.0,0.0,2.0,3.0,6.0,2.0,1.0,,84.0,42.0,38.0,2.0,42.0,8.5,8.4,61.0,1.0,33.0,0.0,4.0,1.0,1.0,2.0,9.2,0.0,3.0,0.0,54.0,2.0,8.7,43.0,6.1,37.0,2.0,31.0,0.0,1.0,3.0,6.0,0.0,1.0,41.0,7.2,8.6,41.0,6.9,3.0,41.0,1380.0,0.0,,51.0,15.0,2.0,55.0,0.0,Bernardo Ascona,57.0,5.0,8.5,8.7,4.0,31.0,0.0,3.0,1.0,0.0,38.0,Yes,1.0,1.0,9.0,8.7,1.0,8.6,5.7,0.0,0.0,75.0,1.0,3.0,0.0,5.0,1.0,38.0,42.0,0.0,1.0,0.0,5.9,8.5,1.0,57.0,11.0,2.0,2.0,,14.0,3.0,8.8
02M276,3.0,89.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,6.0,51.0,,3.0,27.0,8.4,9.2,44.0,0.0,22.0,3.0,0.0,8.0,0.0,0.0,10.0,3.0,5.0,0.0,78.0,0.0,8.3,24.0,9.6,12.0,0.0,38.0,3.0,0.0,5.0,16.0,8.0,11.0,62.0,9.2,9.2,38.0,9.4,43.0,41.0,,3.0,,37.0,3.0,0.0,43.0,3.0,Terri Ruyter,44.0,8.0,8.3,8.1,0.0,24.0,0.0,3.0,0.0,3.0,16.0,No,3.0,0.0,0.0,9.5,0.0,7.9,,0.0,0.0,,0.0,0.0,0.0,32.0,9.0,11.0,19.0,0.0,6.0,0.0,,9.0,0.0,81.0,11.0,5.0,0.0,,41.0,7.0,8.3
04M206,4.0,57.0,0.0,32.0,6.0,2.0,3.0,3.0,2.0,,27.0,45.0,,4.0,38.0,8.3,8.6,57.0,1.0,31.0,1.0,7.0,4.0,0.0,2.0,9.7,0.0,4.0,0.0,58.0,0.0,8.4,44.0,8.7,22.0,10.0,29.0,1.0,0.0,4.0,12.0,0.0,6.0,48.0,7.5,8.6,48.0,6.9,16.0,43.0,,1.0,,40.0,58.0,1.0,49.0,1.0,Myrna Rodriguez,50.0,14.0,8.1,8.3,7.0,29.0,2.0,2.0,0.0,0.0,37.0,No,4.0,2.0,8.0,8.9,1.0,8.4,,1.0,2.0,,2.0,4.0,0.0,47.0,5.0,23.0,35.0,36.0,8.0,1.0,,8.2,3.0,61.0,21.0,2.0,2.0,,11.0,1.0,8.7
18K635,0.0,30.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,,12.0,40.0,40.0,11.0,50.0,6.3,8.3,50.0,0.0,60.0,0.0,22.0,11.0,11.0,0.0,8.7,0.0,10.0,0.0,10.0,0.0,8.3,78.0,7.9,0.0,0.0,30.0,0.0,10.0,10.0,22.0,0.0,30.0,30.0,7.8,8.0,50.0,7.5,38.0,50.0,172.0,0.0,,50.0,20.0,0.0,50.0,0.0,Seth Schoenfeld,33.0,29.0,7.4,6.5,10.0,43.0,0.0,0.0,0.0,0.0,60.0,Yes,0.0,10.0,10.0,7.8,0.0,8.0,7.0,0.0,0.0,74.0,14.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,40.0,0.0,7.8,6.4,0.0,30.0,30.0,10.0,10.0,,0.0,0.0,8.8
13K054,1.0,59.0,0.0,17.0,7.0,5.0,3.0,0.0,0.0,,24.0,54.0,,4.0,60.0,7.7,8.4,43.0,1.0,37.0,0.0,7.0,11.0,1.0,2.0,9.6,0.0,8.0,0.0,32.0,0.0,8.2,57.0,9.2,26.0,1.0,24.0,0.0,1.0,3.0,13.0,0.0,4.0,48.0,7.9,8.4,52.0,7.4,22.0,45.0,,2.0,,40.0,57.0,1.0,40.0,0.0,Lorna Khan,40.0,14.0,7.8,8.0,9.0,31.0,0.0,9.0,1.0,2.0,41.0,No,1.0,2.0,9.0,8.3,5.0,8.0,,0.0,4.0,,4.0,8.0,0.0,64.0,6.0,29.0,38.0,14.0,6.0,1.0,,8.0,1.0,41.0,30.0,4.0,5.0,,5.0,1.0,8.3
10X477,2.0,28.0,2.0,0.0,3.0,11.0,3.0,1.0,5.0,,31.0,47.0,45.0,4.0,48.0,8.2,8.3,58.0,1.0,25.0,1.0,8.0,5.0,1.0,1.0,9.4,1.0,13.0,0.0,42.0,1.0,8.3,56.0,7.7,24.0,2.0,23.0,1.0,0.0,4.0,17.0,1.0,2.0,36.0,7.2,8.4,45.0,8.0,17.0,49.0,436.0,1.0,,45.0,9.0,1.0,45.0,1.0,KIRSTEN LARSON,49.0,21.0,8.2,8.4,3.0,30.0,0.0,7.0,0.0,0.0,40.0,Yes,3.0,0.0,13.0,8.4,3.0,8.5,6.5,0.0,3.0,92.0,11.0,3.0,0.0,14.0,5.0,27.0,47.0,0.0,8.0,1.0,7.4,6.7,9.0,46.0,28.0,1.0,0.0,,13.0,4.0,8.7
20K176,12.0,41.0,1.0,18.0,6.0,11.0,1.0,2.0,10.0,,41.0,59.0,,9.0,66.0,7.1,7.9,33.0,1.0,28.0,0.0,10.0,7.0,2.0,1.0,9.8,1.0,20.0,0.0,32.0,1.0,7.5,67.0,7.7,11.0,2.0,13.0,2.0,0.0,7.0,20.0,2.0,9.0,47.0,7.8,7.6,59.0,8.8,23.0,64.0,,2.0,,51.0,40.0,1.0,25.0,1.0,Elizabeth Culkin,27.0,20.0,7.6,7.8,9.0,31.0,2.0,4.0,0.0,1.0,57.0,No,2.0,2.0,9.0,8.3,4.0,7.6,,1.0,3.0,,16.0,3.0,1.0,6.0,8.0,14.0,51.0,16.0,11.0,2.0,,6.5,5.0,38.0,25.0,6.0,7.0,,28.0,1.0,7.6
10X095,2.0,30.0,0.0,10.0,1.0,5.0,3.0,2.0,3.0,,23.0,46.0,,3.0,47.0,8.1,8.7,53.0,0.0,35.0,1.0,8.0,5.0,1.0,1.0,9.5,0.0,6.0,11.0,48.0,1.0,8.5,49.0,7.9,26.0,2.0,10.0,1.0,1.0,3.0,15.0,1.0,3.0,40.0,6.7,8.3,47.0,6.1,17.0,45.0,466.0,1.0,,43.0,24.0,1.0,50.0,1.0,Serge Marshall Davis,51.0,19.0,8.2,8.7,5.0,32.0,1.0,6.0,0.0,1.0,45.0,Yes,2.0,0.0,9.0,8.5,4.0,8.3,5.8,1.0,1.0,97.0,5.0,4.0,0.0,45.0,9.0,28.0,35.0,10.0,3.0,0.0,5.9,7.5,3.0,49.0,26.0,1.0,2.0,,7.0,3.0,8.7
02M041,4.0,84.0,1.0,17.0,7.0,2.0,1.0,2.0,3.0,,45.0,45.0,,6.0,39.0,8.2,8.9,55.0,2.0,28.0,1.0,4.0,8.0,0.0,1.0,10.0,2.0,10.0,0.0,65.0,1.0,8.2,39.0,9.5,4.0,8.0,30.0,3.0,0.0,6.0,18.0,3.0,4.0,60.0,8.5,9.3,38.0,8.9,51.0,44.0,,1.0,,23.0,69.0,0.0,46.0,1.0,Kelly Shannon,44.0,7.0,8.0,8.2,5.0,44.0,1.0,2.0,0.0,1.0,22.0,No,3.0,2.0,12.0,9.3,2.0,8.3,,2.0,0.0,,1.0,3.0,1.0,69.0,3.0,4.0,21.0,17.0,3.0,1.0,,8.5,1.0,73.0,18.0,5.0,6.0,,31.0,1.0,8.4
07X018,4.0,49.0,0.0,18.0,4.0,4.0,3.0,2.0,1.0,,31.0,59.0,,5.0,54.0,7.9,8.2,39.0,1.0,26.0,0.0,8.0,2.0,2.0,1.0,9.7,2.0,15.0,0.0,39.0,2.0,8.2,54.0,7.4,20.0,1.0,11.0,0.0,1.0,2.0,15.0,1.0,4.0,51.0,6.6,8.1,57.0,6.2,8.0,54.0,,0.0,,60.0,18.0,0.0,37.0,1.0,Jeanene Worrell-Breeden,39.0,23.0,7.6,8.3,7.0,29.0,0.0,3.0,0.0,0.0,54.0,No,1.0,0.0,6.0,8.3,4.0,7.8,,1.0,1.0,,11.0,6.0,0.0,13.0,5.0,24.0,49.0,19.0,11.0,1.0,,6.9,3.0,37.0,23.0,2.0,4.0,,4.0,1.0,8.3
11X021,4.0,38.0,2.0,15.0,6.0,6.0,2.0,3.0,8.0,,45.0,50.0,,4.0,50.0,7.7,8.4,45.0,1.0,29.0,0.0,21.0,6.0,2.0,2.0,9.3,2.0,10.0,0.0,34.0,2.0,8.0,53.0,7.2,16.0,5.0,11.0,1.0,2.0,7.0,11.0,1.0,10.0,48.0,7.6,8.3,52.0,7.1,16.0,45.0,,1.0,,48.0,21.0,2.0,40.0,0.0,Joyce Coleman,39.0,18.0,7.6,8.1,12.0,26.0,1.0,4.0,3.0,1.0,46.0,No,2.0,2.0,9.0,7.6,7.0,8.0,,0.0,1.0,,10.0,18.0,0.0,14.0,4.0,18.0,35.0,8.0,9.0,1.0,,6.6,5.0,34.0,21.0,6.0,7.0,,11.0,3.0,8.2
10X397,3.0,25.0,0.0,0.0,0.0,10.0,3.0,2.0,0.0,,3.0,56.0,40.0,0.0,48.0,8.2,8.2,47.0,0.0,24.0,0.0,6.0,0.0,5.0,2.0,9.0,0.0,19.0,0.0,43.0,0.0,8.3,55.0,6.6,32.0,0.0,21.0,0.0,5.0,2.0,20.0,0.0,3.0,59.0,8.0,8.7,53.0,8.5,9.0,48.0,160.0,0.0,,58.0,24.0,2.0,41.0,0.0,Norma Vega,57.0,28.0,8.2,8.8,2.0,26.0,0.0,4.0,2.0,0.0,34.0,Yes,0.0,0.0,16.0,8.3,5.0,8.2,6.7,0.0,0.0,78.0,7.0,2.0,0.0,43.0,9.0,27.0,55.0,0.0,2.0,0.0,7.6,7.3,8.0,49.0,25.0,0.0,2.0,,10.0,3.0,8.7
20K187,9.0,59.0,1.0,0.0,6.0,6.0,1.0,1.0,9.0,,51.0,51.0,,6.0,64.0,7.6,7.9,46.0,2.0,20.0,0.0,3.0,6.0,1.0,0.0,9.9,0.0,18.0,30.0,40.0,0.0,8.2,65.0,8.9,14.0,2.0,21.0,0.0,0.0,3.0,22.0,6.0,3.0,44.0,7.9,8.3,59.0,9.1,23.0,61.0,995.0,0.0,,50.0,57.0,0.0,39.0,0.0,Justin Berman,40.0,25.0,7.8,7.9,7.0,33.0,0.0,2.0,0.0,0.0,46.0,Yes,2.0,0.0,12.0,8.7,2.0,8.1,6.0,0.0,3.0,100.0,9.0,1.0,3.0,8.0,4.0,17.0,59.0,0.0,6.0,0.0,7.8,7.0,3.0,52.0,23.0,2.0,2.0,,38.0,1.0,8.5
18K235,3.0,50.0,3.0,11.0,12.0,10.0,0.0,2.0,8.0,,36.0,42.0,,10.0,52.0,7.2,7.8,45.0,1.0,29.0,0.0,18.0,8.0,1.0,0.0,10.0,3.0,15.0,11.0,32.0,1.0,8.2,50.0,7.6,8.0,6.0,18.0,1.0,0.0,8.0,22.0,2.0,13.0,56.0,7.0,8.6,50.0,7.5,24.0,52.0,278.0,3.0,,42.0,18.0,0.0,48.0,2.0,LISA SOLITARIO,46.0,22.0,7.3,7.8,16.0,29.0,2.0,2.0,0.0,1.0,41.0,Yes,5.0,3.0,9.0,8.0,7.0,7.9,5.8,2.0,2.0,97.0,17.0,9.0,0.0,46.0,8.0,9.0,46.0,15.0,11.0,3.0,6.8,6.1,2.0,33.0,33.0,5.0,10.0,,21.0,4.0,8.5
02M001,17.0,43.0,0.0,15.0,2.0,11.0,0.0,1.0,5.0,,25.0,61.0,,6.0,69.0,7.5,8.1,33.0,0.0,27.0,0.0,7.0,5.0,1.0,2.0,10.0,1.0,15.0,0.0,29.0,0.0,7.8,71.0,7.9,7.0,3.0,21.0,1.0,0.0,4.0,15.0,1.0,3.0,55.0,6.7,8.2,62.0,6.6,19.0,65.0,,0.0,,55.0,29.0,0.0,27.0,1.0,Amy Hom,25.0,26.0,7.5,8.1,8.0,36.0,0.0,11.0,1.0,1.0,52.0,No,2.0,0.0,7.0,8.1,3.0,7.6,,1.0,2.0,,12.0,2.0,0.0,24.0,5.0,8.0,52.0,9.0,8.0,1.0,,6.8,2.0,34.0,25.0,4.0,5.0,,10.0,1.0,7.8
04M013,3.0,16.0,1.0,0.0,6.0,7.0,11.0,4.0,8.0,,29.0,36.0,,5.0,43.0,7.8,8.2,52.0,2.0,28.0,1.0,14.0,3.0,6.0,0.0,8.8,0.0,4.0,38.0,53.0,0.0,8.6,49.0,6.9,21.0,2.0,24.0,0.0,3.0,5.0,24.0,1.0,7.0,53.0,6.6,8.4,42.0,5.5,13.0,39.0,293.0,1.0,,54.0,28.0,3.0,58.0,1.0,Jacob Michelman,55.0,17.0,7.9,8.6,5.0,36.0,3.0,5.0,0.0,0.0,42.0,Yes,3.0,3.0,18.0,8.0,7.0,8.2,5.5,3.0,0.0,81.0,7.0,11.0,0.0,9.0,18.0,23.0,37.0,0.0,11.0,3.0,6.0,7.2,7.0,43.0,9.0,1.0,5.0,,5.0,5.0,8.7
15K094,13.0,40.0,0.0,11.0,5.0,13.0,1.0,1.0,7.0,,54.0,58.0,,4.0,65.0,7.4,7.9,35.0,1.0,26.0,1.0,8.0,7.0,1.0,2.0,9.7,0.0,19.0,0.0,28.0,1.0,7.7,71.0,7.8,12.0,2.0,14.0,1.0,1.0,6.0,16.0,1.0,6.0,55.0,6.8,7.9,64.0,7.0,23.0,62.0,,0.0,,53.0,39.0,1.0,28.0,0.0,Janette Caban,28.0,22.0,7.6,7.9,9.0,30.0,0.0,7.0,0.0,1.0,55.0,No,1.0,1.0,11.0,8.1,3.0,7.7,,0.0,2.0,,16.0,3.0,0.0,30.0,7.0,14.0,54.0,16.0,9.0,0.0,,6.6,5.0,33.0,28.0,6.0,5.0,,7.0,2.0,7.5
19K149,5.0,50.0,1.0,13.0,3.0,3.0,1.0,3.0,4.0,,50.0,46.0,,6.0,51.0,7.7,8.5,43.0,1.0,30.0,0.0,12.0,6.0,2.0,0.0,9.6,1.0,10.0,0.0,41.0,1.0,8.3,47.0,7.9,17.0,5.0,24.0,3.0,2.0,6.0,17.0,0.0,5.0,59.0,7.7,8.1,58.0,7.1,13.0,52.0,,0.0,,51.0,47.0,1.0,46.0,0.0,Enid Silvera,42.0,15.0,7.7,8.5,6.0,29.0,2.0,3.0,2.0,0.0,49.0,No,2.0,1.0,9.0,8.0,8.0,7.9,,2.0,1.0,,12.0,10.0,0.0,25.0,12.0,19.0,34.0,19.0,6.0,1.0,,7.3,2.0,37.0,19.0,1.0,5.0,,10.0,4.0,8.5
08X123,3.0,28.0,1.0,0.0,7.0,13.0,6.0,6.0,3.0,,44.0,57.0,,7.0,47.0,7.4,7.7,40.0,0.0,25.0,1.0,17.0,10.0,1.0,4.0,9.1,0.0,10.0,45.0,35.0,3.0,7.9,51.0,6.6,13.0,3.0,19.0,1.0,4.0,4.0,22.0,1.0,13.0,55.0,7.0,8.0,51.0,6.9,12.0,51.0,531.0,1.0,,51.0,19.0,1.0,35.0,2.0,Virginia Connelly,43.0,17.0,7.8,8.0,9.0,24.0,1.0,4.0,7.0,3.0,46.0,Yes,3.0,3.0,8.0,7.2,5.0,7.6,6.0,1.0,4.0,79.0,12.0,12.0,1.0,4.0,5.0,15.0,58.0,0.0,11.0,1.0,6.4,7.0,14.0,35.0,32.0,7.0,4.0,,18.0,11.0,7.9
