property_name,largest_property_use_type,borough,energy_star_certification,hospital_general_medical_5,district_steam_use_kbtu,alert_energy_meter_has_single,national_median_total_ghg,hospital_general_medical_10,city,data_center_cooling_equipment,source_eui_kbtu_ft,hospital_general_medical_12,irrigated_area_ft,green_power_onsite_kwh,indirect_ghg_emissions_metric,medical_office_percent_that,primary_property_type_self,data_center_ups_system,data_center_pdu_input_meter,water_score_multifamily_only,hospital_general_medical_6,kerosene_use_kbtu,estimated_data_flag_1,data_quality_checker_run,_3rd_largest_property_use_1,hotel_room_density_number,third_party_certification_1,electricity_use_grid_purchase_1,multifamily_housing_total_1,primary_property_type,office_number_of_workers,office_number_of_computers,municipally_supplied_potable_2,worship_facility_gross_floor,district_hot_water_use_kbtu,direct_ghg_emissions_metric,laboratory_gross_floor_area,residence_hall_dormitory,municipally_supplied_potable,other_number_of_workers_on,avoided_emissions_offsite,last_modified_date_electric,energy_star_certification_2,water_use_intensity_all_water,medical_office_weekly,hotel_gym_fitness_center,generation_date,hospital_general_medical_9,hospital_general_medical_1,energy_power_station_gross,energy_star_score,social_meeting_hall_gross,costar_property_id,data_center_pdu_output_meter,data_quality_checker_date,bank_branch_gross_floor_area
K291-0300289,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,1279.6,Not Available,Brooklyn,Not Available,81.1,Not Available,Not Available,Not Available,416.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1440799.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,324.7,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:39.000,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available
Bloomingdale's - 59th Street,Retail Store,MANHATTAN,Not Available,Not Available,20005505.3,Ok,4505.9,Not Available,New York,Not Available,213,Not Available,Not Available,Not Available,6107.7,Not Available,Retail Store,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,16539767.1,Not Available,Retail Store,Not Available,Not Available,Not Available,Not Available,Not Available,36.2,Not Available,Not Available,Not Available,Not Available,0,04/23/2019 04:29 PM EDT,No,2977.19,Not Available,Not Available,2019-04-30T13:49:01.000,Not Available,Not Available,Not Available,21,Not Available,Not Available,Not Available,2019-04-29,Not Available
K135-0300142,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,388.9,Not Available,Brooklyn,Not Available,134.4,Not Available,Not Available,Not Available,101.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,352800,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,321.9,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:50.000,Not Available,Not Available,Not Available,41,Not Available,Not Available,Not Available,Not Available,Not Available
X014-0200051,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,450.8,Not Available,Bronx,Not Available,96.2,Not Available,Not Available,Not Available,68.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,236480,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,268.9,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:40.000,Not Available,Not Available,Not Available,75,Not Available,Not Available,Not Available,Not Available,Not Available
R022-0500045,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,623.9,Not Available,Staten Island,Not Available,118.8,Not Available,Not Available,Not Available,238.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,824799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,331.3,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:25.000,Not Available,Not Available,Not Available,58,Not Available,Not Available,Not Available,Not Available,Not Available
R005-0500031,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,182.4,Not Available,Staten Island,Not Available,102.4,Not Available,Not Available,Not Available,77.4,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,267743,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,91.8,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:41.000,Not Available,Not Available,Not Available,57,Not Available,Not Available,Not Available,Not Available,Not Available
Q062-0400055,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,436.8,Not Available,Queens,Not Available,124.2,Not Available,Not Available,Not Available,231.4,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,800799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,315.1,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:33.000,Not Available,Not Available,Not Available,28,Not Available,Not Available,Not Available,Not Available,Not Available
Q061-0400054,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,1455.8,Not Available,Queens,Not Available,98,Not Available,Not Available,Not Available,419.1,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1450399.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,690,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:18.000,Not Available,Not Available,Not Available,74,Not Available,Not Available,Not Available,Not Available,Not Available
Q155-0400142,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,484.9,Not Available,Queens,Not Available,104.8,Not Available,Not Available,Not Available,85.4,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,295599.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,430.8,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:22.000,Not Available,Not Available,Not Available,43,Not Available,Not Available,Not Available,Not Available,Not Available
K033-0300056,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,1034.7,Not Available,Brooklyn,Not Available,90.7,Not Available,Not Available,Not Available,248.1,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,858599.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,570,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:18.000,Not Available,Not Available,Not Available,71,Not Available,Not Available,Not Available,Not Available,Not Available
M042-0100058,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,417.1,Not Available,New York,Not Available,112.7,Not Available,Not Available,Not Available,129,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,446399.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,213,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:42.000,Not Available,Not Available,Not Available,68,Not Available,Not Available,Not Available,Not Available,Not Available
Q101-0400093,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,379.7,Not Available,Queens,Not Available,134.6,Not Available,Not Available,Not Available,82.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,285760,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,317.9,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:37.000,Not Available,Not Available,Not Available,44,Not Available,Not Available,Not Available,Not Available,Not Available
X029-0200067,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,663.5,Not Available,Bronx,Not Available,86.8,Not Available,Not Available,Not Available,133.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,460959.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,369.7,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:11.000,Not Available,Not Available,Not Available,74,Not Available,Not Available,Not Available,Not Available,Not Available
K200-0300203,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,704.4,Not Available,Brooklyn,Not Available,96.5,Not Available,Not Available,Not Available,161.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,560399.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,353.3,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:05.000,Not Available,Not Available,Not Available,77,Not Available,Not Available,Not Available,Not Available,Not Available
Q072-0400245,K-12 School,,Not Available,Not Available,Not Available,Ok,937.7,Not Available,Queens,Not Available,69.2,Not Available,Not Available,259332,178.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,618799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,394.4,Not Available,Not Available,Not Available,Not Available,0,04/15/2019 02:43 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:07.000,Not Available,Not Available,Not Available,87,Not Available,Not Available,Not Available,Not Available,Not Available
Q005-0401322,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,943.1,Not Available,Queens,Not Available,192.9,Not Available,Not Available,Not Available,757.1,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,2619999.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,529.9,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:33.000,Not Available,Not Available,Not Available,20,Not Available,Not Available,Not Available,Not Available,Not Available
K104-0300114,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,778.7,Not Available,Brooklyn,Not Available,99.9,Not Available,Not Available,Not Available,171.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,594799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,438.8,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:36.000,Not Available,Not Available,Not Available,72,Not Available,Not Available,Not Available,Not Available,Not Available
M176-0101387,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,375.8,Not Available,New York,Not Available,92,Not Available,Not Available,Not Available,243.1,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,841199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,18.3,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:27.000,Not Available,Not Available,Not Available,80,Not Available,Not Available,Not Available,Not Available,Not Available
K290-0300334,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,394.4,Not Available,Brooklyn,Not Available,104.5,Not Available,Not Available,Not Available,148.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,513199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,223.3,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:12.000,Not Available,Not Available,Not Available,55,Not Available,Not Available,Not Available,Not Available,Not Available
K292-0300290,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,1301,Not Available,Brooklyn,Not Available,113.7,Not Available,Not Available,Not Available,293.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1017199.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,929,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:41.000,Not Available,Not Available,Not Available,56,Not Available,Not Available,Not Available,Not Available,Not Available
K894-0301625,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,388.4,Not Available,Brooklyn,Not Available,109.4,Not Available,Not Available,Not Available,187.5,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,648799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,132.7,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:27.000,Not Available,Not Available,Not Available,68,Not Available,Not Available,Not Available,Not Available,Not Available
X098-0200140,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,977.9,Not Available,Bronx,Not Available,87,Not Available,Not Available,Not Available,185.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,640799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,466.5,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:16.000,Not Available,Not Available,Not Available,83,Not Available,Not Available,Not Available,Not Available,Not Available
R722-0500027,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,495.7,Not Available,Staten Island,Not Available,116.4,Not Available,Not Available,Not Available,170.1,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,588799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,179.4,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:49.000,Not Available,Not Available,Not Available,79,Not Available,Not Available,Not Available,Not Available,Not Available
R023-0500342,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,375.7,Not Available,Staten Island,Not Available,90.3,Not Available,Not Available,Not Available,112.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,389920,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,174.1,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:18.000,Not Available,Not Available,Not Available,74,Not Available,Not Available,Not Available,Not Available,Not Available
M470-0100191,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,1965.6,Not Available,New York,Not Available,109.9,Not Available,Not Available,47499.6,668.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,2312823.6,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,887.2,Not Available,Not Available,Not Available,Not Available,0,04/16/2019 03:11 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:37.000,Not Available,Not Available,Not Available,71,Not Available,Not Available,Not Available,Not Available,Not Available
M192-0100161,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,885.4,Not Available,New York,Not Available,52.1,Not Available,Not Available,Not Available,0,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,0,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,348.5,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:11.000,Not Available,Not Available,Not Available,98,Not Available,Not Available,Not Available,Not Available,Not Available
R020-0500043,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,235.9,Not Available,Staten Island,Not Available,152.9,Not Available,Not Available,Not Available,84.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,291520,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,183.2,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:54 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:39.000,Not Available,Not Available,Not Available,37,Not Available,Not Available,Not Available,Not Available,Not Available
R054-0500091,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,437.6,Not Available,Staten Island,Not Available,87.4,Not Available,Not Available,Not Available,107.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,372799.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,311.5,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:20.000,Not Available,Not Available,Not Available,54,Not Available,Not Available,Not Available,Not Available,Not Available
Q085-0400076,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,332.6,Not Available,Queens,Not Available,81.2,Not Available,Not Available,Not Available,47.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,165280,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,241,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:06.000,Not Available,Not Available,Not Available,63,Not Available,Not Available,Not Available,Not Available,Not Available
Q207-0400179,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,454.2,Not Available,Queens,Not Available,68.7,Not Available,Not Available,Not Available,103.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,359039.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,191.5,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:50.000,Not Available,Not Available,Not Available,84,Not Available,Not Available,Not Available,Not Available,Not Available
Q014-0400015,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,558,Not Available,Queens,Not Available,121.2,Not Available,Not Available,Not Available,266.5,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,922400,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,464.9,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:52.000,Not Available,Not Available,Not Available,24,Not Available,Not Available,Not Available,Not Available,Not Available
R051-0500073,K-12 School,STATEN IS,Not Available,Not Available,Not Available,Ok,894.7,Not Available,Staten Island,Not Available,61.5,Not Available,Not Available,Not Available,154.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,533759.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,373.9,Not Available,Not Available,Not Available,Not Available,0,04/11/2019 11:55 AM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:46.000,Not Available,Not Available,Not Available,89,Not Available,Not Available,Not Available,Not Available,Not Available
K274-0300275,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,586.9,Not Available,Brooklyn,Not Available,63.2,Not Available,Not Available,Not Available,131.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,456479.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,250.2,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:28.000,Not Available,Not Available,Not Available,84,Not Available,Not Available,Not Available,Not Available,Not Available
K265-0300268,K-12 School,BROOKLYN,Not Available,Not Available,Not Available,Ok,963,Not Available,Brooklyn,Not Available,89.9,Not Available,Not Available,Not Available,243.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,844199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,507.2,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:11.000,Not Available,Not Available,Not Available,72,Not Available,Not Available,Not Available,Not Available,Not Available
M079-0100082,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,762.1,Not Available,New York,Not Available,93.5,Not Available,Not Available,Not Available,120.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,418000,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,438.1,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:43.000,Not Available,Not Available,Not Available,77,Not Available,Not Available,Not Available,Not Available,Not Available
Q186-0400164,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,704,Not Available,Queens,Not Available,122.5,Not Available,Not Available,Not Available,125.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,433280,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,534.1,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:44.000,Not Available,Not Available,Not Available,56,Not Available,Not Available,Not Available,Not Available,Not Available
X184-0200203,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,1353.7,Not Available,Bronx,Not Available,71.5,Not Available,Not Available,238200,227.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,786104.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,490.4,Not Available,Not Available,Not Available,Not Available,0,04/16/2019 03:55 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:03.000,Not Available,Not Available,Not Available,93,Not Available,Not Available,Not Available,Not Available,Not Available
X147-0200190,K-12 School,BRONX,Not Available,Not Available,Not Available,Ok,1083,Not Available,Bronx,Not Available,76.5,Not Available,Not Available,Not Available,286.2,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,990399.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,423.3,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:28.000,Not Available,Not Available,Not Available,84,Not Available,Not Available,Not Available,Not Available,Not Available
M145-0100127,K-12 School,MANHATTAN,Not Available,Not Available,Not Available,Ok,588.7,Not Available,New York,Not Available,92.9,Not Available,Not Available,Not Available,154.4,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,534199.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,262.8,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:15.000,Not Available,Not Available,Not Available,79,Not Available,Not Available,Not Available,Not Available,Not Available
M058-0100069,K-12 School,MANHATTAN,Not Available,Not Available,2202930,Ok,338,Not Available,New York,Not Available,99,Not Available,Not Available,Not Available,258.8,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,389440,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,0.6,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 04:45 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:37.000,Not Available,Not Available,Not Available,73,Not Available,Not Available,Not Available,Not Available,Not Available
250 Vesey Street,Office,MANHATTAN,"2018, 2017",Not Available,55382095.9,Ok,16284.7,Not Available,New York,Not Available,201.9,Not Available,Not Available,Not Available,14030.1,Not Available,Office,Not Available,0,Not Available,Not Available,Not Available,Not Available,Yes,46000,Not Available,Not Available,35827480.4,Not Available,Office,6100,7320,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,0,04/17/2019 11:41 AM EDT,No,21.76,Not Available,Not Available,2019-04-18T11:02:22.000,Not Available,Not Available,Not Available,62,Not Available,Not Available,0,2019-04-18,Not Available
Q076-0400068,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,558.2,Not Available,Queens,Not Available,74.7,Not Available,Not Available,Not Available,122.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,423200,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,226.6,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:17.000,Not Available,Not Available,Not Available,86,Not Available,Not Available,Not Available,Not Available,Not Available
Q811-0400165,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,624.2,Not Available,Queens,Not Available,120.1,Not Available,Not Available,Not Available,155.5,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,538079.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,239.8,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:17.000,Not Available,Not Available,Not Available,86,Not Available,Not Available,Not Available,Not Available,Not Available
Q071-0400063,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,443.3,Not Available,Queens,Not Available,82.5,Not Available,Not Available,Not Available,111.3,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,385280,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,234,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:12:05.000,Not Available,Not Available,Not Available,72,Not Available,Not Available,Not Available,Not Available,Not Available
Q145-0400193,K-12 School,QUEENS,Not Available,Not Available,Not Available,Ok,1101.1,Not Available,Queens,Not Available,97.6,Not Available,Not Available,Not Available,434.7,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,1504399.9,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,666.9,Not Available,Not Available,Not Available,Not Available,0,04/09/2019 02:08 PM EDT,No,Not Available,Not Available,Not Available,2019-05-01T15:11:32.000,Not Available,Not Available,Not Available,49,Not Available,Not Available,Not Available,Not Available,Not Available
