school_name,q117_in_planning_my_last_1,q69_the_principal_assistant_1,q75_the_performance_of_the_1,q154_how_many_adults_at_this,q106_in_planning_my_last,q100_in_planning_my_last_1,q10_i_am_able_to_empower_1,q4_how_many_teachers_at_this,q36_the_principal_school,q80_in_planning_my_last_1,q128_in_planning_my_last,q169_it_s_a_priority_at_this_1,q88_in_planning_my_last,q125_in_planning_my_last_1,q47_at_this_school_once_we,q46_at_this_school_the_1,q81_in_planning_my_last_1,q29_i_would_recommend_this_1,q8_i_am_able_to_ensure_1,q52_at_this_school_teachers_1,q49_at_this_school_teachers,q134_in_planning_my_last_1,q142_how_many_students_in_1,q46_at_this_school_the,q135_how_many_students_in_1,q8_i_am_able_to_ensure,q121_in_planning_my_last_1,q130_in_planning_my_last_1,q136_how_many_students_in_1,q57_overall_my_professional_1,q131_in_planning_my_last_1,q135_how_many_students_in,q111_in_planning_my_last,q108_in_planning_my_last,q30_i_feel_respected_by_the_1,q123_in_planning_my_last_1,q106_in_planning_my_last_1,q43_at_this_school_there_1,q115_in_planning_my_last,q70_the_principal_school_1,q48_at_this_school_it_is,q31_the_principal_school_1,q87_in_planning_my_last_1,q127_in_planning_my_last_1,q48_at_this_school_it_is_1,q34_at_this_school_it_s_ok,q43_at_this_school_there,q17_central_doe_employees,q165_my_students_are_safe_1,q100_in_planning_my_last,q125_in_planning_my_last,q7_i_am_able_to_modify,q165_my_students_are_safe,q90_in_planning_my_last,q61_the_principal_school_1,q117_in_planning_my_last,q38_the_principal_and,q101_in_planning_my_last,q1_how_many_teachers_at_this,q126_in_planning_my_last,q130_in_planning_my_last,q57_overall_my_professional,q145_how_many_students_in_1,q61_the_principal_school,q14_i_am_able_to_monitor,q103_in_planning_my_last_1,q45_at_this_school_students_1,q44_this_school_has_well_1,q85_in_planning_my_last_1,q129_in_planning_my_last,q169_it_s_a_priority_at_this,q38_the_principal_and_1,q173_adults_at_this_school,q15_i_am_able_to_distinguish,q112_in_planning_my_last_1,q86_in_planning_my_last,q131_in_planning_my_last,q79_in_planning_my_last,q114_in_planning_my_last,q91_in_planning_my_last,q60_overall_my_professional,q122_in_planning_my_last,q143_how_many_students_in,q101_in_planning_my_last_1,q72_how_much_influence_do_1,q147_how_many_students_in_1,q2_how_many_teachers_at_this_1,q40_i_feel_respected_by_1,q140_discipline_is_applied,q146_how_many_students_in,q150_how_many_adults_at_this,q110_in_planning_my_last_1,q171_adults_at_this_school_1,q33_i_trust_the_principal_1,q105_in_planning_my_last,q132_in_planning_my_last_1,total_teacher_response_rate,q56_at_this_school_school_1,q86_in_planning_my_last_1,q23_teachers_in_this_school,q34_at_this_school_it_s_ok_1,q63_the_principal_school_1,q21_i_usually_look_forward,q62_the_principal_school,q12_i_am_able_to_apply_my,q23_teachers_in_this_school_1,q154_how_many_adults_at_this_1,q114_in_planning_my_last_1,q14_i_am_able_to_monitor_1,q27_i_feel_respected_by_other_1,q40_i_feel_respected_by,q175_adults_at_this_school_1,q11_i_am_able_to_design_1,q78_in_planning_my_last_1,q110_in_planning_my_last,q167_my_students_are_safe_1,q45_at_this_school_students,q88_in_planning_my_last_1,q3_how_many_teachers_at_this,q11_i_am_able_to_design,q65_the_principal_assistant,q129_in_planning_my_last_1,q32_the_principal_school_1,q104_in_planning_my_last_1
P.S. 053 Basheer Quisim,0.14,0.1,0.17,0.85,1.0,0.0,0.08,0.87,0.83,0.08,0.87,0.09,1.0,0.08,0.86,0.1,0.0,0.17,0.11,0.02,0.95,0.1,0.2,0.9,0.37,0.89,0.0,0.13,0.4,0.07,0.11,0.63,1.0,1.0,0.15,0.0,0.0,0.13,1.0,0.1,0.9,0.13,0.0,0.1,0.1,0.83,0.87,,0.06,1.0,0.92,0.89,0.94,1.0,0.07,0.86,0.88,1.0,0.93,0.92,0.87,0.93,0.18,0.93,0.86,0.0,0.18,0.07,0.0,0.89,0.91,0.12,0.0,0.9,0.1,1.0,0.89,0.92,1.0,1.0,0.93,1.0,0.77,0.0,0.25,0.2,0.23,0.13,0.88,0.65,0.86,0.0,0.0,0.13,1.0,0.11,0.84,0.08,0.0,0.82,0.17,0.12,0.9,0.92,0.92,0.18,0.15,0.0,0.14,0.11,0.87,0.0,0.1,0.09,1.0,0.03,0.82,0.0,0.75,0.9,0.87,0.11,0.13,0.0
P.S. 044 Marcus Garvey,0.0,0.1,0.17,0.8,0.0,,0.0,0.82,0.8,,1.0,0.0,0.0,0.12,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.1,1.0,0.3,1.0,0.0,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,1.0,0.2,0.0,0.0,0.0,0.8,1.0,,0.22,,0.88,1.0,0.78,0.0,0.1,0.0,0.7,,0.9,1.0,1.0,1.0,0.3,0.9,0.9,0.0,0.2,0.0,0.0,1.0,1.0,0.3,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.7,,0.0,0.4,0.27,0.0,0.78,0.22,1.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.9,0.2,0.1,1.0,0.9,0.91,0.1,0.2,0.0,0.1,0.0,1.0,0.0,0.09,,0.0,0.0,0.8,0.0,0.64,0.91,0.9,0.0,0.1,0.0
East Brooklyn Community High School,,0.0,0.0,0.94,,,0.11,1.0,1.0,0.0,1.0,0.0,,0.0,0.94,0.0,,0.06,0.06,0.06,0.94,0.0,0.18,1.0,0.59,0.94,,0.0,0.28,0.06,0.0,0.41,,,0.06,,,0.0,,0.06,0.94,0.0,,0.0,0.06,1.0,1.0,,0.0,,1.0,0.94,0.0,,0.06,,1.0,,1.0,1.0,1.0,0.94,0.28,0.94,1.0,,0.06,0.06,,1.0,0.0,0.0,1.0,1.0,,,1.0,0.0,,,0.94,,0.61,,0.0,0.39,0.0,0.0,0.89,0.72,1.0,,0.0,0.0,,0.0,0.86,0.0,,1.0,0.0,0.06,0.94,0.94,0.83,0.0,0.06,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.94,,1.0,1.0,0.94,0.0,0.0,
P.S. 097 Bronx,,0.12,0.5,0.8,0.0,0.0,0.06,0.94,0.69,,0.75,0.0,,0.27,0.82,0.18,,0.24,0.06,0.0,0.94,0.15,0.19,0.82,0.19,0.94,,0.21,0.5,0.29,0.23,0.81,0.0,0.0,0.24,,0.0,0.06,,0.12,0.76,0.24,,0.25,0.24,0.65,0.94,,0.0,0.0,0.73,1.0,1.0,,0.18,,0.65,0.0,0.75,0.82,0.79,0.71,0.06,0.82,1.0,0.0,0.06,0.12,,0.85,1.0,0.35,0.0,1.0,0.0,,0.77,,,,0.71,,0.75,0.0,0.59,0.19,0.29,0.0,0.87,0.67,0.87,0.0,0.0,0.12,0.0,0.15,0.38,0.06,,0.71,0.35,0.12,0.82,0.82,0.94,0.29,0.2,,0.0,0.24,1.0,0.0,0.06,,0.0,0.0,0.94,,0.47,0.94,0.82,0.15,0.24,0.0
Associated Beth Rivkah School - Upk,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,1.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,0.0,,
"The Brooklyn New School, P.S. 146",,0.04,0.3,0.91,,,0.0,0.96,0.98,0.0,1.0,0.07,,0.0,0.95,0.0,,0.0,0.02,0.0,1.0,0.0,0.13,1.0,0.04,0.98,,0.0,0.31,0.07,0.1,0.96,,,0.02,,,0.0,,0.13,0.95,0.02,,0.03,0.05,0.98,1.0,,0.0,,1.0,1.0,1.0,,0.05,,1.0,,0.96,1.0,1.0,0.93,0.04,0.95,0.98,,0.2,0.05,,1.0,0.93,0.0,0.0,0.93,,,0.9,0.9,,,0.93,,0.84,,0.0,0.11,0.04,0.02,0.94,0.81,0.95,,0.0,0.02,,0.0,0.9,0.0,,1.0,0.02,0.0,0.96,0.98,0.98,0.0,0.09,,0.02,0.02,0.98,0.0,0.02,0.0,,0.0,0.8,,0.96,0.98,0.96,0.0,0.0,
J.H.S. 050 John D. Wells,0.0,0.04,0.19,0.96,0.8,0.0,0.0,1.0,1.0,0.0,0.89,0.04,,0.22,0.96,0.0,,0.0,0.0,0.0,1.0,0.11,0.25,1.0,0.36,1.0,0.0,0.11,0.2,0.04,0.22,0.64,0.8,0.8,0.0,0.0,0.2,0.0,1.0,0.0,1.0,0.0,,0.22,0.0,1.0,1.0,,0.0,1.0,0.78,1.0,0.0,,0.04,1.0,1.0,1.0,0.96,0.78,0.89,0.96,0.0,0.96,1.0,0.0,0.15,0.0,,0.78,0.96,0.0,0.0,1.0,0.2,,0.78,0.0,1.0,,1.0,1.0,0.71,0.0,0.0,0.25,0.04,0.0,1.0,0.79,0.96,0.2,0.0,0.0,0.8,0.11,0.9,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.85,,0.96,1.0,0.96,0.22,0.0,0.2
P.S. 038 The Pacific,,0.48,0.5,0.97,,,0.0,0.9,0.5,0.4,0.84,0.08,,0.21,0.63,0.37,,0.3,0.0,0.0,0.9,0.05,0.18,0.63,0.34,1.0,,0.05,0.34,0.18,0.11,0.66,,,0.53,,,0.0,,0.48,0.77,0.57,,0.05,0.23,0.37,1.0,,0.0,,0.79,0.97,1.0,,0.52,,0.5,,0.9,0.84,0.95,0.82,0.04,0.48,0.96,,0.3,0.0,,0.95,0.92,0.5,0.0,0.93,,,0.89,0.4,,,0.79,,0.79,,0.48,0.21,0.33,0.13,0.7,0.73,0.92,,0.0,0.63,,0.05,0.77,0.0,,0.97,0.63,0.48,0.73,0.55,1.0,0.03,0.03,,0.04,0.03,0.87,0.0,0.03,,,0.0,0.7,,0.8,0.97,0.55,0.05,0.53,
Bronx Academy Of Health Careers,0.0,0.05,0.2,0.87,1.0,0.2,0.04,0.87,0.92,0.0,1.0,0.0,,0.0,0.92,0.04,,0.08,0.0,0.0,0.91,0.11,0.12,0.96,0.38,1.0,0.0,0.11,0.39,0.05,0.12,0.62,1.0,1.0,0.0,0.0,0.0,0.09,1.0,0.14,0.92,0.0,,0.0,0.08,0.88,0.91,,0.0,0.8,1.0,1.0,0.0,,0.0,1.0,0.96,1.0,0.91,1.0,0.89,0.95,0.21,1.0,0.95,0.0,0.08,0.09,,0.88,0.0,0.04,1.0,1.0,0.0,,0.88,0.0,1.0,,0.96,1.0,0.71,0.0,0.04,0.17,0.25,0.09,0.82,0.71,0.96,0.17,0.0,0.0,1.0,0.11,0.96,0.0,,0.83,0.12,0.04,0.92,0.92,0.96,0.17,0.13,0.0,0.05,0.04,0.91,0.05,0.0,0.0,0.83,0.0,0.92,,0.78,1.0,0.96,0.12,0.0,0.0
Bronx High School For The Visual Arts,,0.27,0.53,0.79,1.0,,0.07,0.8,0.67,0.0,1.0,0.0,,0.0,0.5,0.3,,0.33,0.1,0.07,0.83,0.0,0.41,0.7,0.67,0.9,,0.0,0.7,0.34,0.0,0.33,1.0,1.0,0.31,,0.0,0.1,,0.27,0.6,0.33,,0.0,0.4,0.73,0.9,,0.0,,1.0,0.93,0.0,,0.23,,0.52,,0.81,0.9,1.0,0.66,0.15,0.77,0.93,0.0,0.17,0.17,,1.0,0.0,0.48,1.0,0.93,0.0,,1.0,0.0,,,0.66,,0.52,,0.17,0.41,0.4,0.17,0.8,0.52,0.71,0.0,0.08,0.33,1.0,0.0,0.86,0.1,,0.73,0.27,0.3,0.77,0.67,0.93,0.27,0.21,,0.07,0.13,0.83,0.12,0.1,0.0,1.0,0.0,0.83,,0.63,0.9,0.67,0.0,0.33,0.0
M.S. 442 Carroll Gardens School For Innovation,0.17,0.18,0.08,0.85,,0.0,0.0,1.0,0.93,0.0,0.86,0.04,,0.14,0.89,0.07,,0.04,0.04,0.0,1.0,0.0,0.11,0.93,0.26,0.96,0.0,0.12,0.33,0.19,0.0,0.74,,,0.11,0.0,,0.0,1.0,0.37,0.93,0.11,,0.14,0.07,0.86,1.0,,0.0,1.0,0.86,1.0,0.0,,0.11,0.83,0.93,1.0,0.93,0.86,0.88,0.81,0.0,0.89,1.0,,0.14,0.0,,0.88,0.96,0.07,0.0,0.96,,,1.0,0.0,0.83,,0.88,1.0,0.81,0.0,0.0,0.15,0.21,0.04,0.96,0.81,1.0,,0.0,0.14,,0.14,0.72,0.04,,0.93,0.14,0.0,0.93,0.82,0.96,0.07,0.15,0.17,0.0,0.04,0.96,0.0,0.0,0.0,,0.0,0.86,,0.89,1.0,0.89,0.12,0.07,
47 The American Sign Language And English Secondary School,,0.15,0.36,0.72,,,0.19,0.68,0.81,0.0,0.83,0.0,0.8,0.2,0.71,0.14,0.2,0.27,0.09,0.1,0.86,0.0,0.11,0.86,0.78,0.91,,0.0,0.61,0.2,0.0,0.22,,,0.27,,,0.05,,0.3,0.62,0.24,0.2,0.0,0.38,0.68,0.95,,0.0,,0.8,0.91,0.0,0.8,0.2,,0.82,,0.78,1.0,1.0,0.8,0.17,0.8,0.86,,0.05,0.29,0.2,1.0,0.0,0.18,1.0,0.95,,0.8,1.0,0.0,,0.8,0.75,,0.56,,0.1,0.39,0.41,0.24,0.78,0.47,0.78,,0.06,0.27,,0.2,0.79,0.1,0.2,0.73,0.32,0.2,0.77,0.8,0.86,0.27,0.28,,0.14,0.18,0.76,0.06,0.19,0.0,,0.0,0.95,0.2,0.64,0.81,0.8,0.0,0.32,
It Takes A Village Academy,0.2,0.27,0.44,0.83,1.0,,0.0,0.91,0.83,0.0,0.86,0.0,,0.12,0.74,0.26,,0.23,0.0,0.0,0.87,0.12,0.09,0.74,0.32,1.0,0.0,0.12,0.36,0.23,0.12,0.68,1.0,1.0,0.13,0.0,0.0,0.13,1.0,0.19,0.83,0.3,,0.14,0.17,0.91,0.87,,0.0,,0.88,0.95,0.0,,0.27,0.8,0.81,,0.91,0.86,0.88,0.77,0.09,0.73,0.96,0.0,0.41,0.18,,0.88,0.0,0.19,1.0,0.91,0.0,,0.88,0.0,1.0,,0.64,1.0,0.86,,0.24,0.18,0.13,0.09,0.9,0.73,0.84,0.0,0.0,0.3,1.0,0.14,0.65,0.04,,0.83,0.09,0.23,0.83,0.76,1.0,0.17,0.17,0.0,0.04,0.04,0.91,0.05,0.0,0.0,1.0,0.0,0.59,,0.74,1.0,0.86,0.12,0.13,0.0
P.S. 195,,0.22,0.14,0.83,0.8,,0.0,0.9,0.74,,0.8,0.0,,0.29,0.64,0.29,,0.29,0.03,0.0,0.93,0.07,0.24,0.71,0.48,0.97,,0.2,0.52,0.26,0.13,0.52,0.8,0.8,0.21,,0.2,0.11,,0.41,0.64,0.3,,0.13,0.36,0.7,0.89,,0.35,,0.71,0.97,0.65,,0.26,,0.52,,0.93,0.8,0.8,0.74,0.12,0.74,0.93,0.2,0.46,0.24,,0.8,1.0,0.48,0.0,0.86,0.2,,0.87,,,,0.74,,0.68,,0.22,0.32,0.23,0.22,0.78,0.52,0.92,0.2,0.0,0.33,0.8,0.13,0.47,0.03,,0.69,0.3,0.3,0.86,0.78,0.97,0.31,0.17,,0.07,0.11,0.78,0.0,0.1,,0.8,0.05,0.54,,0.71,0.9,0.81,0.2,0.26,0.2
Brooklyn Brownstone School,,0.08,0.16,0.87,,,0.0,0.96,1.0,0.0,0.83,0.07,,0.0,0.88,0.08,,0.04,0.0,0.0,0.96,0.0,0.04,0.92,0.17,1.0,,0.08,0.13,0.04,0.08,0.83,,,0.0,,,0.0,,0.08,1.0,0.0,,0.08,0.0,0.96,1.0,,0.0,,1.0,1.0,1.0,,0.04,,1.0,,1.0,0.92,0.92,0.96,0.0,0.96,1.0,,0.04,0.04,,1.0,0.93,0.0,0.0,1.0,,,0.92,1.0,,,0.92,,0.96,,0.12,0.0,0.04,0.04,1.0,0.88,0.91,,0.0,0.04,,0.0,1.0,0.0,,0.92,0.04,0.04,1.0,0.96,1.0,0.08,0.13,,0.0,0.04,0.96,0.0,0.0,0.0,,0.0,0.96,,0.92,1.0,1.0,0.0,0.08,
P.S. 309 The George E. Wibecan Preparatory Academy,,0.27,0.38,0.93,,,0.0,0.93,0.6,,0.82,0.0,,0.18,0.8,0.2,,0.4,0.0,0.0,0.87,0.08,0.13,0.8,0.53,1.0,,0.08,0.4,0.07,0.08,0.47,,,0.4,,,0.07,,0.13,0.87,0.33,,0.09,0.13,0.53,0.93,,0.17,,0.82,1.0,0.83,,0.07,,0.8,,0.93,0.82,0.92,0.93,0.07,0.93,1.0,,0.27,0.07,,0.92,1.0,0.2,0.0,1.0,,,0.92,,,,0.87,,0.6,,0.4,0.4,0.2,0.33,0.92,0.46,0.93,,0.0,0.47,,0.17,0.68,0.0,,0.73,0.47,0.13,0.6,0.93,1.0,0.27,0.07,,0.0,0.13,0.67,0.0,0.0,,,0.0,0.73,,0.8,1.0,0.8,0.08,0.4,
Gregorio Luperon High School For Science And Mathematics,0.14,0.0,0.04,0.97,1.0,0.0,0.0,1.0,0.97,0.0,1.0,0.0,,0.0,0.97,0.0,,0.0,0.0,0.0,0.97,0.0,0.09,1.0,0.3,1.0,0.0,0.0,0.27,0.09,0.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,0.97,0.0,,0.0,0.03,0.97,1.0,,0.0,1.0,1.0,0.97,0.0,,0.0,0.86,1.0,1.0,0.97,1.0,1.0,0.91,0.0,1.0,1.0,0.0,0.06,0.0,,1.0,0.0,0.0,1.0,0.97,0.0,,1.0,0.0,0.86,,0.97,1.0,0.94,0.0,0.06,0.09,0.12,0.0,0.97,0.7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.97,0.03,0.0,1.0,0.97,1.0,0.03,0.03,0.14,0.0,0.03,1.0,0.0,0.0,0.0,1.0,0.0,0.94,,0.88,1.0,1.0,0.0,0.0,0.0
P.S. 171 Patrick Henry,,0.1,0.15,0.9,,,0.0,0.95,0.76,,1.0,0.07,,0.0,0.71,0.1,,0.33,0.0,0.1,0.95,0.0,0.14,0.9,0.19,1.0,,0.0,0.19,0.05,0.08,0.81,,,0.19,,,0.0,,0.05,0.9,0.1,,0.18,0.1,0.62,1.0,,0.25,,1.0,1.0,0.75,,0.05,,0.85,,0.95,1.0,1.0,0.95,0.05,0.95,1.0,,0.1,0.0,,1.0,0.93,0.15,0.0,1.0,,,0.92,,,,0.95,,0.81,,0.24,0.19,0.23,0.1,0.74,0.89,0.9,,0.0,0.24,,0.0,0.4,0.0,,0.76,0.38,0.14,1.0,1.0,0.9,0.24,0.1,,0.0,0.0,0.9,0.0,0.0,,,0.0,0.9,,0.86,1.0,0.86,0.0,0.19,
Dewitt Clinton High School,0.18,0.19,0.5,0.71,0.94,0.0,0.12,0.78,0.57,,1.0,,1.0,0.11,0.6,0.2,0.0,0.27,0.1,0.14,0.9,0.0,0.26,0.8,0.54,0.9,0.0,0.0,0.39,0.4,0.22,0.46,0.94,0.81,0.29,0.0,0.06,0.18,0.82,0.15,0.71,0.33,0.0,0.0,0.29,0.53,0.82,,0.0,1.0,0.89,0.96,0.0,1.0,0.23,0.82,0.83,1.0,0.87,0.78,1.0,0.6,0.17,0.77,0.9,0.0,0.31,0.29,0.0,1.0,,0.17,0.95,0.94,0.06,1.0,0.78,,0.82,1.0,0.75,0.91,0.43,0.0,0.12,0.48,0.35,0.08,0.67,0.54,0.84,0.44,0.02,0.35,0.8,0.11,0.6,0.14,0.0,0.71,0.47,0.36,0.8,0.73,0.92,0.29,0.29,0.18,0.1,0.08,0.92,0.02,0.02,,0.56,0.0,0.69,0.0,0.67,0.98,0.73,0.0,0.35,0.0
P.S. 69 Vincent D. Grippo School,,0.03,0.28,0.95,,,0.05,0.92,1.0,,1.0,0.0,,0.0,1.0,0.0,,0.03,0.03,0.0,1.0,0.0,0.32,1.0,0.26,0.97,,0.0,0.24,0.0,0.0,0.74,,,0.0,,,0.0,,0.0,1.0,0.0,,0.0,0.0,0.97,1.0,,0.0,,1.0,0.97,1.0,,0.0,,0.95,,0.95,1.0,1.0,1.0,0.13,1.0,0.97,,0.05,0.0,,1.0,1.0,0.05,0.0,0.97,,,1.0,,,,0.97,,0.71,,0.29,0.21,0.13,0.03,0.95,0.63,0.97,,0.0,0.0,,0.0,0.67,0.0,,1.0,0.03,0.03,1.0,1.0,0.97,0.0,0.05,,0.03,0.03,0.97,0.0,0.03,,,0.0,0.95,,0.85,0.97,0.97,0.0,0.0,
Urban Assembly Gateway School For Technology,0.2,0.41,0.71,0.62,1.0,,0.13,0.89,0.51,0.0,0.87,0.0,1.0,0.08,0.43,0.24,0.0,0.32,0.11,0.11,0.81,0.12,0.38,0.76,0.39,0.89,0.0,0.18,0.5,0.51,0.12,0.61,1.0,1.0,0.24,0.0,0.0,0.0,1.0,0.57,0.54,0.36,0.0,0.13,0.46,0.54,1.0,,0.0,,0.92,0.95,0.0,1.0,0.3,0.8,0.39,,0.86,0.94,0.82,0.49,0.05,0.7,0.86,0.0,0.11,0.16,0.0,0.82,0.0,0.61,1.0,0.82,0.29,1.0,0.88,0.0,0.8,0.8,0.62,1.0,0.54,,0.14,0.41,0.24,0.22,0.58,0.68,0.86,0.0,0.03,0.49,1.0,0.19,0.93,0.05,0.0,0.78,0.46,0.27,0.75,0.62,0.78,0.22,0.38,0.2,0.14,0.08,0.78,0.06,0.05,0.0,1.0,0.0,0.89,0.0,0.79,0.95,0.54,0.18,0.38,0.0
Bronx Compass High School,,0.0,0.4,0.9,0.88,,0.1,0.9,1.0,0.0,1.0,0.0,,0.0,0.95,0.0,,0.0,0.05,0.1,0.95,0.0,0.26,1.0,0.47,0.95,,0.0,0.37,0.1,0.0,0.53,1.0,1.0,0.0,,0.12,0.0,,0.1,0.95,0.05,,0.0,0.05,1.0,1.0,,0.0,,1.0,1.0,0.0,,0.0,,1.0,,0.89,1.0,1.0,0.9,0.28,1.0,0.86,0.0,0.14,0.05,,1.0,0.0,0.0,0.94,0.89,0.0,,1.0,0.0,,,1.0,,0.53,,0.0,0.47,0.14,0.0,0.95,0.53,0.9,0.0,0.05,0.0,0.75,0.0,0.68,0.0,,0.95,0.0,0.0,1.0,1.0,0.83,0.05,0.1,,0.14,0.05,1.0,0.06,0.14,0.0,1.0,0.0,0.86,,0.86,0.86,1.0,0.0,0.0,0.0
Bryan'S Educational Center,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0
P.S. 007 Samuel Stern,,0.36,0.29,0.9,,,0.07,0.88,0.77,,1.0,0.14,,0.0,0.92,0.17,,0.29,0.0,0.0,1.0,0.0,0.3,0.83,0.5,1.0,,0.0,0.4,0.09,0.0,0.5,,,0.36,,,0.08,,0.27,0.85,0.57,,0.0,0.15,0.58,0.92,,,,1.0,1.0,,,0.2,,,,1.0,1.0,1.0,0.91,0.2,0.8,0.93,,0.46,0.15,,1.0,0.86,,0.0,1.0,,,1.0,,,,1.0,,0.8,,0.09,0.5,0.12,,0.89,0.75,0.82,,0.0,0.36,,0.0,0.46,0.0,,0.86,0.42,0.27,0.64,0.55,0.93,0.14,0.1,,0.07,0.07,,0.0,0.13,,,,0.54,,0.88,0.87,0.9,0.0,0.36,
Cypress Hills Collegiate Preparatory School,,0.11,0.05,0.81,1.0,,0.04,0.85,0.81,0.0,1.0,0.0,1.0,0.0,0.81,0.15,0.0,0.3,0.08,0.04,0.81,0.0,0.23,0.85,0.46,0.92,,0.0,0.38,0.15,0.0,0.54,1.0,1.0,0.15,,0.0,0.0,,0.3,0.81,0.07,0.0,0.0,0.19,0.78,1.0,,0.0,,1.0,1.0,0.0,1.0,0.11,,0.85,,0.85,1.0,1.0,0.85,0.12,0.89,0.92,0.0,0.22,0.04,0.0,1.0,0.0,0.15,1.0,1.0,0.0,1.0,1.0,0.0,,1.0,0.89,,0.54,,0.15,0.5,0.26,0.07,0.81,0.58,0.96,0.0,0.0,0.19,1.0,0.0,0.96,0.11,0.0,0.7,0.22,0.15,0.85,0.85,0.92,0.3,0.19,,0.08,0.11,0.93,0.08,0.04,0.0,1.0,0.0,0.78,0.0,0.81,0.96,0.85,0.0,0.15,0.0
Bronx High School For Medical Science,0.14,0.03,0.15,0.97,1.0,0.0,0.08,0.95,1.0,0.0,1.0,0.07,1.0,0.08,0.94,0.0,0.0,0.0,0.03,0.0,0.92,0.0,0.08,1.0,0.28,0.97,0.14,0.0,0.28,0.0,0.07,0.72,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06,0.94,0.0,0.0,0.0,0.06,1.0,1.0,,0.0,1.0,0.92,1.0,0.0,1.0,0.03,0.86,1.0,1.0,1.0,0.93,1.0,1.0,0.06,0.97,0.95,0.0,0.11,0.0,0.0,1.0,0.93,0.0,1.0,1.0,0.0,1.0,0.93,0.0,1.0,1.0,0.94,1.0,0.78,0.0,0.0,0.17,0.13,0.0,0.89,0.78,0.91,0.0,0.0,0.0,1.0,0.0,0.88,0.0,0.0,0.97,0.0,0.0,0.97,1.0,0.92,0.03,0.03,0.0,0.05,0.0,1.0,0.0,0.03,0.0,1.0,0.0,0.89,0.0,0.92,0.97,1.0,0.0,0.0,0.0
P.S. 001 Alfred E. Smith,0.0,0.12,0.25,0.75,,0.0,0.0,1.0,0.84,,1.0,0.08,0.0,0.0,0.84,0.16,0.0,0.16,0.0,0.0,0.89,0.0,0.25,0.84,0.47,1.0,0.0,0.0,0.53,0.29,0.0,0.53,,,0.16,0.0,,0.0,0.0,0.24,0.84,0.26,0.0,0.1,0.16,0.89,1.0,,0.33,0.0,1.0,0.95,0.67,0.0,0.22,0.0,0.9,0.0,0.94,0.9,1.0,0.71,0.18,0.78,1.0,,0.21,0.11,0.0,0.9,0.92,0.1,0.0,0.95,,0.0,1.0,,0.0,0.0,0.88,0.0,0.62,0.0,0.41,0.35,0.21,0.0,0.5,0.67,0.81,,0.0,0.11,,0.0,0.9,0.0,0.0,1.0,0.11,0.17,0.89,0.67,1.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.05,,,0.0,0.79,0.0,0.74,0.95,1.0,0.1,0.05,
P.S. 005 Dr. Ronald Mcnair,,0.29,0.44,0.5,,,0.0,0.79,0.64,,0.75,,,0.25,0.64,0.29,,0.38,0.14,0.0,0.79,0.25,0.38,0.71,0.62,0.86,,0.25,0.62,0.29,0.25,0.38,,,0.14,,,0.0,,0.29,0.64,0.29,,0.25,0.36,0.71,1.0,,0.0,,0.75,0.79,1.0,,0.21,,0.54,,0.78,0.75,0.75,0.71,0.15,0.79,0.92,,0.14,0.14,,0.75,,0.46,0.0,1.0,,,0.75,,,,0.71,,0.38,,0.43,0.38,0.64,0.14,0.82,0.45,0.83,,0.0,0.36,,0.25,0.61,0.0,,0.5,0.29,0.21,0.83,0.79,0.93,0.5,0.5,,0.08,0.15,0.86,0.0,0.14,,,0.0,0.86,,0.62,0.86,0.71,0.25,0.29,
