dbn,location,p_q11b,p_q11f_1,p_q8f_1,p_q9,p_q10b,p_q2d_1,p_q7c_1,p_q7d_5,p_q8b_5,p_q10l,p_q2g_5,p_q11b_1,nr_p,p_q2i_4,p_q11a_3,p_q12aa_3,p_q5b,p_q8c_2,p_q1_4,p_q2h_3,aca_p_10,p_q8f_5,aca_tot_10,p_q4a_5,p_q8e_5,p_q12bb,p_q2i_3,p_q8e_4,p_q4e_5,p_q6_4,p_q4e_1,com_p_10,p_q5h,p_q3c_1,p_q11f_2,p_q2f_2,p_q3b,p_q2g_1,p_q2a_5,p_q4d_3,p_q8d_4,p_q1_12,p_q7b,p_q3d,p_q5g,sch_type,p_q2c_1,p_q3a_5,p_q2b_2,p_q11d_2,p_q7a_2,p_q7b_2,p_q8b_3,p_q9_3,p_q2a_2,p_q10k,p_q2a_4,p_q7a_5,p_q2c_5,p_q7b_4,p_q8e_3,borough,saf_tot_10,rr_t,p_q7d_1,p_q2g_4,p_q10i,p_q2g,p_q3a_1,p_q1_10,p_q3c_2,p_q8d_5,p_q2f_5,p_q8a_3,p_q4e_3,p_q3d_3,p_q5j,p_q2e_3,p_q10d,p_q11d_1,p_q4c_5,p_q2d_3,com_t_10,saf_p_10,p_q7d,p_q7d_2,p_q1_1,p_q8c_1,p_q7b_3,rr_p,p_q12aa,p_q2e_5,p_q9_9,p_q10,p_q4b_4,com_tot_10,p_q12ab,eng_p_10
13K044,P.S. 044 Marcus Garvey,8.0,58.0,69.0,,33.0,55.0,46.0,1.0,18.0,1.0,4.0,53.0,363,1.0,4.0,16.0,51.0,9.0,8.0,11.0,8.5,19.0,8.5,0.0,18.0,,4.0,1.0,,3.0,,8.0,41.0,49.0,36.0,39.0,7.0,51.0,0.0,4.0,3.0,0.0,8.4,,8.0,Elementary School,42.0,7.0,45.0,36.0,45.0,47.0,2.0,17.0,40.0,5.0,0.0,0.0,1.0,0.0,0.0,BROOKLYN,8.1,77,58.0,1.0,10.0,8.2,45.0,0.0,35.0,23.0,2.0,11.0,,22.0,17.0,2.0,62.0,57.0,1.0,0.0,7.8,8.5,8.5,39.0,2.0,67.0,3.0,58,,27.0,14.0,,0.0,7.9,,8.0
12X067,P.S. 067 Mohegan School,7.8,52.0,64.0,,20.0,62.0,37.0,4.0,24.0,3.0,5.0,42.0,568,1.0,5.0,10.0,25.0,5.0,19.0,9.0,8.4,32.0,7.8,3.0,24.0,,5.0,0.0,,3.0,,8.1,46.0,36.0,42.0,42.0,6.9,49.0,0.0,3.0,2.0,0.0,8.3,,8.0,Elementary School,48.0,6.0,45.0,47.0,45.0,54.0,1.0,18.0,41.0,6.0,0.0,3.0,1.0,0.0,0.0,BRONX,7.5,76,43.0,0.0,8.0,8.3,33.0,0.0,32.0,30.0,0.0,14.0,,23.0,30.0,1.0,66.0,46.0,0.0,0.0,6.0,8.6,7.9,47.0,5.0,62.0,3.0,28,,30.0,14.0,,0.0,7.0,,8.0
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,7.7,40.0,55.0,,39.0,54.0,41.0,4.0,20.0,2.0,0.0,40.0,77,2.0,2.0,8.0,17.0,8.0,0.0,8.0,8.1,35.0,7.8,2.0,29.0,,2.0,0.0,0.0,4.0,43.0,7.9,20.0,22.0,52.0,40.0,7.0,53.0,0.0,2.0,4.0,0.0,8.5,,30.0,High School,47.0,8.0,51.0,48.0,52.0,47.0,2.0,30.0,44.0,4.0,0.0,4.0,0.0,2.0,0.0,BRONX,7.3,100,34.0,0.0,4.0,8.2,28.0,2.0,35.0,33.0,0.0,14.0,0.0,17.0,24.0,7.0,33.0,44.0,4.0,0.0,6.6,8.3,7.0,44.0,0.0,60.0,0.0,70,,24.0,6.0,,2.0,7.0,,7.6
11X514,The Bronxwood Preparatory Academy,7.6,45.0,37.0,,48.0,60.0,38.0,6.0,26.0,1.0,3.0,39.0,331,1.0,3.0,7.0,7.0,6.0,0.0,6.0,7.9,40.0,7.7,2.0,36.0,,3.0,2.0,17.0,9.0,34.0,7.9,43.0,35.0,47.0,42.0,6.7,54.0,0.0,6.0,2.0,30.0,8.6,,15.0,High School,45.0,11.0,44.0,51.0,52.0,46.0,4.0,15.0,45.0,1.0,0.0,3.0,2.0,1.0,1.0,BRONX,7.3,88,43.0,1.0,4.0,8.3,42.0,0.0,39.0,36.0,2.0,11.0,7.0,19.0,20.0,6.0,26.0,41.0,2.0,2.0,7.0,8.3,8.1,47.0,0.0,56.0,2.0,41,,27.0,19.0,,1.0,6.9,,7.7
17K524,International High School at Prospect Heights,8.3,51.0,64.0,,18.0,65.0,45.0,2.0,11.0,1.0,3.0,52.0,386,0.0,1.0,1.0,30.0,10.0,0.0,2.0,8.4,28.0,8.1,2.0,19.0,,2.0,0.0,9.0,1.0,45.0,8.2,39.0,25.0,46.0,40.0,6.4,58.0,0.0,2.0,1.0,21.0,8.4,,18.0,High School,61.0,7.0,42.0,50.0,48.0,53.0,1.0,16.0,37.0,0.0,0.0,1.0,0.0,1.0,2.0,BROOKLYN,7.9,74,48.0,0.0,2.0,8.6,24.0,0.0,26.0,15.0,1.0,2.0,3.0,28.0,22.0,3.0,24.0,46.0,3.0,2.0,6.6,8.8,8.1,46.0,0.0,74.0,2.0,45,,18.0,25.0,,0.0,7.2,,7.9
11X108,P.S. 108 Philip J. Abinanti,8.0,53.0,86.0,,47.0,62.0,51.0,5.0,17.0,2.0,9.0,49.0,484,1.0,2.0,8.0,54.0,8.0,22.0,11.0,8.5,13.0,7.6,2.0,14.0,,5.0,0.0,,3.0,,8.1,60.0,39.0,43.0,41.0,7.0,49.0,0.0,3.0,1.0,0.0,9.0,,12.0,Elementary School,56.0,2.0,39.0,48.0,38.0,38.0,2.0,24.0,36.0,2.0,1.0,0.0,1.0,0.0,0.0,BRONX,8.3,85,49.0,0.0,5.0,8.3,48.0,0.0,38.0,17.0,0.0,5.0,,31.0,23.0,1.0,68.0,47.0,1.0,2.0,4.5,9.0,8.3,44.0,0.0,72.0,1.0,95,,31.0,8.0,,0.0,6.3,,8.2
04M182,The Bilingual Bicultural School,8.0,59.0,85.0,,27.0,67.0,55.0,3.0,13.0,4.0,3.0,48.0,369,0.0,3.0,11.0,54.0,5.0,21.0,6.0,8.6,15.0,8.4,2.0,11.0,,4.0,0.0,,2.0,,8.4,53.0,55.0,37.0,36.0,7.4,56.0,0.0,2.0,0.0,0.0,8.9,,18.0,Elementary School,49.0,2.0,42.0,43.0,38.0,38.0,2.0,25.0,36.0,4.0,0.0,1.0,1.0,0.0,0.0,MANHATTAN,8.6,74,54.0,0.0,11.0,8.5,42.0,0.0,27.0,15.0,0.0,3.0,,21.0,25.0,2.0,69.0,53.0,0.0,0.0,7.4,9.1,8.4,41.0,0.0,81.0,2.0,74,,25.0,11.0,,0.0,7.9,,8.3
18K598,Middle School of Marketing and Legal Studies,7.1,35.0,31.0,,43.0,63.0,48.0,3.0,30.0,0.0,5.0,33.0,284,2.0,2.0,8.0,9.0,7.0,0.0,20.0,8.0,55.0,7.8,4.0,55.0,,7.0,0.0,,0.0,,8.0,55.0,33.0,51.0,41.0,6.8,54.0,0.0,7.0,2.0,0.0,8.2,,4.0,Middle School,40.0,7.0,47.0,50.0,45.0,50.0,5.0,19.0,36.0,0.0,0.0,5.0,0.0,0.0,0.0,BROOKLYN,6.8,88,38.0,0.0,0.0,8.5,40.0,30.0,41.0,46.0,0.0,7.0,,20.0,13.0,4.0,43.0,38.0,0.0,2.0,7.6,8.2,7.5,49.0,2.0,50.0,5.0,17,,49.0,19.0,,0.0,7.1,,7.5
06M462,High School for International Business and Finance,7.6,32.0,29.0,,24.0,41.0,31.0,2.0,19.0,3.0,1.0,31.0,579,1.0,2.0,12.0,19.0,10.0,0.0,6.0,8.0,43.0,7.7,4.0,36.0,,3.0,0.0,8.0,1.0,35.0,7.8,58.0,37.0,65.0,56.0,7.5,39.0,0.0,3.0,1.0,29.0,8.1,,27.0,High School,35.0,4.0,60.0,64.0,60.0,62.0,1.0,22.0,59.0,1.0,0.0,4.0,0.0,0.0,1.0,MANHATTAN,7.5,100,31.0,1.0,3.0,7.9,33.0,0.0,34.0,28.0,0.0,7.0,3.0,24.0,42.0,3.0,30.0,31.0,3.0,2.0,7.2,8.2,7.5,61.0,0.0,62.0,3.0,55,,12.0,19.0,,0.0,7.1,,7.7
09X070,P.S. 070 Max Schoenfeld,8.0,54.0,69.0,,21.0,52.0,44.0,5.0,19.0,2.0,4.0,48.0,1067,1.0,3.0,7.0,15.0,6.0,16.0,9.0,8.3,27.0,7.6,4.0,21.0,,6.0,1.0,,3.0,,8.0,33.0,42.0,40.0,43.0,7.3,44.0,0.0,4.0,2.0,0.0,8.3,,7.0,Elementary School,44.0,5.0,48.0,46.0,48.0,46.0,3.0,18.0,44.0,2.0,1.0,2.0,1.0,2.0,1.0,BRONX,7.5,78,47.0,2.0,7.0,8.0,48.0,0.0,29.0,23.0,1.0,7.0,,16.0,29.0,5.0,55.0,48.0,2.0,2.0,6.1,8.7,8.2,46.0,1.0,67.0,4.0,60,,21.0,15.0,,1.0,7.0,,7.9
06M463,High School for Media and Communications,7.4,39.0,28.0,,20.0,59.0,33.0,6.0,23.0,2.0,2.0,35.0,544,5.0,7.0,11.0,7.0,7.0,1.0,16.0,7.6,44.0,7.3,3.0,40.0,,7.0,2.0,12.0,8.0,29.0,7.6,58.0,41.0,53.0,44.0,6.7,54.0,0.0,6.0,7.0,23.0,7.5,,18.0,High School,46.0,19.0,45.0,54.0,39.0,47.0,5.0,15.0,52.0,3.0,1.0,7.0,1.0,5.0,2.0,MANHATTAN,6.9,92,36.0,1.0,5.0,8.3,30.0,0.0,26.0,25.0,1.0,16.0,13.0,25.0,23.0,4.0,34.0,34.0,1.0,3.0,6.6,7.5,7.4,46.0,0.0,63.0,9.0,34,,22.0,22.0,,3.0,6.5,,7.5
17K012,P.S. 012,7.3,47.0,65.0,,32.0,56.0,44.0,1.0,23.0,1.0,3.0,37.0,213,1.0,5.0,10.0,35.0,6.0,16.0,10.0,8.0,29.0,8.1,1.0,23.0,,7.0,0.0,,6.0,,7.9,27.0,46.0,43.0,42.0,7.3,46.0,0.0,5.0,3.0,0.0,8.7,,9.0,Elementary School,38.0,3.0,48.0,48.0,50.0,47.0,4.0,16.0,39.0,3.0,3.0,1.0,1.0,0.0,0.0,BROOKLYN,8.1,40,56.0,3.0,3.0,8.0,50.0,0.0,33.0,25.0,0.0,16.0,,10.0,21.0,3.0,46.0,44.0,3.0,1.0,7.4,8.5,8.4,40.0,5.0,68.0,2.0,58,,22.0,16.0,,2.0,7.6,,7.9
09X329,DreamYard Preparatory School,7.5,44.0,37.0,,44.0,51.0,25.0,7.0,22.0,5.0,0.0,36.0,331,0.0,6.0,16.0,21.0,14.0,0.0,17.0,8.1,50.0,7.4,0.0,36.0,,9.0,3.0,6.0,3.0,41.0,8.0,36.0,40.0,47.0,42.0,7.2,59.0,0.0,3.0,0.0,33.0,7.4,,21.0,High School,32.0,8.0,42.0,42.0,46.0,46.0,6.0,11.0,50.0,5.0,0.0,0.0,3.0,3.0,3.0,BRONX,6.9,79,44.0,0.0,5.0,8.5,45.0,0.0,46.0,32.0,0.0,6.0,9.0,30.0,13.0,11.0,18.0,47.0,0.0,9.0,5.4,8.2,8.0,44.0,0.0,56.0,14.0,12,,26.0,16.0,,0.0,6.4,,7.8
09X365,Academy for Language and Technology,8.4,62.0,65.0,,23.0,80.0,64.0,1.0,11.0,1.0,1.0,53.0,265,1.0,1.0,5.0,10.0,3.0,0.0,1.0,8.7,33.0,8.1,2.0,21.0,,2.0,0.0,13.0,1.0,49.0,8.7,55.0,46.0,36.0,22.0,7.7,73.0,0.0,2.0,1.0,26.0,9.0,,16.0,High School,67.0,2.0,32.0,39.0,35.0,35.0,0.0,19.0,33.0,1.0,0.0,1.0,0.0,1.0,0.0,BRONX,8.1,92,59.0,1.0,5.0,9.0,49.0,0.0,26.0,20.0,1.0,2.0,1.0,14.0,31.0,3.0,34.0,59.0,1.0,0.0,6.0,9.3,8.5,39.0,0.0,81.0,0.0,80,,18.0,18.0,,0.0,7.1,,8.4
10X081,P.S. 081 Robert J. Christen,7.6,45.0,79.0,,64.0,54.0,38.0,9.0,19.0,1.0,19.0,42.0,569,1.0,5.0,12.0,44.0,9.0,15.0,14.0,8.0,20.0,8.4,2.0,20.0,,7.0,1.0,,3.0,,7.7,55.0,34.0,46.0,51.0,6.9,36.0,0.0,6.0,2.0,0.0,8.5,,6.0,Elementary School,44.0,2.0,54.0,50.0,45.0,52.0,4.0,12.0,46.0,6.0,2.0,1.0,2.0,1.0,0.0,BRONX,8.3,96,46.0,1.0,5.0,8.1,43.0,0.0,39.0,26.0,0.0,12.0,,34.0,41.0,3.0,66.0,41.0,1.0,3.0,7.7,8.5,8.2,41.0,0.0,63.0,2.0,89,,38.0,7.0,,1.0,7.7,,7.8
17K191,P.S. 191 Paul Robeson,7.0,38.0,68.0,,16.0,44.0,29.0,6.0,30.0,2.0,4.0,33.0,193,4.0,4.0,11.0,19.0,11.0,16.0,18.0,7.4,23.0,8.2,3.0,19.0,,6.0,1.0,,10.0,,7.4,32.0,34.0,52.0,51.0,6.9,41.0,2.0,8.0,2.0,0.0,8.0,,8.0,Elementary School,28.0,9.0,56.0,52.0,54.0,66.0,5.0,14.0,55.0,5.0,3.0,5.0,1.0,3.0,2.0,BROOKLYN,8.5,48,37.0,4.0,6.0,7.6,37.0,0.0,36.0,34.0,0.0,11.0,,20.0,42.0,3.0,63.0,34.0,3.0,2.0,7.7,8.0,7.6,49.0,5.0,54.0,1.0,52,,22.0,8.0,,3.0,7.6,,7.3
14K404,Academy for Young Writers,7.2,30.0,40.0,,48.0,47.0,27.0,13.0,23.0,3.0,11.0,38.0,354,2.0,7.0,18.0,5.0,11.0,0.0,7.0,7.4,40.0,7.5,5.0,41.0,,9.0,4.0,16.0,4.0,23.0,7.6,48.0,22.0,54.0,49.0,6.6,46.0,0.0,7.0,4.0,31.0,8.0,,28.0,High School,39.0,5.0,43.0,57.0,55.0,56.0,5.0,20.0,47.0,2.0,3.0,5.0,4.0,0.0,4.0,BROOKLYN,7.3,68,30.0,4.0,3.0,8.0,18.0,0.0,25.0,34.0,0.0,13.0,11.0,31.0,57.0,9.0,36.0,29.0,2.0,4.0,7.0,7.8,7.6,50.0,0.0,57.0,7.0,16,,52.0,16.0,,0.0,6.8,,7.1
09X145,J.H.S. 145 Arturo Toscanini,8.2,58.0,69.0,,30.0,60.0,57.0,4.0,12.0,2.0,3.0,54.0,451,1.0,2.0,5.0,33.0,4.0,0.0,7.0,8.6,24.0,8.3,3.0,20.0,,5.0,2.0,,2.0,,8.4,56.0,57.0,39.0,40.0,8.3,55.0,0.0,2.0,2.0,0.0,8.9,,15.0,Middle School,52.0,6.0,40.0,43.0,33.0,39.0,2.0,7.0,33.0,4.0,1.0,1.0,1.0,0.0,0.0,BRONX,8.2,93,60.0,1.0,5.0,8.4,45.0,33.0,22.0,19.0,0.0,4.0,,17.0,33.0,2.0,47.0,52.0,3.0,1.0,7.9,9.0,8.6,33.0,0.0,75.0,1.0,73,,12.0,12.0,,1.0,7.6,,8.3
04M224,M.S. 224 Manhattan East School for Arts & Academics,8.3,61.0,71.0,,91.0,66.0,48.0,10.0,12.0,4.0,12.0,54.0,247,1.0,2.0,23.0,74.0,3.0,0.0,5.0,8.8,28.0,8.4,0.0,20.0,,3.0,0.0,,0.0,,8.5,82.0,43.0,35.0,33.0,7.9,56.0,0.0,0.0,0.0,0.0,8.6,,23.0,Middle School,39.0,2.0,41.0,46.0,41.0,51.0,0.0,13.0,34.0,4.0,0.0,0.0,0.0,1.0,1.0,MANHATTAN,7.9,100,51.0,0.0,4.0,8.7,63.0,29.0,38.0,22.0,0.0,10.0,,25.0,73.0,4.0,41.0,44.0,1.0,4.0,7.2,8.8,8.2,29.0,0.0,81.0,0.0,39,,38.0,9.0,,1.0,7.5,,8.4
17K353,Elijah Stroud Middle School,7.4,38.0,54.0,,33.0,60.0,42.0,4.0,26.0,3.0,3.0,39.0,137,1.0,4.0,8.0,12.0,7.0,0.0,7.0,8.0,37.0,7.9,3.0,32.0,,2.0,2.0,,4.0,,8.1,59.0,44.0,51.0,40.0,7.4,54.0,1.0,4.0,5.0,0.0,8.6,,25.0,Middle School,46.0,5.0,41.0,46.0,51.0,50.0,2.0,21.0,40.0,2.0,0.0,3.0,1.0,0.0,0.0,BROOKLYN,7.4,94,52.0,0.0,4.0,8.5,33.0,39.0,34.0,29.0,0.0,10.0,,16.0,43.0,3.0,40.0,43.0,4.0,3.0,7.6,8.4,8.2,38.0,0.0,63.0,2.0,85,,22.0,12.0,,1.0,7.2,,8.0
14K050,J.H.S. 050 John D. Wells,7.7,38.0,45.0,,24.0,53.0,40.0,4.0,22.0,1.0,2.0,37.0,485,1.0,4.0,8.0,34.0,10.0,0.0,8.0,7.9,37.0,7.4,5.0,30.0,,9.0,2.0,,1.0,,7.8,52.0,28.0,56.0,52.0,7.2,45.0,0.0,4.0,4.0,0.0,8.0,,14.0,Middle School,38.0,10.0,57.0,58.0,52.0,49.0,4.0,16.0,49.0,3.0,1.0,4.0,1.0,2.0,1.0,BROOKLYN,6.9,64,44.0,0.0,3.0,8.1,28.0,37.0,31.0,25.0,0.0,7.0,,23.0,34.0,5.0,41.0,34.0,4.0,2.0,6.4,8.2,8.0,49.0,0.0,60.0,6.0,45,,24.0,17.0,,0.0,6.5,,7.5
08X182,P.S. 182,7.8,56.0,75.0,,39.0,58.0,47.0,4.0,24.0,1.0,10.0,47.0,781,1.0,2.0,12.0,58.0,6.0,16.0,12.0,8.4,22.0,8.3,2.0,23.0,,8.0,0.0,,3.0,,8.0,60.0,35.0,40.0,43.0,6.4,43.0,0.0,5.0,1.0,0.0,8.8,,9.0,Elementary School,42.0,4.0,45.0,40.0,41.0,41.0,3.0,22.0,42.0,5.0,1.0,1.0,1.0,0.0,1.0,BRONX,8.5,93,52.0,1.0,6.0,8.1,50.0,0.0,32.0,30.0,1.0,4.0,,23.0,29.0,3.0,65.0,51.0,1.0,3.0,7.3,8.9,8.4,42.0,6.0,61.0,1.0,46,,30.0,10.0,,0.0,7.6,,8.0
16K243,P.S. 243K- The Weeksville School,7.8,49.0,78.0,,36.0,60.0,48.0,4.0,18.0,2.0,8.0,42.0,267,2.0,6.0,8.0,23.0,4.0,15.0,7.0,8.2,16.0,8.1,4.0,18.0,,4.0,1.0,,2.0,,8.2,32.0,67.0,46.0,40.0,8.0,50.0,0.0,2.0,1.0,0.0,8.9,,4.0,Elementary School,44.0,3.0,48.0,49.0,44.0,43.0,4.0,16.0,40.0,1.0,2.0,1.0,3.0,0.0,0.0,BROOKLYN,8.2,89,48.0,1.0,12.0,8.4,49.0,0.0,24.0,23.0,1.0,12.0,,17.0,21.0,3.0,58.0,46.0,2.0,1.0,7.1,8.7,8.1,45.0,9.0,73.0,0.0,69,,18.0,11.0,,2.0,7.7,,8.1
15K464,Secondary School for Research,7.4,28.0,33.0,,43.0,46.0,32.0,11.0,27.0,3.0,0.0,33.0,436,6.0,4.0,20.0,26.0,4.0,0.0,13.0,7.6,45.0,7.6,0.0,41.0,,9.0,4.0,16.0,8.0,29.0,7.3,55.0,20.0,63.0,43.0,5.8,53.0,1.0,4.0,5.0,21.0,7.2,,19.0,Middle / High School,32.0,9.0,54.0,55.0,53.0,52.0,2.0,6.0,49.0,2.0,1.0,4.0,3.0,5.0,3.0,BROOKLYN,6.9,81,38.0,1.0,7.0,8.2,17.0,9.0,27.0,36.0,3.0,11.0,5.0,33.0,41.0,6.0,33.0,29.0,2.0,2.0,6.8,7.7,7.8,48.0,0.0,57.0,11.0,28,,26.0,24.0,,4.0,6.6,,7.3
15K519,Cobble Hill School of American Studies,6.9,27.0,41.0,,28.0,32.0,26.0,8.0,22.0,1.0,2.0,24.0,662,2.0,7.0,9.0,24.0,13.0,0.0,13.0,7.2,33.0,7.3,2.0,31.0,,6.0,2.0,7.0,8.0,27.0,7.0,45.0,17.0,60.0,60.0,6.4,36.0,0.0,11.0,2.0,21.0,7.6,,15.0,High School,22.0,7.0,63.0,56.0,59.0,60.0,5.0,9.0,59.0,1.0,4.0,3.0,2.0,1.0,4.0,BROOKLYN,6.8,90,26.0,4.0,2.0,7.5,18.0,0.0,44.0,26.0,2.0,10.0,12.0,23.0,18.0,7.0,28.0,26.0,4.0,6.0,6.5,7.8,6.9,52.0,0.0,55.0,7.0,51,,16.0,13.0,,2.0,6.5,,7.0
17K091,P.S. 091 The Albany Avenue School,7.7,44.0,62.0,,36.0,50.0,31.0,6.0,25.0,1.0,6.0,40.0,685,2.0,2.0,10.0,23.0,5.0,15.0,11.0,8.1,34.0,7.8,4.0,30.0,,5.0,0.0,,3.0,,7.9,34.0,45.0,51.0,50.0,7.5,42.0,0.0,5.0,3.0,0.0,8.0,,8.0,Elementary School,41.0,4.0,56.0,55.0,55.0,60.0,4.0,16.0,44.0,3.0,0.0,1.0,3.0,2.0,0.0,BROOKLYN,7.5,95,40.0,1.0,5.0,8.0,44.0,0.0,34.0,35.0,0.0,10.0,,20.0,23.0,3.0,60.0,39.0,1.0,1.0,7.2,8.4,7.9,50.0,2.0,61.0,4.0,61,,25.0,10.0,,1.0,7.5,,7.8
09X110,P.S. 110 Theodore Schoenfeld,8.7,70.0,79.0,,27.0,66.0,62.0,2.0,14.0,2.0,4.0,64.0,324,1.0,1.0,9.0,27.0,5.0,16.0,5.0,9.0,16.0,8.5,2.0,13.0,,5.0,0.0,,0.0,,8.7,62.0,65.0,28.0,30.0,8.1,62.0,0.0,1.0,0.0,0.0,9.1,,8.0,Elementary School,57.0,2.0,38.0,32.0,32.0,32.0,3.0,13.0,30.0,2.0,0.0,2.0,3.0,0.0,0.0,BRONX,8.3,91,66.0,0.0,29.0,8.7,59.0,0.0,25.0,17.0,1.0,5.0,,13.0,22.0,5.0,74.0,65.0,0.0,2.0,7.5,9.2,8.8,30.0,8.0,77.0,1.0,76,,19.0,9.0,,0.0,8.1,,8.6
01M363,Neighborhood School,8.0,49.0,94.0,,82.0,77.0,51.0,11.0,8.0,3.0,20.0,53.0,261,1.0,8.0,21.0,68.0,11.0,14.0,8.0,7.9,4.0,7.8,1.0,6.0,,5.0,0.0,,3.0,,8.2,78.0,50.0,37.0,36.0,7.8,46.0,0.0,13.0,2.0,0.0,8.4,,13.0,Elementary School,61.0,1.0,29.0,39.0,33.0,43.0,0.0,13.0,18.0,11.0,2.0,0.0,2.0,0.0,0.0,MANHATTAN,8.5,73,59.0,2.0,16.0,8.3,50.0,0.0,34.0,15.0,1.0,8.0,,21.0,32.0,5.0,59.0,51.0,3.0,1.0,6.7,8.8,8.7,28.0,2.0,72.0,6.0,44,,23.0,5.0,,1.0,7.5,,8.6
12X150,P.S. 150 Charles James Fox,8.4,62.0,77.0,,24.0,59.0,53.0,3.0,20.0,3.0,3.0,57.0,673,1.0,1.0,5.0,19.0,5.0,16.0,6.0,8.7,20.0,8.5,2.0,19.0,,3.0,0.0,,2.0,,8.4,46.0,56.0,37.0,37.0,7.8,54.0,0.0,3.0,1.0,0.0,8.9,,11.0,Elementary School,49.0,2.0,47.0,40.0,40.0,39.0,2.0,20.0,40.0,2.0,0.0,1.0,1.0,0.0,0.0,BRONX,8.3,94,56.0,0.0,7.0,8.4,57.0,0.0,29.0,25.0,1.0,6.0,,17.0,24.0,2.0,63.0,56.0,1.0,1.0,7.8,9.0,8.5,38.0,3.0,69.0,1.0,82,,21.0,10.0,,1.0,8.1,,8.3
04M117,Tito Puente Education Complex,7.5,39.0,47.0,,28.0,44.0,28.0,7.0,24.0,0.0,17.0,35.0,127,0.0,0.0,19.0,39.0,0.0,0.0,6.0,8.0,47.0,8.0,0.0,28.0,,6.0,0.0,,0.0,,7.6,56.0,24.0,50.0,39.0,6.8,28.0,0.0,6.0,6.0,0.0,7.8,,6.0,Middle School,41.0,6.0,38.0,65.0,67.0,72.0,0.0,8.0,44.0,6.0,0.0,0.0,6.0,0.0,0.0,MANHATTAN,7.7,100,21.0,0.0,0.0,7.6,6.0,94.0,53.0,41.0,6.0,6.0,,19.0,61.0,19.0,44.0,29.0,12.0,0.0,7.2,8.3,7.2,64.0,0.0,71.0,6.0,14,,13.0,25.0,,0.0,7.1,,7.9
12X196,P.S. 196,8.5,62.0,75.0,,19.0,57.0,47.0,3.0,20.0,4.0,3.0,58.0,432,1.0,0.0,6.0,18.0,3.0,30.0,7.0,8.7,22.0,8.2,5.0,18.0,,5.0,1.0,,2.0,,8.3,53.0,59.0,36.0,41.0,7.7,51.0,0.0,3.0,1.0,0.0,8.7,,10.0,Elementary School,51.0,5.0,49.0,40.0,47.0,49.0,2.0,24.0,45.0,3.0,1.0,1.0,1.0,0.0,0.0,BRONX,8.7,56,54.0,1.0,8.0,8.3,52.0,0.0,26.0,23.0,1.0,3.0,,18.0,28.0,3.0,63.0,57.0,2.0,2.0,7.4,8.9,8.5,43.0,1.0,73.0,0.0,71,,23.0,18.0,,0.0,7.8,,8.2
07X157,P.S. 157 Grove Hill,8.3,61.0,78.0,,30.0,59.0,55.0,2.0,22.0,2.0,4.0,55.0,445,1.0,1.0,8.0,51.0,6.0,12.0,9.0,8.6,19.0,7.9,1.0,18.0,,6.0,0.0,,3.0,,8.3,49.0,43.0,35.0,39.0,7.3,53.0,0.0,3.0,2.0,0.0,9.0,,9.0,Elementary School,48.0,2.0,42.0,42.0,38.0,37.0,2.0,21.0,39.0,5.0,0.0,1.0,0.0,0.0,1.0,BRONX,8.1,78,55.0,1.0,12.0,8.3,53.0,0.0,36.0,22.0,1.0,6.0,,20.0,26.0,2.0,61.0,54.0,0.0,2.0,6.0,8.9,8.4,40.0,5.0,69.0,1.0,59,,21.0,18.0,,0.0,7.1,,8.3
15K529,West Brooklyn Community High School,8.2,56.0,69.0,,20.0,69.0,55.0,3.0,13.0,3.0,0.0,49.0,193,0.0,1.0,5.0,17.0,6.0,0.0,3.0,8.6,25.0,8.4,3.0,23.0,,1.0,2.0,4.0,0.0,56.0,8.5,45.0,32.0,43.0,33.0,7.0,63.0,0.0,2.0,1.0,16.0,9.1,,19.0,High School,59.0,3.0,36.0,49.0,39.0,36.0,0.0,15.0,32.0,2.0,0.0,1.0,1.0,0.0,0.0,BROOKLYN,8.3,100,57.0,0.0,3.0,8.8,43.0,0.0,37.0,18.0,0.0,0.0,1.0,14.0,23.0,2.0,24.0,50.0,1.0,2.0,8.1,9.3,8.5,37.0,0.0,81.0,0.0,62,,21.0,20.0,,0.0,7.9,,8.2
15K027,Agnes Y. Humphrey School for Leadership,7.6,36.0,58.0,,29.0,55.0,37.0,2.0,21.0,2.0,2.0,37.0,139,0.0,0.0,5.0,31.0,5.0,0.0,5.0,7.9,34.0,7.5,0.0,31.0,,9.0,0.0,,2.0,,7.9,47.0,45.0,60.0,46.0,7.4,53.0,0.0,9.0,4.0,0.0,8.0,,26.0,Elementary / Middle School,46.0,4.0,59.0,60.0,52.0,55.0,6.0,16.0,39.0,5.0,0.0,2.0,0.0,0.0,4.0,BROOKLYN,7.0,58,40.0,0.0,7.0,8.2,27.0,18.0,27.0,24.0,0.0,12.0,,24.0,38.0,6.0,52.0,37.0,0.0,0.0,6.4,8.2,7.8,53.0,0.0,60.0,9.0,42,,15.0,22.0,,0.0,6.9,,7.9
