brooklyn_cooperatives_comparable_properties_address,bin,postcode,brooklyn_cooperatives_comparable_properties_expense_per_sqft,comparable_rental_2_year_built,longitude,community_council,comparable_rental_1_gross_sqft,comparable_rental_1_estimated_expense,comparable_rental_1_full_market_value,comparable_rental_3_building_classification,comparable_rental_2_address,comparable_rental_3_full_market_value,comparable_rental_3_estimated_gross_income,comparable_rental_3_net_operating_income,comparable_rental_1_address,brooklyn_cooperatives_comparable_properties_building_classification,comparable_rental_1_boro_block_lot,comparable_rental_1_neighborhood,nta,brooklyn_cooperatives_comparable_properties_net_operating_income,brooklyn_cooperatives_comparable_properties_estimated_expense,comparable_rental_2_boro_block_lot,comparable_rental_3_neighborhood,latitude
"{'latitude': '40.713019945819', 'longitude': '-73.960420782203', 'human_address': '{""address"": ""728 DRIGGS AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3062966.0,11211.0,6.15,1910.0,-73.960383,34.0,31200,188666.0,1438000,C1-WALK-UP,"{'latitude': '40.715050041252', 'longitude': '-73.95976903392', 'human_address': '{""address"": ""238 METROPOLITAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","1,648,000","468,052","230,181","{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""103 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-02417-0039,WILLIAMSBURG-SOUTH,North Side-South Side                                                      ,102926,161069,3-02366-0015,WILLIAMSBURG-SOUTH,40.713014
"{'latitude': '40.577129058572', 'longitude': '-73.96139121046', 'human_address': '{""address"": ""3096 BRIGHTON 6 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3245100.0,11235.0,8.96,1927.0,-73.961363,48.0,81000,642330.0,4389000,D7-ELEVATOR,"{'latitude': '40.619199405119', 'longitude': '-74.025508438186', 'human_address': '{""address"": ""8829 FT HAMILTON PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","5,685,000","1,435,140","775,190","{'latitude': '40.623897963169', 'longitude': '-74.027877752129', 'human_address': '{""address"": ""8415 4 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-06026-0001,BAY RIDGE,Brighton Beach                                                             ,748339,748339,3-06069-0013,BRIGHTON BEACH,40.577079
"{'latitude': '40.621333020337', 'longitude': '-73.969609317411', 'human_address': '{""address"": ""1119 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3171370.0,11230.0,5.66,1928.0,-73.969911,44.0,126000,803110.0,4664000,D1-ELEVATOR,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1402 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","905,000","360,224","168,398","{'latitude': '40.61858069928', 'longitude': '-73.969086649139', 'human_address': '{""address"": ""1235 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-06542-0070,OCEAN PARKWAY-NORTH,Ocean Parkway South                                                        ,415860,541096,3-06725-0001,MIDWOOD,40.621283
"{'latitude': '40.654760009563', 'longitude': '-73.978116896259', 'human_address': '{""address"": ""620 18 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,5.83,1931.0,,,113188,730063.0,2638000, ,"{'latitude': '40.63467032628', 'longitude': '-73.965042644779', 'human_address': '{""address"": ""1302 NEWKIRK AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.635026225077', 'longitude': '-73.958241591811', 'human_address': '{""address"": ""1122 OCEAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-05240-0043,FLATBUSH-CENTRAL,,380976,576908,3-05234-0001, ,
"{'latitude': '40.675385056018', 'longitude': '-73.967266121414', 'human_address': '{""address"": ""328 STERLING PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3029339.0,11238.0,7.65,1936.0,-73.967211,35.0,24000,183642.0,1452000,D1-ELEVATOR,"{'latitude': '40.676145109919', 'longitude': '-73.970860936377', 'human_address': '{""address"": ""214 STERLING PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","755,000","223,227","104,956","{'latitude': '40.674972994425', 'longitude': '-73.966681591531', 'human_address': '{""address"": ""195 UNDERHILL AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-01173-0007,PROSPECT HEIGHTS,Prospect Heights                                                           ,209384,182644,3-01169-0019,PROSPECT HEIGHTS,40.675421
"{'latitude': '40.696037574859', 'longitude': '-73.993648540566', 'human_address': '{""address"": ""153 HENRY STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3001883.0,11201.0,10.45,1925.0,-73.993613,33.0,40410,377959.0,3642000,D9-ELEVATOR,"{'latitude': '40.695649532469', 'longitude': '-73.994588307022', 'human_address': '{""address"": ""75 PIERREPONT STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","5,357,000","1,129,535","734,254","{'latitude': '40.696294859157', 'longitude': '-73.993523573907', 'human_address': '{""address"": ""145 HENRY STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-00237-0020,BROOKLYN HEIGHTS,Brooklyn Heights-Cobble Hill                                               ,548945,512186,3-00236-0007,BROOKLYN HEIGHTS,40.696203
"{'latitude': '40.689845408517', 'longitude': '-73.994589777745', 'human_address': '{""address"": ""214 CLINTON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3002957.0,11201.0,11.54,1915.0,-73.994559,39.0,8000,109046.0,925000, ,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""108 ATLANTIC AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.689015766905', 'longitude': '-73.995272946075', 'human_address': '{""address"": ""155 AMITY STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-00291-0033,COBBLE HILL,Carroll Gardens-Columbia Street-Red Hook                                   ,347916,317639,3-00284-0025, ,40.689855
"{'latitude': '40.67648356771', 'longitude': '-73.992559824849', 'human_address': '{""address"": ""185 4 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,9.19,1910.0,,,114734,885746.0,6538000,D1-ELEVATOR,"{'latitude': '40.712437670581', 'longitude': '-73.958855895825', 'human_address': '{""address"": ""201 ROEBLING STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","3,690,000","1,451,589","629,222","{'latitude': '40.700213739108', 'longitude': '-73.953913107345', 'human_address': '{""address"": ""157 WALLABOUT STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-02239-0008,WILLIAMSBURG-CENTRAL,,740336,656092,3-02408-0001,WILLIAMSBURG-SOUTH,
"{'latitude': '40.677697865902', 'longitude': '-73.991774392129', 'human_address': '{""address"": ""112 2 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,6.7,1962.0,,,149450,771162.0,1958000, ,"{'latitude': '40.676513339023', 'longitude': '-73.99276764366', 'human_address': '{""address"": ""170 4 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.645724928724', 'longitude': '-73.981091594871', 'human_address': '{""address"": ""70 DAHILL ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-05307-0045,KENSINGTON,,624499,1003392,3-05317-0011, ,
"{'latitude': '40.688382660564', 'longitude': '-73.990533292018', 'human_address': '{""address"": ""251 PACIFIC STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3000830.0,11201.0,6.8,1920.0,-73.990499,33.0,17215,110027.0,1363000, ,"{'latitude': '40.68836593896', 'longitude': '-73.990649643023', 'human_address': '{""address"": ""250 PACIFIC STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.688269425396', 'longitude': '-73.990398707757', 'human_address': '{""address"": ""256 PACIFIC STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-00187-0014,BOERUM HILL,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,178629,126004,3-00187-0012, ,40.68835
"{'latitude': '40.674024499796', 'longitude': '-73.968237997814', 'human_address': '{""address"": ""280 ST JOHN\'S PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3029355.0,11238.0,8.62,1920.0,-73.968171,35.0,12660,124929.0,1013000,C1-WALK-UP,"{'latitude': '40.674195468856', 'longitude': '-73.967668100945', 'human_address': '{""address"": ""298 ST JOHN\'S PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","666,000","201,257","96,286","{'latitude': '40.674309448255', 'longitude': '-73.967288169615', 'human_address': '{""address"": ""310 ST JOHN\'S PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01172-0029,PROSPECT HEIGHTS,Prospect Heights                                                           ,129564,108853,3-01172-0027,PROSPECT HEIGHTS,40.674073
"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""7714 BAY PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3161648.0,11214.0,5.27,1928.0,-73.988882,44.0,65220,423185.0,2295000,D1-ELEVATOR,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""7402 BAY PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","1,694,000","581,924","279,186","{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""7705 BAY PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-06253-0001,BENSONHURST,Bensonhurst West                                                           ,340320,252960,3-06219-0029,GRAVESEND,40.606704
"{'latitude': '40.687645012412', 'longitude': '-73.967695013295', 'human_address': '{""address"": ""345 CLINTON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3321875.0,11238.0,6.65,1905.0,-73.967689,35.0,39200,233240.0,815000,D1-ELEVATOR,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""253 WASHINGTON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","4,986,000","1,229,434","695,397","{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""500 WASHINGTON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-01978-0025,CLINTON HILL,Clinton Hill                                                               ,2737280,2979200,3-01918-0024,CLINTON HILL,40.687542
"{'latitude': '40.692059733816', 'longitude': '-73.964169227968', 'human_address': '{""address"": ""195 WILLOUGHBY AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3054896.0,11205.0,8.06,1935.0,-73.964181,35.0,105360,849656.0,5049000,D3-ELEVATOR,"{'latitude': '40.691860934502', 'longitude': '-73.959692774272', 'human_address': '{""address"": ""227 TAAFFE PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","1,005,000","357,895","150,618","{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""266 WASHINGTON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-01917-0045,CLINTON HILL,Clinton Hill                                                               ,2023680,2192320,3-01925-0001,FORT GREENE,40.692048
"{'latitude': '40.691347938302', 'longitude': '-73.960490599568', 'human_address': '{""address"": ""283 CLASSON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3055124.0,11205.0,10.42,1905.0,-73.9605,33.0,7020,,600000,C1-WALK-UP,"{'latitude': '40.687888527873', 'longitude': '-73.96235901013', 'human_address': '{""address"": ""47 CLIFTON PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","373,000","93,305","51,356","{'latitude': '40.690388995085', 'longitude': '-73.960095992793', 'human_address': '{""address"": ""433 DE KALB AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01924-0060,BEDFORD STUYVESANT,Clinton Hill                                                               ,142752,87705,3-01948-0065,CLINTON HILL,40.691363
"{'latitude': '40.672351398124', 'longitude': '-73.964570352193', 'human_address': '{""address"": ""135 EASTERN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3029628.0,11238.0,3.55,1930.0,-73.964289,35.0,92902,622975.0,5357000, ,"{'latitude': '40.675507260543', 'longitude': '-73.958437949426', 'human_address': '{""address"": ""545 PROSPECT PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.676161347247', 'longitude': '-73.970667605291', 'human_address': '{""address"": ""215 STERLING PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-01164-0064,PROSPECT HEIGHTS,Prospect Heights                                                           ,2413759,780311,3-01156-0080, ,40.672162
"{'latitude': '40.70062050128', 'longitude': '-73.985277784361', 'human_address': '{""address"": ""149 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3000000.0,11215.0,6.74,1931.0,-73.96968,39.0,23840,154669.0,752000,C1-WALK-UP,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""3341 WESTMINSTER ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","406,000","127,908","60,863","{'latitude': '40.65656382008', 'longitude': '-73.976897370521', 'human_address': '{""address"": ""1661 11 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-05256-0006,WINDSOR TERRACE,park-cemetery-etc-Brooklyn                                                 ,111446,122938,3-05073-0052,PARK SLOPE SOUTH,40.661354
"{'latitude': '40.592985629126', 'longitude': '-73.965012865554', 'human_address': '{""address"": ""2310 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3194790.0,11223.0,5.97,1958.0,-73.964713,47.0,63600,571549.0,2728000,D1-ELEVATOR,"{'latitude': '40.594801722844', 'longitude': '-73.964576962002', 'human_address': '{""address"": ""2245 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","2,077,000","665,280","312,480","{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""2411 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-07179-0042,OCEAN PARKWAY-SOUTH,Homecrest                                                                  ,511210,399990,3-07158-0033,OCEAN PARKWAY-SOUTH,40.593013
"{'latitude': '40.644585275361', 'longitude': '-73.982076354943', 'human_address': '{""address"": ""40 TEHAMA STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3123699.0,11218.0,3.27,1927.0,-73.982163,39.0,70944,200424.0,1825000,D1-ELEVATOR,"{'latitude': '40.645099524231', 'longitude': '-73.979675857651', 'human_address': '{""address"": ""114 ALBEMARLE ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","812,000","353,880","217,824","{'latitude': '40.644471536155', 'longitude': '-73.982208869475', 'human_address': '{""address"": ""45 TEHAMA STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-05309-0029,KENSINGTON,Kensington-Ocean Parkway                                                   ,301939,322574,3-05334-0006,KENSINGTON,40.644518
"{'latitude': '40.638832066894', 'longitude': '-73.970618798302', 'human_address': '{""address"": ""811 CORTELYOU ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3126291.0,11218.0,7.17,1963.0,-73.970533,40.0,48600,433997.0,3602000,D1-ELEVATOR,"{'latitude': '40.638367138437', 'longitude': '-73.967627768459', 'human_address': '{""address"": ""415 STRATFORD ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","6,909,000","2,140,328","1,049,369","{'latitude': '40.636692221922', 'longitude': '-73.972492671271', 'human_address': '{""address"": ""483 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-05390-0061,OCEAN PARKWAY-NORTH,Kensington-Ocean Parkway                                                   ,757440,688320,3-05154-0047,FLATBUSH-CENTRAL,40.638826
"{'latitude': '40.691867133185', 'longitude': '-73.99248949212', 'human_address': '{""address"": ""38 LIVINGSTON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3002625.0,11201.0,8.51,1949.0,-73.99281,33.0,9972,78480.0,771000, ,"{'latitude': '40.69628435741', 'longitude': '-73.997082555405', 'human_address': '{""address"": ""2 PIERREPONT STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""63 MONTAGUE STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-00241-0011,BROOKLYN HEIGHTS,Brooklyn Heights-Cobble Hill                                               ,237580,235642,3-00241-0020, ,40.691971
"{'latitude': '40.692924591925', 'longitude': '-73.993443314617', 'human_address': '{""address"": ""151 JORALEMON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3002214.0,11201.0,10.11,1900.0,-73.993491,33.0,7917,70084.0,1450000,C7-WALK-UP,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""136 MONTAGUE STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","2,107,000","420,079","282,584","{'latitude': '40.693080314921', 'longitude': '-73.994452270186', 'human_address': '{""address"": ""129 JORALEMON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-00254-0015,BROOKLYN HEIGHTS,Brooklyn Heights-Cobble Hill                                               ,207526,125927,3-00249-0029,BROOKLYN HEIGHTS,40.692912
"{'latitude': '40.697967312908', 'longitude': '-73.994796073278', 'human_address': '{""address"": ""35 CLARK STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3001724.0,11201.0,9.99,1920.0,-73.994861,33.0,46410,391551.0,4677000, ,"{'latitude': '40.697494602253', 'longitude': '-73.994828916018', 'human_address': '{""address"": ""136 HICKS STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.692998561162', 'longitude': '-73.993976949826', 'human_address': '{""address"": ""141 JORALEMON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-00254-0006,BROOKLYN HEIGHTS,Brooklyn Heights-Cobble Hill                                               ,461746,377792,3-00235-0046, ,40.697968
"{'latitude': '40.664381560616', 'longitude': '-73.98154292433', 'human_address': '{""address"": ""445 12 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,9.61,1920.0,,,39261,364847.0,2091000,D1-ELEVATOR,"{'latitude': '40.700642038029', 'longitude': '-73.987868812094', 'human_address': '{""address"": ""70 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","2,211,000","676,601","373,760","{'latitude': '40.670711051002', 'longitude': '-73.977282710454', 'human_address': '{""address"": ""530 2 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-01078-0016,PARK SLOPE,,291550,408425,3-01079-0040,WINDSOR TERRACE,
"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""239 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,5.99,1920.0,,,11000,74021.0,605000, ,"{'latitude': '40.714125570518', 'longitude': '-73.948938652714', 'human_address': '{""address"": ""601 METROPOLITAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.705593110168', 'longitude': '-73.9428825594', 'human_address': '{""address"": ""124 GRAHAM AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-03080-0005,WILLIAMSBURG-EAST,,158745,112133,3-02757-0034, ,
"{'latitude': '40.676812921022', 'longitude': '-73.969498686784', 'human_address': '{""address"": ""254 PARK PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3029058.0,11238.0,10.13,1931.0,-73.969799,35.0,15480,128173.0,1083000,C1-WALK-UP,"{'latitude': '40.677771554333', 'longitude': '-73.969564283809', 'human_address': '{""address"": ""214 PROSPECT PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","1,156,000","283,470","161,570","{'latitude': '40.678041013696', 'longitude': '-73.970843317586', 'human_address': '{""address"": ""180 PROSPECT PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01158-0021,PROSPECT HEIGHTS,Prospect Heights                                                           ,139554,156381,3-01158-0037,PARK SLOPE,40.676906
"{'latitude': '40.6283118454', 'longitude': '-73.991976564535', 'human_address': '{""address"": ""5624 15 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3140139.0,11219.0,4.75,1939.0,-73.991991,44.0,61200,290992.0,1463000,D1-ELEVATOR,"{'latitude': '40.628926247167', 'longitude': '-73.991326713516', 'human_address': '{""address"": ""5512 15 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","817,000","365,622","159,302","{'latitude': '40.629737389517', 'longitude': '-73.993990542485', 'human_address': '{""address"": ""5601 14 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-05692-0004,BOROUGH PARK,Borough Park                                                               ,289886,280440,3-05685-0041,BOROUGH PARK,40.62827
"{'latitude': '40.670436603324', 'longitude': '-73.975271916981', 'human_address': '{""address"": ""199 8 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3025234.0,11215.0,9.65,1920.0,-73.975332,39.0,11250,107440.0,1199000, ,"{'latitude': '40.665655682039', 'longitude': '-73.979265416551', 'human_address': '{""address"": ""911 8 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.669983488913', 'longitude': '-73.97563711367', 'human_address': '{""address"": ""215 8 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01077-0001,PARK SLOPE,Park Slope-Gowanus                                                         ,150706,108775,3-01093-0001, ,40.670397
"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""4011 7 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3018063.0,11232.0,8.69,1915.0,-74.000202,38.0,28800,228043.0,1468000,C1-WALK-UP,"{'latitude': '40.649053607866', 'longitude': '-74.000272959851', 'human_address': '{""address"": ""666 39 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","1,967,000","463,950","280,650","{'latitude': '40.637891941452', 'longitude': '-74.01503763067', 'human_address': '{""address"": ""579 61 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-05783-0044,SUNSET PARK,Sunset Park East                                                           ,265686,262455,3-00914-0030,SUNSET PARK,40.647917
"{'latitude': '40.657000437538', 'longitude': '-73.962222391453', 'human_address': '{""address"": ""163 OCEAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3114586.0,11225.0,3.82,1928.0,-73.962577,40.0,136157,940845.0,5154000,D1-ELEVATOR,"{'latitude': '40.656707694728', 'longitude': '-73.9605737562', 'human_address': '{""address"": ""2121 WESTBURY COURT"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","2,882,000","1,010,292","464,952","{'latitude': '40.655514693219', 'longitude': '-73.960350720883', 'human_address': '{""address"": ""225 PARKSIDE AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-05026-0264,FLATBUSH-LEFFERTS GARDEN,Prospect Lefferts Gardens-Wingate                                          ,598149,453261,3-05026-0241,FLATBUSH-LEFFERTS GARDEN,40.659104
"{'latitude': '40.604057838232', 'longitude': '-74.005176283739', 'human_address': '{""address"": ""150 19 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,6.55,1958.0,,,54776,368327.0,1735000,D1-ELEVATOR,"{'latitude': '40.600560556674', 'longitude': '-74.008544593727', 'human_address': '{""address"": ""330 19 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}","2,007,000","768,801","316,872","{'latitude': '40.602898590784', 'longitude': '-74.006177703227', 'human_address': '{""address"": ""201 19 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",D4-ELEVATOR,3-05150-0001,FLATBUSH-CENTRAL,,256431,289167,3-05161-0014,FLATBUSH-CENTRAL,
"{'latitude': '40.67140844394', 'longitude': '-73.975107778758', 'human_address': '{""address"": ""259 GARFIELD PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",3325194.0,11215.0,9.61,1920.0,-73.975123,39.0,13480,114243.0,1337000, ,"{'latitude': '40.673251152174', 'longitude': '-73.97243430795', 'human_address': '{""address"": ""888 UNION STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}", , , ,"{'latitude': '40.673321196507', 'longitude': '-73.97261787241', 'human_address': '{""address"": ""882 UNION STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",C6-WALK-UP,3-01066-0011,PARK SLOPE,Park Slope-Gowanus                                                         ,347419,233638,3-01066-0014, ,40.671391
