manhattan_cooperatives_comparable_properties_boro_block_lot,longitude,comparable_rental_1_gross_sqft,bin,comparable_rental_1_building_classification,comparable_rental_2_estimated_gross_income,comparable_rental_1_distance_from_coop_in_miles,comparable_rental_1_full_market_value,comparable_rental_2_address,comparable_rental_3_address,comparable_rental_2_full_market_value,borough,nta,comparable_rental_2_building_classification,comparable_rental_1_total_units,comparable_rental_3_gross_income_per_sqft,comparable_rental_3_year_built,comparable_rental_2_total_units,comparable_rental_2_boro_block_lot,manhattan_cooperatives_comparable_properties_market_value_per_sqft
1-00552-0062,-73.997593,63943,1000000.0,D9-ELEVATOR,3788939.0,0.25,12194000,"{'latitude': '40.725557810942', 'longitude': '-73.994586266892', 'human_address': '{""address"": ""304 MULBERRY STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,20618000.0,1,West Village                                                               ,D9-ELEVATOR,88, , ,92.0,1-00521-0009,148.99
1-01512-0001,-73.958477,224000,1047642.0,D6-ELEVATOR,5006351.0,0.09,41329000,"{'latitude': '40.775119447977', 'longitude': '-73.953748053541', 'human_address': '{""address"": ""1571 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1125 MADISON AVENUE,27602000.0,1,Upper East Side-Carnegie Hill                                              ,D6-ELEVATOR,185,41.12,1922,182.0,1-01527-0028,169.49
1-01055-0001,,33250,,D1-ELEVATOR,767653.0,0.1,3804000,"{'latitude': '40.649255898354', 'longitude': '-74.011188388292', 'human_address': '{""address"": ""352 46 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",306 WEST 47 STREET,3362000.0,1,,D1-ELEVATOR,52,25.36,1910,30.0,1-01036-0054,114.35
1-01055-0047,,12705,,C4-WALK-UP,286997.0,0.0,2201000,"{'latitude': '40.648050787936', 'longitude': '-74.009210199881', 'human_address': '{""address"": ""444 46 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,1485000.0,1,,C4-WALK-UP,22, , ,20.0,1-01055-0055,135.2
1-00484-0001,-74.000007,26981,1083498.0,D6-ELEVATOR,2764792.0,0.4,11295000,"{'latitude': '40.675867254419', 'longitude': '-73.987892314336', 'human_address': '{""address"": ""274 2 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,15587000.0,1,SoHo-TriBeCa-Civic Center-Little Italy                                     ,D7-ELEVATOR,8, , ,103.0,1-00372-0060,178.57
1-00915-0038,,76024,,D6-ELEVATOR,3108376.0,0.05,13241000,"{'latitude': '40.656465513463', 'longitude': '-74.003399691417', 'human_address': '{""address"": ""141 33 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,15537000.0,1,,D6-ELEVATOR,93, , ,125.0,1-00889-0022,162.89
1-00609-0047,,101231,,D9-ELEVATOR,1710297.0,0.21,17036000,"{'latitude': '40.665762123526', 'longitude': '-73.991395452018', 'human_address': '{""address"": ""151 16 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,9276000.0,1,,D3-ELEVATOR,111, , ,76.0,1-00792-0008,180.0
1-01120-0017,,33312,,D1-ELEVATOR,887166.0,0.14,7021000,"{'latitude': '40.635378987735', 'longitude': '-74.031516142339', 'human_address': '{""address"": ""133 71 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,4823000.0,1,,D3-ELEVATOR,53, , ,36.0,1-01143-0020,184.01
1-01634-0062,,6404,,C7-WALK-UP,77588.0,0.22,1236000,"{'latitude': '40.793573536018', 'longitude': '-73.940294195983', 'human_address': '{""address"": ""2149 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",2022 3 AVENUE,679000.0,1,,C1-WALK-UP,9,11.42,1910,8.0,1-01660-0025,41.72
1-01381-0001,,17250,,D7-ELEVATOR,1173708.0,0.24,2991000,"{'latitude': '40.642311269898', 'longitude': '-74.025427870612', 'human_address': '{""address"": ""103 63 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,7087000.0,1,,D7-ELEVATOR,15, , ,37.0,1-01398-0006,155.93
1-00482-0001,-73.998824,38498,1081554.0,D6-ELEVATOR,1329829.0,0.72,7475000,"{'latitude': '40.720719458424', 'longitude': '-73.984217083894', 'human_address': '{""address"": ""19 CLINTON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,7623000.0,1,SoHo-TriBeCa-Civic Center-Little Italy                                     ,D1-ELEVATOR,36, , ,25.0,1-00350-0026,202.93
1-01537-0022,-73.949361,690703,1048914.0,D6-ELEVATOR,35130330.0,0.28,104607000,"{'latitude': '40.783995756406', 'longitude': '-73.94727293493', 'human_address': '{""address"": ""1849 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,184222000.0,1,Yorkville                                                                  ,D6-ELEVATOR,698, , ,1097.0,1-01541-0021,81.03
1-01976-0013,,51870,,D1-ELEVATOR,376164.0,0.16,1980000,"{'latitude': '40.792356863833', 'longitude': '-73.845444244616', 'human_address': '{""address"": ""506 122 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,1615000.0,1,,D1-ELEVATOR,70, , ,29.0,1-01976-0039,78.28
1-00498-0015,-73.998326,41900,1007577.0,C7-WALK-UP,1643414.0,0.35,9005000,"{'latitude': '40.727057891887', 'longitude': '-74.004897077844', 'human_address': '{""address"": ""30 CHARLTON STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,9435000.0,1,SoHo-TriBeCa-Civic Center-Little Italy                                     ,D1-ELEVATOR,17, , ,86.0,1-00506-0016,213.95
1-01389-0001,-73.965621,215600,1041637.0,D6-ELEVATOR,5895071.0,0.25,48934000,"{'latitude': '40.776583711197', 'longitude': '-73.959991538052', 'human_address': '{""address"": ""920 PARK AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",210 EAST 68 STREET,29372000.0,1,Upper East Side-Carnegie Hill                                              ,D9-ELEVATOR,120,43.18,1929,72.0,1-01492-0036,226.97
1-01861-0026,,20994,,D1-ELEVATOR,254116.0,0.11,1695000,"{'latitude': '40.79611530855', 'longitude': '-73.961543182515', 'human_address': '{""address"": ""6 103 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,792000.0,1,,C5-WALK-UP,29, , ,20.0,1-01838-0038,82.52
1-01509-0051,,113281,,D3-ELEVATOR,2335704.0,0.11,14572000,"{'latitude': '40.629333012145', 'longitude': '-74.035511629588', 'human_address': '{""address"": ""107 80 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,12219000.0,1,,D3-ELEVATOR,70, , ,33.0,1-01509-0006,128.66
1-01513-0020,,10310,,C7-WALK-UP,989118.0,0.0,2019000,"{'latitude': '40.627829524125', 'longitude': '-74.039260151611', 'human_address': '{""address"": ""16 83 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",217 EAST 84 STREET,5401000.0,1,,D1-ELEVATOR,20,35.55,1920,40.0,1-01512-0030,153.57
1-01209-0109,,36264,,D3-ELEVATOR,1717326.0,0.06,7256000,"{'latitude': '40.616281182707', 'longitude': '-74.036697857332', 'human_address': '{""address"": ""110 96 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",143 WEST 96 STREET,7936000.0,1,,D3-ELEVATOR,128,20.2,1927,60.0,1-01226-0040,97.88
1-01542-0019,,137238,,D6-ELEVATOR,5006351.0,0.14,20032000,"{'latitude': '40.775119447977', 'longitude': '-73.953748053541', 'human_address': '{""address"": ""1571 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,27602000.0,1,,D6-ELEVATOR,157, , ,182.0,1-01527-0028,148.93
1-01377-0040,-73.968431,41692,1040900.0,D9-ELEVATOR,1173708.0,0.1,8600000,"{'latitude': '40.642311269898', 'longitude': '-74.025427870612', 'human_address': '{""address"": ""103 63 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",43 EAST 60 STREET,7087000.0,1,Upper East Side-Carnegie Hill                                              ,D7-ELEVATOR,40,39.79,1910,37.0,1-01398-0006,214.64
1-01183-0046,,106920,,D5-ELEVATOR,4141246.0,0.16,26081000,"{'latitude': '40.635325046364', 'longitude': '-74.028984894065', 'human_address': '{""address"": ""210 70 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,19395000.0,1,,D7-ELEVATOR,170, , ,186.0,1-01158-0038,177.32
1-00719-0036,,9250,,C4-WALK-UP,283883.0,0.17,1682000,"{'latitude': '40.660076513904', 'longitude': '-73.991258795583', 'human_address': '{""address"": ""303 21 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",311 WEST 21 STREET,1434000.0,1,,C4-WALK-UP,16,30.03,1900,15.0,1-00745-0031,166.01
1-01887-0016,,30960,,D1-ELEVATOR,600387.0,0.11,2815000,"{'latitude': '40.614481505238', 'longitude': '-74.03514568894', 'human_address': '{""address"": ""206 99 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,3223000.0,1,,D1-ELEVATOR,30, , ,25.0,1-01870-0037,112.74
1-01527-0040,,10050,,C7-WALK-UP,304409.0,0.15,1970000,"{'latitude': '40.626805730689', 'longitude': '-74.031559222846', 'human_address': '{""address"": ""223 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",314 EAST 82 STREET,1759000.0,1,,C7-WALK-UP,21,45.87,1915,21.0,1-01528-0012,172.14
1-01391-0034,-73.961838,52356,1041800.0,D6-ELEVATOR,1605662.0,0.05,15241000,"{'latitude': '40.775329430265', 'longitude': '-73.964904228432', 'human_address': '{""address"": ""952 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",1033 LEXINGTON AVENUE,9415000.0,1,Upper East Side-Carnegie Hill                                              ,D9-ELEVATOR,48,32.82,1923,38.0,1-01391-0002,228.07
1-02179-0258,-73.938934,59976,1064363.0,D1-ELEVATOR,544372.0,0.08,4159000,"{'latitude': '40.851786650974', 'longitude': '-73.936903751932', 'human_address': '{""address"": ""30 MAGAW PLACE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",182 BENNETT AVENUE,1741000.0,1,Washington Heights North                                                   ,D7-ELEVATOR,62,15.38,1940,43.0,1-02180-0083,49.31
1-00795-0014,,53123,,D7-ELEVATOR,651866.0,0.09,6239000,"{'latitude': '40.602099654802', 'longitude': '-74.005598715251', 'human_address': '{""address"": ""215 20 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",220 WEST 21 STREET,3382000.0,1,,D9-ELEVATOR,59,29.66,1920,13.0,1-00770-0031,128.82
1-00531-0045,-73.992449,39782,1008524.0,D7-ELEVATOR,1446952.0,0.52,5324000,"{'latitude': '40.73150432841', 'longitude': '-73.990356847836', 'human_address': '{""address"": ""80 4 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,8552000.0,1,West Village                                                               ,D7-ELEVATOR,47, , ,12.0,1-00557-0039,189.32
1-01584-0039,,8935,,C1-WALK-UP,297969.0,0.0,1708000,"{'latitude': '40.776510852138', 'longitude': '-73.9463280869', 'human_address': '{""address"": ""511 87 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",505 EAST 87 STREET,1770000.0,1,,C1-WALK-UP,20,32.34,1910,20.0,1-01584-0009,195.3
1-01751-0044,,23082,,C1-WALK-UP,196683.0,0.11,537000,"{'latitude': '40.803331180036', 'longitude': '-73.938180789214', 'human_address': '{""address"": ""2026 LEXINGTON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",9 EAST 131 STREET,485000.0,1,,C7-WALK-UP,24,18.95,1926,18.0,1-01772-0055,27.0
1-01210-0017,,37251,,D3-ELEVATOR,1371767.0,0.05,4480000,"{'latitude': '40.627383438476', 'longitude': '-74.03426391636', 'human_address': '{""address"": ""150 82 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,6902000.0,1,,D3-ELEVATOR,38, , ,60.0,1-01212-0053,95.63
1-00841-0070,,47820,,D9-ELEVATOR,769304.0,0.84,7971000,"{'latitude': '40.64634797632', 'longitude': '-74.007899276617', 'human_address': '{""address"": ""530 47 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,4006000.0,1,,D9-ELEVATOR,67, , ,33.0,1-01075-0047,163.81
1-01387-0014,-73.965276,215600,1041455.0,D6-ELEVATOR,5538468.0,0.2,48934000,"{'latitude': '40.769273854786', 'longitude': '-73.957992853519', 'human_address': '{""address"": ""1393 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",920 PARK AVENUE,31890000.0,1,Upper East Side-Carnegie Hill                                              ,D6-ELEVATOR,120,37.9,1962,149.0,1-01427-0028,196.64
1-02062-0014,-73.945219,21147,1061438.0,D1-ELEVATOR,672372.0,0.27,449000,"{'latitude': '40.756053999992', 'longitude': '-73.986951000288', 'human_address': '{""address"": ""2400 ADAM"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,1397000.0,1,Hamilton Heights                                                           ,D7-ELEVATOR,24, , ,57.0,1-02026-0029,27.81
1-01881-0011,,9385,,C4-WALK-UP,194565.0,0.0,780000,"{'latitude': '40.802500057766', 'longitude': '-73.964523013954', 'human_address': '{""address"": ""209 109 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,859000.0,1,,C4-WALK-UP,17, , ,16.0,1-01881-0025,87.24
1-00762-0014,,88872,,D9-ELEVATOR,994713.0,0.2,16854000,"{'latitude': '40.658268043106', 'longitude': '-74.001841346496', 'human_address': '{""address"": ""143 30 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,6500000.0,1,,D7-ELEVATOR,108, , ,27.0,1-00806-0012,150.23
1-02240-0029,-73.922862,61302,1064979.0,D1-ELEVATOR,856577.0,0.11,3375000,"{'latitude': '40.868783837328', 'longitude': '-73.924960755383', 'human_address': '{""address"": ""139 PAYSON AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,3145000.0,1,Marble Hill-Inwood                                                         ,D1-ELEVATOR,72, , ,61.0,1-02248-0024,47.96
1-01391-0040,-73.961635,138500,1041801.0,D6-ELEVATOR,5538468.0,0.8,30910000,"{'latitude': '40.769273854786', 'longitude': '-73.957992853519', 'human_address': '{""address"": ""1393 2 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}",305 EAST 63 STREET,31890000.0,1,Upper East Side-Carnegie Hill                                              ,D6-ELEVATOR,129,45.66,1931,149.0,1-01427-0028,215.07
1-00927-0015,,8885,,C5-WALK-UP,332859.0,0.0,1969000,"{'latitude': '40.658883704506', 'longitude': '-73.990908903055', 'human_address': '{""address"": ""338 22 STREET"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,1707000.0,1,,C5-WALK-UP,20, , ,21.0,1-00927-0034,164.28
1-01393-0033,-73.960772,155544,1041874.0,D9-ELEVATOR,8358330.0,0.11,29372000,"{'latitude': '40.774840658148', 'longitude': '-73.965295348397', 'human_address': '{""address"": ""945 5 AVENUE"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": """"}'}", ,44249000.0,1,Upper East Side-Carnegie Hill                                              ,D6-ELEVATOR,72, , ,110.0,1-01390-0067,215.6
