property_id,community_board,fuel_oil_5_6_use_kbtu,green_power_onsite_kwh,hospital_general_medical_12,multifamily_housing_number_2,performing_arts_gross_floor,electricity_use_generated_1,property_gfa_calculated_1,energy_star_score,estimated_data_flag,district_hot_water_use_kbtu,national_median_source_eui,library_gross_floor_area,water_use_intensity_all_water,data_center_it_energy,other_number_of_computers,data_center_it_equipment,occupancy,district_steam_use_kbtu,office_percent_that_can_be_1,census_tract,percent_of_electricity_that,year_built,food_sales_gross_floor_area,hospital_general_medical,site_eui_kbtu_ft,hospital_general_medical_8,hospital_general_medical_14,hospital_general_medical_5,electricity_use_grid_purchase_1,municipally_supplied_potable_2,difference_from_national_3,source_energy_use_kbtu,alert_gross_floor_area_is,percent_of_total_electricity,outdoor_water_use_all_water,egrid_output_emissions_rate,medical_office_weekly,multifamily_housing_total_1,fuel_oil_1_use_kbtu,financial_office_weekly,hospital_general_medical_1,national_median_source_energy,multifamily_housing_government,estimated_values_energy,data_quality_checker_date,hotel_worker_density_number,medical_office_gross_floor,senior_care_community_gross,hospital_general_medical_7,self_storage_facility_gross,pre_school_daycare_gross,convenience_store_with_gas_2,municipally_supplied_potable_1,diesel_2_use_kbtu,kerosene_use_kbtu,hotel_gross_floor_area_ft,parent_property_name,college_university_gross,estimated_data_flag_fuel,electricity_use_grid_purchase,source_eui_kbtu_ft,national_median_site_eui,multifamily_housing_total
3927395,406.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,705201,Not Available,No,Not Available,237.6,Not Available,39.36,Not Available,Not Available,Not Available,100,Not Available,Not Available,71702.0,0,2010,Not Available,Not Available,95.2,Not Available,Not Available,Not Available,63624997,Not Available,Not Available,203432574.2,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,167534731,Not Available,No,2017-07-18,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27758.4,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,63624987,288.5,78.4,Not Available
2727169,110.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,62244,56,No,Not Available,131.2,Not Available,160.55,Not Available,Not Available,Not Available,100,Not Available,Not Available,208.0,0,1921,Not Available,Not Available,107.8,Not Available,Not Available,Not Available,444111.7,Not Available,Not Available,7774946.2,Ok,Not Available,Not Available,92.8,Not Available,0.85044,Not Available,Not Available,Not Available,8167210.1,No,No,2017-05-01,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9993.3,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,444111.6,124.9,113.2,45
4593262,104.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65763,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,111.0,0,1927,Not Available,Not Available,0.5,Not Available,Not Available,Not Available,31663.4,Not Available,Not Available,99423,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,31663.4,1.5,Not Available,Not Available
4896929,102.0,Not Available,Not Available,Not Available,3,Not Available,Not Available,74184,1,No,Not Available,149.8,Not Available,157.61,Not Available,Not Available,Not Available,100,Not Available,Not Available,43.0,0,1926,Not Available,Not Available,172,Not Available,Not Available,Not Available,3950546.7,Not Available,Not Available,21437531.4,Ok,Not Available,Not Available,92.8,Not Available,1.37496,Not Available,Not Available,Not Available,11116211.7,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11692.1,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,3950546.6,289,89.2,102
3490685,403.0,Not Available,Not Available,Not Available,4,Not Available,Not Available,53500,100,No,Not Available,127.8,Not Available,109.34,Not Available,Not Available,Not Available,100,Not Available,Not Available,291.0,0,1929,Not Available,Not Available,6.8,Not Available,Not Available,Not Available,174520.4,Not Available,Not Available,744869.1,Ok,Not Available,Not Available,92.8,Not Available,1.02804,Not Available,Not Available,Not Available,6838121.6,No,No,2017-04-19,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5849.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,174520.4,13.9,62.1,55
3995369,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,61000,7,No,Not Available,260.6,Not Available,56.22,Not Available,Not Available,Not Available,100,4138172.6,Not Available,94.0,0,1969,Not Available,Not Available,189.5,Not Available,Not Available,Not Available,7422294.2,Not Available,Not Available,28284395.8,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,65,Not Available,15896004.3,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,7422294.3,463.7,106.5,Not Available
4405215,311.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,92100,71,No,Not Available,121.6,Not Available,69.4,Not Available,Not Available,Not Available,100,Not Available,Not Available,292.0,0,1927,Not Available,Not Available,76.7,Not Available,Not Available,Not Available,1082989.3,Not Available,Not Available,9677765.8,Ok,Not Available,Not Available,92.8,Not Available,0.81433,Not Available,Not Available,Not Available,11197086.8,100% Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6391.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1082989.3,105.1,88.7,75
6022753,102.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,69577,Not Available,No,Not Available,123.1,Not Available,18.95,Not Available,Not Available,Not Available,100,Not Available,Not Available,43.0,0,1955,Not Available,Not Available,36.9,Not Available,Not Available,Not Available,1390699.5,Not Available,Not Available,5600093.3,Ok,Not Available,Not Available,88.7,Not Available,0.85397,Not Available,Not Available,Not Available,8566392.4,No,No,2017-08-28,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1390699.3,80.5,56.4,5
4288076,402.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81645,Not Available,No,Not Available,47.6,Not Available,0.5,Not Available,Not Available,Not Available,100,Not Available,Not Available,179.0,0,2012,Not Available,Not Available,17.7,Not Available,Not Available,Not Available,1047884.2,Not Available,Not Available,3706807.8,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,3885465.1,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,81645,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1047884.3,45.4,18.5,Not Available
2655412,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,140000,100,No,Not Available,234.9,Not Available,12.43,Not Available,5,Not Available,100,Not Available,100,76.0,0,1909,Not Available,Not Available,34.6,Not Available,Not Available,Not Available,1534563.7,Not Available,Not Available,8158573.7,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,32882374.7,Not Available,No,2017-07-13,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1740.7,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1534563.8,58.3,139.4,Not Available
2831252,501.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,74100,89,No,Not Available,148.4,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,13301.0,0,1962,Not Available,Not Available,38.8,Not Available,Not Available,Not Available,2352503.4,Not Available,Not Available,7933705.8,Ok,Not Available,Not Available,92.8,Not Available,1.94332,Not Available,Not Available,Not Available,10997163.2,Not Available,No,2017-04-19,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,WEST BRIGHTON I/WEST BRIGHTON II CAMPUS,Not Available,Not Available,2352503.3,107.1,53.7,144
1789746,106.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,117467,35,No,Not Available,444.2,Not Available,47.72,Not Available,Not Available,Not Available,100,4188644.8,Not Available,72.0,0,2004,Not Available,Not Available,188.7,Not Available,Not Available,Not Available,17982253.4,Not Available,Not Available,61503385.9,Ok,Not Available,Not Available,92.8,126,Not Available,Not Available,Not Available,Not Available,52177927,Not Available,No,Not Available,Not Available,117467,Not Available,Not Available,Not Available,Not Available,Not Available,5606,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,17982252.9,523.6,160.1,Not Available
4349865,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,51923,46,No,Not Available,269.5,Not Available,16.97,Not Available,Not Available,Not Available,100,Not Available,Not Available,,0,2014,Not Available,Not Available,96.9,Not Available,Not Available,Not Available,4506569.6,Not Available,Not Available,14703977.5,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,13994812.9,Not Available,No,2017-09-22,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,4506569.3,283.2,92.3,Not Available
6191554,401.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,36000,Not Available,No,Not Available,Not Available,Not Available,5.88,Not Available,Not Available,Not Available,100,Not Available,Not Available,31.0,0,1928,Not Available,Not Available,20.5,Not Available,Not Available,Not Available,223895.4,Not Available,Not Available,1243361.7,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,211.7,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,223895.4,34.5,Not Available,Not Available
4940508,301.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,56997,65,No,Not Available,119.3,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,513.0,0,2005,Not Available,Not Available,59.7,Not Available,Not Available,Not Available,1237805.4,Not Available,Not Available,6160153.6,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,6797609.9,Not Available,No,2017-07-20,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1237805.5,108.1,65.9,68.4
5869409,210.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,23000,Not Available,No,Not Available,123.1,Not Available,0.04,Not Available,Not Available,Not Available,100,Not Available,Not Available,194.0,0,1983,Not Available,Not Available,14.8,Not Available,Not Available,Not Available,336990,Not Available,Not Available,1061394.7,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,2831783.8,Not Available,No,2017-06-15,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,336990,46.1,39.4,Not Available
6175779,108.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100867,21,No,Not Available,196.4,Not Available,Not Available,Not Available,Not Available,Not Available,100,7001647.4,Not Available,11401.0,0,1916,Not Available,Not Available,130.3,Not Available,Not Available,Not Available,5226501.6,Not Available,Not Available,25790312.2,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,19811819.4,Not Available,No,Not Available,0.39656,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100867,Not Applicable: Standalone Property,Not Available,Not Available,5226501.4,255.7,100.1,Not Available
4940437,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,161821,100,No,Not Available,119.3,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,,0,2013,Not Available,Not Available,27.5,Not Available,Not Available,Not Available,1216133.4,Not Available,Not Available,7214619.1,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,19299191.7,Not Available,No,2017-07-20,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1216133.4,44.6,73.6,194.19
4047016,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,180000,68,No,Not Available,254.3,Not Available,104.73,Not Available,Not Available,Not Available,85,13956212.2,100,11203.0,0,1976,Not Available,Not Available,113.6,Not Available,Not Available,Not Available,6485529.6,Not Available,Not Available,37154459,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,45773439.3,Not Available,No,2017-03-16,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18851.2,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,6485529.3,206.4,139.9,Not Available
6169369,311.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87324,96,No,Not Available,123.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,428.0,0,1938,Not Available,Not Available,53.8,Not Available,Not Available,Not Available,840238.8,Not Available,Not Available,6688094.4,Ok,Not Available,Not Available,88.7,Not Available,0.74435,Not Available,Not Available,Not Available,10820506.4,Not Available,No,2018-01-28,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,840238.6,76.6,87,65
2503315,106.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,108161,1,No,Not Available,286.2,Not Available,Not Available,Not Available,Not Available,Not Available,100,4659800,Not Available,8601.0,0,1965,Not Available,Not Available,233.3,Not Available,Not Available,Not Available,20578191.7,Not Available,Not Available,70221448.7,Ok,Not Available,Not Available,92.8,60,Not Available,Not Available,Not Available,Not Available,30951337.2,Not Available,No,Not Available,Not Available,108161,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,20578190.4,649.2,102.8,Not Available
5991312,201.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,98000,1,No,Not Available,78.6,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,19.0,0,1967,Not Available,Not Available,86.4,Not Available,Not Available,Not Available,7055951.2,Not Available,Not Available,23633425,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,7698779.8,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,7055951,241.2,28.1,Not Available
2830996,209.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,349800,12,Not Available,Not Available,141.7,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,46.0,Not Available,1941,Not Available,Not Available,179.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65980252.2,Ok,Not Available,Not Available,92.8,Not Available,1.14637,Not Available,Not Available,Not Available,49569915,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,CLASON POINT GARDENS/SOUNDVIEW CAMPUS,Not Available,No,Not Available,188.6,135,401
2684808,317.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,343440,50,No,Not Available,142.5,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,782.0,0,1950,Not Available,Not Available,89,Not Available,Not Available,Not Available,8019677.4,Not Available,Not Available,48869648.8,Ok,Not Available,Not Available,92.8,Not Available,1.22292,Not Available,Not Available,Not Available,48923375.3,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,8019675.7,142.3,89.1,420
