dbn,school_name,q80_in_planning_my_last,q79_in_planning_my_last_1,q164_at_this_program_teachers,q24_it_s_ok_in_this_school_1,q162_at_the_beginning_of,q17_central_doe_employees_1,q163_at_this_program_teachers,q132_in_planning_my_last,q109_in_planning_my_last_1,q82_in_planning_my_last_1,q162_at_the_beginning_of_1,q7_i_am_able_to_modify_1,q60_overall_my_professional_1,q159_positive_behavior_1,q123_in_planning_my_last,q13_i_am_able_to_develop,q33_i_trust_the_principal,q47_at_this_school_once_we_1,q98_in_planning_my_last,q134_in_planning_my_last,q96_in_planning_my_last_1,q98_in_planning_my_last_1,q161_it_s_a_priority_at_this_1,q42_this_school_educates,q71_the_principal_assistant,q50_at_this_school_teachers,q99_in_planning_my_last_1,q83_in_planning_my_last,q92_in_planning_my_last_1,q54_at_this_school_school_1,q28_teachers_at_this_school,q74_how_much_influence_do,q159_positive_behavior,q94_in_planning_my_last,q65_the_principal_assistant_1,q160_it_s_a_priority_at_this,q109_in_planning_my_last,q166_my_students_are_safe,q102_in_planning_my_last,q10_i_am_able_to_empower,q148_how_many_students_in_1,q93_in_planning_my_last_1,q67_the_principal_assistant_1,q168_my_students_are_safe,q76_the_performance_of_the_1,q126_in_planning_my_last_1,q152_how_many_adults_at_this,q170_it_s_a_priority_at_this,q25_i_have_conversations_1,q18_central_doe_employees,q39_in_this_school_the_staff,q69_the_principal_assistant,q26_teachers_respect_other,q70_the_principal_school,q52_at_this_school_teachers,q97_in_planning_my_last,q120_in_planning_my_last_1,q74_how_much_influence_do_1,q170_it_s_a_priority_at_this_1,q22_i_would_recommend_this_1,q171_adults_at_this_school,q107_in_planning_my_last,q136_how_many_students_in,q55_at_this_school_the_1,q1_how_many_teachers_at_this_1,q25_i_have_conversations,q142_how_many_students_in,q176_adults_at_this_school_1,q42_this_school_educates_1,q121_in_planning_my_last,q175_adults_at_this_school,q81_in_planning_my_last,q105_in_planning_my_last_1,q149_how_many_students_in,q164_at_this_program_teachers_1,q84_in_planning_my_last_1,q56_at_this_school_school,q51_at_this_school_curriculum,q89_in_planning_my_last,q9_i_am_able_to_affirm_racial_1,q139_how_many_students_in,q143_how_many_students_in_1,q21_i_usually_look_forward_1,q124_in_planning_my_last,q138_how_many_students_in_1,q16_i_feel_respected_by_the_1,q116_in_planning_my_last,q4_how_many_teachers_at_this_1,q150_how_many_adults_at_this_1,q118_in_planning_my_last_1,q153_how_many_adults_at_this_1,q6_i_am_able_to_use_my,q172_adults_at_this_school
05M369,Urban Assembly School For The Performing Arts,0.0,0.0,0.0,0.06,0.0,,0.0,1.0,,,0.0,0.0,0.06,0.0,,0.88,0.88,0.29,,1.0,,,0.0,1.0,0.94,0.81,,,,0.0,1.0,0.88,0.0,,0.0,0.0,,0.0,,1.0,0.47,,0.18,0.0,0.23,0.14,0.81,0.0,0.06,,1.0,0.94,1.0,0.94,1.0,,,0.12,0.0,0.31,1.0,,0.76,0.12,0.06,0.94,0.88,0.0,0.0,,0.94,,,0.53,0.0,,1.0,0.81,,0.0,0.82,0.35,0.12,1.0,0.29,,,0.06,0.0,,0.2,1.0,1.0
18K566,Brooklyn Community High School For Excellence And Equity,0.0,0.0,0.0,0.17,0.0,,0.0,1.0,,,0.0,0.0,0.25,0.0,,0.92,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.92,0.75,1.0,0.0,,0.0,0.0,0.92,0.83,0.0,0.0,0.08,0.0,,0.0,0.0,1.0,0.45,0.0,0.08,0.0,0.8,0.0,0.73,0.0,0.17,,0.83,0.83,0.83,0.83,1.0,0.0,,0.17,0.0,0.0,1.0,,0.5,0.0,0.0,0.83,0.91,0.0,0.08,,0.91,,,0.36,0.0,,1.0,0.92,,0.0,0.55,0.73,0.25,0.8,0.64,,,0.08,0.18,,0.27,1.0,1.0
07X343,Academy Of Applied Mathematics And Technology,0.0,0.0,0.0,0.1,0.0,,0.0,1.0,0.0,,0.0,0.0,0.05,0.0,1.0,1.0,0.9,0.14,,1.0,,,0.0,1.0,0.86,1.0,,,,0.0,0.9,1.0,0.0,,0.05,0.0,1.0,0.0,,1.0,0.15,,0.05,0.0,0.31,0.0,0.8,0.89,0.1,,0.9,0.95,0.9,0.9,0.95,,0.0,0.0,0.11,0.0,0.0,1.0,0.7,0.0,0.1,0.9,0.95,0.0,0.0,1.0,0.0,,0.0,0.85,0.0,,0.95,1.0,,0.0,1.0,0.05,0.0,1.0,0.2,,1.0,0.1,0.05,0.0,0.15,1.0,0.0
KABC,Bais Sarah School,,,,,,,,0.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,,,0.0,,,0.0
05M175,P.S. 175 Henry H Garnet,1.0,0.0,,0.25,,,,0.94,,,,0.0,0.14,,,0.96,0.83,0.12,,0.83,,,,0.87,0.71,1.0,,,,0.04,0.79,0.88,,,0.25,,,0.93,,1.0,0.33,,0.25,1.0,0.05,0.11,0.91,0.94,0.39,,1.0,0.71,0.75,0.75,1.0,,,0.12,0.06,0.21,0.0,,0.57,0.17,0.04,0.61,0.83,0.0,0.13,,0.0,,,0.85,,,0.92,0.91,,0.0,0.87,0.17,0.17,0.83,0.26,,,0.08,0.08,,0.14,1.0,0.0
10X243,West Bronx Academy For The Future,0.0,0.0,0.0,0.14,0.0,,0.0,1.0,0.0,0.17,0.0,0.0,0.05,0.0,1.0,0.98,0.93,0.31,0.67,1.0,0.33,0.33,0.0,1.0,0.8,0.88,0.11,1.0,0.0,0.05,0.95,0.93,0.0,0.89,0.05,0.0,1.0,0.0,1.0,0.95,0.68,0.11,0.1,0.0,0.24,0.08,0.81,1.0,0.1,,0.98,0.98,0.95,0.85,0.95,0.56,0.1,0.07,0.0,0.07,0.96,1.0,0.39,0.0,0.15,0.9,0.83,0.08,0.0,0.91,0.96,0.83,0.17,0.5,0.0,0.17,0.95,0.81,1.0,0.0,0.54,0.32,0.07,0.85,0.63,,0.9,0.19,0.19,0.0,0.19,1.0,1.0
13K674,"City Polytechnic High School Of Engineering, Architecture, And Technology",0.0,0.0,0.0,0.31,0.0,,0.0,,,,0.0,0.15,0.38,0.0,,0.77,0.92,0.38,,,,,0.0,0.92,0.54,0.55,,,,0.25,0.69,0.85,0.0,,0.15,0.0,,0.0,,0.85,0.64,,0.31,0.0,0.5,,0.67,0.0,0.15,,0.85,0.69,0.62,0.62,0.92,,,0.15,0.0,0.23,0.92,,0.55,0.08,0.54,0.85,0.83,0.09,0.08,,0.92,,,0.33,0.0,,0.92,0.45,,0.08,0.55,0.67,0.31,,0.64,,,0.23,0.5,,0.25,0.92,0.91
05M200,P.S. 200- The James Mccune Smith School,,,,0.07,,,,1.0,,,,0.0,0.06,,,1.0,0.87,0.12,,1.0,,,,1.0,0.93,1.0,,,,0.0,1.0,0.93,,,0.07,,,0.82,,1.0,0.27,,0.07,1.0,0.27,0.0,1.0,0.92,0.0,,1.0,0.93,1.0,0.93,1.0,,,0.07,0.08,0.06,0.0,,0.73,0.06,0.0,1.0,0.81,0.0,0.0,,0.0,,,0.71,,,1.0,1.0,,0.0,0.88,0.19,0.06,1.0,0.38,,,0.0,0.0,,0.06,1.0,0.0
05M197,P.S. 197 John B. Russwurm,1.0,0.0,,0.17,,,,1.0,,,,0.0,0.08,,,0.96,0.96,0.12,,0.92,,,,0.96,0.92,1.0,,,,0.0,0.83,0.83,,,0.08,,,0.89,,1.0,0.29,,0.08,1.0,0.33,0.0,0.79,0.94,0.21,,0.96,0.96,0.78,0.96,1.0,,,0.17,0.06,0.17,0.0,,0.54,0.04,0.26,0.79,0.65,0.0,0.04,,0.0,,,0.74,,,0.96,1.0,,0.0,0.88,0.25,0.04,1.0,0.33,,,0.21,0.25,,0.25,1.0,0.0
13K351,The Urban Assembly Unison School,0.0,0.0,0.0,0.07,0.0,,0.0,,,,0.0,0.0,0.07,0.0,,0.93,1.0,0.07,1.0,,0.2,0.0,0.0,1.0,0.86,0.93,0.0,,0.2,0.07,0.93,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.27,0.0,0.0,0.0,0.2,,0.87,0.93,0.0,,1.0,1.0,0.93,0.93,0.93,1.0,,0.0,0.07,0.13,0.0,,0.87,0.0,0.0,1.0,0.8,0.0,0.0,,0.0,,,0.67,0.0,,1.0,0.93,,0.0,0.93,0.33,0.0,,0.2,,,0.0,0.13,,0.13,1.0,0.0
15K656,Brooklyn High School Of The Arts,0.0,0.0,0.0,0.14,0.0,,0.0,0.94,0.0,0.0,0.0,0.02,0.18,0.0,1.0,0.98,0.85,0.14,1.0,0.94,0.1,0.0,0.0,0.98,0.9,0.89,0.0,1.0,0.0,0.04,0.96,0.96,0.0,1.0,0.08,0.0,1.0,0.0,1.0,1.0,0.33,0.0,0.1,0.0,0.27,0.06,0.92,0.0,0.18,,0.98,0.88,0.94,0.88,0.96,1.0,0.0,0.04,0.0,0.04,0.98,0.89,0.56,0.06,0.08,0.82,0.76,0.05,0.02,1.0,0.93,1.0,0.0,0.68,0.0,0.0,0.96,0.85,1.0,0.0,0.76,0.29,0.0,0.94,0.35,,1.0,0.11,0.08,0.0,0.06,1.0,0.98
02M400,High School For Environmental Studies,0.0,0.0,0.0,0.09,0.0,,0.0,1.0,0.1,0.1,0.0,0.08,0.13,0.0,1.0,0.91,0.91,0.18,1.0,1.0,0.0,0.0,0.0,0.93,0.87,0.88,0.0,0.9,0.0,0.04,0.91,0.89,0.0,1.0,0.07,0.0,0.9,0.0,1.0,0.94,0.4,0.0,0.17,0.0,0.36,0.08,0.92,0.0,0.09,,0.96,0.89,0.91,0.78,0.96,1.0,0.0,0.11,0.0,0.02,1.0,1.0,0.71,0.15,0.06,0.91,0.87,0.0,0.07,1.0,1.0,1.0,0.0,0.75,0.0,0.0,0.96,0.89,1.0,0.04,0.73,0.25,0.06,0.92,0.29,,1.0,0.14,0.12,0.14,0.08,0.94,1.0
19K661,Vista Academy,0.0,0.0,0.0,0.29,0.0,,0.0,0.79,0.33,,0.0,0.09,0.3,0.0,0.88,0.94,0.59,0.39,,0.86,,,0.0,0.94,0.61,0.78,,,,0.12,0.82,0.82,0.0,,0.33,0.0,0.67,0.0,,0.89,0.39,,0.33,0.0,0.38,0.15,0.81,0.93,0.26,,0.97,0.64,0.79,0.64,0.97,,0.12,0.18,0.07,0.29,0.0,0.44,0.65,0.24,0.14,0.74,0.77,0.0,0.06,1.0,0.0,,0.44,0.58,0.0,,0.91,0.69,,0.09,0.84,0.42,0.24,0.93,0.29,,0.88,0.17,0.09,0.12,0.16,0.91,0.0
03M242,P.S. 242 - The Young Diplomats Magnet Academy,,,0.0,0.07,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07,0.0,1.0,0.0,0.0,0.0,1.0,0.93,0.93,0.0,0.0,0.0,0.0,0.93,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.14,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.2,,1.0,0.93,0.93,1.0,1.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.57,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,1.0,1.0,0.0,0.0,0.86,0.43,0.07,1.0,0.21,,0.0,0.0,0.08,0.0,0.08,1.0,0.0
15K443,New Voices School Of Academic & Creative Arts,0.0,0.0,0.0,0.06,0.0,,0.0,,0.0,,0.0,0.0,0.19,0.0,1.0,0.93,1.0,0.13,,,,,0.0,1.0,0.94,0.93,,,,0.06,0.94,0.94,0.0,,0.06,0.0,1.0,0.0,,0.94,0.06,,0.0,0.0,0.6,,1.0,0.93,0.25,,0.94,0.94,1.0,0.94,1.0,,0.0,0.06,0.07,0.0,0.0,0.83,0.94,0.12,0.06,0.75,0.94,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,,1.0,0.87,,0.0,0.88,0.12,0.12,,0.18,,0.8,0.0,0.0,0.0,0.12,1.0,0.0
10X046,P.S. 046 Edgar Allan Poe,,,,0.19,,,,0.78,,,,0.07,0.24,,,0.92,0.73,0.44,,0.83,,,,0.92,0.64,0.71,,,,0.04,0.85,0.72,,,0.36,,,0.47,,0.83,0.44,,0.32,1.0,0.55,0.17,0.84,0.95,0.24,,0.92,0.6,0.81,0.8,0.92,,,0.28,0.05,0.27,0.0,,0.48,0.16,0.07,0.76,0.68,0.0,0.08,,0.0,,,0.67,,,0.96,0.64,,0.08,0.8,0.29,0.15,0.77,0.52,,,0.07,0.22,,0.25,0.93,0.0
03M415,Wadleigh Secondary School For The Performing & Visual Arts,0.0,0.0,0.0,0.25,0.0,,0.0,1.0,,0.0,0.0,0.0,0.1,0.0,,0.92,0.88,0.17,,1.0,,,0.0,1.0,0.86,0.85,,1.0,,0.0,0.88,0.96,0.0,,0.22,0.0,,0.0,,1.0,0.27,,0.22,0.0,0.12,0.0,0.9,,0.12,,1.0,0.87,0.83,0.83,0.92,,,0.04,,0.17,1.0,,0.68,0.08,0.0,0.88,0.86,0.0,0.0,,0.94,1.0,,0.59,0.0,0.0,0.96,0.82,1.0,0.0,0.86,0.23,0.04,0.89,0.18,,,0.0,0.05,,0.14,0.96,1.0
15K592,Khalil Gibran International Academy,,,0.0,0.11,0.0,,0.0,1.0,,,0.0,0.0,0.0,0.0,,0.95,1.0,0.11,,1.0,,,0.0,1.0,0.94,1.0,,,,0.0,0.95,0.94,0.0,,0.0,0.0,,0.0,,0.95,0.26,,0.06,0.0,0.0,0.0,0.89,0.0,0.11,,1.0,0.94,0.95,0.89,1.0,,,0.06,0.0,0.11,1.0,,0.61,0.05,0.11,0.89,0.89,0.0,0.0,,1.0,,,0.5,0.0,,1.0,0.75,,0.0,0.89,0.32,0.05,1.0,0.22,,,0.2,0.17,,0.22,1.0,1.0
03M404,Innovation Diploma Plus,0.0,0.0,0.0,0.11,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.11,,,,,0.0,1.0,0.89,1.0,,,,0.0,0.89,0.89,0.0,,0.0,0.0,,0.0,,1.0,0.22,,0.0,0.0,0.2,,1.0,0.0,0.0,,1.0,1.0,0.89,0.89,1.0,,,0.11,0.0,0.0,1.0,,0.78,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,,0.5,0.0,,1.0,1.0,,0.0,0.78,0.44,0.0,,0.11,,,0.0,0.0,,0.0,1.0,1.0
10X024,P.S. 024 Spuyten Duyvil,1.0,0.2,,0.15,,,,0.9,0.0,,,0.02,0.27,,,1.0,0.87,0.16,,0.88,,,,1.0,0.89,0.74,,,,0.04,0.98,0.89,,,0.11,,1.0,1.0,,0.96,0.35,,0.16,1.0,0.36,0.16,0.91,0.89,0.41,,0.98,0.91,0.91,0.89,1.0,,,0.11,0.11,0.04,0.0,1.0,0.66,0.04,0.1,0.59,0.93,0.0,0.0,,0.0,,0.0,0.73,,,0.98,0.7,,0.02,0.73,0.32,0.09,0.84,0.41,,,0.06,0.1,,0.16,0.98,0.0
11X083,P.S. 083 Donald Hertz,0.0,0.0,,0.04,,,,0.98,0.05,0.0,,0.02,0.08,,1.0,0.95,0.91,0.12,0.79,0.98,0.21,0.21,,0.97,0.94,0.9,0.07,1.0,0.14,0.0,0.96,0.84,,0.86,0.07,,0.95,0.97,0.93,0.98,0.36,0.07,0.06,0.97,0.15,0.04,0.93,0.99,0.14,,0.99,0.93,0.96,0.92,0.96,0.86,0.0,0.16,0.01,0.03,0.0,0.95,0.72,0.04,0.02,0.86,0.82,0.0,0.03,1.0,0.0,1.0,0.05,0.74,,0.0,0.99,0.92,1.0,0.02,0.82,0.29,0.06,0.94,0.27,,1.0,0.02,0.08,0.12,0.09,0.98,0.0
16K267,"M.S. 267 Math, Science & Technology",0.0,0.0,0.0,0.06,0.0,,0.0,,0.0,,0.0,0.0,0.11,0.0,1.0,0.94,1.0,0.0,,,,,0.0,1.0,1.0,1.0,,,,0.0,0.94,1.0,0.0,,0.0,0.0,1.0,0.0,,1.0,0.12,,0.0,0.0,0.35,,1.0,0.94,0.0,,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.06,0.06,0.0,1.0,0.94,0.0,0.0,1.0,0.78,0.0,0.0,1.0,0.0,,0.0,0.73,0.0,,1.0,0.94,,0.0,0.83,0.22,0.11,,0.17,,0.8,0.06,0.06,0.0,0.0,0.94,0.0
30Q151,P.S. 151 Mary D. Carter,,,0.0,0.0,0.0,,0.0,1.0,,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,,1.0,,,0.0,1.0,0.95,1.0,,,,0.0,1.0,1.0,0.0,,0.05,0.0,,1.0,,1.0,0.09,,0.05,1.0,0.06,0.0,1.0,1.0,0.04,,1.0,0.95,1.0,0.91,1.0,,,0.0,0.0,0.0,0.0,,0.91,0.0,0.0,0.96,0.95,0.0,0.0,,0.0,,,0.89,0.0,,1.0,1.0,,0.0,0.91,0.14,0.0,1.0,0.14,,,0.04,0.0,,0.0,1.0,0.0
10X228,Jonas Bronck Academy,0.0,0.0,0.0,0.39,0.0,,0.0,,,,0.0,0.0,0.17,0.0,,1.0,0.89,0.28,,,,,0.0,0.94,0.78,1.0,,,,0.06,0.72,0.94,0.0,,0.22,0.0,,0.0,,1.0,0.44,,0.11,0.0,0.1,,0.8,1.0,0.39,,0.94,0.83,0.72,0.78,0.83,,,0.06,0.0,0.11,0.0,,0.62,0.11,0.0,0.61,0.94,0.0,0.06,,0.0,,,0.81,0.0,,0.78,0.94,,0.0,0.69,0.19,0.22,,0.31,,,0.17,0.12,,0.13,0.94,0.0
05M499,Frederick Douglass Academy,0.0,0.0,0.0,0.22,0.0,,0.0,0.86,0.0,,0.0,0.06,0.17,0.0,1.0,0.86,0.83,0.27,0.83,0.85,0.0,0.17,0.0,0.95,0.82,0.77,0.0,,0.17,0.05,0.86,0.69,0.0,0.83,0.15,0.0,1.0,0.0,1.0,0.92,0.66,0.0,0.21,0.0,0.17,0.23,0.76,1.0,0.31,,0.86,0.91,0.78,0.88,0.86,1.0,0.0,0.31,0.0,0.16,1.0,0.86,0.54,0.11,0.17,0.69,0.65,0.0,0.05,1.0,1.0,,0.0,0.34,0.0,,0.92,0.78,,0.11,0.57,0.35,0.19,0.93,0.51,,1.0,0.16,0.15,0.0,0.24,0.94,1.0
12X446,Arturo A. Schomburg Satellite Academy Bronx,0.0,0.0,0.0,0.19,0.0,,0.0,1.0,0.0,,0.0,0.13,0.06,0.0,,0.86,0.94,0.25,,1.0,,,0.0,0.81,0.75,0.69,,,,0.0,0.69,1.0,0.0,,0.25,0.0,1.0,0.0,,0.93,0.6,,0.19,0.0,0.4,,0.73,0.0,0.19,,1.0,0.88,0.75,0.81,0.94,,,0.0,0.0,0.12,1.0,1.0,0.53,0.12,0.12,0.81,0.53,0.0,0.19,,0.93,,0.0,0.27,0.0,,1.0,0.69,,0.07,0.53,0.67,0.12,,0.53,,,0.19,0.27,,0.27,0.94,1.0
19K557,Brooklyn Gardens Elementary School,,,,0.09,,,,0.92,0.0,,,0.08,0.04,,1.0,0.95,0.96,0.0,,0.92,,,,0.95,0.87,0.89,,,,0.0,0.96,0.91,,,0.0,,1.0,0.69,0.0,0.96,0.35,,0.04,1.0,0.18,0.17,0.86,1.0,0.26,,0.95,0.96,0.96,0.91,1.0,,0.0,0.09,0.0,0.09,0.0,0.83,0.59,0.0,0.04,0.74,0.7,0.0,0.05,1.0,0.0,,0.0,0.7,,,1.0,1.0,,0.04,0.74,0.35,0.04,0.92,0.43,,1.0,0.0,0.18,0.0,0.14,0.96,0.0
14K257,P.S. 257 John F. Hylan,,,,0.02,,,,0.98,0.0,0.0,,0.02,0.02,,0.0,0.98,0.98,0.02,,0.98,,,,0.98,0.98,0.98,,0.0,,0.02,0.98,0.98,,,0.02,,0.0,0.98,,0.98,0.02,,0.02,1.0,0.05,0.02,0.98,0.98,0.02,,0.98,0.98,0.98,0.98,0.98,,0.0,0.02,0.02,0.02,0.0,0.0,0.98,0.02,0.0,0.98,1.0,0.0,0.02,0.0,0.0,0.0,0.0,1.0,,0.0,0.98,0.98,0.0,0.02,0.98,0.0,0.02,0.98,0.02,,0.0,0.04,0.02,0.0,0.02,0.98,0.0
08X048,P.S. 048 Joseph R. Drake,,,,0.15,,,,0.95,,,,0.0,0.08,,,0.96,0.88,0.19,,0.95,,,,0.96,0.88,0.84,,,,0.0,0.88,0.81,,,0.08,,,0.81,,0.96,0.44,,0.08,1.0,0.32,0.06,0.76,0.95,0.31,,1.0,0.92,0.88,0.88,1.0,,,0.19,0.05,0.08,0.0,,0.56,0.08,0.17,0.69,0.88,0.0,0.04,,0.0,,,0.65,,,0.96,0.83,,0.04,0.76,0.4,0.04,0.89,0.36,,,0.27,0.22,,0.32,1.0,0.0
01M134,P.S. 134 Henrietta Szold,0.0,0.0,0.0,0.04,0.0,,0.0,0.76,,,0.0,0.09,0.39,0.0,,1.0,0.52,0.57,,0.81,,,0.0,0.9,0.57,0.9,,,,0.0,0.91,0.61,0.0,,0.35,0.0,,0.84,,0.96,0.61,,0.3,1.0,0.53,0.35,0.9,0.94,0.22,,1.0,0.59,0.96,0.83,0.96,,,0.39,0.06,0.52,0.0,,0.3,0.17,0.13,0.78,0.78,0.0,0.1,,0.0,,,0.52,0.0,,0.96,0.7,,0.04,0.65,0.52,0.3,0.59,0.57,,,0.17,0.14,,0.1,0.96,0.0
13K011,P.S. 011 Purvis J. Behan,,,,0.33,,,,1.0,,,,0.04,0.4,,,0.88,0.52,0.22,,1.0,,,,0.93,0.64,0.96,,,,0.0,0.89,0.84,,,0.48,,,1.0,,0.96,0.17,,0.2,1.0,0.08,0.0,0.96,0.84,0.37,,0.93,0.52,0.89,0.72,1.0,,,0.16,0.16,0.26,0.0,,0.83,0.11,0.1,0.63,0.96,0.0,0.07,,0.0,,,0.86,,,0.92,0.84,,0.0,0.96,0.17,0.22,1.0,0.21,,,0.11,0.08,,0.08,1.0,0.0
09X229,I.S. 229 Roland Patterson,0.0,0.0,0.0,0.2,0.0,,0.0,0.91,0.0,0.0,0.0,0.06,0.18,0.0,1.0,0.94,0.91,0.17,1.0,0.92,0.0,0.0,0.0,0.94,0.88,0.88,0.0,1.0,0.0,0.03,0.77,0.8,0.0,1.0,0.06,0.0,1.0,0.0,1.0,0.94,0.44,0.0,0.14,0.0,0.31,0.18,0.83,0.94,0.14,,0.91,0.85,0.86,0.77,0.94,0.83,0.14,0.2,0.06,0.26,,1.0,0.47,0.06,0.16,0.86,0.71,,0.06,1.0,,1.0,0.12,0.5,0.0,0.17,0.94,0.94,1.0,0.03,0.59,0.59,0.09,0.92,0.59,,0.71,0.2,0.17,0.29,0.23,0.97,
07X005,P.S. 5 Port Morris,,,,0.29,,,,0.93,0.0,,,0.04,0.08,,1.0,0.96,0.83,0.18,0.6,0.85,0.6,0.4,,0.98,0.77,0.92,0.4,,0.6,0.06,0.84,0.75,,0.4,0.28,,1.0,0.45,0.4,0.96,0.59,0.4,0.16,1.0,0.18,0.15,0.9,0.92,0.35,,0.98,0.77,0.74,0.83,0.9,0.6,0.0,0.25,0.08,0.2,0.0,1.0,0.41,0.06,0.12,0.65,0.72,0.0,0.02,1.0,0.0,,0.0,0.51,,,0.94,0.92,,0.04,0.61,0.37,0.18,0.93,0.52,,1.0,0.09,0.07,0.0,0.15,0.96,0.0
12X273,Frederick Douglass Academy V. Middle School,0.0,0.0,0.0,0.07,0.0,,0.0,,0.0,,0.0,0.0,0.07,0.0,,1.0,0.93,0.14,0.8,,0.0,0.2,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.29,0.0,0.07,0.0,0.4,,0.93,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.8,,0.0,0.0,0.07,0.0,1.0,0.86,0.0,0.0,1.0,0.92,0.0,0.0,,0.0,,0.0,0.92,0.0,,1.0,1.0,,0.0,0.93,0.14,0.0,,0.14,,,0.06,0.14,,0.0,1.0,0.0
01M142,P.S. 142 Amalia Castro,1.0,0.0,,0.19,,,,0.96,0.0,0.0,,0.03,0.12,,0.0,1.0,0.89,0.06,,0.92,,,,0.94,0.88,0.88,,0.0,,0.0,0.92,0.82,,,0.09,,0.0,0.71,,1.0,0.3,,0.06,1.0,0.28,0.08,0.94,1.0,0.03,,0.97,0.88,0.92,0.94,1.0,,0.0,0.18,0.0,0.08,0.0,0.0,0.77,0.11,0.03,0.97,0.94,0.0,0.06,0.0,0.0,0.0,0.0,0.74,,0.0,0.97,0.97,0.0,0.0,0.97,0.21,0.11,0.92,0.23,,0.0,0.03,0.03,0.0,0.0,1.0,0.0
06M348,Washington Heights Expeditionary Learning School,,,,0.05,,,,1.0,0.09,0.0,,0.0,0.15,,0.83,0.72,0.9,0.17,1.0,1.0,0.11,0.0,,0.98,0.75,0.68,0.0,1.0,0.0,0.1,1.0,0.98,,1.0,0.1,,0.91,0.83,1.0,1.0,0.4,0.0,0.3,1.0,0.38,0.06,0.97,0.89,0.02,,1.0,0.72,1.0,0.78,0.98,1.0,0.29,0.02,0.11,0.02,1.0,0.91,0.6,0.17,0.0,0.98,0.85,0.0,0.02,1.0,0.91,1.0,0.0,0.76,,0.0,1.0,0.68,0.89,0.02,0.82,0.4,0.1,0.88,0.45,,0.71,0.05,0.03,0.0,0.0,0.98,1.0
12X214,P.S. 214,1.0,0.0,1.0,0.22,1.0,,1.0,0.97,0.0,0.0,0.0,0.04,0.04,0.0,1.0,0.92,0.82,0.11,1.0,0.92,0.0,0.0,0.0,0.93,0.89,0.82,0.0,1.0,0.0,0.03,0.9,0.75,1.0,1.0,0.07,1.0,1.0,0.83,1.0,0.93,0.44,0.0,0.11,1.0,0.23,0.05,0.83,0.98,0.12,,0.94,0.93,0.92,0.92,0.99,1.0,0.0,0.25,0.02,0.17,0.0,0.93,0.5,0.06,0.13,0.88,0.83,0.0,0.07,1.0,0.0,1.0,0.0,0.65,0.0,0.0,0.97,0.88,1.0,0.04,0.72,0.41,0.15,0.87,0.39,,0.85,0.13,0.18,0.0,0.15,0.95,0.0
04M102,P.S. 102 Jacques Cartier,,,,0.35,,,,0.93,,,,0.05,0.37,,,0.94,0.55,0.45,,0.93,,,,0.95,0.6,0.7,,,,0.1,0.9,0.6,,,0.45,,,0.45,,1.0,0.72,,0.45,1.0,0.5,0.13,0.69,0.83,0.2,,1.0,0.5,0.85,0.6,0.95,,,0.4,0.17,0.55,0.0,,0.28,0.25,0.21,0.8,0.72,0.0,0.05,,0.0,,,0.44,,,1.0,0.8,,0.1,0.67,0.5,0.25,0.8,0.67,,,0.1,0.35,,0.29,0.9,0.0
12X341,Accion Academy,0.0,0.0,0.0,0.08,0.0,,0.0,0.88,0.11,,0.0,0.0,0.08,0.0,1.0,1.0,0.88,0.15,,0.88,,,0.0,1.0,0.88,0.86,,,,0.0,0.96,0.88,0.0,,0.08,0.0,0.89,0.0,,0.92,0.4,,0.08,0.0,0.18,0.12,0.88,1.0,0.16,,1.0,0.92,0.96,0.92,1.0,,0.0,0.12,0.0,0.12,0.0,0.89,0.76,0.08,0.04,0.84,0.92,0.0,0.0,1.0,0.0,,0.11,0.7,0.0,,1.0,0.83,,0.04,0.8,0.28,0.08,0.88,0.28,,1.0,0.04,0.17,0.2,0.25,1.0,0.0
