novdescription,certifieddate,novid,latitude,nta,highhousenumber,bin,councildistrict,class,ordernumber,lot,originalcertifybydate,boro,currentstatusid,registrationid,novtype,streetcode
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT WEST WALL, NORTH WALL, CEILING IN THE KITCHEN LOCATED AT APT D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2015-04-22T00:00:00.000,5072597.0,40.846921,Mount Hope,1812,2009359.0,14.0,B,550,59,2015-05-04T00:00:00.000,BRONX,9,205445,Original,20020
"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",,5373464.0,,,22 FRONT,,,A,778,15,2016-06-14T00:00:00.000,BROOKLYN,19,306067,Original,80930
"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",,4845900.0,40.663067,East New York-New Lots,575,3085038.0,42.0,B,569,51,2014-07-15T00:00:00.000,BROOKLYN,19,335352,Original,76430
"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT 3, 3rd STORY",,4749581.0,40.664918,East New York-City Line,964,3390666.0,42.0,B,1502,117,2014-02-17T00:00:00.000,BROOKLYN,2,825955,Original,48430
"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING IN THE BATHROOM LOCATED AT APT 3U, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",2014-02-26T00:00:00.000,4781096.0,40.722175,Forest Hills,67-67,4075016.0,29.0,A,556,95,2014-06-03T00:00:00.000,QUEENS,9,420090,Original,37990
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL, WEST WALL, CEILING IN THE KITCHEN LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",,4768536.0,40.853353,Belmont,2350,2012868.0,15.0,B,508,26,2014-03-19T00:00:00.000,BRONX,19,208142,Original,12020
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING (APPROX. 20 SQ. FT.) IN THE BATHROOM LOCATED AT APT D24H, 24th STORY, 1st APARTMENT FROM EAST AT SOUTH",2014-07-21T00:00:00.000,4859011.0,40.819549,Manhattanville-West Harlem,3333D,1085768.0,7.0,B,550,9005,2014-08-04T00:00:00.000,MANHATTAN,9,139245,Original,13610
"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS AND CEILING IN THE BATHROOM LOCATED AT APT C28G, 28th STORY",2014-09-16T00:00:00.000,4848560.0,40.818858,Manhattanville-West Harlem,3333C,1085767.0,7.0,A,556,9005,2014-09-16T00:00:00.000,MANHATTAN,9,143318,Original,13610
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FROM WEST AT NORTH WALL IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",,4757530.0,40.855606,Belmont,2366,2011656.0,15.0,C,617,12,2014-02-15T00:00:00.000,BRONX,20,202094,Original,46920
"§ 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN DRAIN PIPE UNDER BATHTUB IN THE BATHROOM LOCATED AT APT 4C, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST",,4971809.0,40.846921,Mount Hope,1812,2009359.0,14.0,B,649,59,2015-02-10T00:00:00.000,BRONX,19,205445,Original,20020
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 2C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-10-21T00:00:00.000,7473634.0,40.642235,Canarsie,1114,3224132.0,46.0,B,702,58,2021-11-01T00:00:00.000,BROOKLYN,9,373891,Original,73210
"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE 1st RADIATOR FROM NORTH AT EAST WALL IN THE 4th ROOM FROM NORTH LOCATED AT APT 4J, 3rd STORY, 7th APARTMENT FROM WEST AT NORTH",,4867210.0,40.829864,Hamilton Heights-Sugar Hill,722,1062442.0,7.0,A,554,17,2014-10-18T00:00:00.000,MANHATTAN,19,111978,Original,29690
"§ 27-2073 ADM CODE - PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT STOVE IN THE KITCHEN LOCATED AT APT 2, 2nd STORY, APARTMENT AT SOUTH",,5460182.0,40.682651,Ozone Park,103-38,4189652.0,32.0,C,1042,19,2016-07-10T00:00:00.000,QUEENS,19,0,Original,19090
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT EAST WALL, SOUTH WALL, WEST WALL AND CEILING IN THE 2nd BATHROOM FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2014-03-19T00:00:00.000,4769477.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,B,550,516,2014-03-20T00:00:00.000,BRONX,9,204975,Original,76850
"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT 4R, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",,4828665.0,40.69941,Bedford-Stuyvesant (East),308,3042834.0,36.0,B,1502,21,2014-06-17T00:00:00.000,BROOKLYN,19,313619,Original,38830
"§ 27-2029 ADMIN. CODE: PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 2FL, 2nd STORY",,4759503.0,40.698096,Bushwick (West),34,3072007.0,34.0,C,966,19,2014-01-25T00:00:00.000,BROOKLYN,19,391358,Original,60130
"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT D28F, 28th STORY, 3rd APARTMENT FROM WEST AT NORTH",2014-09-16T00:00:00.000,4891691.0,40.819549,Manhattanville-West Harlem,3333D,1085768.0,7.0,B,1502,9005,2014-09-26T00:00:00.000,MANHATTAN,9,139245,Original,13610
"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",,4764810.0,40.736016,West Village,57,1010939.0,3.0,B,1503,61,2014-03-14T00:00:00.000,MANHATTAN,19,130911,Original,21740
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR INOPERATIVE IN THE ENTIRE APARTMENT LOCATED AT APT 41L, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",,4790035.0,40.829536,Concourse-Concourse Village,1076,2002229.0,16.0,B,702,54,2014-04-18T00:00:00.000,BRONX,19,210186,Original,32820
"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING AT PUBLIC HALL, 3rd STORY",,8589257.0,,,22 FRONT,,,A,556,15,2023-11-24T00:00:00.000,BROOKLYN,2,306067,Original,80930
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE MARBLE TREAD, 3RD UP FROM BOTTOM AT VESTIBULE AT PUBLIC HALL STAIRS, 1st STORY",2015-03-19T00:00:00.000,5065708.0,40.663067,East New York-New Lots,575,3085038.0,42.0,C,502,51,2015-03-19T00:00:00.000,BROOKLYN,19,335352,Original,76430
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) SOUTH WALL IN THE KITCHEN LOCATED AT APT D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2015-04-14T00:00:00.000,5072598.0,40.846921,Mount Hope,1812,2009359.0,14.0,C,617,59,2015-04-18T00:00:00.000,BRONX,19,205445,Original,20020
"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANE AT LOWER SASH WINDOW IN THE 2nd ROOM FROM EAST LOCATED AT APT 1, 1st STORY",,4786152.0,40.879602,Williamsbridge-Olinville,3632,2057856.0,12.0,B,505,36,2014-04-14T00:00:00.000,BRONX,19,216819,Original,40320
"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE 1st RADIATOR FROM NORTH AT EAST WALL IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 23, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2015-01-28T00:00:00.000,4967139.0,40.800036,Harlem (South),48,1054984.0,9.0,A,554,24,2015-04-03T00:00:00.000,MANHATTAN,9,108543,Original,31190
"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE ... IN THE ENTRANCE LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2014-09-15T00:00:00.000,4804684.0,40.844393,Washington Heights (South),277,1063422.0,10.0,B,530,204,2014-05-09T00:00:00.000,MANHATTAN,19,103373,Original,21190
"§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING 100 WATTS MINIMUM REQUIRED, LIGHT FIXTURE PRESENT",2014-09-19T00:00:00.000,4908588.0,40.643887,Sunset Park (Central),5203,3013942.0,38.0,B,686,9,2014-10-24T00:00:00.000,BROOKLYN,19,336513,Original,5580
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE ERODED WOOD FLOOR IN THE 5th ROOM FROM NORTH LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2014-06-10T00:00:00.000,4774120.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,B,502,516,2014-03-26T00:00:00.000,BRONX,19,204975,Original,76850
"§ 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN AT SINK IN THE KITCHEN LOCATED AT APT 2J, 2nd STORY, 3rd APARTMENT FROM NORTH AT EAST",,4706940.0,40.87016,Co-op City,100,2095395.0,12.0,B,649,120,2013-11-29T00:00:00.000,BRONX,28,221755,Original,79800
"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE KITCHENETTE , THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT C061, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",,4839070.0,40.693415,Brooklyn Heights,8,3341540.0,33.0,A,556,17,2014-09-01T00:00:00.000,BROOKLYN,19,372674,Original,28390
"§ 27-2005, 2007 ADM CODE FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM AT LEAST 1 WINDOW OR PROVIDE APPROVED TYPE GATE , IN THE ENTIRE APARTMENT LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",,4736470.0,40.663067,East New York-New Lots,575,3085038.0,42.0,B,522,51,2014-01-23T00:00:00.000,BROOKLYN,19,335352,Original,76430
"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING ( 20 SQ FT ) AND WEST WALL ( 12 SQ FT ) IN THE BATHROOM LOCATED AT APT B42, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2021-09-01T00:00:00.000,7432509.0,40.877386,Norwood,119,2017719.0,11.0,C,550,1,2021-09-06T00:00:00.000,BRONX,19,209370,Original,29430
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL IN THE FOYER LOCATED AT APT A7, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT EAST",,4955278.0,40.664935,East Flatbush-Remsen Village,56,3099542.0,41.0,B,508,33,2015-01-12T00:00:00.000,BROOKLYN,22,312121,Original,73480
"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING FROM WALL AT PUBLIC HALL, 1st STORY",,4765743.0,40.853353,Belmont,2350,2012868.0,15.0,A,484,26,2014-05-16T00:00:00.000,BRONX,19,208142,Original,12020
"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE , DOOR IN THE ENTRANCE LOCATED AT APT 4E, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''BLDG:685''",,4716201.0,40.806718,Mott Haven-Port Morris,685,2003821.0,8.0,B,530,76,2013-12-17T00:00:00.000,BRONX,19,202322,Original,25860
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 32, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",,4780791.0,40.829536,Concourse-Concourse Village,1076,2002229.0,16.0,B,508,54,2014-04-04T00:00:00.000,BRONX,19,210186,Original,32820
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING LOCATED AT APT 2H, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2014-02-24T00:00:00.000,4766948.0,40.640292,Flatbush,2217,3119591.0,40.0,B,702,38,2014-03-17T00:00:00.000,BROOKLYN,19,317126,Original,32930
"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD., 1st STORY",2015-03-27T00:00:00.000,5074188.0,40.722175,Forest Hills,67-67,4075016.0,29.0,A,500,95,2015-07-04T00:00:00.000,QUEENS,9,420090,Original,37990
§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE BUILDING ENTRANCE MORTISE DOOR LOCK,,4717482.0,40.869802,Eastchester-Edenwald-Baychester,3017,2093643.0,12.0,C,501,89,2013-11-13T00:00:00.000,BRONX,19,219411,Original,29820
"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2014-07-25T00:00:00.000,4866749.0,40.715477,Chinatown-Two Bridges,65,1001791.0,1.0,B,569,22,2014-08-18T00:00:00.000,MANHATTAN,9,102507,Original,12810
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE BATHROOM LOCATED AT APT D30C, 30th STORY, 1st APARTMENT FROM WEST AT NORTH",2014-06-16T00:00:00.000,4850660.0,40.819549,Manhattanville-West Harlem,3333D,1085768.0,7.0,B,508,9005,2014-07-22T00:00:00.000,MANHATTAN,9,139245,Original,13610
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE REGLAZE THE PORCELAIN PAINT AT BATHTUB IN THE 4th BATHROOM FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2014-03-19T00:00:00.000,4769477.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,B,502,516,2014-03-20T00:00:00.000,BRONX,9,204975,Original,76850
"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 9; WG TO REPLACE = 0; WG TO REPAIR = 0; LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",,4849855.0,40.663067,East New York-New Lots,575,3085038.0,42.0,C,790,51,2014-07-05T00:00:00.000,BROOKLYN,9,335352,Original,76430
"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE FLOOR INSIDE CABINET AT WEST WALL IN THE KITCHEN LOCATED AT APT 4C, 4th STORY, 4th APARTMENT FROM WEST AT NORTH",2014-02-18T00:00:00.000,4722636.0,40.854559,Mount Hope,2165,2013717.0,15.0,A,501,64,2014-03-01T00:00:00.000,BRONX,9,204418,Original,62720
"§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING A MINIMUM OF 100 WATTS INCANDESCENT LIGHT REQUIRED, LIGHT FIXTURE PRESENT. AT FRONT AREAWAY",,4828231.0,40.726227,East Village,407,1005811.0,2.0,B,686,54,2014-06-17T00:00:00.000,MANHATTAN,2,104026,Original,17110
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR IN THE KITCHEN LOCATED AT APT 10, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",,4760639.0,40.643887,Sunset Park (Central),5203,3013942.0,38.0,B,502,9,2014-03-06T00:00:00.000,BROOKLYN,19,336513,Original,5580
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 1st ROOM FROM EAST AT CENTER LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",,4769478.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,C,508,516,2014-02-12T00:00:00.000,BRONX,19,204975,Original,76850
"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE ROTTED WOOD SINK BASE CABINET IN THE KITCHEN LOCATED AT APT D20E, 20th STORY, 2nd APARTMENT FROM NORTH AT EAST",2014-07-17T00:00:00.000,4851462.0,40.819549,Manhattanville-West Harlem,3333D,1085768.0,7.0,B,505,9005,2014-07-23T00:00:00.000,MANHATTAN,19,139245,Original,13610
§ 27-2005 ADM CODE MAKE SAFE BY PROPERLY REPAIRING THE STRUCTURAL DEFECT SAGGING FLOOR FROM BUILDING ENTRACE TO VESTIBULE,2013-10-25T00:00:00.000,4707912.0,40.705749,Bushwick (West),409,3073013.0,34.0,C,503,38,2013-10-28T00:00:00.000,BROOKLYN,9,360086,Original,83930
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3U, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST",2014-01-24T00:00:00.000,4761656.0,40.722175,Forest Hills,67-67,4075016.0,29.0,B,702,95,2014-03-07T00:00:00.000,QUEENS,9,420090,Original,37990
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CAULKING AROUND WASH BASIN IN THE BATHROOM LOCATED AT APT C19E, 19th STORY",2014-06-09T00:00:00.000,4845028.0,40.818858,Manhattanville-West Harlem,3333C,1085767.0,7.0,B,502,9005,2014-07-11T00:00:00.000,MANHATTAN,9,143318,Original,13610
"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.",,7776183.0,40.681886,East New York-City Line,3412,3319722.0,37.0,A,1501,19,2022-06-21T00:00:00.000,BROOKLYN,19,818271,Original,13430
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE SHEETROCK CEILING IN THE KITCHEN LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",,4781031.0,40.663067,East New York-New Lots,575,3085038.0,42.0,B,502,51,2014-04-04T00:00:00.000,BROOKLYN,19,335352,Original,76430
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING & SOUTH WALL IN THE BATHROOM LOCATED AT APT 5F, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",2013-11-22T00:00:00.000,4710239.0,40.843442,Mount Eden-Claremont (West),1663,2007390.0,15.0,B,550,15,2013-12-06T00:00:00.000,BRONX,9,200990,Original,29720
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE BATHROOM LOCATED AT APT 11B, 11th STORY, 5th APARTMENT FROM EAST AT SOUTH",,4728148.0,40.665166,Crown Heights (South),1700,3388702.0,35.0,C,508,1,2013-12-03T00:00:00.000,BROOKLYN,19,373043,Original,18630
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",,4787089.0,40.744328,Woodside,41-28,4431346.0,26.0,B,702,6,2014-04-14T00:00:00.000,QUEENS,19,400786,Original,11590
"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 4D, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''D-UNIT''",,4706888.0,40.711283,Queens Village,106-15,4239278.0,27.0,C,790,83,2013-11-13T00:00:00.000,QUEENS,19,419169,Original,26740
§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AT ENTRANCE DOOR TO BUILDING,,5155448.0,40.640486,Flatbush (West)-Ditmas Park-Parkville,697,3118211.0,40.0,C,501,137,2015-07-22T00:00:00.000,BROOKLYN,19,332119,Original,28830
"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT LOCATED AT APT D95, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",,4807002.0,40.693044,Brooklyn Heights,28,3341548.0,33.0,B,1502,17,2014-05-13T00:00:00.000,BROOKLYN,19,373797,Original,28390
"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 3rd ROOM FROM NORTH LOCATED AT APT 27, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",,4937335.0,40.800036,Harlem (South),48,1054984.0,9.0,C,508,24,2014-11-03T00:00:00.000,MANHATTAN,19,108543,Original,31190
"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT EAST WALL , CEILING AND SOUTH WALL IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2014-03-19T00:00:00.000,4769477.0,40.852685,University Heights (South)-Morris Heights,226,2008964.0,14.0,B,550,516,2014-03-20T00:00:00.000,BRONX,9,204975,Original,76850
"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL, SOUTH WALL, EAST WALL IN THE KITCHEN LOCATED AT APT 4D, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",,4757530.0,40.855606,Belmont,2366,2011656.0,15.0,C,617,12,2014-02-15T00:00:00.000,BRONX,20,202094,Original,46920
"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT NORTHEAST 1 ROOM LOCATED AT APT C27F, 27th STORY",2014-02-10T00:00:00.000,4737284.0,40.818858,Manhattanville-West Harlem,3333C,1085767.0,7.0,A,502,9005,2014-03-25T00:00:00.000,MANHATTAN,9,143318,Original,13610
"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT 2H, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2014-02-24T00:00:00.000,4766948.0,40.640292,Flatbush,2217,3119591.0,40.0,B,1502,38,2014-03-17T00:00:00.000,BROOKLYN,19,317126,Original,32930
"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE LOCATED AT APT D5C, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",2014-03-07T00:00:00.000,4780369.0,40.819549,Manhattanville-West Harlem,3333D,1085768.0,7.0,B,702,9005,2014-04-03T00:00:00.000,MANHATTAN,9,139245,Original,13610
"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT C77, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",,4831291.0,40.693415,Brooklyn Heights,8,3341540.0,33.0,B,583,17,2014-06-20T00:00:00.000,BROOKLYN,19,372674,Original,28390
