brooklyn_cooperatives_comparable_properties_boro_block_lot,brooklyn_cooperatives_comparable_properties_address,latitude,longitude,bin,comparable_rental_1_building_classification,comparable_rental_2_est_gross_income,comparable_rental_1_neighborhood,comparable_rental_1_boro_block_lot,brooklyn_cooperatives_comparable_properties_market_value_per_sqft,brooklyn_cooperatives_comparable_properties_year_built,census_tract,comparable_rental_2_boro_block_lot,comparable_rental_1_full_market_value,comparable_rental_1_est_gross_income,comparable_rental_1_address
3-07158-0063,"{'latitude': '40.594364129614', 'longitude': '-73.964489496344', 'human_address': '{""address"": ""2265 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.59427,-73.964796,3194014.0,D1-ELEVATOR,594289.0,OCEAN PARKWAY-SOUTH,3-07179-0058,56.0,1956,392.0,3-07198-0006,5680000,1679311,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""2375 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01103-0073,"{'latitude': '40.662110466948', 'longitude': '-73.982105049515', 'human_address': '{""address"": ""411 15 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,267836.0,PARK SLOPE,3-01066-0014,85.0,1910,,3-01093-0001,1380000,332761,"{'latitude': '40.673251152174', 'longitude': '-73.97243430795', 'human_address': '{""address"": ""888 UNION STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02408-0041,"{'latitude': '40.676135130495', 'longitude': '-73.988338651389', 'human_address': '{""address"": ""227 2 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,318444.0,WILLIAMSBURG-SOUTH,3-02450-0029,41.4,1905,,3-02438-0036,1020000,328308,"{'latitude': '40.670969325405', 'longitude': '-73.982953065574', 'human_address': '{""address"": ""373 5 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02447-0010,"{'latitude': '40.672436252979', 'longitude': '-73.98435760725', 'human_address': '{""address"": ""256 4 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,328308.0,WILLIAMSBURG-SOUTH,3-02419-0009,43.8,1915,,3-02450-0029,997000,294875,"{'latitude': '40.676487251051', 'longitude': '-73.989251068708', 'human_address': '{""address"": ""184 2 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-04847-0004,"{'latitude': '40.595200515174', 'longitude': '-73.985286725256', 'human_address': '{""address"": ""10 43 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,3028396.0,OCEAN PARKWAY-SOUTH,3-07179-0058,52.0,1956,,3-07235-0001,5680000,1679311,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""2375 3 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05611-0044,"{'latitude': '40.636393187154', 'longitude': '-73.987135379895', 'human_address': '{""address"": ""4418 14 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.636345,-73.987173,3136488.0,C7-WALK-UP,157756.0,BOROUGH PARK,3-05670-0047,34.3,1915,232.0,3-05024-0063,1520000,406134,"{'latitude': '40.631225672155', 'longitude': '-73.993284116546', 'human_address': '{""address"": ""1379 54 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01106-0019,"{'latitude': '40.700715630315', 'longitude': '-73.989910382644', 'human_address': '{""address"": ""14 PROSPECT PARK"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.661354,-73.96968,3000000.0,C1-WALK-UP,267836.0,PARK SLOPE,3-01066-0014,76.0,1920,177.0,3-01093-0001,1380000,332761,"{'latitude': '40.673251152174', 'longitude': '-73.97243430795', 'human_address': '{""address"": ""888 UNION STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-02431-0036,"{'latitude': '40.676675865465', 'longitude': '-73.992987153195', 'human_address': '{""address"": ""151 4 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,318444.0,WILLIAMSBURG-SOUTH,3-02450-0029,41.4,1906,,3-02438-0036,1020000,328308,"{'latitude': '40.670969325405', 'longitude': '-73.982953065574', 'human_address': '{""address"": ""373 5 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05929-0058,"{'latitude': '40.631199651566', 'longitude': '-74.026550402973', 'human_address': '{""address"": ""345 BAY RIDGE PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.631179,-74.026534,3148286.0,D1-ELEVATOR,520774.0,DYKER HEIGHTS,3-06021-0046,49.9,1929,66.0,3-08709-0014,1360000,402792,"{'latitude': '40.619469035079', 'longitude': '-74.019674693371', 'human_address': '{""address"": ""915 84 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06104-0001,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""9323 SHORE ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.618305,-74.039446,3155134.0,D5-ELEVATOR,1486711.0,GOWANUS,3-00416-0017,77.0,1961,5202.0,3-01170-0005,6830000,1648576,"{'latitude': '40.68187810334', 'longitude': '-73.990340265198', 'human_address': '{""address"": ""419 DE GRAW STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-08808-0059,"{'latitude': '40.584331740779', 'longitude': '-73.932000283479', 'human_address': '{""address"": ""3221 EMMONS AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.584259,-73.93187,3247956.0,D1-ELEVATOR,1679311.0,CONEY ISLAND,3-07011-0011,53.0,1960,622.0,3-07179-0058,3430000,1620077,"{'latitude': '40.575693988233', 'longitude': '-73.99435949186', 'human_address': '{""address"": ""2828 28 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01164-0051,"{'latitude': '40.676840119683', 'longitude': '-73.9696287993', 'human_address': '{""address"": ""250 PARK PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.676926,-73.969897,3029057.0,C1-WALK-UP,216299.0,PARK SLOPE,3-00975-0017,67.0,1915,163.0,3-00312-0038,1540000,371499,"{'latitude': '40.672989449655', 'longitude': '-73.982007426881', 'human_address': '{""address"": ""390 2 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06111-0014,"{'latitude': '40.617966953908', 'longitude': '-74.038786567761', 'human_address': '{""address"": ""16 94 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,495612.0,OCEAN PARKWAY-NORTH,3-05417-0045,49.7,1934,,3-06085-0001,1240000,441640,"{'latitude': '40.63324384135', 'longitude': '-73.970008730108', 'human_address': '{""address"": ""303 WEBSTER AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07397-0085,"{'latitude': '40.59419299503', 'longitude': '-73.958305402699', 'human_address': '{""address"": ""1200 GRAVESEND NECK ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.594252,-73.958228,3201771.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,50.0,1963,584.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01059-0055,"{'latitude': '40.67509062861', 'longitude': '-73.972857045219', 'human_address': '{""address"": ""225 LINCOLN PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.675123,-73.973009,3024464.0,D7-ELEVATOR,1486711.0,BROOKLYN HEIGHTS,3-00275-0001,67.0,1920,159.0,3-01170-0005,7380000,1781214,"{'latitude': '40.690347634823', 'longitude': '-73.994348984645', 'human_address': '{""address"": ""200 CLINTON STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06730-0001,"{'latitude': '40.621111534613', 'longitude': '-73.955614538343', 'human_address': '{""address"": ""1680 OCEAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.621378,-73.955581,3180535.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,32.0,1935,760.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07440-0020,"{'latitude': '40.589538573084', 'longitude': '-73.949651127444', 'human_address': '{""address"": ""2940 OCEAN AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.589555,-73.949557,3204126.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,52.0,1930,592.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00733-0017,"{'latitude': '40.644639139805', 'longitude': '-73.999024248293', 'human_address': '{""address"": ""826 43 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,398277.0,BOERUM HILL,3-00197-0055,65.0,1916,,3-00396-0053,1390000,372600,"{'latitude': '40.684060126855', 'longitude': '-73.983557380885', 'human_address': '{""address"": ""255 BERGEN STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00236-0011,"{'latitude': '40.695703562164', 'longitude': '-73.994781270217', 'human_address': '{""address"": ""69 PIERREPONT STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.695693,-73.994782,3001824.0,D3-ELEVATOR,1269701.0,BROOKLYN HEIGHTS,3-00247-0028,90.0,1905,501.0,3-00036-0016,3960000,1060307,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""74 MONTAGUE STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07238-0115,"{'latitude': '40.585336276539', 'longitude': '-73.966763426046', 'human_address': '{""address"": ""2650 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.585466,-73.966438,3196066.0,D1-ELEVATOR,5069960.0,CONEY ISLAND,3-07055-0013,63.0,1962,37401.0,3-06469-0001,21500000,6363120,"{'latitude': '40.574797359265', 'longitude': '-73.990957409813', 'human_address': '{""address"": ""2950 24 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-08768-0001,"{'latitude': '40.585704268367', 'longitude': '-73.95369798983', 'human_address': '{""address"": ""1516 VOORHIES AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.585738,-73.953643,3246959.0,D1-ELEVATOR,1041998.0,BAY RIDGE,3-06111-0057,68.0,1961,606.0,3-06111-0057,3900000,1041998,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""9480 RIDGE BOULEVARD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05770-0045,"{'latitude': '40.629362857679', 'longitude': '-74.013208830432', 'human_address': '{""address"": ""877 BAY RIDGE AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.629392,-74.013294,3143013.0,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,39.9,1963,12801.0,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01051-0024,"{'latitude': '40.666551262213', 'longitude': '-73.993153851666', 'human_address': '{""address"": ""88 16 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,C1-WALK-UP,466050.0,PARK SLOPE,3-00975-0017,54.0,1912,,3-00177-0034,1540000,371499,"{'latitude': '40.672989449655', 'longitude': '-73.982007426881', 'human_address': '{""address"": ""390 2 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00302-0058,"{'latitude': '40.687210474159', 'longitude': '-73.995071267707', 'human_address': '{""address"": ""205 WARREN STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.687165,-73.994999,3003292.0,D1-ELEVATOR,891236.0,FORT GREENE,3-02102-0008,89.0,1901,45.0,3-01093-0038,4260000,1028230,"{'latitude': '40.688219465551', 'longitude': '-73.972797451682', 'human_address': '{""address"": ""249 CUMBERLAND STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-07463-0037,"{'latitude': '40.586571743691', 'longitude': '-73.950229266278', 'human_address': '{""address"": ""2680 19 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",,,,D1-ELEVATOR,4596080.0,OCEAN PARKWAY-SOUTH,3-06683-0052,50.0,1957,,3-08470-1018,723000,340920,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""1965 7 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01228-0037,"{'latitude': '40.674904286258', 'longitude': '-73.944915583718', 'human_address': '{""address"": ""840 ST MARK\'S AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.674935,-73.945152,3031037.0,D1-ELEVATOR,626197.0,CROWN HEIGHTS,3-01288-0045,17.21,1926,341.0,3-01271-0005,1020000,482876,"{'latitude': '40.666498573217', 'longitude': '-73.954088861904', 'human_address': '{""address"": ""201 CROWN STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-00292-0016,"{'latitude': '40.689296088897', 'longitude': '-73.993735428028', 'human_address': '{""address"": ""174 PACIFIC STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.689308,-73.993715,3003067.0,C1-WALK-UP,267693.0,BOERUM HILL,3-00177-0011,90.0,1901,45.0,3-00177-0012,1110000,266862,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""354 STATE STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06462-0040,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""8847 BAY 16 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.603108,-74.009338,332073300.00%,C9-WALK-UP,851619.0,BATH BEACH,3-06463-0012,22.33,1949,176.0,3-05939-0020,1740000,732134,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""225 BAY 17 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-01803-0076,"{'latitude': '40.687095112153', 'longitude': '-73.949707782229', 'human_address': '{""address"": ""277 QUINCY STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.687091,-73.949584,3050645.0,C1-WALK-UP,306469.0,BEDFORD STUYVESANT,3-01970-0001,43.9,1931,251.0,3-01970-0001,1150000,306469,"{'latitude': '40.698595632509', 'longitude': '-73.961752211107', 'human_address': '{""address"": ""51 CLASSON AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05060-0008,"{'latitude': '40.651736768813', 'longitude': '-73.965183055765', 'human_address': '{""address"": ""55 PARADE PLACE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.651617,-73.965144,3116111.0,C7-WALK-UP,157756.0,BOROUGH PARK,3-05670-0047,27.2,1927,50804.0,3-05024-0063,1520000,406134,"{'latitude': '40.631225672155', 'longitude': '-73.993284116546', 'human_address': '{""address"": ""1379 54 STREET"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-05328-0010,"{'latitude': '40.647750858669', 'longitude': '-73.975297205612', 'human_address': '{""address"": ""110 OCEAN PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.647706,-73.975254,3124299.0,D1-ELEVATOR,347984.0,KENSINGTON,3-05324-0001,21.53,1953,500.0,3-05325-0065,10800000,3474118,"{'latitude': '40.645989842578', 'longitude': '-73.980004122275', 'human_address': '{""address"": ""333 MC DONALD AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06447-0001,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""8814 BAY PARKWAY"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.597685,-73.998243,3168962.0,D1-ELEVATOR,908920.0,BAY RIDGE,3-06047-0031,33.3,1928,292.0,3-06107-0029,4510000,1206404,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""8708 RIDGE BOULEVARD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
3-06111-0001,"{'latitude': '42.433188999772', 'longitude': '-78.748646000413', 'human_address': '{""address"": ""9411 SHORE ROAD"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}",40.617523,-74.038966,315539000.00%,D1-ELEVATOR,1719535.0,BAY RIDGE,3-06026-0001,77.0,1960,54.0,3-06069-0013,4210000,1244260,"{'latitude': '40.623897963169', 'longitude': '-74.027877752129', 'human_address': '{""address"": ""8415 4 AVENUE"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": """"}'}"
